ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
47,1980,1980-12-14,15,26.188,PIT,,KAN,W 21-16,0,0,,0,5,183,36.60,0
48,1980,1980-12-22,16,26.196,PIT,@,SDG,L 17-26,0,0,,0,3,137,45.67,0
49,1981,1981-09-06,1,27.089,PIT,,KAN,L 33-37,0,0,,0,3,116,38.67,0
50,1981,1981-09-10,2,27.093,PIT,@,MIA,L 10-30,0,0,,0,6,223,37.17,0
51,1981,1981-09-20,3,27.103,PIT,,NYJ,W 38-10,1,8,8.00,0,2,74,37.00,0
52,1981,1981-09-27,4,27.110,PIT,,NWE,W 27-21,0,0,,0,5,185,37.00,0
53,1981,1981-10-04,5,27.117,PIT,@,NOR,W 20-6,0,0,,0,6,250,41.67,0
54,1981,1981-10-11,6,27.124,PIT,,CLE,W 13-7,0,0,,0,7,292,41.71,0
55,1981,1981-10-18,7,27.131,PIT,@,CIN,L 7-34,0,0,,0,9,418,46.44,0
56,1981,1981-10-26,8,27.139,PIT,,HOU,W 26-13,0,0,,0,5,232,46.40,0
57,1981,1981-11-01,9,27.145,PIT,,SFO,L 14-17,0,0,,0,2,97,48.50,0
58,1981,1981-11-08,10,27.152,PIT,@,SEA,L 21-24,0,0,,0,3,159,53.00,0
59,1981,1981-11-15,11,27.159,PIT,@,ATL,W 34-20,0,0,,0,8,360,45.00,0
60,1981,1981-11-22,12,27.166,PIT,@,CLE,W 32-10,0,0,,0,2,70,35.00,0
61,1981,1981-11-29,13,27.173,PIT,,RAM,W 24-0,0,0,,0,6,269,44.83,0
62,1981,1981-12-07,14,27.181,PIT,@,OAK,L 27-30,0,0,,0,9,419,46.56,0
63,1981,1981-12-13,15,27.187,PIT,,CIN,L 10-17,0,0,,0,5,191,38.20,0
64,1981,1981-12-20,16,27.194,PIT,@,HOU,L 20-21,0,0,,0,6,286,47.67,0
65,1983,1983-09-04,1,29.087,PIT,,DEN,L 10-14,0,0,,0,6,249,41.50,0
66,1983,1983-09-11,2,29.094,PIT,@,GNB,W 25-21,0,0,,0,4,152,38.00,0
67,1983,1983-09-18,3,29.101,PIT,@,HOU,W 40-28,0,0,,0,4,162,40.50,0
68,1983,1983-09-25,4,29.108,PIT,,NWE,L 23-28,0,0,,0,2,79,39.50,0
69,1983,1983-10-02,5,29.115,PIT,,HOU,W 17-10,0,0,,0,6,255,42.50,0
70,1983,1983-10-10,6,29.123,PIT,@,CIN,W 24-14,0,0,,0,6,259,43.17,0
71,1983,1983-10-16,7,29.129,PIT,,CLE,W 44-17,0,0,,0,4,177,44.25,0
72,1983,1983-10-23,8,29.136,PIT,@,SEA,W 27-21,0,0,,0,5,214,42.80,0
73,1983,1983-10-30,9,29.143,PIT,,TAM,W 17-12,0,0,,0,4,150,37.50,0
74,1983,1983-11-06,10,29.150,PIT,,SDG,W 26-3,0,0,,0,4,189,47.25,0
75,1983,1983-11-13,11,29.157,PIT,@,BAL,W 24-13,0,0,,0,5,216,43.20,0
76,1983,1983-11-20,12,29.164,PIT,,MIN,L 14-17,0,0,,0,8,366,45.75,0
77,1983,1983-11-24,13,29.168,PIT,@,DET,L 3-45,0,0,,0,7,300,42.86,0
78,1983,1983-12-04,14,29.178,PIT,,CIN,L 10-23,0,0,,0,4,164,41.00,0
79,1983,1983-12-10,15,29.184,PIT,@,NYJ,W 34-7,0,0,,0,7,270,38.57,0
80,1983,1983-12-18,16,29.192,PIT,@,CLE,L 17-30,0,0,,0,4,150,37.50,0
81,1984,1984-09-02,1,30.085,PIT,,KAN,L 27-37,0,0,,0,2,71,35.50,0
82,1984,1984-09-06,2,30.089,PIT,@,NYJ,W 23-17,0,0,,0,3,112,37.33,0
83,1984,1984-09-16,3,30.099,PIT,,RAM,W 24-14,0,0,,0,5,204,40.80,0
84,1984,1984-09-23,4,30.106,PIT,@,CLE,L 10-20,0,0,,0,7,283,40.43,0
85,1984,1984-10-01,5,30.114,PIT,,CIN,W 38-17,0,0,,0,3,140,46.67,0
86,1984,1984-10-07,6,30.120,PIT,,MIA,L 7-31,0,0,,0,5,197,39.40,0
87,1984,1984-10-14,7,30.127,PIT,@,SFO,W 20-17,0,0,,0,2,82,41.00,0
88,1984,1984-10-21,8,30.134,PIT,@,IND,L 16-17,0,0,,0,6,262,43.67,0
89,1984,1984-10-28,9,30.141,PIT,,ATL,W 35-10,0,0,,0,5,191,38.20,0
90,1984,1984-11-04,10,30.148,PIT,,HOU,W 35-7,0,0,,0,4,150,37.50,0
91,1984,1984-11-11,11,30.155,PIT,@,CIN,L 20-22,0,0,,0,4,162,40.50,0
92,1984,1984-11-19,12,30.163,PIT,@,NOR,L 24-27,0,0,,0,5,223,44.60,0
93,1984,1984-11-25,13,30.169,PIT,,SDG,W 52-24,0,0,,0,3,123,41.00,0
94,1984,1984-12-02,14,30.176,PIT,@,HOU,L 20-23,1,0,0.00,0,6,243,40.50,0
95,1984,1984-12-09,15,30.183,PIT,,CLE,W 23-20,0,0,,0,5,216,43.20,0
96,1984,1984-12-16,16,30.190,PIT,@,RAI,W 13-7,0,0,,0,5,224,44.80,0
97,1987,1987-10-04,3,33.117,IND,@,BUF,W 47-6,0,0,,0,2,61,30.50,1
