ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
20,2011,2011-11-13,9,22.080,KAN,,DEN,L 10-17,,8,45,5.63,0,8,6,48,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
21,2011,2011-11-21,10,22.088,KAN,@,NWE,L 3-34,*,9,45,5.00,0,1,1,3,3.00,0,100.0%,3.00,1,18,18.00,0,0,0,,0,,0,0,0.0,0,0
22,2011,2011-11-27,11,22.094,KAN,,PIT,L 9-13,,9,28,3.11,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,1,7,7.00,0,,0,0,0.0,0,0
23,2011,2011-12-04,12,22.101,KAN,@,CHI,W 10-3,,9,61,6.78,0,5,4,46,11.50,1,80.0%,9.20,1,23,23.00,0,0,0,,0,,1,6,0.0,0,0
24,2011,2011-12-11,13,22.108,KAN,@,NYJ,L 10-37,*,4,1,0.25,0,2,0,0,,0,0.0%,0.00,5,89,17.80,0,1,4,4.00,0,,0,0,0.0,0,0
25,2011,2011-12-18,14,22.115,KAN,,GNB,W 19-14,,5,14,2.80,0,2,2,11,5.50,0,100.0%,5.50,1,22,22.00,0,0,0,,0,,0,0,0.0,0,0
26,2011,2011-12-24,15,22.121,KAN,,OAK,L 13-16,,3,15,5.00,0,7,5,89,17.80,0,71.4%,12.71,1,25,25.00,0,0,0,,0,,0,0,0.0,1,0
27,2011,2012-01-01,16,22.129,KAN,@,DEN,W 7-3,,12,61,5.08,1,6,3,25,8.33,0,50.0%,4.17,0,0,,0,1,18,18.00,0,,1,6,0.0,0,0
28,2012,2012-09-09,1,23.015,KAN,,ATL,L 24-40,*,0,0,,0,10,6,82,13.67,0,60.0%,8.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2012,2012-09-16,2,23.022,KAN,@,BUF,L 17-35,,0,0,,0,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,0,,0,0,0.0,0,0
30,2012,2012-09-23,3,23.029,KAN,@,NOR,W 27-24,,1,5,5.00,0,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2012,2012-09-30,4,23.036,KAN,,SDG,L 20-37,*,0,0,,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
32,2012,2012-10-07,5,23.043,KAN,,BAL,L 6-9,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,
33,2012,2012-10-14,6,23.050,KAN,@,TAM,L 10-38,*,0,0,,0,8,6,39,6.50,0,75.0%,4.88,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2012,2012-10-28,7,23.064,KAN,,OAK,L 16-26,*,2,15,7.50,0,8,6,54,9.00,1,75.0%,6.75,0,0,,0,0,0,,0,,1,6,0.0,0,0
35,2012,2012-11-01,8,23.068,KAN,@,SDG,L 13-31,,4,17,4.25,0,6,2,17,8.50,0,33.3%,2.83,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
36,2012,2012-11-12,9,23.079,KAN,@,PIT,L 13-16,,0,0,,0,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2012,2012-11-18,10,23.085,KAN,,CIN,L 6-28,*,0,0,,0,3,3,37,12.33,0,100.0%,12.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2012,2012-11-25,11,23.092,KAN,,DEN,L 9-17,,2,23,11.50,0,4,4,21,5.25,0,100.0%,5.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2012,2012-12-02,12,23.099,KAN,,CAR,W 27-21,,1,0,0.00,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,1,6,6.00,0,,0,0,0.0,0,0
40,2012,2012-12-09,13,23.106,KAN,@,CLE,L 7-30,,1,0,0.00,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
41,2012,2012-12-16,14,23.113,KAN,@,OAK,L 0-15,,0,0,,0,10,7,59,8.43,0,70.0%,5.90,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2012,2012-12-23,15,23.120,KAN,,IND,L 13-20,,1,10,10.00,0,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2012,2012-12-30,16,23.127,KAN,@,DEN,L 3-38,*,0,0,,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2013,2013-09-08,1,24.014,KAN,@,JAX,W 28-2,,0,0,,0,5,3,43,14.33,0,60.0%,8.60,0,0,,0,7,80,11.43,0,,0,0,0.0,0,0
45,2013,2013-09-15,2,24.021,KAN,,DAL,W 17-16,*,0,0,,0,4,2,14,7.00,0,50.0%,3.50,0,0,,0,3,41,13.67,0,,0,0,0.0,0,0
46,2013,2013-09-19,3,24.025,KAN,@,PHI,W 26-16,*,1,-3,-3.00,0,4,1,1,1.00,0,25.0%,0.25,1,3,3.00,0,2,12,6.00,0,,0,0,0.0,0,0
47,2013,2013-09-29,4,24.035,KAN,,NYG,W 31-7,*,0,0,,0,5,5,48,9.60,0,100.0%,9.60,0,0,,0,4,113,28.25,1,,0,6,0.0,0,0
48,2013,2013-10-06,5,24.042,KAN,@,TEN,W 26-17,,0,0,,0,3,0,0,,0,0.0%,0.00,0,0,,0,5,39,7.80,0,,0,0,0.0,1,0
49,2013,2013-10-13,6,24.049,KAN,,OAK,W 24-7,,1,4,4.00,0,5,1,10,10.00,0,20.0%,2.00,0,0,,0,6,32,5.33,0,,0,0,0.0,0,0
50,2013,2013-10-20,7,24.056,KAN,,HOU,W 17-16,,2,4,2.00,0,5,4,70,17.50,0,80.0%,14.00,0,0,,0,4,32,8.00,0,,0,0,0.0,0,0
51,2013,2013-10-27,8,24.063,KAN,,CLE,W 23-17,,1,5,5.00,0,10,7,67,9.57,1,70.0%,6.70,0,0,,0,5,38,7.60,0,,1,6,0.0,0,0
52,2013,2013-11-03,9,24.070,KAN,@,BUF,W 23-13,*,1,-4,-4.00,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
53,2013,2013-11-17,10,24.084,KAN,@,DEN,L 17-27,,0,0,,0,8,5,53,10.60,0,62.5%,6.63,0,0,,0,5,33,6.60,0,,0,0,0.0,0,0
54,2013,2013-11-24,11,24.091,KAN,,SDG,L 38-41,,1,-1,-1.00,0,10,7,59,8.43,0,70.0%,5.90,0,0,,0,4,34,8.50,0,,0,0,0.0,0,0
55,2013,2013-12-01,12,24.098,KAN,,DEN,L 28-35,,1,0,0.00,0,6,5,43,8.60,0,83.3%,7.17,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
56,2013,2013-12-08,13,24.105,KAN,@,WAS,W 45-10,*,0,0,,0,5,4,21,5.25,0,80.0%,4.20,0,0,,0,7,177,25.29,1,,0,6,0.0,0,0
57,2013,2013-12-22,15,24.119,KAN,,IND,L 7-23,,0,0,,0,3,1,11,11.00,0,33.3%,3.67,0,0,,0,3,23,7.67,0,,0,0,0.0,0,0
58,2013,2013-12-29,16,24.126,KAN,@,SDG,L 24-27,*,0,0,,0,6,6,62,10.33,1,100.0%,10.33,0,0,,0,1,32,32.00,0,,1,6,0.0,0,0
59,2014,2014-09-07,1,25.013,TEN,@,KAN,W 26-10,*,9,29,3.22,0,2,1,17,17.00,0,50.0%,8.50,0,0,,0,1,-2,-2.00,0,,0,0,0.0,0,0
60,2014,2014-09-14,2,25.020,TEN,,DAL,L 10-26,,4,30,7.50,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
61,2014,2014-09-21,3,25.027,TEN,@,CIN,L 7-33,,1,0,0.00,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,1,1,1.00,0,,0,0,0.0,0,0
62,2014,2014-09-28,4,25.034,TEN,@,IND,L 17-41,,2,1,0.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,1,7,7.00,0,,0,0,0.0,0,0
63,2014,2014-10-05,5,25.041,TEN,,CLE,L 28-29,,3,10,3.33,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,3,16,5.33,0,,0,0,0.0,0,0
64,2014,2014-10-12,6,25.048,TEN,,JAX,W 16-14,,2,6,3.00,0,6,6,52,8.67,0,100.0%,8.67,0,0,,0,4,16,4.00,0,,0,0,0.0,0,0
65,2014,2014-10-19,7,25.055,TEN,@,WAS,L 17-19,*,1,-1,-1.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
66,2014,2014-10-26,8,25.062,TEN,,HOU,L 16-30,,2,1,0.50,0,4,4,39,9.75,0,100.0%,9.75,0,0,,0,2,57,28.50,0,,0,0,0.0,0,0
67,2014,2014-11-09,9,25.076,TEN,@,BAL,L 7-21,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,
68,2014,2014-11-17,10,25.084,TEN,,PIT,L 24-27,,1,5,5.00,0,2,1,17,17.00,0,50.0%,8.50,0,0,,0,1,1,1.00,0,,0,0,0.0,0,0
69,2014,2014-11-23,11,25.090,TEN,@,PHI,L 24-43,,1,2,2.00,0,4,3,15,5.00,1,75.0%,3.75,0,0,,0,2,8,4.00,0,,1,6,0.0,0,0
70,2014,2014-11-30,12,25.097,TEN,@,HOU,L 21-45,,9,33,3.67,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,1,21,21.00,0,,0,0,0.0,0,0
71,2014,2014-12-07,13,25.104,TEN,,NYG,L 7-36,,0,0,,0,4,2,10,5.00,0,50.0%,2.50,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0
72,2014,2014-12-14,14,25.111,TEN,,NYJ,L 11-16,,5,15,3.00,0,4,2,8,4.00,0,50.0%,2.00,0,0,,0,4,26,6.50,0,,0,0,0.0,0,0
73,2015,2015-09-13,1,26.019,TEN,@,TAM,W 42-14,,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,2,14,7.00,0,,0,0,0.0,0,0
74,2015,2015-09-20,2,26.026,TEN,@,CLE,L 14-28,,10,98,9.80,0,4,4,26,6.50,0,100.0%,6.50,0,0,,0,4,41,10.25,0,,0,0,0.0,0,0
75,2015,2015-09-27,3,26.033,TEN,,IND,L 33-35,*,5,7,1.40,0,2,1,35,35.00,0,50.0%,17.50,0,0,,0,3,-1,-0.33,0,,0,0,0.0,0,0
76,2015,2015-10-11,4,26.047,TEN,,BUF,L 13-14,,8,20,2.50,0,1,1,-2,-2.00,0,100.0%,-2.00,1,20,20.00,0,5,66,13.20,0,,0,0,0.0,0,0
77,2015,2015-10-18,5,26.054,TEN,,MIA,L 10-38,,5,23,4.60,0,4,3,19,6.33,1,75.0%,4.75,0,0,,0,1,14,14.00,0,,1,6,0.0,0,0
78,2015,2015-10-25,6,26.061,TEN,,ATL,L 7-10,*,5,20,4.00,0,8,6,48,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
79,2015,2015-11-01,7,26.068,TEN,@,HOU,L 6-20,,3,15,5.00,0,6,4,23,5.75,0,66.7%,3.83,2,61,30.50,0,5,63,12.60,0,,0,0,0.0,0,0
80,2015,2015-11-08,8,26.075,TEN,@,NOR,W 34-28,,8,19,2.38,0,4,2,28,14.00,0,50.0%,7.00,4,96,24.00,0,2,12,6.00,0,,0,0,0.0,0,0
81,2015,2015-11-15,9,26.082,TEN,,CAR,L 10-27,,3,25,8.33,1,5,4,27,6.75,0,80.0%,5.40,5,86,17.20,0,0,0,,0,,1,6,0.0,0,0
82,2015,2015-11-19,10,26.086,TEN,@,JAX,L 13-19,,2,0,0.00,0,2,2,18,9.00,0,100.0%,9.00,1,22,22.00,0,1,6,6.00,0,,0,0,0.0,0,0
83,2015,2015-12-13,13,26.110,TEN,@,NYJ,L 8-30,,4,12,3.00,0,5,4,38,9.50,0,80.0%,7.60,0,0,,0,1,2,2.00,0,1,0,2,0.0,0,0
84,2015,2015-12-20,14,26.117,TEN,@,NWE,L 16-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
85,2016,2016-09-25,3,27.031,SDG,@,IND,L 22-26,,0,0,,0,3,2,9,4.50,0,66.7%,3.00,2,39,19.50,0,0,0,,0,,0,0,0.0,0,0
86,2016,2016-10-02,4,27.038,SDG,,NOR,L 34-35,,1,2,2.00,0,3,2,9,4.50,0,66.7%,3.00,2,51,25.50,0,0,0,,0,,0,0,0.0,0,0
87,2016,2016-10-09,5,27.045,SDG,@,OAK,L 31-34,,1,1,1.00,0,0,0,0,,0,0.0%,,4,75,18.75,0,2,15,7.50,0,,0,0,0.0,0,0
88,2016,2016-10-13,6,27.049,SDG,,DEN,W 21-13,,0,0,,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,3,28,9.33,0,,0,0,0.0,0,0
89,2016,2016-10-23,7,27.059,SDG,@,ATL,W 33-30,,1,-1,-1.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2016,2016-10-30,8,27.066,SDG,@,DEN,L 19-27,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,1,17,17.00,0,3,14,4.67,0,,0,0,0.0,0,0
