ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
39,1972,1972-11-19,10,25.359,OAK,@,DEN,W 37-20,,,,
40,1972,1972-11-26,11,26.000,OAK,,KAN,W 26-3,,,,
41,1972,1972-12-03,12,26.007,OAK,@,SDG,W 21-19,,,,
42,1972,1972-12-11,13,26.015,OAK,,NYJ,W 24-16,,,,
43,1972,1972-12-17,14,26.021,OAK,,CHI,W 28-21,,,,
44,1973,1973-09-16,1,26.294,OAK,@,MIN,L 16-24,,,,
45,1973,1973-09-23,2,26.301,OAK,,MIA,W 12-7,,,,
46,1973,1973-09-30,3,26.308,OAK,@,KAN,L 3-16,,,,
47,1973,1973-10-07,4,26.315,OAK,@,STL,W 17-10,,,,
48,1973,1973-10-14,5,26.322,OAK,@,SDG,W 27-17,,,,
49,1973,1973-10-22,6,26.330,OAK,@,DEN,T 23-23,,,,
50,1973,1973-10-28,7,26.336,OAK,@,BAL,W 34-21,,,,
51,1973,1973-11-04,8,26.343,OAK,,NYG,W 42-0,,,,
52,1973,1973-11-11,9,26.350,OAK,,PIT,L 9-17,,,,
53,1973,1973-11-18,10,26.357,OAK,,CLE,L 3-7,,,,
54,1973,1973-11-25,11,26.364,OAK,,SDG,W 31-3,,,,
55,1973,1973-12-02,12,27.006,OAK,@,HOU,W 17-6,,,,
56,1973,1973-12-08,13,27.012,OAK,,KAN,W 37-7,,,,
57,1973,1973-12-16,14,27.020,OAK,,DEN,W 21-17,,,,
58,1974,1974-09-16,1,27.294,OAK,@,BUF,L 20-21,,,,
59,1974,1974-09-22,2,27.300,OAK,,KAN,W 27-7,,,,
60,1974,1974-09-29,3,27.307,OAK,@,PIT,W 17-0,,,,
61,1974,1974-10-06,4,27.314,OAK,@,CLE,W 40-24,,,,
62,1974,1974-10-13,5,27.321,OAK,@,SDG,W 14-10,,,,
63,1974,1974-10-20,6,27.328,OAK,,CIN,W 30-27,,,,
64,1974,1974-10-27,7,27.335,OAK,@,SFO,W 35-24,,,,
65,1974,1974-11-03,8,27.342,OAK,@,DEN,W 28-17,,,,
66,1974,1974-11-10,9,27.349,OAK,,DET,W 35-13,,,,
67,1974,1974-11-17,10,27.356,OAK,,SDG,W 17-10,,,,
68,1974,1974-11-24,11,27.363,OAK,,DEN,L 17-20,,,,
69,1974,1974-12-01,12,28.005,OAK,,NWE,W 41-26,,,,
70,1974,1974-12-08,13,28.012,OAK,@,KAN,W 7-6,,,,
71,1974,1974-12-14,14,28.018,OAK,,DAL,W 27-23,,,,
72,1975,1975-09-22,1,28.300,OAK,@,MIA,W 31-21,,,,
73,1975,1975-09-28,2,28.306,OAK,@,BAL,W 31-20,,,,
74,1975,1975-10-05,3,28.313,OAK,@,SDG,W 6-0,,,,
75,1975,1975-10-12,4,28.320,OAK,@,KAN,L 10-42,,,,
76,1975,1975-10-19,5,28.327,OAK,@,CIN,L 10-14,,,,
77,1975,1975-10-26,6,28.334,OAK,,SDG,W 25-0,,,,
78,1975,1975-11-02,7,28.341,OAK,@,DEN,W 42-17,,,,
79,1975,1975-11-09,8,28.348,OAK,,NOR,W 48-10,,,,
80,1975,1975-11-16,9,28.355,OAK,,CLE,W 38-17,,,,
81,1975,1975-11-23,10,28.362,OAK,@,WAS,W 26-23,,,,
82,1975,1975-11-30,11,29.004,OAK,,ATL,W 37-34,,,,
83,1975,1975-12-08,12,29.012,OAK,,DEN,W 17-10,,,,
84,1975,1975-12-14,13,29.018,OAK,,HOU,L 26-27,,,,
85,1975,1975-12-21,14,29.025,OAK,,KAN,W 28-20,,,,
86,1976,1976-09-12,1,29.291,OAK,,PIT,W 31-28,,,,
87,1976,1976-09-20,2,29.299,OAK,@,KAN,W 24-21,,,,
88,1976,1976-09-26,3,29.305,OAK,@,HOU,W 14-13,,,,
89,1976,1976-10-03,4,29.312,OAK,@,NWE,L 17-48,,,,
90,1976,1976-10-10,5,29.319,OAK,@,SDG,W 27-17,,,,
91,1976,1976-10-17,6,29.326,OAK,@,DEN,W 17-10,,,,
92,1976,1976-10-24,7,29.333,OAK,,GNB,W 18-14,,,,
93,1976,1976-10-31,8,29.340,OAK,,DEN,W 19-6,,,,
94,1976,1976-11-07,9,29.347,OAK,@,CHI,W 28-27,,,,
95,1976,1976-11-14,10,29.354,OAK,,KAN,W 21-10,,,,
96,1976,1976-11-21,11,29.361,OAK,@,PHI,W 26-7,,,,
97,1976,1976-11-28,12,30.002,OAK,,TAM,W 49-16,,,,
98,1976,1976-12-06,13,30.010,OAK,,CIN,W 35-20,,,,
99,1976,1976-12-12,14,30.016,OAK,,SDG,W 24-0,,,,
100,1977,1977-09-18,1,30.296,OAK,,SDG,W 24-0,,,,
101,1977,1977-09-25,2,30.303,OAK,@,PIT,W 16-7,,,,
102,1977,1977-10-03,3,30.311,OAK,@,KAN,W 37-28,,,,
103,1977,1977-10-09,4,30.317,OAK,@,CLE,W 26-10,,,,
104,1977,1977-10-16,5,30.324,OAK,,DEN,L 7-30,,,,
105,1977,1977-10-23,6,30.331,OAK,@,NYJ,W 28-27,,,,
106,1977,1977-10-30,7,30.338,OAK,@,DEN,W 24-14,,,,
107,1977,1977-11-06,8,30.345,OAK,,SEA,W 44-7,,,,
108,1977,1977-11-13,9,30.352,OAK,,HOU,W 34-29,,,,
109,1977,1977-11-20,10,30.359,OAK,@,SDG,L 7-12,,,,
110,1977,1977-11-28,11,31.002,OAK,,BUF,W 34-13,,,,
111,1977,1977-12-04,12,31.008,OAK,@,RAM,L 14-20,,,,
112,1977,1977-12-11,13,31.015,OAK,,MIN,W 35-13,,,,
113,1977,1977-12-18,14,31.022,OAK,,KAN,W 21-20,,,,
114,1978,1978-09-03,1,31.281,OAK,@,DEN,L 6-14,,,,
115,1978,1978-09-10,2,31.288,OAK,@,SDG,W 21-20,,,,
116,1978,1978-09-17,3,31.295,OAK,@,GNB,W 28-3,,,,
117,1978,1978-09-24,4,31.302,OAK,,NWE,L 14-21,,,,
118,1978,1978-10-01,5,31.309,OAK,@,CHI,W 25-19,,,,
119,1978,1978-10-08,6,31.316,OAK,,HOU,W 21-17,,,,
120,1978,1978-10-15,7,31.323,OAK,,KAN,W 28-6,,,,
121,1978,1978-10-22,8,31.330,OAK,@,SEA,L 7-27,,,,
122,1978,1978-10-29,9,31.337,OAK,,SDG,L 23-27,,,,
123,1978,1978-11-05,10,31.344,OAK,@,KAN,W 20-10,,,,
124,1978,1978-11-13,11,31.352,OAK,@,CIN,W 34-21,,,,
125,1978,1978-11-19,12,31.358,OAK,,DET,W 29-17,,,,
126,1978,1978-11-26,13,32.000,OAK,,SEA,L 16-17,,,,
127,1978,1978-12-03,14,32.007,OAK,,DEN,L 6-21,,,,
128,1978,1978-12-10,15,32.014,OAK,@,MIA,L 6-23,,,,
129,1978,1978-12-17,16,32.021,OAK,,MIN,W 27-20,,,,
130,1979,1979-10-08,6,32.316,OAK,,MIA,W 13-3,,,,
131,1979,1979-10-14,7,32.322,OAK,,ATL,W 50-19,,,,
132,1979,1979-10-21,8,32.329,OAK,@,NYJ,L 19-28,,,,
133,1979,1979-10-25,9,32.333,OAK,,SDG,W 45-22,,,,
134,1979,1979-11-04,10,32.343,OAK,,SFO,W 23-10,,,,
135,1979,1979-11-11,11,32.350,OAK,@,HOU,L 17-31,,,,
136,1979,1979-11-18,12,32.357,OAK,,KAN,L 21-24,,,,
137,1979,1979-11-25,13,32.364,OAK,@,DEN,W 14-10,,,,
138,1979,1979-12-03,14,33.007,OAK,@,NOR,W 42-35,,,,
139,1979,1979-12-09,15,33.013,OAK,,CLE,W 19-14,,,,
140,1979,1979-12-16,16,33.020,OAK,,SEA,L 24-29,,,,
141,1980,1980-09-07,1,33.286,OAK,@,KAN,W 27-14,,,,
142,1980,1980-09-14,2,33.293,OAK,@,SDG,L 24-30,,,,
143,1980,1980-09-21,3,33.300,OAK,,WAS,W 24-21,,,,
144,1980,1980-09-28,4,33.307,OAK,@,BUF,L 7-24,,,,
145,1980,1980-10-05,5,33.314,OAK,,KAN,L 17-31,,,,
146,1980,1980-10-12,6,33.321,OAK,,SDG,W 38-24,,,,
147,1980,1980-10-20,7,33.329,OAK,@,PIT,W 45-34,,,,
148,1980,1980-10-26,8,33.335,OAK,,SEA,W 33-14,,,,
149,1980,1980-11-02,9,33.342,OAK,,MIA,W 16-10,,,,
150,1980,1980-11-09,10,33.349,OAK,,CIN,W 28-17,,,,
151,1980,1980-11-17,11,33.357,OAK,@,SEA,W 19-17,,,,
152,1980,1980-11-23,12,33.363,OAK,@,PHI,L 7-10,,,,
153,1980,1980-12-01,13,34.005,OAK,,DEN,W 9-3,,,,
154,1980,1980-12-07,14,34.011,OAK,,DAL,L 13-19,,,,
155,1980,1980-12-14,15,34.018,OAK,@,DEN,W 24-21,,,,
156,1980,1980-12-21,16,34.025,OAK,@,NYG,W 33-17,,,,
157,1981,1981-09-06,1,34.284,OAK,@,DEN,L 7-9,,,,
158,1981,1981-09-14,2,34.292,OAK,@,MIN,W 36-10,,,,
159,1981,1981-09-20,3,34.298,OAK,,SEA,W 20-10,,,,
160,1981,1981-09-27,4,34.305,OAK,@,DET,L 0-16,,,,
161,1981,1981-10-04,5,34.312,OAK,,DEN,L 0-17,,,,
162,1981,1981-10-11,6,34.319,OAK,@,KAN,L 0-27,,,,
163,1981,1981-10-18,7,34.326,OAK,,TAM,W 18-16,,,,
164,1981,1981-10-25,8,34.333,OAK,,KAN,L 17-28,,,,
165,1981,1981-11-01,9,34.340,OAK,,NWE,W 27-17,,,,
166,1981,1981-11-08,10,34.347,OAK,@,HOU,L 16-17,,,,
167,1981,1981-11-15,11,34.354,OAK,@,MIA,W 33-17,,,,
168,1981,1981-11-22,12,34.361,OAK,,SDG,L 21-55,,,,
169,1981,1981-11-29,13,35.003,OAK,@,SEA,W 32-31,,,,
170,1981,1981-12-07,14,35.011,OAK,,PIT,W 30-27,,,,
171,1981,1981-12-13,15,35.017,OAK,,CHI,L 6-23,,,,
172,1981,1981-12-21,16,35.025,OAK,@,SDG,L 10-23,,,,
173,1982,1982-09-12,1,35.290,RAI,@,SFO,W 23-17,,,,
174,1982,1982-09-19,2,35.297,RAI,@,ATL,W 38-14,,,,
175,1982,1982-11-22,3,35.361,RAI,,SDG,W 28-24,,,,
176,1982,1982-12-05,5,36.009,RAI,,SEA,W 28-23,,,,
177,1982,1982-12-12,6,36.016,RAI,@,KAN,W 21-16,,,,
178,1982,1982-12-18,7,36.022,RAI,,RAM,W 37-31,,,,
179,1982,1982-12-26,8,36.030,RAI,,DEN,W 27-10,,,,
180,1982,1983-01-02,9,36.037,RAI,@,SDG,W 41-34,,,,
