ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
23,1993,1993-11-14,9,24.221,SFO,@,TAM,W 45-21,,19,88,4.63,1,6,5,35,7.00,0,83.3%,5.83,0,0,,0,0,0,,,,,,1,6
24,1993,1993-11-22,10,24.229,SFO,,NOR,W 42-7,,16,116,7.25,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
25,1993,1993-11-28,11,24.235,SFO,@,RAM,W 35-10,,18,47,2.61,1,6,5,82,16.40,1,83.3%,13.67,0,0,,0,0,0,,,,,,2,12
26,1993,1993-12-05,12,24.242,SFO,,CIN,W 21-8,,17,78,4.59,3,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,3,18
27,1993,1994-01-03,16,24.271,SFO,,PHI,L 34-37,,11,54,4.91,1,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,,,,,1,6
28,1994,1994-09-05,1,25.151,SFO,,RAI,W 44-14,,18,37,2.06,1,8,5,55,11.00,0,62.5%,6.88,0,0,,0,0,0,,,,,,1,6
29,1994,1994-09-11,2,25.157,SFO,@,KAN,L 17-24,,14,59,4.21,0,8,6,64,10.67,0,75.0%,8.00,0,0,,0,0,0,,,,,,0,0
30,1994,1994-09-18,3,25.164,SFO,@,RAM,W 34-19,,18,56,3.11,0,4,3,18,6.00,0,75.0%,4.50,0,0,,0,0,0,,,,,,0,0
31,1994,1994-09-25,4,25.171,SFO,,NOR,W 24-13,,15,49,3.27,0,9,8,54,6.75,0,88.9%,6.00,0,0,,0,0,0,,,,,,0,0
32,1994,1994-10-02,5,25.178,SFO,,PHI,L 8-40,,7,22,3.14,0,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,,,,,0,0
33,1994,1994-10-09,6,25.185,SFO,@,DET,W 27-21,,16,42,2.63,1,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,,,,,1,6
34,1994,1994-10-16,7,25.192,SFO,@,ATL,W 42-3,,10,53,5.30,0,6,5,33,6.60,2,83.3%,5.50,0,0,,0,0,0,,,,,,2,12
35,1994,1994-10-23,8,25.199,SFO,,TAM,W 41-16,,14,103,7.36,2,5,4,64,16.00,0,80.0%,12.80,0,0,,0,0,0,,,,,,2,12
36,1994,1994-11-06,9,25.213,SFO,@,WAS,W 37-22,,11,46,4.18,0,7,6,66,11.00,0,85.7%,9.43,0,0,,0,0,0,,,,,,0,0
37,1994,1994-11-13,10,25.220,SFO,,DAL,W 21-14,,17,65,3.82,0,7,4,32,8.00,0,57.1%,4.57,0,0,,0,0,0,,,,,,0,0
38,1994,1994-11-20,11,25.227,SFO,,RAM,W 31-27,,20,81,4.05,0,5,5,74,14.80,0,100.0%,14.80,0,0,,0,0,0,,,,,,0,0
39,1994,1994-11-28,12,25.235,SFO,@,NOR,W 35-14,,26,105,4.04,0,2,2,37,18.50,0,100.0%,18.50,0,0,,0,0,0,,,,,,0,0
40,1994,1994-12-04,13,25.241,SFO,,ATL,W 50-14,,16,53,3.31,0,6,6,73,12.17,1,100.0%,12.17,0,0,,0,0,0,,,,,,1,6
41,1994,1994-12-11,14,25.248,SFO,@,SDG,W 38-15,,17,53,3.12,1,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,1,6
42,1994,1994-12-17,15,25.254,SFO,,DEN,W 42-19,,13,40,3.08,1,6,4,106,26.50,2,66.7%,17.67,0,0,,0,0,0,,,,,,3,18
43,1994,1994-12-26,16,25.263,SFO,@,MIN,L 14-21,,7,13,1.86,0,4,3,4,1.33,0,75.0%,1.00,0,0,,0,0,0,,,,,,0,0
44,1995,1995-09-03,1,26.149,PHI,,TAM,L 6-21,,17,37,2.18,0,9,5,34,6.80,0,55.6%,3.78,0,0,,0,0,0,,,,,,0,0
45,1995,1995-09-10,2,26.156,PHI,@,ARI,W 31-19,,22,94,4.27,0,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,,,,,,0,0
46,1995,1995-09-17,3,26.163,PHI,,SDG,L 21-27,,19,76,4.00,0,7,6,19,3.17,1,85.7%,2.71,0,0,,0,0,0,,,,,,1,6
47,1995,1995-09-24,4,26.170,PHI,@,OAK,L 17-48,,15,75,5.00,0,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,,,,,0,0
48,1995,1995-10-01,5,26.177,PHI,@,NOR,W 15-10,,26,79,3.04,0,3,3,37,12.33,0,100.0%,12.33,0,0,,0,0,0,,,,,,0,0
49,1995,1995-10-08,6,26.184,PHI,,WAS,W 37-34,,25,139,5.56,0,17,11,90,8.18,0,64.7%,5.29,0,0,,0,0,0,,,,,,0,0
50,1995,1995-10-15,7,26.191,PHI,@,NYG,W 17-14,,30,122,4.07,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,1,6
51,1995,1995-10-29,8,26.205,PHI,,STL,W 20-9,,13,38,2.92,0,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,,,,,,0,0
52,1995,1995-11-06,9,26.213,PHI,@,DAL,L 12-34,,18,80,4.44,1,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,1,6
53,1995,1995-11-12,10,26.219,PHI,,DEN,W 31-13,,18,57,3.17,2,4,4,26,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,2,12
54,1995,1995-11-19,11,26.226,PHI,,NYG,W 28-19,,20,84,4.20,2,6,5,43,8.60,0,83.3%,7.17,0,0,,0,0,0,,,,,,2,12
55,1995,1995-11-26,12,26.233,PHI,@,WAS,W 14-7,,25,124,4.96,2,4,4,14,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,2,12
56,1995,1995-12-03,13,26.240,PHI,@,SEA,L 14-26,,21,69,3.29,2,8,5,21,4.20,0,62.5%,2.63,0,0,,0,0,0,,,,,,2,12
57,1995,1995-12-10,14,26.247,PHI,,DAL,W 20-17,,33,112,3.39,1,6,6,36,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,1,6
58,1995,1995-12-17,15,26.254,PHI,,ARI,W 21-20,,23,74,3.22,0,4,1,18,18.00,0,25.0%,4.50,0,0,,0,0,0,,,,,,0,0
59,1995,1995-12-24,16,26.261,PHI,@,CHI,L 14-20,,12,13,1.08,0,5,3,12,4.00,0,60.0%,2.40,0,0,,0,0,0,,,,,,0,0
60,1996,1996-09-01,1,27.147,PHI,@,WAS,W 17-14,,18,86,4.78,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,,,,,0,0
61,1996,1996-09-09,2,27.155,PHI,@,GNB,L 13-39,,10,38,3.80,1,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,,,,,1,6
62,1996,1996-09-15,3,27.161,PHI,,DET,W 24-17,,27,153,5.67,1,6,6,57,9.50,0,100.0%,9.50,0,0,,0,0,0,,,,,,1,6
63,1996,1996-09-22,4,27.168,PHI,@,ATL,W 33-18,,26,121,4.65,2,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,2,12
64,1996,1996-09-30,5,27.176,PHI,,DAL,L 19-23,,21,68,3.24,1,6,4,26,6.50,0,66.7%,4.33,0,0,,0,0,0,,,,,,1,6
65,1996,1996-10-13,6,27.189,PHI,@,NYG,W 19-10,,27,110,4.07,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,,,,,0,0
66,1996,1996-10-20,7,27.196,PHI,,MIA,W 35-28,,25,173,6.92,1,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,,,,,1,6
67,1996,1996-10-27,8,27.203,PHI,,CAR,W 20-9,,21,33,1.57,1,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,,,,,1,6
68,1996,1996-11-03,9,27.210,PHI,@,DAL,W 31-21,,24,116,4.83,1,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,,,,,1,6
69,1996,1996-11-10,10,27.217,PHI,,BUF,L 17-24,,19,51,2.68,0,8,5,47,9.40,0,62.5%,5.88,0,0,,0,0,0,,,,,,0,0
70,1996,1996-11-17,11,27.224,PHI,,WAS,L 21-26,,26,87,3.35,2,7,6,78,13.00,0,85.7%,11.14,0,0,,0,0,0,,,,,,2,12
71,1996,1996-11-24,12,27.231,PHI,@,ARI,L 30-36,,25,64,2.56,2,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,,,,,,2,12
72,1996,1996-12-01,13,27.238,PHI,,NYG,W 24-0,,29,104,3.59,0,7,6,77,12.83,0,85.7%,11.00,0,0,,0,0,0,,,,,,0,0
73,1996,1996-12-05,14,27.242,PHI,@,IND,L 10-37,,7,33,4.71,0,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,,,,,,0,0
74,1996,1996-12-14,15,27.251,PHI,@,NYJ,W 21-20,,17,75,4.41,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,,,,,0,0
75,1996,1996-12-22,16,27.259,PHI,,ARI,W 29-19,,31,99,3.19,1,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,1,6
76,1997,1997-08-31,1,28.146,PHI,@,NYG,L 17-31,,18,81,4.50,1,9,4,58,14.50,0,44.4%,6.44,0,0,,0,0,0,,,,,,1,6
77,1997,1997-09-07,2,28.153,PHI,,GNB,W 10-9,,23,81,3.52,0,5,3,0,0.00,0,60.0%,0.00,0,0,,0,0,0,,,,,,0,0
78,1997,1997-09-15,3,28.161,PHI,@,DAL,L 20-21,,20,106,5.30,0,5,5,14,2.80,0,100.0%,2.80,0,0,,0,0,0,,,,,,0,0
79,1997,1997-09-28,4,28.174,PHI,@,MIN,L 19-28,,13,61,4.69,0,6,5,27,5.40,0,83.3%,4.50,0,0,,0,0,0,,,,,,0,0
80,1997,1997-10-05,5,28.181,PHI,,WAS,W 24-10,,31,104,3.35,2,2,2,36,18.00,0,100.0%,18.00,0,0,,0,0,0,,,,,,2,12
81,1997,1997-10-12,6,28.188,PHI,@,JAX,L 21-38,,15,44,2.93,0,6,4,69,17.25,0,66.7%,11.50,0,0,,0,0,0,,,,,,0,0
82,1997,1997-10-19,7,28.195,PHI,,ARI,W 13-10,,24,83,3.46,1,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,1,6
83,1997,1997-10-26,8,28.202,PHI,,DAL,W 13-12,,20,88,4.40,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,,,,,0,0
84,1997,1997-11-02,9,28.209,PHI,@,ARI,L 21-31,,21,73,3.48,0,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,,,,,,0,0
85,1997,1997-11-10,10,28.217,PHI,,SFO,L 12-24,,14,42,3.00,0,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,0,0
86,1997,1997-11-16,11,28.223,PHI,@,BAL,T 10-10,,11,37,3.36,0,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,,,,,0,0
87,1997,1997-11-23,12,28.230,PHI,,PIT,W 23-20,,20,48,2.40,0,3,2,50,25.00,0,66.7%,16.67,0,0,,0,0,0,,,,,,0,0
88,1997,1997-11-30,13,28.237,PHI,,CIN,W 44-42,,20,98,4.90,1,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0,,,,,,1,6
89,1997,1997-12-07,14,28.244,PHI,,NYG,L 21-31,,12,39,3.25,1,7,3,15,5.00,0,42.9%,2.14,0,0,,0,0,0,,,,,,1,6
90,1997,1997-12-14,15,28.251,PHI,@,ATL,L 17-20,,15,95,6.33,1,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,,,,,1,6
91,1997,1997-12-21,16,28.258,PHI,@,WAS,L 32-35,,8,30,3.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
92,1998,1998-09-06,1,29.152,SEA,@,PHI,W 38-0,,16,67,4.19,0,4,1,2,2.00,0,25.0%,0.50,0,0,,0,0,0,,0,0,,,0,0
93,1998,1998-09-13,2,29.159,SEA,,ARI,W 33-14,,22,105,4.77,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,,,0,0
94,1998,1998-09-20,3,29.166,SEA,,WAS,W 24-14,,24,136,5.67,1,7,6,45,7.50,0,85.7%,6.43,0,0,,0,0,0,,0,0,,,1,6
95,1998,1998-09-27,4,29.173,SEA,@,PIT,L 10-13,,17,47,2.76,0,3,3,5,1.67,0,100.0%,1.67,0,0,,0,0,0,,0,0,,,0,0
96,1998,1998-10-04,5,29.180,SEA,@,KAN,L 6-17,,22,59,2.68,0,2,2,-6,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,0,0,,,0,0
97,1998,1998-10-11,6,29.187,SEA,,DEN,L 16-21,,20,76,3.80,0,6,3,18,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,,,0,0
98,1998,1998-10-25,7,29.201,SEA,@,SDG,W 27-20,,18,32,1.78,1,5,5,56,11.20,0,100.0%,11.20,0,0,,0,0,0,,0,0,,,1,6
99,1998,1998-11-01,8,29.208,SEA,,OAK,L 18-31,,18,54,3.00,1,10,9,68,7.56,0,90.0%,6.80,0,0,,0,0,0,,0,0,,,1,6
100,1998,1998-11-08,9,29.215,SEA,,KAN,W 24-12,,24,105,4.38,2,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,,,2,12
101,1998,1998-11-15,10,29.222,SEA,@,OAK,L 17-20,,27,85,3.15,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,,,0,0
102,1998,1998-11-22,11,29.229,SEA,@,DAL,L 22-30,,16,66,4.13,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,,,0,0
103,1998,1998-11-29,12,29.236,SEA,,TEN,W 20-18,,14,63,4.50,0,8,7,63,9.00,0,87.5%,7.88,0,0,,0,0,0,,0,0,,,0,0
104,1998,1998-12-06,13,29.243,SEA,@,NYJ,L 31-32,,18,84,4.67,1,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,,,1,6
105,1998,1998-12-13,14,29.250,SEA,,SDG,W 38-17,,21,69,3.29,1,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,,,1,6
106,1998,1998-12-20,15,29.257,SEA,,IND,W 27-23,,32,178,5.56,1,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,0,0,,,1,6
107,1998,1998-12-27,16,29.264,SEA,@,DEN,L 21-28,,10,13,1.30,1,7,4,29,7.25,0,57.1%,4.14,1,1,100.00,1,1,0,118.7,0,0,1.00,21.00,1,6
108,1999,1999-09-12,1,30.158,SEA,,DET,L 20-28,*,13,21,1.62,0,4,4,29,7.25,0,100.0%,7.25,0,0,,0,0,0,,,,,,0,0
109,1999,1999-09-19,2,30.165,SEA,@,CHI,W 14-13,*,23,99,4.30,0,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0,,,,,,0,0
110,1999,1999-09-26,3,30.172,SEA,@,PIT,W 29-10,*,29,98,3.38,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,,,,0,0
111,1999,1999-10-03,4,30.179,SEA,,OAK,W 22-21,*,24,71,2.96,0,5,5,55,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0
112,1999,1999-10-17,5,30.193,SEA,@,SDG,L 10-13,*,21,54,2.57,0,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,,,,,0,0
113,1999,1999-10-24,6,30.200,SEA,,BUF,W 26-16,*,22,75,3.41,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,,,,,0,0
114,1999,1999-11-01,7,30.208,SEA,@,GNB,W 27-7,*,31,125,4.03,0,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,,,,,0,0
115,1999,1999-11-07,8,30.214,SEA,,CIN,W 37-20,*,27,133,4.93,1,4,1,8,8.00,1,25.0%,2.00,0,0,,0,0,0,,,,,,2,12
116,1999,1999-11-14,9,30.221,SEA,,DEN,W 20-17,*,17,29,1.71,0,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,,,,,0,0
117,1999,1999-11-21,10,30.228,SEA,@,KAN,W 31-19,*,24,107,4.46,2,6,4,67,16.75,1,66.7%,11.17,0,0,,0,0,0,,,,,,3,18
118,1999,1999-11-28,11,30.235,SEA,,TAM,L 3-16,*,17,64,3.76,0,6,2,7,3.50,0,33.3%,1.17,0,0,,0,0,0,,,,,,0,0
119,1999,1999-12-05,12,30.242,SEA,@,OAK,L 21-30,*,14,51,3.64,1,6,5,53,10.60,0,83.3%,8.83,0,0,,0,0,0,,,,,,1,6
120,1999,1999-12-12,13,30.249,SEA,,SDG,L 16-19,*,20,75,3.75,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,,,,,0,0
121,1999,1999-12-19,14,30.256,SEA,@,DEN,L 30-36,*,16,115,7.19,1,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,,,,,1,6
122,1999,1999-12-26,15,30.263,SEA,,KAN,W 23-14,*,18,63,3.50,0,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,,,,,0,0
123,1999,2000-01-02,16,30.270,SEA,@,NYJ,L 9-19,*,9,30,3.33,0,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,,,,,0,0
124,2000,2000-09-03,1,31.149,SEA,@,MIA,L 0-23,,11,59,5.36,0,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,,,,,0,0
125,2000,2000-09-10,2,31.156,SEA,,STL,L 34-37,*,16,59,3.69,2,6,5,44,8.80,0,83.3%,7.33,0,0,,0,0,0,,,,,,2,12
126,2000,2000-09-17,3,31.163,SEA,,NOR,W 20-10,*,22,105,4.77,1,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,,,,,1,6
127,2000,2000-09-24,4,31.170,SEA,@,SDG,W 20-12,*,16,67,4.19,0,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,,,,,0,0
128,2000,2000-10-02,5,31.178,SEA,@,KAN,L 17-24,*,16,97,6.06,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
129,2000,2000-10-08,6,31.184,SEA,@,CAR,L 3-26,,10,63,6.30,0,1,1,-4,-4.00,0,100.0%,-4.00,0,0,,0,0,0,,,,,,0,0
130,2000,2000-10-15,7,31.191,SEA,,IND,L 24-37,*,8,24,3.00,0,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,,,,,,0,0
131,2000,2000-10-22,8,31.198,SEA,@,OAK,L 3-31,*,17,95,5.59,0,4,2,56,28.00,0,50.0%,14.00,0,0,,0,0,0,,,,,,0,0
132,2000,2000-10-29,9,31.205,SEA,,KAN,L 19-24,,21,90,4.29,0,5,5,38,7.60,1,100.0%,7.60,0,0,,0,0,0,,,,,,1,6
133,2000,2000-11-05,10,31.212,SEA,,SDG,W 17-15,,21,55,2.62,0,7,4,20,5.00,0,57.1%,2.86,0,0,,0,0,0,,,,,,0,0
134,2000,2000-11-12,11,31.219,SEA,@,JAX,W 28-21,,24,80,3.33,1,6,5,46,9.20,1,83.3%,7.67,0,0,,0,0,0,,,,,,2,12
135,2000,2000-11-26,12,31.233,SEA,,DEN,L 31-38,,16,77,4.81,1,13,9,126,14.00,0,69.2%,9.69,0,0,,0,0,0,,,,,,1,6
136,2000,2000-12-03,13,31.240,SEA,@,ATL,W 30-10,,21,79,3.76,1,10,7,58,8.29,0,70.0%,5.80,0,0,,0,0,0,,,,,,1,6
137,2000,2000-12-10,14,31.247,SEA,@,DEN,L 24-31,,16,57,3.56,0,8,6,49,8.17,0,75.0%,6.13,0,0,,0,0,0,,,,,,0,0
138,2000,2000-12-16,15,31.253,SEA,,OAK,W 27-24,,26,168,6.46,0,6,4,37,9.25,0,66.7%,6.17,0,0,,0,0,0,,,,,,0,0
139,2000,2000-12-23,16,31.260,SEA,,BUF,L 23-42,,17,67,3.94,1,9,5,47,9.40,0,55.6%,5.22,0,0,,0,0,0,,,,,,1,6
140,2001,2001-09-09,1,32.155,SEA,@,CLE,W 9-6,*,16,97,6.06,0,4,2,43,21.50,0,50.0%,10.75,0,0,,0,0,0,,,,,,0,0
141,2001,2001-09-23,2,32.169,SEA,,PHI,L 3-27,*,17,81,4.76,0,7,1,2,2.00,0,14.3%,0.29,0,0,,0,0,0,,,,,,0,0
142,2001,2001-09-30,3,32.176,SEA,@,OAK,L 14-38,*,5,13,2.60,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0
143,2001,2001-12-09,12,32.246,SEA,@,DEN,L 7-20,,6,23,3.83,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,,,,,0,0
144,2001,2001-12-16,13,32.253,SEA,,DAL,W 29-3,*,28,104,3.71,1,7,5,34,6.80,0,71.4%,4.86,0,0,,0,0,0,,,,,,1,6
