ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
15,2010,2010-11-14,9,24.082,HOU,@,JAX,L 24-31,*,15,56,3.73,1,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
16,2010,2010-11-21,10,24.089,HOU,@,NYJ,L 27-30,,22,84,3.82,2,7,6,59,9.83,0,85.7%,8.43,0,0,,0,0,0,,,,,,,2,12,0.0,0,0
17,2010,2010-11-28,11,24.096,HOU,,TEN,W 20-0,*,30,143,4.77,0,11,9,75,8.33,0,81.8%,6.82,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
18,2010,2010-12-02,12,24.100,HOU,@,PHI,L 24-34,*,22,83,3.77,1,4,2,26,13.00,1,50.0%,6.50,0,0,,0,0,0,,,,,,,2,12,0.0,2,0
19,2010,2010-12-13,13,24.111,HOU,,BAL,L 28-34,*,20,100,5.00,0,7,4,25,6.25,0,57.1%,3.57,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
20,2010,2010-12-19,14,24.117,HOU,@,TEN,L 17-31,,11,15,1.36,0,7,6,46,7.67,0,85.7%,6.57,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
21,2010,2010-12-26,15,24.124,HOU,@,DEN,L 23-24,*,19,91,4.79,1,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
22,2010,2011-01-02,16,24.131,HOU,,JAX,W 34-17,*,31,180,5.81,2,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,,2,12,0.0,0,0
23,2011,2011-09-18,2,25.025,HOU,@,MIA,W 23-13,*,10,33,3.30,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
24,2011,2011-10-02,4,25.039,HOU,,PIT,W 17-10,*,30,155,5.17,1,5,3,11,3.67,0,60.0%,2.20,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
25,2011,2011-10-09,5,25.046,HOU,,OAK,L 20-25,*,22,68,3.09,0,7,5,116,23.20,0,71.4%,16.57,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
26,2011,2011-10-16,6,25.053,HOU,@,BAL,L 14-29,*,15,49,3.27,0,11,6,52,8.67,0,54.5%,4.73,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
27,2011,2011-10-23,7,25.060,HOU,@,TEN,W 41-7,*,25,115,4.60,2,5,5,119,23.80,1,100.0%,23.80,0,0,,0,0,0,,0,0,,,,3,18,0.0,0,0
28,2011,2011-10-30,8,25.067,HOU,,JAX,W 24-14,*,33,112,3.39,1,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
29,2011,2011-11-06,9,25.074,HOU,,CLE,W 30-12,*,19,124,6.53,1,7,5,26,5.20,0,71.4%,3.71,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
30,2011,2011-11-13,10,25.081,HOU,@,TAM,W 37-9,*,17,84,4.94,1,4,4,102,25.50,1,100.0%,25.50,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
31,2011,2011-11-27,11,25.095,HOU,@,JAX,W 20-13,*,22,65,2.95,1,9,7,24,3.43,0,77.8%,2.67,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
32,2011,2011-12-04,12,25.102,HOU,,ATL,W 17-10,*,31,111,3.58,1,4,3,41,13.67,0,75.0%,10.25,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
33,2011,2011-12-11,13,25.109,HOU,@,CIN,W 20-19,*,15,41,2.73,0,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
34,2011,2011-12-18,14,25.116,HOU,,CAR,L 13-28,*,16,109,6.81,1,6,5,58,11.60,0,83.3%,9.67,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0
35,2011,2011-12-22,15,25.120,HOU,@,IND,L 16-19,*,23,158,6.87,1,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
36,2012,2012-09-09,1,26.016,HOU,,MIA,W 30-10,*,26,79,3.04,2,3,1,-4,-4.00,0,33.3%,-1.33,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
37,2012,2012-09-16,2,26.023,HOU,@,JAX,W 27-7,*,28,110,3.93,1,7,6,37,6.17,0,85.7%,5.29,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
38,2012,2012-09-23,3,26.030,HOU,@,DEN,W 31-25,*,25,105,4.20,0,1,1,3,3.00,1,100.0%,3.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
39,2012,2012-09-30,4,26.037,HOU,,TEN,W 38-14,*,24,86,3.58,1,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
40,2012,2012-10-08,5,26.045,HOU,@,NYJ,W 23-17,*,29,152,5.24,1,4,1,16,16.00,0,25.0%,4.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
41,2012,2012-10-14,6,26.051,HOU,,GNB,L 24-42,*,17,29,1.71,2,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
42,2012,2012-10-21,7,26.058,HOU,,BAL,W 43-13,*,19,98,5.16,2,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
43,2012,2012-11-04,8,26.072,HOU,,BUF,W 21-9,*,24,111,4.63,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
44,2012,2012-11-11,9,26.079,HOU,@,CHI,W 13-6,*,29,102,3.52,0,5,5,15,3.00,1,100.0%,3.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
45,2012,2012-11-18,10,26.086,HOU,,JAX,W 43-37,*,28,90,3.21,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
46,2012,2012-11-22,11,26.090,HOU,@,DET,W 34-31,*,20,102,5.10,2,5,5,15,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
47,2012,2012-12-02,12,26.100,HOU,@,TEN,W 24-10,*,14,38,2.71,1,5,5,15,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
48,2012,2012-12-10,13,26.108,HOU,@,NWE,L 14-42,*,15,46,3.07,1,6,4,39,9.75,0,66.7%,6.50,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
49,2012,2012-12-16,14,26.114,HOU,,IND,W 29-17,*,27,165,6.11,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
50,2012,2012-12-23,15,26.121,HOU,,MIN,L 6-23,*,10,15,1.50,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
51,2012,2012-12-30,16,26.128,HOU,@,IND,L 16-28,*,16,96,6.00,1,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
52,2013,2013-09-09,1,27.016,HOU,@,SDG,W 31-28,*,18,57,3.17,0,8,6,33,5.50,0,75.0%,4.13,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
53,2013,2013-09-15,2,27.022,HOU,,TEN,W 30-24,*,19,79,4.16,1,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,,,1,1,8,0.0,0,0
54,2013,2013-09-22,3,27.029,HOU,@,BAL,L 9-30,*,12,54,4.50,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
55,2013,2013-09-29,4,27.036,HOU,,SEA,L 20-23,*,27,102,3.78,0,8,6,69,11.50,1,75.0%,8.63,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
56,2013,2013-10-06,5,27.043,HOU,@,SFO,L 3-34,*,21,98,4.67,0,5,4,20,5.00,0,80.0%,4.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
57,2013,2013-10-13,6,27.050,HOU,,STL,L 13-38,*,20,141,7.05,0,7,4,57,14.25,0,57.1%,8.14,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
58,2013,2013-10-20,7,27.057,HOU,@,KAN,L 16-17,*,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
59,2013,2013-11-03,8,27.071,HOU,,IND,L 24-27,*,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
60,2014,2014-09-07,1,28.014,HOU,,WAS,W 17-6,*,27,103,3.81,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
61,2014,2014-09-14,2,28.021,HOU,@,OAK,W 30-14,*,28,138,4.93,1,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
62,2014,2014-09-28,4,28.035,HOU,,BUF,W 23-17,*,8,6,0.75,0,10,7,55,7.86,0,70.0%,5.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
63,2014,2014-10-05,5,28.042,HOU,@,DAL,L 17-20,*,23,157,6.83,2,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
64,2014,2014-10-09,6,28.046,HOU,,IND,L 28-33,*,20,109,5.45,2,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
65,2014,2014-10-20,7,28.057,HOU,@,PIT,L 23-30,*,20,102,5.10,0,6,4,13,3.25,1,66.7%,2.17,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
66,2014,2014-10-26,8,28.063,HOU,@,TEN,W 30-16,*,20,151,7.55,2,6,4,22,5.50,1,66.7%,3.67,0,0,,0,0,0,,0,0,,,,3,18,0.0,0,0
67,2014,2014-11-02,9,28.070,HOU,,PHI,L 21-31,*,15,56,3.73,0,3,2,63,31.50,1,66.7%,21.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
68,2014,2014-11-30,12,28.098,HOU,,TEN,W 45-21,*,19,79,4.16,0,7,5,26,5.20,1,71.4%,3.71,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
69,2014,2014-12-07,13,28.105,HOU,@,JAX,W 27-13,*,24,127,5.29,1,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
70,2014,2014-12-14,14,28.112,HOU,@,IND,L 10-17,*,26,99,3.81,0,4,3,18,6.00,0,75.0%,4.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
71,2014,2014-12-21,15,28.119,HOU,,BAL,W 25-13,*,25,96,3.84,0,4,1,23,23.00,0,25.0%,5.75,1,1,100.00,5,1,0,127.1,0,0,5.00,25.00,,0,0,0.0,0,0
72,2014,2014-12-28,16,28.126,HOU,,JAX,W 23-17,*,5,23,4.60,0,1,1,10,10.00,1,100.0%,10.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
73,2015,2015-10-04,4,29.041,HOU,@,ATL,L 21-48,*,8,10,1.25,0,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
74,2015,2015-10-08,5,29.045,HOU,,IND,L 20-27,*,19,41,2.16,0,10,9,77,8.56,0,90.0%,7.70,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
75,2015,2015-10-18,6,29.055,HOU,@,JAX,W 31-20,*,18,53,2.94,0,6,5,59,11.80,1,83.3%,9.83,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
76,2015,2015-10-25,7,29.062,HOU,@,MIA,L 26-44,*,18,59,3.28,1,7,5,66,13.20,1,71.4%,9.43,0,0,,0,0,0,,0,0,,,,2,12,0.0,0,0
77,2016,2016-09-11,1,30.018,MIA,@,SEA,L 10-12,*,13,38,2.92,0,5,3,62,20.67,0,60.0%,12.40,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
78,2016,2016-09-18,2,30.025,MIA,@,NWE,L 24-31,*,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
79,2016,2016-10-16,6,30.053,MIA,,PIT,W 30-15,,3,3,1.00,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
80,2016,2016-10-23,7,30.060,MIA,,BUF,W 28-25,,3,5,1.67,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
