ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
38,1996,1996-09-29,5,26.267,MIN,@,NYG,L 10-15,,,,,,0.0%,,0,0,,0
39,1996,1996-10-06,6,26.274,MIN,,CAR,W 14-12,0,,,,,0.0%,,0,0,,0
40,1996,1996-10-13,7,26.281,MIN,@,TAM,L 13-24,,,,,,0.0%,,0,0,,0
41,1996,1996-10-28,8,26.296,MIN,,CHI,L 13-15,0,,,,,0.0%,,0,0,,0
42,1996,1996-11-03,9,26.302,MIN,,KAN,L 6-21,0,,,,,0.0%,,0,0,,0
43,1996,1996-11-10,10,26.309,MIN,@,SEA,L 23-42,,,,,,0.0%,,0,0,,0
44,1996,1996-11-17,11,26.316,MIN,@,OAK,W 16-13,,,,,,0.0%,,0,0,,0
45,1996,1996-12-01,13,26.330,MIN,,ARI,W 41-17,,,,,,0.0%,,0,0,,0
46,1996,1996-12-15,15,26.344,MIN,,TAM,W 21-10,,,,,,0.0%,,0,0,,0
47,1996,1996-12-22,16,26.351,MIN,@,GNB,L 10-38,0,0,0,,0,0.0%,,1,13,13.00,0
48,1997,1997-08-31,1,27.237,STL,,NOR,W 38-24,,,,,,0.0%,,,,,
49,1997,1997-09-07,2,27.244,STL,,SFO,L 12-15,,,,,,0.0%,,,,,
50,1997,1997-09-14,3,27.251,STL,@,DEN,L 14-35,,,,,,0.0%,,,,,
51,1997,1997-09-21,4,27.258,STL,,NYG,W 13-3,,,,,,0.0%,,,,,
52,1997,1997-09-28,5,27.265,STL,@,OAK,L 17-35,,,,,,0.0%,,,,,
53,1997,1997-10-12,6,27.279,STL,@,SFO,L 10-30,,,,,,0.0%,,,,,
54,1997,1997-10-19,7,27.286,STL,,SEA,L 9-17,,,,,,0.0%,,,,,
55,1997,1997-10-26,8,27.293,STL,,KAN,L 20-28,,,,,,0.0%,,,,,
56,1997,1997-11-02,9,27.300,STL,@,ATL,L 31-34,,,,,,0.0%,,,,,
57,1997,1997-11-09,10,27.307,STL,@,GNB,L 7-17,,,,,,0.0%,,,,,
58,1997,1997-11-16,11,27.314,STL,,ATL,L 21-27,,,,,,0.0%,,,,,
59,1997,1997-11-23,12,27.321,STL,,CAR,L 10-16,,,,,,0.0%,,,,,
60,1997,1997-11-30,13,27.328,STL,@,WAS,W 23-20,,,,,,0.0%,,,,,
61,1997,1997-12-07,14,27.335,STL,@,NOR,W 34-27,,,,,,0.0%,,,,,
62,1997,1997-12-14,15,27.342,STL,,CHI,L 10-13,,,,,,0.0%,,,,,
63,1997,1997-12-20,16,27.348,STL,@,CAR,W 30-18,,,,,,0.0%,,,,,
