ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
52,2016,2016-10-23,7,26.343,DET,,WAS,W 20-17,*,,0,0,0.0,2,0
53,2016,2016-10-30,8,26.350,DET,@,HOU,L 13-20,*,,0,0,0.0,1,0
54,2016,2016-11-06,9,26.357,DET,@,MIN,W 22-16,*,,0,0,0.0,0,0
55,2016,2016-11-20,10,27.005,DET,,JAX,W 26-19,*,,0,0,0.0,2,0
56,2016,2016-11-24,11,27.009,DET,,MIN,W 16-13,*,,0,0,0.0,0,0
57,2016,2016-12-04,12,27.019,DET,@,NOR,W 28-13,*,,0,0,1.0,1,0
58,2016,2016-12-11,13,27.026,DET,,CHI,W 20-17,*,,0,0,0.0,1,0
59,2016,2016-12-18,14,27.033,DET,@,NYG,L 6-17,*,,0,0,0.0,0,1
60,2016,2016-12-26,15,27.041,DET,@,DAL,L 21-42,*,,0,0,0.0,1,0
61,2016,2017-01-01,16,27.047,DET,,GNB,L 24-31,*,,0,0,0.0,0,0
62,2017,2017-11-05,8,27.355,NYG,,LAR,L 17-51,,,0,0,0.0,0,1
63,2017,2017-11-12,9,27.362,NYG,@,SFO,L 21-31,,,0,0,0.0,0,0
