ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
20,2011,2011-12-24,15,23.364,DEN,@,BUF,L 14-40,*,8,4,76,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
21,2011,2012-01-01,16,24.007,DEN,,KAN,L 3-7,,7,3,34,11.33,0,42.9%,4.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
22,2012,2012-09-09,1,24.259,DEN,,PIT,W 31-19,*,7,5,110,22.00,1,71.4%,15.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
23,2012,2012-09-17,2,24.267,DEN,@,ATL,L 21-27,*,11,8,78,9.75,1,72.7%,7.09,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
24,2012,2012-09-23,3,24.273,DEN,,HOU,L 25-31,*,13,3,34,11.33,0,23.1%,2.62,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
25,2012,2012-09-30,4,24.280,DEN,,OAK,W 37-6,*,6,5,103,20.60,0,83.3%,17.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
26,2012,2012-10-07,5,24.287,DEN,@,NWE,L 21-31,*,11,9,180,20.00,0,81.8%,16.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
27,2012,2012-10-15,6,24.295,DEN,@,SDG,W 35-24,*,2,2,37,18.50,1,100.0%,18.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
28,2012,2012-10-28,7,24.308,DEN,,NOR,W 34-14,*,9,7,137,19.57,1,77.8%,15.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
29,2012,2012-11-04,8,24.315,DEN,@,CIN,W 31-23,*,8,6,77,12.83,0,75.0%,9.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
30,2012,2012-11-11,9,24.322,DEN,@,CAR,W 36-14,*,11,9,135,15.00,0,81.8%,12.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
31,2012,2012-11-18,10,24.329,DEN,,SDG,W 30-23,*,9,3,42,14.00,1,33.3%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
32,2012,2012-11-25,11,24.336,DEN,@,KAN,W 17-9,*,8,4,82,20.50,1,50.0%,10.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
33,2012,2012-12-02,12,24.343,DEN,,TAM,W 31-23,*,10,8,99,12.38,2,80.0%,9.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
34,2012,2012-12-06,13,24.347,DEN,@,OAK,W 26-13,*,7,5,83,16.60,0,71.4%,11.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
35,2012,2012-12-16,14,24.357,DEN,@,BAL,W 34-17,*,9,4,13,3.25,0,44.4%,1.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
36,2012,2012-12-23,15,24.364,DEN,,CLE,W 34-12,*,14,9,102,11.33,1,64.3%,7.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
37,2012,2012-12-30,16,25.005,DEN,,KAN,W 38-3,*,8,7,122,17.43,1,87.5%,15.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
38,2013,2013-09-05,1,25.254,DEN,,BAL,W 49-27,*,11,5,161,32.20,2,45.5%,14.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
39,2013,2013-09-15,2,25.264,DEN,@,NYG,W 41-23,*,6,5,52,10.40,0,83.3%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
40,2013,2013-09-23,3,25.272,DEN,,OAK,W 37-21,*,11,10,94,9.40,0,90.9%,8.55,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
41,2013,2013-09-29,4,25.278,DEN,,PHI,W 52-20,*,10,9,86,9.56,2,90.0%,8.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
42,2013,2013-10-06,5,25.285,DEN,@,DAL,W 51-48,*,6,5,57,11.40,0,83.3%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
43,2013,2013-10-13,6,25.292,DEN,,JAX,W 35-19,*,5,3,78,26.00,0,60.0%,15.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
44,2013,2013-10-20,7,25.299,DEN,@,IND,L 33-39,*,9,4,82,20.50,1,44.4%,9.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
45,2013,2013-10-27,8,25.306,DEN,,WAS,W 45-21,*,11,7,75,10.71,1,63.6%,6.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,1,0
46,2013,2013-11-10,9,25.320,DEN,@,SDG,W 28-20,*,10,7,108,15.43,3,70.0%,10.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,3,18,0.0,0,0
47,2013,2013-11-17,10,25.327,DEN,,KAN,W 27-17,*,13,5,121,24.20,0,38.5%,9.31,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
48,2013,2013-11-24,11,25.334,DEN,@,NWE,L 31-34,*,9,4,41,10.25,1,44.4%,4.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
49,2013,2013-12-01,12,25.341,DEN,@,KAN,W 35-28,*,6,3,106,35.33,0,50.0%,17.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
50,2013,2013-12-08,13,25.348,DEN,,TEN,W 51-28,*,10,7,88,12.57,1,70.0%,8.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
51,2013,2013-12-12,14,25.352,DEN,,SDG,L 20-27,*,5,4,45,11.25,0,80.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
52,2013,2013-12-22,15,25.362,DEN,@,HOU,W 37-13,*,14,8,123,15.38,1,57.1%,8.79,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
53,2013,2013-12-29,16,26.004,DEN,@,OAK,W 34-14,*,6,6,113,18.83,2,100.0%,18.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
54,2014,2014-09-07,1,26.256,DEN,,IND,W 31-24,*,11,4,48,12.00,0,36.4%,4.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
55,2014,2014-09-14,2,26.263,DEN,,KAN,W 24-17,*,7,5,62,12.40,1,71.4%,8.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
56,2014,2014-09-21,3,26.270,DEN,@,SEA,L 20-26,*,9,4,31,7.75,0,44.4%,3.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0.0,0,0
57,2014,2014-10-05,4,26.284,DEN,,ARI,W 41-20,*,16,8,226,28.25,2,50.0%,14.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
58,2014,2014-10-12,5,26.291,DEN,@,NYJ,W 31-17,*,12,10,124,12.40,1,83.3%,10.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
59,2014,2014-10-19,6,26.298,DEN,,SFO,W 42-17,*,9,8,171,21.38,2,88.9%,19.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
60,2014,2014-10-23,7,26.302,DEN,,SDG,W 35-21,*,12,8,105,13.13,0,66.7%,8.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
61,2014,2014-11-02,8,26.312,DEN,@,NWE,L 21-43,*,11,7,127,18.14,0,63.6%,11.55,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
62,2014,2014-11-09,9,26.319,DEN,@,OAK,W 41-17,*,14,11,108,9.82,0,78.6%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
63,2014,2014-11-16,10,26.326,DEN,@,STL,L 7-22,*,10,7,103,14.71,0,70.0%,10.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
64,2014,2014-11-23,11,26.333,DEN,,MIA,W 39-36,*,13,10,87,8.70,3,76.9%,6.69,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,3,18,0.0,0,0
65,2014,2014-11-30,12,26.340,DEN,@,KAN,W 29-16,*,13,6,63,10.50,1,46.2%,4.85,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
66,2014,2014-12-07,13,26.347,DEN,,BUF,W 24-17,*,5,2,11,5.50,0,40.0%,2.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
67,2014,2014-12-14,14,26.354,DEN,@,SDG,W 22-10,*,11,6,123,20.50,1,54.5%,11.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
68,2014,2014-12-22,15,26.362,DEN,@,CIN,L 28-37,*,14,7,115,16.43,0,50.0%,8.21,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
69,2014,2014-12-28,16,27.003,DEN,,OAK,W 47-14,*,17,8,115,14.38,0,47.1%,6.76,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
70,2015,2015-09-13,1,27.262,DEN,,BAL,W 19-13,*,11,7,60,8.57,0,63.6%,5.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
71,2015,2015-09-17,2,27.266,DEN,@,KAN,W 31-24,*,14,8,116,14.50,0,57.1%,8.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
72,2015,2015-09-27,3,27.276,DEN,@,DET,W 24-12,*,13,9,92,10.22,1,69.2%,7.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
73,2015,2015-10-04,4,27.283,DEN,,MIN,W 23-20,*,12,9,93,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
74,2015,2015-10-11,5,27.290,DEN,@,OAK,W 16-10,*,8,5,55,11.00,0,62.5%,6.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
75,2015,2015-10-18,6,27.297,DEN,@,CLE,W 26-23,*,17,10,111,11.10,0,58.8%,6.53,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
76,2015,2015-11-01,7,27.311,DEN,,GNB,W 29-10,*,11,8,168,21.00,0,72.7%,15.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
77,2015,2015-11-08,8,27.318,DEN,@,IND,L 24-27,*,7,5,50,10.00,0,71.4%,7.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
78,2015,2015-11-15,9,27.325,DEN,,KAN,L 13-29,*,10,7,71,10.14,0,70.0%,7.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
79,2015,2015-11-22,10,27.332,DEN,@,CHI,W 17-15,*,8,3,59,19.67,1,37.5%,7.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
80,2015,2015-11-29,11,27.339,DEN,,NWE,W 30-24,*,13,1,36,36.00,0,7.7%,2.77,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
81,2015,2015-12-06,12,27.346,DEN,@,SDG,W 17-3,*,6,6,61,10.17,1,100.0%,10.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
82,2015,2015-12-13,13,27.353,DEN,,OAK,L 12-15,*,14,10,95,9.50,0,71.4%,6.79,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
83,2015,2015-12-20,14,27.360,DEN,@,PIT,L 27-34,*,12,5,61,12.20,2,41.7%,5.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
84,2015,2015-12-28,15,28.003,DEN,,CIN,W 20-17,*,12,7,59,8.43,0,58.3%,4.92,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
85,2015,2016-01-03,16,28.009,DEN,,SDG,W 27-20,*,9,5,117,23.40,1,55.6%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
86,2016,2016-09-08,1,28.258,DEN,,CAR,W 21-20,*,6,4,48,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
87,2016,2016-09-18,2,28.268,DEN,,IND,W 34-20,*,7,5,90,18.00,0,71.4%,12.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
88,2016,2016-09-25,3,28.275,DEN,@,CIN,W 29-17,*,7,6,100,16.67,1,85.7%,14.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
89,2016,2016-10-02,4,28.282,DEN,@,TAM,W 27-7,*,7,6,94,15.67,1,85.7%,13.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
90,2016,2016-10-09,5,28.289,DEN,,ATL,L 16-23,*,7,5,49,9.80,1,71.4%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
91,2016,2016-10-13,6,28.293,DEN,@,SDG,L 13-21,*,10,5,35,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
92,2016,2016-10-24,7,28.304,DEN,,HOU,W 27-9,*,10,6,40,6.67,1,60.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
93,2016,2016-10-30,8,28.310,DEN,,SDG,W 27-19,*,10,5,79,15.80,0,50.0%,7.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
94,2016,2016-11-06,9,28.317,DEN,@,OAK,L 20-30,*,10,5,56,11.20,0,50.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
95,2016,2016-11-13,10,28.324,DEN,@,NOR,W 25-23,*,11,8,87,10.88,1,72.7%,7.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
96,2016,2016-11-27,11,28.338,DEN,,KAN,L 27-30,*,8,5,60,12.00,0,62.5%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
97,2016,2016-12-04,12,28.345,DEN,@,JAX,W 20-10,*,10,6,61,10.17,0,60.0%,6.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
98,2016,2016-12-11,13,28.352,DEN,@,TEN,L 10-13,*,16,10,126,12.60,0,62.5%,7.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
99,2016,2016-12-18,14,28.359,DEN,,NWE,L 3-16,*,11,7,91,13.00,0,63.6%,8.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
100,2016,2016-12-25,15,29.000,DEN,@,KAN,L 10-33,*,8,3,20,6.67,0,37.5%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
101,2016,2017-01-01,16,29.007,DEN,,OAK,W 24-6,*,6,4,47,11.75,0,66.7%,7.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
102,2017,2017-09-11,1,29.260,DEN,,LAC,W 24-21,*,8,5,67,13.40,0,62.5%,8.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
103,2017,2017-09-17,2,29.266,DEN,,DAL,W 42-17,*,8,6,71,11.83,0,75.0%,8.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
104,2017,2017-09-24,3,29.273,DEN,@,BUF,L 16-26,*,9,6,98,16.33,0,66.7%,10.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
105,2017,2017-10-01,4,29.280,DEN,,OAK,W 16-10,*,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
106,2017,2017-10-15,5,29.294,DEN,,NYG,L 10-23,*,14,10,133,13.30,0,71.4%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
107,2017,2017-10-22,6,29.301,DEN,@,LAC,L 0-21,*,6,2,9,4.50,0,33.3%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
108,2017,2017-10-30,7,29.309,DEN,@,KAN,L 19-29,*,9,5,66,13.20,0,55.6%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
109,2017,2017-11-05,8,29.315,DEN,@,PHI,L 23-51,*,12,8,70,8.75,1,66.7%,5.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
110,2017,2017-11-12,9,29.322,DEN,,NWE,L 16-41,*,8,5,44,8.80,1,62.5%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
111,2017,2017-11-19,10,29.329,DEN,,CIN,L 17-20,*,9,5,64,12.80,1,55.6%,7.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
112,2017,2017-11-26,11,29.336,DEN,@,OAK,L 14-21,*,8,5,18,3.60,0,62.5%,2.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
113,2017,2017-12-03,12,29.343,DEN,@,MIA,L 9-35,*,10,2,27,13.50,0,20.0%,2.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
114,2017,2017-12-10,13,29.350,DEN,,NYJ,W 23-0,*,12,8,93,11.63,1,66.7%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
115,2017,2017-12-14,14,29.354,DEN,@,IND,W 25-13,*,8,5,69,13.80,0,62.5%,8.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
116,2017,2017-12-24,15,29.364,DEN,@,WAS,L 11-27,*,6,4,52,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
117,2017,2017-12-31,16,30.006,DEN,,KAN,L 24-27,*,8,6,57,9.50,1,75.0%,7.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
118,2018,2018-09-09,1,30.258,DEN,,SEA,W 27-24,*,10,6,63,10.50,1,60.0%,6.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
119,2018,2018-09-16,2,30.265,DEN,,OAK,W 20-19,*,11,5,18,3.60,0,45.5%,1.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
120,2018,2018-09-23,3,30.272,DEN,@,BAL,L 14-27,*,5,5,63,12.60,0,100.0%,12.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
