ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
11,2007,2007-10-28,7,24.058,NOR,@,SFO,W 31-10,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,25,6.25,0,,0,0,0.0,,
12,2007,2007-11-04,8,24.065,NOR,,JAX,W 41-24,,4,3,26,8.67,1,75.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,11,5.50,0,,1,6,0.0,,
13,2007,2007-11-11,9,24.072,NOR,,STL,L 29-37,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,8,8.00,0,,0,0,0.0,,
14,2007,2007-11-18,10,24.079,NOR,@,HOU,L 10-23,*,1,0,0,,0,0.0%,0.00,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,9,9.00,0,,0,0,0.0,,
15,2007,2007-11-25,11,24.086,NOR,@,CAR,W 31-6,*,5,3,16,5.33,1,60.0%,3.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12,6.00,0,,1,6,0.0,,
16,2007,2007-12-02,12,24.093,NOR,,TAM,L 23-27,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,5,83,16.60,0,0,0,,0,,0,0,0.0,,
17,2007,2007-12-10,13,24.101,NOR,@,ATL,W 34-14,,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,,0,0,0.0,,
18,2007,2007-12-16,14,24.107,NOR,,ARI,W 31-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,,0,0,0.0,,
19,2007,2007-12-23,15,24.114,NOR,,PHI,L 23-38,,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,,,,,3,66,22.00,0,1,8,8.00,0,,0,0,0.0,,
20,2007,2007-12-30,16,24.121,NOR,@,CHI,L 25-33,,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,16,8.00,0,,0,0,0.0,,
21,2008,2008-09-07,1,25.007,NOR,,TAM,W 24-20,,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,10,10.00,0,,0,0,0.0,0,0
22,2008,2008-09-14,2,25.014,NOR,@,WAS,L 24-29,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,1,36,36.00,0,0,0,,0,,0,0,0.0,0,0
23,2008,2008-09-21,3,25.021,NOR,@,DEN,L 32-34,,8,7,78,11.14,0,87.5%,9.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
24,2008,2008-09-28,4,25.028,NOR,,SFO,W 31-17,*,10,7,101,14.43,2,70.0%,10.10,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
25,2008,2008-10-06,5,25.036,NOR,,MIN,L 27-30,*,9,5,31,6.20,0,55.6%,3.44,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
26,2008,2008-10-12,6,25.042,NOR,,OAK,W 34-3,*,8,7,97,13.86,0,87.5%,12.13,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2008,2008-10-19,7,25.049,NOR,@,CAR,L 7-30,*,6,3,10,3.33,0,50.0%,1.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
28,2008,2008-10-26,8,25.056,NOR,,SDG,W 37-32,*,10,6,90,15.00,1,60.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
29,2008,2008-11-09,9,25.070,NOR,@,ATL,L 20-34,,13,6,76,12.67,1,46.2%,5.85,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
30,2008,2008-11-16,10,25.077,NOR,@,KAN,W 30-20,*,9,8,102,12.75,1,88.9%,11.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
31,2008,2008-11-24,11,25.085,NOR,,GNB,W 51-29,,7,5,115,23.00,2,71.4%,16.43,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,1,11,11.00,0,,2,12,0.0,1,0
32,2008,2008-11-30,12,25.091,NOR,@,TAM,L 20-23,,6,2,15,7.50,1,33.3%,2.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
33,2008,2008-12-07,13,25.098,NOR,,ATL,W 29-25,,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2008,2008-12-11,14,25.102,NOR,@,CHI,L 24-27,,8,5,27,5.40,0,62.5%,3.38,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,2,2.00,0,,0,0,0.0,1,0
35,2008,2008-12-21,15,25.112,NOR,@,DET,W 42-7,,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,6,3.00,0,,0,0,0.0,0,0
36,2008,2008-12-28,16,25.119,NOR,,CAR,L 31-33,,11,8,91,11.38,2,72.7%,8.27,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
37,2009,2009-09-13,1,26.013,NOR,,DET,W 45-27,,3,2,38,19.00,0,66.7%,12.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2009,2009-09-20,2,26.020,NOR,@,PHI,W 48-22,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2009,2009-10-04,4,26.034,NOR,,NYJ,W 24-10,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2009,2009-10-18,5,26.048,NOR,,NYG,W 48-27,,7,6,78,13.00,1,85.7%,11.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
41,2009,2009-10-25,6,26.055,NOR,@,MIA,W 46-34,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
42,2009,2009-11-02,7,26.063,NOR,,ATL,W 35-27,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2009,2009-12-19,14,26.110,NOR,,DAL,L 17-24,,2,1,7,7.00,1,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,,1,6,0.0,0,0
44,2010,2010-09-09,1,27.009,NOR,,MIN,W 14-9,,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2010,2010-09-20,2,27.020,NOR,@,SFO,W 25-22,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2010,2010-09-26,3,27.026,NOR,,ATL,L 24-27,,7,6,149,24.83,2,85.7%,21.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,72,72.00,0,,2,12,0.0,0,0
47,2010,2010-10-03,4,27.033,NOR,,CAR,W 16-14,,8,5,37,7.40,1,62.5%,4.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,12,4.00,0,,1,6,0.0,0,0
48,2010,2010-10-10,5,27.040,NOR,@,ARI,L 20-30,,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
49,2010,2010-10-17,6,27.047,NOR,@,TAM,W 31-6,,4,2,57,28.50,1,50.0%,14.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,-3,-3.00,0,,1,6,0.0,0,0
50,2010,2010-10-24,7,27.054,NOR,,CLE,L 17-30,,8,5,43,8.60,0,62.5%,5.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,-1,-0.50,0,,0,0,0.0,0,0
51,2010,2010-10-31,8,27.061,NOR,,PIT,W 20-10,,8,7,54,7.71,1,87.5%,6.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,17,17.00,0,,1,6,0.0,1,0
52,2010,2010-11-07,9,27.068,NOR,@,CAR,W 34-3,,8,6,77,12.83,0,75.0%,9.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,15,5.00,0,,0,0,0.0,0,0
53,2010,2010-11-21,10,27.082,NOR,,SEA,W 34-19,,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
54,2010,2010-11-25,11,27.086,NOR,@,DAL,W 30-27,,7,5,39,7.80,1,71.4%,5.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
55,2010,2010-12-05,12,27.096,NOR,@,CIN,W 34-30,*,7,6,36,6.00,0,85.7%,5.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
56,2010,2010-12-12,13,27.103,NOR,,STL,W 31-13,,6,5,70,14.00,1,83.3%,11.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,1,0
57,2010,2010-12-19,14,27.110,NOR,@,BAL,L 24-30,,3,2,26,13.00,1,66.7%,8.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
58,2010,2010-12-27,15,27.118,NOR,@,ATL,W 17-14,,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
59,2010,2011-01-02,16,27.124,NOR,,TAM,L 13-23,,9,6,53,8.83,0,66.7%,5.89,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
60,2011,2011-09-18,2,28.018,NOR,,CHI,W 30-13,*,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
61,2011,2011-09-25,3,28.025,NOR,,HOU,W 40-33,,9,9,88,9.78,1,100.0%,9.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,1,10,0.0,0,0
62,2011,2011-10-02,4,28.032,NOR,@,JAX,W 23-10,*,6,5,50,10.00,0,83.3%,8.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
63,2011,2011-10-09,5,28.039,NOR,@,CAR,W 30-27,*,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
64,2011,2011-10-16,6,28.046,NOR,@,TAM,L 20-26,*,3,2,46,23.00,0,66.7%,15.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
65,2011,2011-10-23,7,28.053,NOR,,IND,W 62-7,,4,3,44,14.67,0,75.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
66,2011,2011-10-30,8,28.060,NOR,@,STL,L 21-31,,9,7,74,10.57,1,77.8%,8.22,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
67,2011,2011-11-06,9,28.067,NOR,,TAM,W 27-16,,3,3,20,6.67,1,100.0%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
68,2011,2011-11-13,10,28.074,NOR,@,ATL,W 26-23,,3,1,28,28.00,0,33.3%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
69,2011,2011-11-28,11,28.089,NOR,,NYG,W 49-24,*,7,5,54,10.80,2,71.4%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
70,2011,2011-12-04,12,28.095,NOR,,DET,W 31-17,,4,2,23,11.50,1,50.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
71,2011,2011-12-11,13,28.102,NOR,@,TEN,W 22-17,*,6,4,20,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
72,2011,2011-12-18,14,28.109,NOR,@,MIN,W 42-20,,6,5,91,18.20,2,83.3%,15.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
73,2011,2011-12-26,15,28.117,NOR,,ATL,W 45-16,*,3,2,53,26.50,0,66.7%,17.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
74,2012,2012-09-09,1,29.009,NOR,,WAS,L 32-40,*,10,6,120,20.00,1,60.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
75,2012,2012-09-16,2,29.016,NOR,@,CAR,L 27-35,*,5,2,30,15.00,0,40.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
76,2012,2012-09-23,3,29.023,NOR,,KAN,L 24-27,*,7,4,70,17.50,1,57.1%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
77,2012,2012-09-30,4,29.030,NOR,@,GNB,L 27-28,,15,7,67,9.57,0,46.7%,4.47,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2012,2012-10-21,6,29.051,NOR,@,TAM,W 35-28,,10,9,121,13.44,0,90.0%,12.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
79,2012,2012-10-28,7,29.058,NOR,@,DEN,L 14-34,*,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
80,2012,2012-11-05,8,29.066,NOR,,PHI,W 28-13,,2,2,61,30.50,0,100.0%,30.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,,0,0,0.0,0,0
81,2012,2012-11-11,9,29.072,NOR,,ATL,W 31-27,*,9,7,91,13.00,0,77.8%,10.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
82,2012,2012-11-18,10,29.079,NOR,@,OAK,W 38-17,,3,2,53,26.50,2,66.7%,17.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
83,2012,2012-11-25,11,29.086,NOR,,SFO,L 21-31,,6,3,61,20.33,0,50.0%,10.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
84,2012,2012-11-29,12,29.090,NOR,@,ATL,L 13-23,,11,7,123,17.57,0,63.6%,11.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
85,2012,2012-12-09,13,29.100,NOR,@,NYG,L 27-52,,4,1,26,26.00,0,25.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
86,2012,2012-12-16,14,29.107,NOR,,TAM,W 41-0,*,5,4,42,10.50,1,80.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
87,2012,2012-12-23,15,29.114,NOR,@,DAL,W 34-31,,5,4,30,7.50,1,80.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
88,2012,2012-12-30,16,29.121,NOR,,CAR,L 38-44,*,6,4,121,30.25,0,66.7%,20.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
89,2013,2013-09-08,1,30.008,NOR,,ATL,W 23-17,*,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2013,2013-09-15,2,30.015,NOR,@,TAM,W 16-14,*,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
91,2013,2013-09-22,3,30.022,NOR,,ARI,W 31-7,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
92,2013,2013-10-27,7,30.057,NOR,,BUF,W 35-17,,4,3,34,11.33,1,75.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
93,2013,2013-11-03,8,30.064,NOR,@,NYJ,L 20-26,,10,6,70,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
94,2013,2013-11-10,9,30.071,NOR,,DAL,W 49-17,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
95,2013,2013-11-17,10,30.078,NOR,,SFO,W 23-20,,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,0,0.00,0,,0,0,0.0,1,0
96,2013,2013-11-21,11,30.082,NOR,@,ATL,W 17-13,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
97,2013,2013-12-02,12,30.093,NOR,@,SEA,L 7-34,*,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
98,2013,2013-12-08,13,30.099,NOR,,CAR,W 31-13,*,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
99,2013,2013-12-15,14,30.106,NOR,@,STL,L 16-27,,7,6,78,13.00,0,85.7%,11.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
100,2013,2013-12-22,15,30.113,NOR,@,CAR,L 13-17,*,3,3,47,15.67,0,100.0%,15.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
101,2013,2013-12-29,16,30.120,NOR,,TAM,W 42-17,,5,4,73,18.25,1,80.0%,14.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
102,2014,2014-09-21,3,31.021,PIT,@,CAR,W 37-19,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2014,2014-09-28,4,31.028,PIT,,TAM,L 24-27,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
104,2014,2014-10-05,5,31.035,PIT,@,JAX,W 17-9,,1,1,26,26.00,0,100.0%,26.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
105,2014,2014-10-12,6,31.042,PIT,@,CLE,L 10-31,*,6,1,26,26.00,1,16.7%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
106,2014,2014-10-20,7,31.050,PIT,,HOU,W 30-23,*,2,2,12,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
107,2014,2014-10-26,8,31.056,PIT,,IND,W 51-34,,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
108,2014,2014-11-02,9,31.063,PIT,,BAL,W 43-23,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
109,2014,2014-11-09,10,31.070,PIT,@,NYJ,L 13-20,,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
110,2014,2014-11-17,11,31.078,PIT,@,TEN,W 27-24,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
111,2014,2014-11-30,12,31.091,PIT,,NOR,L 32-35,,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,0,2,0.0,0,0
112,2014,2014-12-07,13,31.098,PIT,@,CIN,W 42-21,,2,1,29,29.00,0,50.0%,14.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
113,2014,2014-12-14,14,31.105,PIT,@,ATL,W 27-20,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
114,2014,2014-12-21,15,31.112,PIT,,KAN,W 20-12,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2014,2014-12-28,16,31.119,PIT,,CIN,W 27-17,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2015,2015-09-13,1,32.013,DET,@,SDG,L 28-33,,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
117,2015,2015-09-20,2,32.020,DET,@,MIN,L 16-26,,6,3,14,4.67,0,50.0%,2.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
118,2015,2015-09-27,3,32.027,DET,,DEN,L 12-24,,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
119,2015,2015-10-05,4,32.035,DET,@,SEA,L 10-13,*,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
120,2015,2015-10-11,5,32.041,DET,,ARI,L 17-42,,8,6,55,9.17,1,75.0%,6.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
121,2015,2015-10-18,6,32.048,DET,,CHI,W 37-34,*,6,5,106,21.20,1,83.3%,17.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
122,2015,2015-10-25,7,32.055,DET,,MIN,L 19-28,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
123,2015,2015-11-01,8,32.062,DET,@,KAN,L 10-45,,3,3,29,9.67,1,100.0%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
124,2015,2015-11-15,9,32.076,DET,@,GNB,W 18-16,*,6,3,29,9.67,1,50.0%,4.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
125,2015,2015-11-22,10,32.083,DET,,OAK,W 18-13,*,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
126,2015,2015-11-26,11,32.087,DET,,PHI,W 45-14,*,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,0.50,0,,0,0,0.0,0,0
