ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
11,2012,2012-11-25,11,23.074,IND,,BUF,W 20-13,*,20,37,54.05,240,1,1,71.9,4,15,6.49,5.81,6,20,3.33,0,0,0,0.0,0,0
12,2012,2012-12-02,12,23.081,IND,@,DET,W 35-33,*,24,54,44.44,391,4,3,70.8,2,19,7.24,6.22,3,33,11.00,0,0,0,0.0,0,0
13,2012,2012-12-09,13,23.088,IND,,TEN,W 27-23,*,16,34,47.06,196,1,2,50.6,4,25,5.76,3.71,5,7,1.40,0,0,0,0.0,0,0
14,2012,2012-12-16,14,23.095,IND,@,HOU,L 17-29,*,13,27,48.15,186,2,0,95.6,5,38,6.89,8.37,2,10,5.00,0,0,0,0.0,0,0
15,2012,2012-12-23,15,23.102,IND,@,KAN,W 20-13,*,17,35,48.57,205,1,0,76.5,3,7,5.86,6.43,6,21,3.50,0,0,0,0.0,0,0
16,2012,2012-12-30,16,23.109,IND,,HOU,W 28-16,*,14,28,50.00,191,2,0,96.0,1,7,6.82,8.25,5,1,0.20,0,0,0,0.0,0,0
17,2013,2013-09-08,1,23.361,IND,,OAK,W 21-17,*,18,23,78.26,178,2,0,127.9,4,31,7.74,9.48,6,38,6.33,1,1,6,0.0,0,0
18,2013,2013-09-15,2,24.003,IND,,MIA,L 20-24,*,25,43,58.14,321,1,1,79.7,3,6,7.47,6.88,4,38,9.50,0,0,0,0.0,0,0
19,2013,2013-09-22,3,24.010,IND,@,SFO,W 27-7,*,17,26,65.38,159,0,0,82.1,1,7,6.12,6.12,4,24,6.00,1,1,6,0.0,0,0
20,2013,2013-09-29,4,24.017,IND,@,JAX,W 37-3,*,21,35,60.00,257,2,1,89.8,2,14,7.34,7.20,2,26,13.00,0,0,0,0.0,0,0
21,2013,2013-10-06,5,24.024,IND,,SEA,W 34-28,*,16,29,55.17,229,2,0,104.0,2,21,7.90,9.28,4,9,2.25,0,0,0,0.0,0,0
22,2013,2013-10-14,6,24.032,IND,@,SDG,L 9-19,*,18,30,60.00,202,0,1,66.3,1,9,6.73,5.23,4,19,4.75,0,0,0,0.0,0,0
23,2013,2013-10-20,7,24.038,IND,,DEN,W 39-33,*,21,38,55.26,228,3,0,99.5,2,15,6.00,7.58,4,29,7.25,1,1,6,0.0,0,0
24,2013,2013-11-03,8,24.052,IND,@,HOU,W 27-24,*,18,40,45.00,271,3,0,92.8,4,26,6.78,8.28,0,0,,0,0,0,0.0,0,0
25,2013,2013-11-10,9,24.059,IND,,STL,L 8-38,*,29,47,61.70,353,1,3,65.3,3,33,7.51,5.06,4,17,4.25,0,0,0,0.0,1,0
26,2013,2013-11-14,10,24.063,IND,@,TEN,W 30-27,*,23,36,63.89,232,0,0,82.2,1,3,6.44,6.44,9,31,3.44,1,1,6,0.0,0,0
27,2013,2013-11-24,11,24.073,IND,@,ARI,L 11-40,*,20,39,51.28,163,1,1,60.1,1,4,4.18,3.54,2,31,15.50,0,0,0,0.0,0,0
28,2013,2013-12-01,12,24.080,IND,,TEN,W 22-14,*,17,32,53.13,200,0,1,59.4,5,40,6.25,4.84,5,42,8.40,0,0,0,0.0,0,0
29,2013,2013-12-08,13,24.087,IND,@,CIN,L 28-42,*,29,46,63.04,326,4,0,113.1,0,0,7.09,8.83,2,32,16.00,0,0,0,0.0,0,0
30,2013,2013-12-15,14,24.094,IND,,HOU,W 25-3,*,19,32,59.38,180,2,1,82.8,1,1,5.63,5.47,5,29,5.80,0,0,0,0.0,0,1
31,2013,2013-12-22,15,24.101,IND,@,KAN,W 23-7,*,26,37,70.27,241,1,0,96.8,1,9,6.51,7.05,6,5,0.83,0,0,0,0.0,0,0
32,2013,2013-12-29,16,24.108,IND,,JAX,W 30-10,*,26,37,70.27,282,1,0,101.4,1,8,7.62,8.16,2,7,3.50,0,0,0,0.0,0,0
33,2014,2014-09-07,1,24.360,IND,@,DEN,L 24-31,*,35,53,66.04,370,2,2,83.1,3,16,6.98,6.04,5,19,3.80,1,1,6,0.0,0,0
34,2014,2014-09-15,2,25.003,IND,,PHI,L 27-30,*,20,34,58.82,172,3,1,89.3,0,0,5.06,5.50,4,20,5.00,0,0,0,0.0,0,0
35,2014,2014-09-21,3,25.009,IND,@,JAX,W 44-17,*,31,39,79.49,370,4,0,140.4,2,5,9.49,11.54,3,15,5.00,0,0,0,0.0,0,0
36,2014,2014-09-28,4,25.016,IND,,TEN,W 41-17,*,29,41,70.73,393,4,1,123.3,0,0,9.59,10.44,1,-1,-1.00,0,0,0,0.0,0,1
37,2014,2014-10-05,5,25.023,IND,,BAL,W 20-13,*,32,49,65.31,312,1,2,72.8,1,7,6.37,4.94,6,22,3.67,1,1,6,0.0,0,0
38,2014,2014-10-09,6,25.027,IND,@,HOU,W 33-28,*,25,44,56.82,370,3,1,97.7,3,7,8.41,8.75,7,18,2.57,0,0,0,0.0,0,0
39,2014,2014-10-19,7,25.037,IND,,CIN,W 27-0,*,27,42,64.29,344,2,0,105.7,2,9,8.19,9.14,4,5,1.25,0,0,0,0.0,0,0
40,2014,2014-10-26,8,25.044,IND,@,PIT,L 34-51,*,26,45,57.78,400,3,2,91.0,2,15,8.89,8.22,3,26,8.67,0,0,0,0.0,0,0
41,2014,2014-11-03,9,25.052,IND,@,NYG,W 40-24,*,25,46,54.35,354,4,0,108.4,1,9,7.70,9.43,2,5,2.50,0,0,0,0.0,0,0
42,2014,2014-11-16,10,25.065,IND,,NWE,L 20-42,*,23,39,58.97,303,2,1,90.0,1,0,7.77,7.64,3,15,5.00,0,0,0,0.0,0,0
43,2014,2014-11-23,11,25.072,IND,,JAX,W 23-3,*,21,32,65.63,253,1,0,100.1,5,39,7.91,8.53,8,49,6.13,0,0,0,0.0,0,0
44,2014,2014-11-30,12,25.079,IND,,WAS,W 49-27,*,19,27,70.37,370,5,1,137.0,1,9,13.70,15.74,4,20,5.00,0,0,0,0.0,0,0
45,2014,2014-12-07,13,25.086,IND,@,CLE,W 25-24,*,24,53,45.28,294,2,2,59.8,3,25,5.55,4.60,5,37,7.40,1,1,6,0.0,0,0
46,2014,2014-12-14,14,25.093,IND,,HOU,W 17-10,*,18,34,52.94,187,2,1,76.5,2,19,5.50,5.35,8,18,2.25,0,0,0,0.0,0,0
47,2014,2014-12-21,15,25.100,IND,@,DAL,L 7-42,*,15,22,68.18,109,0,2,41.7,0,0,4.95,0.86,0,0,,0,0,0,0.0,2,0
48,2014,2014-12-28,16,25.107,IND,@,TEN,W 27-10,*,10,16,62.50,160,2,0,135.4,1,1,10.00,12.50,1,5,5.00,0,0,0,0.0,0,0
49,2015,2015-09-13,1,26.001,IND,@,BUF,L 14-27,*,26,49,53.06,243,2,2,63.6,2,3,4.96,3.94,4,20,5.00,0,0,0,0.0,0,0
50,2015,2015-09-21,2,26.009,IND,,NYJ,L 7-20,*,21,37,56.76,250,1,3,52.8,0,0,6.76,3.65,4,24,6.00,0,0,0,0.0,0,0
51,2015,2015-09-27,3,26.015,IND,@,TEN,W 35-33,*,18,30,60.00,260,2,2,82.6,3,15,8.67,7.00,6,21,3.50,0,0,0,0.0,0,0
52,2015,2015-10-18,6,26.036,IND,,NWE,L 27-34,*,30,50,60.00,312,3,0,98.1,3,23,6.24,7.44,4,35,8.75,0,0,0,0.0,0,0
53,2015,2015-10-25,7,26.043,IND,,NOR,L 21-27,*,23,44,52.27,333,3,2,81.0,4,32,7.57,6.89,3,27,9.00,0,0,0,0.0,0,0
54,2015,2015-11-02,8,26.051,IND,@,CAR,L 26-29,*,23,47,48.94,231,2,3,50.9,2,8,4.91,2.89,6,35,5.83,0,0,0,0.0,0,0
55,2015,2015-11-08,9,26.057,IND,,DEN,W 27-24,*,21,36,58.33,252,2,0,98.4,1,7,7.00,8.11,6,34,5.67,0,0,0,0.0,0,0
56,2016,2016-09-11,1,26.365,IND,,DET,L 35-39,*,31,47,65.96,385,4,0,119.5,2,17,8.19,9.89,3,21,7.00,0,0,0,0.0,0,0
57,2016,2016-09-18,2,27.006,IND,@,DEN,L 20-34,*,21,40,52.50,197,1,1,64.3,5,27,4.93,4.30,3,22,7.33,0,0,0,0.0,0,0
58,2016,2016-09-25,3,27.013,IND,,SDG,W 26-22,*,24,37,64.86,331,1,1,91.2,2,14,8.95,8.27,0,0,,0,0,0,0.0,0,0
59,2016,2016-10-02,4,27.020,IND,@,JAX,L 27-30,*,27,42,64.29,234,2,1,84.8,6,44,5.57,5.45,4,23,5.75,0,0,0,0.0,0,0
60,2016,2016-10-09,5,27.027,IND,,CHI,W 29-23,*,28,39,71.79,322,2,0,113.4,5,24,8.26,9.28,5,13,2.60,0,0,0,0.0,0,0
61,2016,2016-10-16,6,27.034,IND,@,HOU,L 23-26,*,21,32,65.63,252,1,1,87.0,3,21,7.88,7.09,7,53,7.57,1,1,6,0.0,0,0
62,2016,2016-10-23,7,27.041,IND,@,TEN,W 34-26,*,27,39,69.23,353,3,0,123.1,2,12,9.05,10.59,5,17,3.40,0,0,0,0.0,0,0
63,2016,2016-10-30,8,27.048,IND,,KAN,L 14-30,*,19,35,54.29,210,2,1,79.5,6,38,6.00,5.86,9,60,6.67,0,0,0,0.0,0,0
64,2016,2016-11-06,9,27.055,IND,@,GNB,W 31-26,*,23,36,63.89,281,1,2,74.0,2,11,7.81,5.86,7,15,2.14,0,0,0,0.0,0,0
65,2016,2016-11-20,10,27.069,IND,,TEN,W 24-17,*,15,28,53.57,262,2,1,94.6,2,11,9.36,9.18,8,22,2.75,0,0,0,0.0,0,0
66,2016,2016-12-05,12,27.084,IND,@,NYJ,W 41-10,*,22,28,78.57,278,4,0,147.6,1,7,9.93,12.79,3,26,8.67,0,0,0,0.0,0,0
67,2016,2016-12-11,13,27.090,IND,,HOU,L 17-22,*,24,45,53.33,276,2,2,68.4,1,11,6.13,5.02,2,32,16.00,0,0,0,0.0,0,0
68,2016,2016-12-18,14,27.097,IND,@,MIN,W 34-6,*,21,28,75.00,250,2,0,125.6,0,0,8.93,10.36,1,8,8.00,0,0,0,0.0,0,0
69,2016,2016-12-24,15,27.103,IND,@,OAK,L 25-33,*,19,29,65.52,288,2,2,92.3,0,0,9.93,8.21,4,12,3.00,1,1,6,0.0,0,0
70,2016,2017-01-01,16,27.111,IND,,JAX,W 24-20,*,24,40,60.00,321,2,1,91.8,4,31,8.03,7.90,3,17,5.67,0,0,0,0.0,0,0
71,2018,2018-09-09,1,28.362,IND,,CIN,L 23-34,*,39,53,73.58,319,2,1,93.2,2,14,6.02,5.92,1,7,7.00,0,0,0,0.0,0,0
72,2018,2018-09-16,2,29.004,IND,@,WAS,W 21-9,*,21,31,67.74,179,2,2,77.2,1,2,5.77,4.16,4,2,0.50,0,0,0,0.0,0,0
73,2018,2018-09-23,3,29.011,IND,@,PHI,L 16-20,*,25,40,62.50,164,1,0,79.6,2,23,4.10,4.60,1,33,33.00,0,0,0,0.0,0,0
