ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
41,1999,1999-10-31,8,26.256,CLE,@,NOR,W 21-16,,,,,,,,
42,1999,1999-11-07,9,26.263,CLE,,BAL,L 9-41,,,,,,,,
43,1999,1999-11-14,10,26.270,CLE,@,PIT,W 16-15,,,,,,,,
44,1999,1999-11-21,11,26.277,CLE,,CAR,L 17-31,,,,,,,,
45,1999,1999-11-28,12,26.284,CLE,,TEN,L 21-33,,,,,,,,
46,1999,1999-12-05,13,26.291,CLE,@,SDG,L 10-23,,,,,,,,
47,1999,1999-12-12,14,26.298,CLE,@,CIN,L 28-44,,,,,,,,
48,1999,1999-12-19,15,26.305,CLE,,JAX,L 14-24,,,,,,,,
49,1999,1999-12-26,16,26.312,CLE,,IND,L 28-29,,,,,,,,
50,2000,2000-09-03,1,27.199,CLE,,JAX,L 7-27,*,,,,,,,
51,2000,2000-09-10,2,27.206,CLE,@,CIN,W 24-7,,,,,,,,
52,2000,2000-09-17,3,27.213,CLE,,PIT,W 23-20,,,,,,,,
53,2000,2000-09-24,4,27.220,CLE,@,OAK,L 10-36,,,,,,,,
54,2000,2000-10-01,5,27.227,CLE,,BAL,L 0-12,,,,,,,,
55,2000,2000-10-08,6,27.234,CLE,@,ARI,L 21-29,,,,,,,,
56,2000,2000-10-15,7,27.241,CLE,@,DEN,L 10-44,,,,,,,,
57,2000,2000-11-12,11,27.269,CLE,,NWE,W 19-11,,,,,,,,
58,2000,2000-11-26,13,27.283,CLE,@,BAL,L 7-44,,,,,,,,
59,2001,2001-09-23,2,28.218,CLE,,DET,W 24-14,,,,,,,,
60,2001,2001-09-30,3,28.225,CLE,@,JAX,W 23-14,,1,43,43.00,0,0,0,0
61,2001,2001-10-07,4,28.232,CLE,,SDG,W 20-16,,,,,,,,
62,2001,2001-10-14,5,28.239,CLE,@,CIN,L 14-24,,,,,,,,
63,2001,2001-10-21,6,28.246,CLE,,BAL,W 24-14,,,,,,,,
64,2001,2001-11-04,7,28.260,CLE,@,CHI,L 21-27,,0,0,,0,1,0,0
65,2001,2001-11-11,8,28.267,CLE,,PIT,L 12-15,,,,,,,,
66,2001,2001-11-18,9,28.274,CLE,@,BAL,W 27-17,,,,,,,,
67,2001,2001-11-25,10,28.281,CLE,,CIN,W 18-0,,0,0,,0,1,52,0
68,2001,2001-12-02,11,28.288,CLE,,TEN,L 15-31,,,,,,,,
69,2001,2001-12-09,12,28.295,CLE,@,NWE,L 16-27,,,,,,,,
70,2001,2001-12-16,13,28.302,CLE,,JAX,L 10-15,,,,,,,,
71,2001,2001-12-23,14,28.309,CLE,@,GNB,L 7-30,,,,,,,,
72,2001,2001-12-30,15,28.316,CLE,@,TEN,W 41-38,,,,,,,,
73,2001,2002-01-06,16,28.323,CLE,@,PIT,L 7-28,,0,0,,0,1,0,0
