ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
57,1995,1995-12-03,13,24.063,MIN,,TAM,W 31-17,,8,90,11.25,1,7,4,50,12.50,0,57.1%,7.14,2,33,16.50,0,0,0,,0,1,6
58,1995,1995-12-09,14,24.069,MIN,,CLE,W 27-11,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
59,1995,1995-12-18,15,24.078,MIN,@,SFO,L 30-37,,5,44,8.80,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0
60,1995,1995-12-24,16,24.084,MIN,@,CIN,L 24-27,,4,36,9.00,0,9,7,49,7.00,0,77.8%,5.44,0,0,,0,0,0,,0,0,0
61,1996,1996-09-01,1,24.336,MIN,,DET,W 17-13,,1,1,1.00,0,5,4,27,6.75,0,80.0%,5.40,1,23,23.00,0,0,0,,0,0,0
62,1996,1996-09-08,2,24.343,MIN,@,ATL,W 23-17,,3,9,3.00,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0
63,1996,1996-09-15,3,24.350,MIN,@,CHI,W 20-14,,8,46,5.75,0,5,5,31,6.20,0,100.0%,6.20,0,0,,0,3,38,12.67,0,0,0
64,1996,1996-09-22,4,24.357,MIN,,GNB,W 30-21,,4,1,0.25,0,6,4,27,6.75,0,66.7%,4.50,1,13,13.00,0,0,0,,0,0,0
65,1996,1996-09-29,5,24.364,MIN,@,NYG,L 10-15,,2,1,0.50,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0
66,1996,1996-10-06,6,25.005,MIN,,CAR,W 14-12,,0,0,,0,3,2,12,6.00,0,66.7%,4.00,1,16,16.00,0,0,0,,0,0,0
67,1996,1996-10-13,7,25.012,MIN,@,TAM,L 13-24,,1,7,7.00,0,5,5,32,6.40,0,100.0%,6.40,1,17,17.00,0,0,0,,0,0,0
68,1996,1996-10-28,8,25.027,MIN,,CHI,L 13-15,,4,-2,-0.50,0,9,5,36,7.20,0,55.6%,4.00,0,0,,0,0,0,,0,0,0
69,1996,1996-11-03,9,25.033,MIN,,KAN,L 6-21,,5,22,4.40,0,6,3,20,6.67,0,50.0%,3.33,0,0,,0,0,0,,0,0,0
70,1996,1996-11-10,10,25.040,MIN,@,SEA,L 23-42,,3,2,0.67,0,6,4,26,6.50,0,66.7%,4.33,1,16,16.00,0,0,0,,0,0,0
71,1996,1996-11-17,11,25.047,MIN,@,OAK,W 16-13,,4,14,3.50,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,2,10,5.00,0,0,0
72,1996,1996-11-24,12,25.054,MIN,,DEN,L 17-21,,2,5,2.50,0,4,4,55,13.75,0,100.0%,13.75,0,0,,0,0,0,,0,0,0
73,1996,1996-12-01,13,25.061,MIN,,ARI,W 41-17,,4,15,3.75,0,5,4,42,10.50,1,80.0%,8.40,0,0,,0,2,16,8.00,0,1,6
74,1996,1996-12-08,14,25.068,MIN,@,DET,W 24-22,,3,13,4.33,0,3,3,33,11.00,1,100.0%,11.00,0,0,,0,0,0,,0,1,6
75,1996,1996-12-15,15,25.075,MIN,,TAM,W 21-10,,5,22,4.40,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,2,20,10.00,0,0,0
76,1996,1996-12-22,16,25.082,MIN,@,GNB,L 10-38,,2,5,2.50,0,4,2,20,10.00,0,50.0%,5.00,0,0,,0,1,0,0.00,0,0,0
77,1997,1997-08-31,1,25.334,STL,,NOR,W 38-24,,3,17,5.67,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
78,1997,1997-09-07,2,25.341,STL,,SFO,L 12-15,,2,9,4.50,0,2,2,21,10.50,0,100.0%,10.50,1,19,19.00,0,0,0,,0,0,0
79,1997,1997-09-14,3,25.348,STL,@,DEN,L 14-35,,1,4,4.00,0,8,6,90,15.00,0,75.0%,11.25,0,0,,0,0,0,,0,0,0
80,1997,1997-09-21,4,25.355,STL,,NYG,W 13-3,,2,4,2.00,0,4,3,58,19.33,0,75.0%,14.50,0,0,,0,0,0,,0,0,0
81,1997,1997-09-28,5,25.362,STL,@,OAK,L 17-35,,4,30,7.50,0,16,10,109,10.90,1,62.5%,6.81,1,18,18.00,0,0,0,,0,1,6
82,1997,1997-10-12,6,26.011,STL,@,SFO,L 10-30,,3,-2,-0.67,0,5,2,14,7.00,0,40.0%,2.80,1,15,15.00,0,0,0,,0,0,0
83,1997,1997-10-19,7,26.018,STL,,SEA,L 9-17,,1,7,7.00,0,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,0,0
84,1997,1997-10-26,8,26.025,STL,,KAN,L 20-28,,2,9,4.50,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0
85,1997,1997-11-02,9,26.032,STL,@,ATL,L 31-34,,0,0,,0,8,5,91,18.20,0,62.5%,11.38,0,0,,0,0,0,,0,0,0
86,1997,1997-11-09,10,26.039,STL,@,GNB,L 7-17,,4,8,2.00,0,6,5,104,20.80,0,83.3%,17.33,0,0,,0,0,0,,0,0,0
87,1997,1997-11-16,11,26.046,STL,,ATL,L 21-27,,0,0,,0,5,5,61,12.20,1,100.0%,12.20,0,0,,0,0,0,,0,1,6
88,1997,1997-11-23,12,26.053,STL,,CAR,L 10-16,,1,1,1.00,0,4,1,5,5.00,0,25.0%,1.25,1,19,19.00,0,0,0,,0,0,0
89,1997,1997-11-30,13,26.060,STL,@,WAS,W 23-20,,0,0,,0,8,6,128,21.33,1,75.0%,16.00,0,0,,0,0,0,,0,1,6
90,1997,1997-12-07,14,26.067,STL,@,NOR,W 34-27,,1,7,7.00,0,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0
91,1997,1997-12-14,15,26.074,STL,,CHI,L 10-13,,1,0,0.00,0,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0
92,1997,1997-12-20,16,26.080,STL,@,CAR,W 30-18,,3,10,3.33,0,7,4,37,9.25,0,57.1%,5.29,0,0,,0,0,0,,0,0,0
93,1998,1998-09-06,1,26.340,STL,,NOR,L 17-24,,1,3,3.00,0,9,8,64,8.00,0,88.9%,7.11,0,0,,0,0,0,,0,0,0
94,1998,1998-09-13,2,26.347,STL,,MIN,L 31-38,,1,-1,-1.00,0,7,5,24,4.80,0,71.4%,3.43,0,0,,0,0,0,,0,0,0
95,1998,1998-09-20,3,26.354,STL,@,BUF,W 34-33,,1,5,5.00,0,6,5,72,14.40,1,83.3%,12.00,0,0,,0,0,0,,0,1,6
96,1998,1998-09-27,4,26.361,STL,,ARI,L 17-20,,1,-7,-7.00,0,8,5,53,10.60,0,62.5%,6.63,0,0,,0,0,0,,0,0,0
97,1998,1998-10-11,5,27.010,STL,,NYJ,W 30-10,,9,53,5.89,2,6,6,62,10.33,0,100.0%,10.33,0,0,,0,0,0,,0,2,12
98,1998,1998-10-18,6,27.017,STL,@,MIA,L 0-14,,7,34,4.86,0,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0
99,1998,1998-10-25,7,27.024,STL,,SFO,L 10-28,,4,19,4.75,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
100,1998,1998-11-15,10,27.045,STL,@,NOR,L 3-24,,3,19,6.33,0,8,7,99,14.14,0,87.5%,12.38,0,0,,0,0,0,,0,0,0
101,1998,1998-11-22,11,27.052,STL,,CAR,L 20-24,,2,0,0.00,0,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
102,1998,1998-11-29,12,27.059,STL,,ATL,L 10-21,,2,-5,-2.50,0,7,4,30,7.50,0,57.1%,4.29,0,0,,0,0,0,,0,0,0
103,1998,1998-12-03,13,27.063,STL,@,PHI,L 14-17,,5,23,4.60,0,6,5,71,14.20,0,83.3%,11.83,0,0,,0,0,0,,0,0,0
104,1998,1998-12-13,14,27.073,STL,,NWE,W 32-18,,0,0,,0,5,5,37,7.40,0,100.0%,7.40,0,0,,0,0,0,,0,0,0
105,1998,1998-12-20,15,27.080,STL,@,CAR,L 13-20,,5,29,5.80,0,6,6,61,10.17,0,100.0%,10.17,0,0,,0,0,0,,0,0,0
106,1998,1998-12-27,16,27.087,STL,@,SFO,L 19-38,,3,3,1.00,0,6,4,46,11.50,1,66.7%,7.67,0,0,,0,0,0,,0,1,6
107,1999,1999-10-17,5,28.016,STL,@,ATL,W 41-13,,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
108,1999,1999-10-31,7,28.030,STL,@,TEN,L 21-24,,0,0,,0,1,1,15,15.00,1,100.0%,15.00,0,0,,0,0,0,,0,1,6
109,1999,1999-11-07,8,28.037,STL,@,DET,L 27-31,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
110,1999,1999-11-14,9,28.044,STL,,CAR,W 35-10,,0,0,,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,0
111,1999,1999-12-05,12,28.065,STL,@,CAR,W 34-21,,,,,,1,,,,,0.0%,,,,,,,,,,,
112,1999,1999-12-12,13,28.072,STL,@,NOR,W 30-14,,,,,,,,,,,0.0%,,,,,,,,,,,
113,1999,1999-12-19,14,28.079,STL,,NYG,W 31-10,,,,,,,,,,,0.0%,,,,,,,,,,,
114,2000,2000-10-22,8,29.021,PHI,,CHI,W 13-9,,,,,,1,,,,,0.0%,,,,,,,,,,,
115,2000,2000-10-29,9,29.028,PHI,@,NYG,L 7-24,,0,0,,0,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,0,0
116,2000,2000-11-05,10,29.035,PHI,,DAL,W 16-13,,1,2,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
