ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
261,1999,1999-09-12,1,39.024,ATL,,MIN,L 14-17,,2,2,100.0,,2,0.0,0,2
262,1999,1999-09-20,2,39.032,ATL,@,DAL,L 7-24,,1,1,100.0,,1,0.0,0,1
263,1999,1999-09-26,3,39.038,ATL,@,STL,L 7-35,,1,1,100.0,,,,0,1
264,1999,1999-10-03,4,39.045,ATL,,BAL,L 13-19,,1,1,100.0,2,3,66.7,0,7
265,1999,1999-10-10,5,39.052,ATL,@,NOR,W 20-17,,2,2,100.0,2,2,100.0,0,8
266,1999,1999-10-17,6,39.059,ATL,,STL,L 13-41,,1,1,100.0,2,2,100.0,0,7
267,1999,1999-10-25,7,39.067,ATL,@,PIT,L 9-13,,1,1,100.0,,1,0.0,0,1
268,1999,1999-10-31,8,39.073,ATL,,CAR,W 27-20,,3,3,100.0,2,2,100.0,0,9
269,1999,1999-11-07,9,39.080,ATL,,JAX,L 7-30,,1,1,100.0,,,,0,1
270,1999,1999-11-21,10,39.094,ATL,@,TAM,L 10-19,,1,1,100.0,1,1,100.0,0,4
271,1999,1999-11-28,11,39.101,ATL,@,CAR,L 28-34,,4,4,100.0,,,,0,4
272,1999,1999-12-05,12,39.108,ATL,,NOR,W 35-12,,5,5,100.0,,,,0,5
273,1999,1999-12-12,13,39.115,ATL,@,SFO,L 7-26,,1,1,100.0,,,,0,1
274,1999,1999-12-19,14,39.122,ATL,@,TEN,L 17-30,,2,2,100.0,1,1,100.0,0,5
275,1999,1999-12-26,15,39.129,ATL,,ARI,W 37-14,,4,4,100.0,3,3,100.0,0,13
276,1999,2000-01-03,16,39.137,ATL,,SFO,W 34-29,,4,4,100.0,2,3,66.7,0,10
277,2000,2000-09-03,1,40.015,ATL,,SFO,W 36-28,,3,3,100.0,5,5,100.0,0,18
278,2000,2000-09-10,2,40.022,ATL,@,DEN,L 14-42,,2,2,100.0,,,,0,2
279,2000,2000-09-17,3,40.029,ATL,@,CAR,W 15-10,,1,1,100.0,2,4,50.0,0,7
280,2000,2000-09-24,4,40.036,ATL,,STL,L 20-41,,2,2,100.0,2,2,100.0,0,8
281,2000,2000-10-01,5,40.043,ATL,@,PHI,L 10-38,,1,1,100.0,1,1,100.0,0,4
282,2000,2000-10-08,6,40.050,ATL,,NYG,L 6-13,,,,,2,3,66.7,0,6
283,2000,2000-10-15,7,40.057,ATL,@,STL,L 29-45,,3,3,100.0,,,,0,3
284,2000,2000-10-22,8,40.064,ATL,,NOR,L 19-21,,1,1,100.0,2,3,66.7,0,7
285,2000,2000-10-29,9,40.071,ATL,,CAR,W 13-12,,1,1,100.0,2,4,50.0,0,7
286,2000,2000-11-05,10,40.078,ATL,,TAM,L 14-27,,2,2,100.0,,,,0,2
287,2000,2000-11-12,11,40.085,ATL,@,DET,L 10-13,,1,1,100.0,1,1,100.0,0,4
288,2000,2000-11-19,12,40.092,ATL,@,SFO,L 6-16,,,,,2,2,100.0,0,6
289,2000,2000-11-26,13,40.099,ATL,@,OAK,L 14-41,,2,2,100.0,,,,0,2
290,2000,2000-12-03,14,40.106,ATL,,SEA,L 10-30,,1,1,100.0,1,1,100.0,0,4
291,2000,2000-12-17,15,40.120,ATL,@,NOR,L 7-23,,1,1,100.0,,,,0,1
292,2000,2000-12-24,16,40.127,ATL,,KAN,W 29-13,,2,2,100.0,5,5,100.0,0,17
293,2001,2001-09-10,1,41.022,NYG,@,DEN,L 20-31,,2,3,66.7,,,,0,2
294,2001,2001-09-23,2,41.035,NYG,@,KAN,W 13-3,,1,1,100.0,2,2,100.0,0,7
295,2001,2001-09-30,3,41.042,NYG,,NOR,W 21-13,,3,3,100.0,,,,0,3
296,2001,2001-10-07,4,41.049,NYG,,WAS,W 23-9,,2,2,100.0,3,3,100.0,0,11
297,2001,2001-10-14,5,41.056,NYG,@,STL,L 14-15,,2,2,100.0,,1,0.0,0,2
298,2001,2001-10-22,6,41.064,NYG,,PHI,L 9-10,,,,,3,4,75.0,0,9
299,2001,2001-10-28,7,41.070,NYG,@,WAS,L 21-35,,3,3,100.0,,,,0,3
300,2001,2001-11-04,8,41.077,NYG,,DAL,W 27-24,,3,3,100.0,2,3,66.7,0,9
301,2001,2001-11-11,9,41.084,NYG,@,ARI,W 17-10,,2,2,100.0,1,2,50.0,0,5
302,2001,2001-11-19,10,41.092,NYG,@,MIN,L 16-28,,1,1,100.0,3,4,75.0,0,10
303,2001,2001-11-25,11,41.098,NYG,,OAK,L 10-28,,1,1,100.0,1,1,100.0,0,4
304,2001,2001-12-09,12,41.112,NYG,@,DAL,L 13-20,,1,1,100.0,2,2,100.0,0,7
305,2001,2001-12-15,13,41.118,NYG,,ARI,W 17-13,,2,2,100.0,1,1,100.0,0,5
306,2001,2001-12-23,14,41.126,NYG,,SEA,W 27-24,,3,3,100.0,2,2,100.0,0,9
307,2001,2001-12-30,15,41.133,NYG,@,PHI,L 21-24,,1,1,100.0,2,2,100.0,0,7
308,2001,2002-01-06,16,41.140,NYG,,GNB,L 25-34,,2,2,100.0,1,1,100.0,0,5
309,2002,2002-09-08,1,42.020,KAN,@,CLE,W 40-39,,4,4,100.0,2,2,100.0,0,10
310,2002,2002-09-15,2,42.027,KAN,,JAX,L 16-23,,1,1,100.0,3,3,100.0,0,10
311,2002,2002-09-22,3,42.034,KAN,@,NWE,L 38-41,,5,5,100.0,1,1,100.0,0,8
312,2002,2002-09-29,4,42.041,KAN,,MIA,W 48-30,,6,6,100.0,2,2,100.0,0,12
313,2002,2002-10-06,5,42.048,KAN,@,NYJ,W 29-25,,2,2,100.0,3,3,100.0,0,11
314,2002,2002-10-13,6,42.055,KAN,@,SDG,L 34-35,,4,4,100.0,2,2,100.0,0,10
315,2002,2002-10-20,7,42.062,KAN,,DEN,L 34-37,,4,4,100.0,2,3,66.7,0,10
316,2002,2002-10-27,8,42.069,KAN,,OAK,W 20-10,,2,2,100.0,2,2,100.0,0,8
317,2002,2002-11-10,9,42.083,KAN,@,SFO,L 13-17,,1,1,100.0,2,2,100.0,0,7
318,2002,2002-11-17,10,42.090,KAN,,BUF,W 17-16,,2,2,100.0,1,2,50.0,0,5
319,2002,2002-11-24,11,42.097,KAN,@,SEA,L 32-39,,3,3,100.0,1,1,100.0,0,6
320,2002,2002-12-01,12,42.104,KAN,,ARI,W 49-0,,7,7,100.0,,1,0.0,0,7
321,2002,2002-12-08,13,42.111,KAN,,STL,W 49-10,,7,7,100.0,,,,0,7
322,2002,2002-12-15,14,42.118,KAN,@,DEN,L 24-31,,3,3,100.0,1,2,50.0,0,6
323,2003,2003-09-07,1,43.019,KAN,,SDG,W 27-14,,3,3,100.0,2,2,100.0,0,9
324,2003,2003-09-14,2,43.026,KAN,,PIT,W 41-20,,5,6,83.3,,,,0,5
325,2003,2003-09-21,3,43.033,KAN,@,HOU,W 42-14,,6,6,100.0,,,,0,6
326,2003,2003-09-28,4,43.040,KAN,@,BAL,W 17-10,,2,2,100.0,1,1,100.0,0,5
327,2003,2003-10-05,5,43.047,KAN,,DEN,W 24-23,,3,3,100.0,1,1,100.0,0,6
328,2003,2003-10-12,6,43.054,KAN,@,GNB,W 40-34,,4,4,100.0,2,3,66.7,0,10
329,2003,2003-10-20,7,43.062,KAN,@,OAK,W 17-10,,2,2,100.0,1,2,50.0,0,5
330,2003,2003-10-26,8,43.068,KAN,,BUF,W 38-5,,5,5,100.0,1,1,100.0,0,8
331,2003,2003-11-09,9,43.082,KAN,,CLE,W 41-20,,5,5,100.0,2,2,100.0,0,11
332,2003,2003-11-16,10,43.089,KAN,@,CIN,L 19-24,,1,1,100.0,2,3,66.7,0,7
333,2003,2003-11-23,11,43.096,KAN,,OAK,W 27-24,,3,3,100.0,2,2,100.0,0,9
334,2003,2003-11-30,12,43.103,KAN,@,SDG,W 28-24,,4,4,100.0,,,,0,4
335,2003,2003-12-07,13,43.110,KAN,@,DEN,L 27-45,,3,3,100.0,,,,0,3
336,2003,2003-12-14,14,43.117,KAN,,DET,W 45-17,,6,6,100.0,1,2,50.0,0,9
337,2003,2003-12-20,15,43.123,KAN,@,MIN,L 20-45,,2,2,100.0,,,,0,2
338,2003,2003-12-28,16,43.131,KAN,,CHI,W 31-3,,4,4,100.0,1,1,100.0,0,7
339,2004,2004-09-12,1,44.024,MIN,,DAL,W 35-17,,5,5,100.0,,,,0,5
340,2004,2004-09-20,2,44.032,MIN,@,PHI,L 16-27,,1,1,100.0,3,4,75.0,0,10
341,2004,2004-09-26,3,44.038,MIN,,CHI,W 27-22,,3,3,100.0,2,3,66.7,0,9
342,2004,2004-10-10,4,44.052,MIN,@,HOU,W 34-28,,4,4,100.0,,,,0,4
343,2004,2004-10-17,5,44.059,MIN,@,NOR,W 38-31,,5,5,100.0,1,1,100.0,0,8
344,2004,2004-10-24,6,44.066,MIN,,TEN,W 20-3,,2,2,100.0,2,2,100.0,0,8
345,2004,2004-10-31,7,44.073,MIN,,NYG,L 13-34,,1,1,100.0,,1,0.0,0,1
346,2004,2004-11-08,8,44.081,MIN,@,IND,L 28-31,,2,2,100.0,2,2,100.0,0,8
347,2004,2004-11-14,9,44.087,MIN,@,GNB,L 31-34,,4,4,100.0,1,1,100.0,0,7
348,2004,2004-11-21,10,44.094,MIN,,DET,W 22-19,,2,2,100.0,,,,0,2
349,2004,2004-11-28,11,44.101,MIN,,JAX,W 27-16,,3,3,100.0,2,2,100.0,0,9
350,2004,2004-12-05,12,44.108,MIN,@,CHI,L 14-24,,2,2,100.0,,1,0.0,0,2
351,2004,2004-12-12,13,44.115,MIN,,SEA,L 23-27,,2,2,100.0,3,3,100.0,0,11
352,2004,2004-12-19,14,44.122,MIN,@,DET,W 28-27,,4,4,100.0,,,,0,4
353,2004,2004-12-24,15,44.127,MIN,,GNB,L 31-34,,4,4,100.0,1,1,100.0,0,7
354,2004,2005-01-02,16,44.136,MIN,@,WAS,L 18-21,,1,1,100.0,1,1,100.0,0,4
355,2006,2006-09-25,3,46.037,ATL,@,NOR,L 3-23,,,,,1,2,50.0,0,3
356,2006,2006-10-01,4,46.043,ATL,,ARI,W 32-10,,2,2,100.0,5,5,100.0,0,17
357,2006,2006-10-15,5,46.057,ATL,,NYG,L 14-27,,2,2,100.0,,,,0,2
358,2006,2006-10-22,6,46.064,ATL,,PIT,W 41-38,,5,5,100.0,2,3,66.7,0,11
359,2006,2006-10-29,7,46.071,ATL,@,CIN,W 29-27,,2,2,100.0,3,3,100.0,0,11
360,2006,2006-11-05,8,46.078,ATL,@,DET,L 14-30,,2,2,100.0,,,,0,2
361,2006,2006-11-12,9,46.085,ATL,,CLE,L 13-17,,1,1,100.0,2,2,100.0,0,7
362,2006,2006-11-19,10,46.092,ATL,@,BAL,L 10-24,,1,1,100.0,1,1,100.0,0,4
363,2006,2006-11-26,11,46.099,ATL,,NOR,L 13-31,,1,1,100.0,2,3,66.7,0,7
364,2006,2006-12-03,12,46.106,ATL,@,WAS,W 24-14,,3,3,100.0,1,1,100.0,0,6
365,2006,2006-12-10,13,46.113,ATL,@,TAM,W 17-6,,2,2,100.0,1,1,100.0,0,5
366,2006,2006-12-16,14,46.119,ATL,,DAL,L 28-38,,4,4,100.0,,,,0,4
367,2006,2006-12-24,15,46.127,ATL,,CAR,L 3-10,,,,,1,1,100.0,0,3
368,2006,2006-12-31,16,46.134,ATL,@,PHI,L 17-24,,2,2,100.0,1,1,100.0,0,5
369,2007,2007-09-23,3,47.035,ATL,,CAR,L 20-27,,2,2,100.0,2,2,100.0,0,8
370,2007,2007-09-30,4,47.042,ATL,,HOU,W 26-16,,2,2,100.0,4,5,80.0,0,14
371,2007,2007-10-07,5,47.049,ATL,@,TEN,L 13-20,,1,1,100.0,2,3,66.7,0,7
372,2007,2007-10-15,6,47.057,ATL,,NYG,L 10-31,,1,1,100.0,1,2,50.0,0,4
373,2007,2007-10-21,7,47.063,ATL,@,NOR,L 16-22,,1,1,100.0,3,3,100.0,0,10
374,2007,2007-11-04,8,47.077,ATL,,SFO,W 20-16,,2,2,100.0,2,2,100.0,0,8
375,2007,2007-11-11,9,47.084,ATL,@,CAR,W 20-13,,2,2,100.0,2,2,100.0,0,8
376,2007,2007-11-18,10,47.091,ATL,,TAM,L 7-31,,1,1,100.0,,,,0,1
377,2007,2007-11-22,11,47.095,ATL,,IND,L 13-31,,1,1,100.0,2,2,100.0,0,7
378,2007,2007-12-02,12,47.105,ATL,@,STL,L 16-28,,1,1,100.0,1,1,100.0,0,4
379,2007,2007-12-10,13,47.113,ATL,,NOR,L 14-34,,2,2,100.0,,,,0,2
380,2007,2007-12-16,14,47.119,ATL,@,TAM,L 3-37,,,,,1,1,100.0,0,3
381,2007,2007-12-23,15,47.126,ATL,@,ARI,L 27-30,,3,3,100.0,2,2,100.0,0,9
382,2007,2007-12-30,16,47.133,ATL,,SEA,W 44-41,,5,5,100.0,3,3,100.0,0,14
