ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
37,1967,1967-12-03,12,30.115,RAM,,ATL,W 20-3,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6.00,0,0,0,0,0,0
38,1967,1967-12-09,13,30.121,RAM,,GNB,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0,0,0
39,1967,1967-12-17,14,30.129,RAM,,BAL,W 34-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,8,4.00,0,0,0,1,7,0
40,1968,1968-09-16,1,31.037,RAM,@,STL,W 24-13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,37,0
41,1968,1968-09-22,2,31.043,RAM,,PIT,W 45-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,0,0,0,0,0
42,1968,1968-09-29,3,31.050,RAM,@,CLE,W 24-6,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0,0,0
43,1968,1968-10-06,4,31.057,RAM,,SFO,W 24-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,8,4.00,0,0,0,0,0,0
44,1968,1968-10-13,5,31.064,RAM,@,GNB,W 16-14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
45,1968,1968-10-20,6,31.071,RAM,,ATL,W 27-14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,0,0,1,0,0
46,1968,1968-10-27,7,31.078,RAM,@,BAL,L 10-27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,0,0,2,0,0
47,1968,1968-11-03,8,31.085,RAM,,DET,W 10-7,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,14,4.67,0,0,0,0,0,0
48,1968,1968-11-10,9,31.092,RAM,@,ATL,W 17-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,8,8.00,0,0,0,0,0,0
49,1968,1968-11-24,11,31.106,RAM,,NYG,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,13,6.50,0,0,0,0,0,0
50,1968,1968-12-01,12,31.113,RAM,@,MIN,W 31-3,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,15,7.50,0,0,0,0,0,0
51,1968,1968-12-08,13,31.120,RAM,,CHI,L 16-17,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,2,48,24.00,0,0,0,0,0,0
52,1968,1968-12-15,14,31.127,RAM,,BAL,L 24-28,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,0,0,0,0,0
53,1969,1969-09-21,1,32.042,RAM,@,BAL,W 27-20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,25,0
54,1969,1969-10-05,3,32.056,RAM,,NOR,W 36-17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
55,1969,1969-11-02,7,32.084,RAM,@,ATL,W 38-6,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,0,0,0,0,0
56,1969,1969-11-09,8,32.091,RAM,,SFO,W 41-30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,1,38,1
57,1969,1969-11-16,9,32.098,RAM,@,PHI,W 23-17,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,1,34,1
58,1969,1969-11-23,10,32.105,RAM,,DAL,W 24-23,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
59,1969,1969-12-07,12,32.119,RAM,,MIN,L 13-20,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,0
60,1970,1970-09-18,1,33.039,RAM,,STL,W 34-13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,12,0
61,1970,1970-11-08,8,33.090,RAM,,ATL,T 10-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,10,0
