ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
25,1998,1998-11-08,9,24.193,DAL,,NYG,W 16-6,,3,101,33.67,0,0,0,,0,0,0,0.0,0,0,0
26,1998,1998-12-06,13,24.221,DAL,@,NOR,L 3-22,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
27,1998,1998-12-13,14,24.228,DAL,@,KAN,L 17-20,,,,,,,,,,,,,,,
28,1998,1998-12-20,15,24.235,DAL,,PHI,W 13-9,,,,,,,,,,,,,,,
29,1998,1998-12-27,16,24.242,DAL,,WAS,W 23-7,,,,,,,,,,,,,,,
30,1999,1999-09-12,1,25.136,DAL,@,WAS,W 41-35,*,,,,,,,,,,,,,,
31,1999,1999-09-20,2,25.144,DAL,,ATL,W 24-7,*,,,,,,,,,,,,,,
32,1999,1999-10-03,3,25.157,DAL,,ARI,W 35-7,*,,,,,,,,,,,,,,
33,1999,1999-10-18,5,25.172,DAL,@,NYG,L 10-13,,2,36,18.00,0,0,0,,0,0,0,0.0,0,0,0
34,1999,1999-10-24,6,25.178,DAL,,WAS,W 38-20,,4,99,24.75,0,0,0,,0,0,0,0.0,0,0,0
35,1999,1999-11-08,8,25.193,DAL,@,MIN,L 17-27,,6,115,19.17,0,0,0,,0,0,0,0.0,0,0,0
36,1999,1999-12-05,12,25.220,DAL,@,NWE,L 6-13,,4,103,25.75,0,0,0,,0,0,0,0.0,0,0,0
37,1999,1999-12-12,13,25.227,DAL,,PHI,W 20-10,*,2,55,27.50,0,0,0,,0,0,0,0.0,0,0,0
38,2000,2000-09-03,1,26.127,NOR,,DET,L 10-14,*,,,,,,,,,,,,,,
39,2000,2000-09-10,2,26.134,NOR,@,SDG,W 28-27,,,,,,,,,,,,,,,
40,2000,2000-09-17,3,26.141,NOR,@,SEA,L 10-20,*,,,,,,,,,,,,,,
41,2000,2000-09-24,4,26.148,NOR,,PHI,L 7-21,*,,,,,,,,,,,,,,
42,2000,2000-10-08,5,26.162,NOR,@,CHI,W 31-10,*,,,,,,,,,,,,,,
43,2000,2000-10-15,6,26.169,NOR,,CAR,W 24-6,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
44,2000,2000-10-22,7,26.176,NOR,@,ATL,W 21-19,*,,,,,,,,,,,,,,
45,2000,2000-10-29,8,26.183,NOR,@,ARI,W 21-10,*,,,,,,,,,,,,,,
46,2000,2000-11-05,9,26.190,NOR,,SFO,W 31-15,*,,,,,,,,,,,,,,
47,2000,2000-11-12,10,26.197,NOR,@,CAR,W 20-10,*,,,,,,,,,,,,,,
48,2000,2000-11-19,11,26.204,NOR,,OAK,L 22-31,,,,,,,,,,,,,,,
49,2000,2000-11-26,12,26.211,NOR,@,STL,W 31-24,,,,,,,,,,,,,,,
50,2000,2000-12-03,13,26.218,NOR,,DEN,L 23-38,,5,115,23.00,0,0,0,,0,0,0,0.0,0,0,0
51,2000,2000-12-10,14,26.225,NOR,@,SFO,W 31-27,*,3,72,24.00,0,1,5,5.00,0,0,0,0.0,0,0,0
52,2000,2000-12-17,15,26.232,NOR,,ATL,W 23-7,*,,,,,,,,,,,,,,
53,2000,2000-12-24,16,26.239,NOR,,STL,L 21-26,,,,,,,,,,,,,,,
54,2001,2001-09-09,1,27.133,NOR,@,BUF,W 24-6,*,,,,,,,,,,,,,,
55,2001,2001-09-30,2,27.154,NOR,@,NYG,L 13-21,*,,,,,,,,,,,,,,
56,2001,2001-10-07,3,27.161,NOR,,MIN,W 28-15,*,,,,,,,,,,,,,,
57,2001,2001-10-14,4,27.168,NOR,@,CAR,W 27-25,*,,,,,,,,,,,,,,
58,2001,2001-10-21,5,27.175,NOR,,ATL,L 13-20,*,0,0,,0,0,0,,0,0,0,1.0,0,0,0
59,2001,2001-10-28,6,27.182,NOR,@,STL,W 34-31,*,0,0,,0,0,0,,0,0,0,0.0,1,23,0
60,2001,2001-11-04,7,27.189,NOR,,NYJ,L 9-16,*,,,,,,,,,,,,,,
61,2001,2001-11-11,8,27.196,NOR,@,SFO,L 27-28,*,,,,,,,,,,,,,,
62,2001,2001-11-18,9,27.203,NOR,,IND,W 34-20,*,,,,,,,,,,,,,,
63,2001,2001-11-25,10,27.210,NOR,@,NWE,L 17-34,*,,,,,,,,,,,,,,
64,2001,2001-12-09,12,27.224,NOR,@,ATL,W 28-10,,,,,,,,,,,,,,,
65,2001,2001-12-17,13,27.232,NOR,,STL,L 21-34,*,,,,,,,,,,,,,,
66,2001,2001-12-23,14,27.238,NOR,@,TAM,L 21-48,*,,,,,,,,,,,,,,
67,2001,2001-12-30,15,27.245,NOR,,WAS,L 10-40,*,0,0,,0,0,0,,0,0,0,0.0,1,11,0
68,2002,2002-09-22,3,28.146,ATL,,CIN,W 30-3,,0,0,,0,0,0,,0,0,0,0.0,1,8,0
69,2002,2002-10-06,4,28.160,ATL,,TAM,L 6-20,,,,,,,,,,,,,,,
70,2002,2002-10-13,5,28.167,ATL,@,NYG,W 17-10,,,,,,,,,,,,,,,
71,2002,2002-11-03,8,28.188,ATL,,BAL,W 20-17,,,,,,,,,,,,,,,
72,2002,2002-11-10,9,28.195,ATL,@,PIT,T 34-34,,0,0,,0,0,0,,0,0,0,0.0,1,13,0
73,2002,2002-11-17,10,28.202,ATL,,NOR,W 24-17,,,,,,,,,,,,,,,
74,2002,2002-11-24,11,28.209,ATL,@,CAR,W 41-0,,,,,,,,,,,,,,,
75,2002,2002-12-08,13,28.223,ATL,@,TAM,L 10-34,,,,,,,,,,,,,,,
76,2002,2002-12-15,14,28.230,ATL,,SEA,L 24-30,,,,,,,,,,,,,,,
77,2002,2002-12-22,15,28.237,ATL,,DET,W 36-15,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
78,2002,2002-12-29,16,28.244,ATL,@,CLE,L 16-24,,,,,,,,,,,,,,,
79,2003,2003-09-07,1,29.131,ATL,@,DAL,W 27-13,,,,,,,,,,,,,,,
80,2003,2003-09-14,2,29.138,ATL,,WAS,L 31-33,,,,,,,,,,,,,,,
81,2003,2003-09-21,3,29.145,ATL,,TAM,L 10-31,,,,,,,,,,,,,,,
82,2003,2003-09-28,4,29.152,ATL,@,CAR,L 3-23,,,,,,,,,,,,,,,
83,2003,2003-10-05,5,29.159,ATL,,MIN,L 26-39,*,,,,,,,,,,,,,,
84,2003,2003-10-13,6,29.167,ATL,@,STL,L 0-36,,,,,,,,,,,,,,,
85,2003,2003-10-19,7,29.173,ATL,,NOR,L 17-45,*,,,,,,,,,,,,,,
86,2003,2003-11-16,10,29.201,ATL,@,NOR,L 20-23,,,,,,,,,,,,,,,
87,2003,2003-11-23,11,29.208,ATL,,TEN,L 31-38,,,,,,,,,,,,,,,
88,2003,2003-11-30,12,29.215,ATL,@,HOU,L 13-17,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
89,2003,2003-12-07,13,29.222,ATL,,CAR,W 20-14,,0,0,,0,0,0,,0,1,6,0.0,1,32,1
90,2003,2003-12-14,14,29.229,ATL,@,IND,L 7-38,,,,,,,,,,,,,,,
91,2003,2003-12-20,15,29.235,ATL,@,TAM,W 30-28,,,,,,,,,,,,,,,
92,2003,2003-12-28,16,29.243,ATL,,JAX,W 21-14,,,,,,,,,,,,,,,
93,2004,2004-09-12,1,30.136,ATL,@,SFO,W 21-19,*,,,,,,,,,,,,,,
94,2004,2004-09-19,2,30.143,ATL,,STL,W 34-17,*,,,,,,,,,,,,,,
95,2004,2004-09-26,3,30.150,ATL,,ARI,W 6-3,*,,,,,,,,,,,,,,
96,2004,2004-10-03,4,30.157,ATL,@,CAR,W 27-10,*,0,0,,0,0,0,,0,1,6,0.0,1,35,1
97,2004,2004-10-10,5,30.164,ATL,,DET,L 10-17,*,,,,,,,,,,,,,,
98,2004,2004-10-17,6,30.171,ATL,,SDG,W 21-20,*,,,,,,,,,,,,,,
99,2004,2004-10-24,7,30.178,ATL,@,KAN,L 10-56,*,,,,,,,,,,,,,,
100,2004,2004-10-31,8,30.185,ATL,@,DEN,W 41-28,,0,0,,0,0,0,,0,1,6,0.0,1,66,1
101,2004,2004-11-14,9,30.199,ATL,,TAM,W 24-14,*,,,,,,,,,,,,,,
102,2004,2004-11-21,10,30.206,ATL,@,NYG,W 14-10,,,,,,,,,,,,,,,
103,2004,2004-11-28,11,30.213,ATL,,NOR,W 24-21,,,,,,,,,,,,,,,
104,2004,2004-12-05,12,30.220,ATL,@,TAM,L 0-27,*,,,,,,,,,,,,,,
105,2004,2004-12-12,13,30.227,ATL,,OAK,W 35-10,*,,,,,,,,,,,,,,
106,2004,2004-12-18,14,30.233,ATL,,CAR,W 34-31,*,,,,,,,,,,,,,,
107,2004,2004-12-26,15,30.241,ATL,@,NOR,L 13-26,*,,,,,,,,,,,,,,
108,2006,2006-09-10,1,32.134,ATL,@,CAR,W 20-6,,,,,,,,,,,,,,,
109,2006,2006-09-17,2,32.141,ATL,,TAM,W 14-3,,,,,,,,,,,,,,,
110,2006,2006-09-25,3,32.149,ATL,@,NOR,L 3-23,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
111,2006,2006-10-01,4,32.155,ATL,,ARI,W 32-10,,,,,,,,,,,,,,,
112,2006,2006-10-15,5,32.169,ATL,,NYG,L 14-27,,,,,,,,,,,,,,,
113,2006,2006-10-22,6,32.176,ATL,,PIT,W 41-38,,,,,,,,,,,,,,,
114,2006,2006-10-29,7,32.183,ATL,@,CIN,W 29-27,,,,,,,,,,,,,,,
115,2006,2006-11-05,8,32.190,ATL,@,DET,L 14-30,,,,,,,,,,,,,,,
