ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
60,1998,1998-12-27,16,25.046,SDG,@,ARI,L 13-16,,,,
61,1999,1999-09-19,1,25.312,SDG,@,CIN,W 34-7,*,,,
62,1999,1999-09-26,2,25.319,SDG,,IND,L 19-27,*,,,
63,1999,1999-10-17,5,25.340,SDG,,SEA,W 13-10,*,,,
64,1999,1999-10-24,6,25.347,SDG,,GNB,L 3-31,*,,,
65,1999,1999-10-31,7,25.354,SDG,@,KAN,L 0-34,*,,,
66,1999,1999-11-07,8,25.361,SDG,,DEN,L 17-33,*,,,
67,1999,1999-11-14,9,26.003,SDG,@,OAK,L 9-28,*,,,
68,1999,1999-11-21,10,26.010,SDG,,CHI,L 20-23,*,,,
69,2000,2000-09-17,3,26.311,MIA,,BAL,W 19-6,,,,
70,2000,2000-10-01,5,26.325,MIA,@,CIN,W 31-16,,,,
71,2000,2000-10-08,6,26.332,MIA,,BUF,W 22-13,,,,
72,2000,2000-10-23,7,26.347,MIA,@,NYJ,L 37-40,,,,
73,2000,2000-10-29,8,26.353,MIA,,GNB,W 28-20,*,,,
74,2000,2000-11-05,9,26.360,MIA,@,DET,W 23-8,*,,,
75,2000,2000-11-12,10,27.001,MIA,@,SDG,W 17-7,,,,
76,2000,2000-11-19,11,27.008,MIA,,NYJ,L 3-20,,1,0,0
77,2000,2000-11-26,12,27.015,MIA,@,IND,W 17-14,,,,
78,2000,2000-12-03,13,27.022,MIA,@,BUF,W 33-6,,,,
79,2000,2000-12-10,14,27.029,MIA,,TAM,L 13-16,,,,
80,2001,2001-09-23,2,27.316,NWE,,NYJ,L 3-10,,,,
81,2001,2001-10-07,4,27.330,NWE,@,MIA,L 10-30,,,,
82,2001,2001-10-14,5,27.337,NWE,,SDG,W 29-26,,,,
83,2001,2001-10-28,7,27.351,NWE,@,DEN,L 20-31,,,,
84,2001,2001-11-04,8,27.358,NWE,@,ATL,W 24-10,*,,,
85,2001,2001-11-11,9,28.000,NWE,,BUF,W 21-11,,,,
86,2001,2001-11-18,10,28.007,NWE,,STL,L 17-24,*,,,
87,2001,2001-11-25,11,28.014,NWE,,NOR,W 34-17,*,,,
88,2001,2001-12-02,12,28.021,NWE,@,NYJ,W 17-16,,,,
89,2001,2001-12-09,13,28.028,NWE,,CLE,W 27-16,,,,
90,2001,2001-12-16,14,28.035,NWE,@,BUF,W 12-9,,,,
91,2001,2001-12-22,15,28.041,NWE,,MIA,W 20-13,,,,
92,2001,2002-01-06,16,28.056,NWE,@,CAR,W 38-6,,,,
93,2002,2002-09-08,1,28.301,OAK,,SEA,W 31-17,*,,,
94,2002,2002-09-15,2,28.308,OAK,@,PIT,W 30-17,,,,
95,2002,2002-09-29,3,28.322,OAK,,TEN,W 52-25,,,,
96,2002,2002-10-06,4,28.329,OAK,@,BUF,W 49-31,,,,
97,2002,2002-10-13,5,28.336,OAK,@,STL,L 13-28,,,,
98,2002,2002-10-20,6,28.343,OAK,,SDG,L 21-27,,,,
99,2002,2002-10-27,7,28.350,OAK,@,KAN,L 10-20,*,1,3,0
100,2002,2002-11-03,8,28.357,OAK,,SFO,L 20-23,,,,
101,2002,2002-11-11,9,29.000,OAK,@,DEN,W 34-10,,,,
102,2002,2002-11-17,10,29.006,OAK,,NWE,W 27-20,*,,,
103,2002,2002-11-24,11,29.013,OAK,@,ARI,W 41-20,,,,
104,2002,2002-12-02,12,29.021,OAK,,NYJ,W 26-20,,,,
105,2002,2002-12-08,13,29.027,OAK,@,SDG,W 27-7,*,1,-5,0
106,2002,2002-12-15,14,29.034,OAK,@,MIA,L 17-23,*,,,
107,2002,2002-12-22,15,29.041,OAK,,DEN,W 28-16,*,,,
108,2002,2002-12-28,16,29.047,OAK,,KAN,W 24-0,*,,,
109,2003,2003-09-07,1,29.300,OAK,@,TEN,L 20-25,*,,,
110,2003,2003-09-14,2,29.307,OAK,,CIN,W 23-20,*,,,
111,2003,2003-09-22,3,29.315,OAK,@,DEN,L 10-31,,,,
112,2003,2003-09-28,4,29.321,OAK,,SDG,W 34-31,*,,,
113,2003,2003-10-05,5,29.328,OAK,@,CHI,L 21-24,*,,,
114,2003,2003-10-12,6,29.335,OAK,@,CLE,L 7-13,*,,,
115,2003,2003-10-20,7,29.343,OAK,,KAN,L 10-17,*,,,
116,2003,2003-11-02,8,29.356,OAK,@,DET,L 13-23,,,,
117,2003,2003-11-09,9,29.363,OAK,,NYJ,L 24-27,,,,
118,2003,2003-11-16,10,30.005,OAK,,MIN,W 28-18,*,,,
119,2003,2003-11-23,11,30.012,OAK,@,KAN,L 24-27,,,,
120,2003,2003-11-30,12,30.019,OAK,,DEN,L 8-22,,,,
121,2003,2003-12-07,13,30.026,OAK,@,PIT,L 7-27,,,,
122,2003,2003-12-14,14,30.033,OAK,,BAL,W 20-12,,,,
123,2003,2003-12-22,15,30.041,OAK,,GNB,L 7-41,,,,
124,2003,2003-12-28,16,30.047,OAK,@,SDG,L 14-21,*,,,
125,2004,2004-09-20,2,30.314,MIN,@,PHI,L 16-27,,,,
126,2004,2004-09-26,3,30.320,MIN,,CHI,W 27-22,,,,
127,2004,2004-10-10,4,30.334,MIN,@,HOU,W 34-28,,,,
128,2004,2004-10-17,5,30.341,MIN,@,NOR,W 38-31,,,,
129,2004,2004-10-24,6,30.348,MIN,,TEN,W 20-3,,1,22,0
130,2004,2004-10-31,7,30.355,MIN,,NYG,L 13-34,,,,
131,2004,2004-11-08,8,30.363,MIN,@,IND,L 28-31,,,,
132,2004,2004-11-14,9,31.003,MIN,@,GNB,L 31-34,,,,
133,2004,2004-11-21,10,31.010,MIN,,DET,W 22-19,,,,
134,2004,2004-11-28,11,31.017,MIN,,JAX,W 27-16,,,,
135,2004,2004-12-05,12,31.024,MIN,@,CHI,L 14-24,,,,
136,2004,2004-12-12,13,31.031,MIN,,SEA,L 23-27,*,,,
137,2004,2004-12-19,14,31.038,MIN,@,DET,W 28-27,*,,,
138,2004,2004-12-24,15,31.043,MIN,,GNB,L 31-34,*,,,
139,2004,2005-01-02,16,31.052,MIN,@,WAS,L 18-21,*,,,
