ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,sacks,def_int,def_int_yds,def_int_td
45,1982,1982-12-26,8,25.285,DET,@,TAM,L 21-23,0,0,,0,0.0,1,0,0
46,1982,1983-01-02,9,25.292,DET,,GNB,W 27-24,0,0,,0,,,,
47,1983,1983-09-04,1,26.172,DET,@,TAM,W 11-0,,,,,,,,
48,1983,1983-09-11,2,26.179,DET,,CLE,L 26-31,,,,,,,,
49,1983,1983-09-25,4,26.193,DET,@,MIN,L 17-20,,,,,,,,
50,1983,1983-10-02,5,26.200,DET,@,RAM,L 10-21,,,,,,,,
51,1983,1983-10-09,6,26.207,DET,,GNB,W 38-14,0,0,,0,0.0,1,6,0
52,1983,1983-10-16,7,26.214,DET,,CHI,W 31-17,,,,,,,,
53,1983,1983-10-23,8,26.221,DET,@,WAS,L 17-38,,,,,,,,
54,1983,1983-10-30,9,26.228,DET,@,CHI,W 38-17,,,,,,,,
55,1983,1983-11-07,10,26.236,DET,,NYG,W 15-9,,,,,,,,
56,1983,1983-11-13,11,26.242,DET,@,HOU,L 17-27,,,,,,,,
57,1983,1983-11-20,12,26.249,DET,@,GNB,W 23-20,0,0,,0,0.0,1,0,0
58,1983,1983-11-24,13,26.253,DET,,PIT,W 45-3,0,0,,0,1.0,0,0,0
59,1983,1983-12-05,14,26.264,DET,,MIN,W 13-2,,,,,,,,
60,1983,1983-12-11,15,26.270,DET,@,CIN,L 9-17,0,0,,0,0.0,1,0,0
61,1983,1983-12-18,16,26.277,DET,,TAM,W 23-20,0,0,,0,0.0,1,13,0
62,1984,1984-09-02,1,27.170,DET,,SFO,L 27-30,,,,,,,,
63,1984,1984-09-09,2,27.177,DET,@,ATL,W 27-24,,,,,,,,
64,1984,1984-09-16,3,27.184,DET,@,TAM,L 17-21,,,,,,,,
65,1984,1984-09-23,4,27.191,DET,,MIN,L 28-29,,,,,,,,
66,1984,1984-09-30,5,27.198,DET,@,SDG,L 24-27,,,,,,,,
67,1984,1984-10-07,6,27.205,DET,,DEN,L 7-28,,,,,,,,
68,1984,1984-10-14,7,27.212,DET,,TAM,W 13-7,,,,,,,,
69,1984,1984-10-21,8,27.219,DET,@,MIN,W 16-14,,,,,,,,
70,1984,1984-10-28,9,27.226,DET,@,GNB,L 9-41,0,0,,0,1.0,0,0,0
71,1984,1984-11-04,10,27.233,DET,,PHI,T 23-23,,,,,,,,
72,1984,1984-11-11,11,27.240,DET,@,WAS,L 14-28,,,,,,,,
73,1984,1984-11-18,12,27.247,DET,@,CHI,L 14-16,,,,,,,,
74,1984,1984-11-22,13,27.251,DET,,GNB,W 31-28,,,,,,,,
75,1984,1984-12-02,14,27.261,DET,@,SEA,L 17-38,0,0,,0,1.0,0,0,0
76,1984,1984-12-10,15,27.269,DET,,RAI,L 3-24,0,0,,0,1.0,0,0,0
77,1984,1984-12-16,16,27.275,DET,,CHI,L 13-30,,,,,,,,
78,1985,1985-09-08,1,28.176,PHI,@,NYG,L 0-21,,,,,,,,
79,1985,1985-09-15,2,28.183,PHI,,RAM,L 6-17,,,,,,,,
80,1985,1985-09-22,3,28.190,PHI,@,WAS,W 19-6,,,,,,,,
81,1985,1985-09-29,4,28.197,PHI,,NYG,L 10-16,,,,,,,,
82,1985,1985-10-06,5,28.204,PHI,@,NOR,L 21-23,,,,,,,,
83,1985,1985-10-13,6,28.211,PHI,,STL,W 30-7,,,,,,,,
84,1985,1985-10-20,7,28.218,PHI,,DAL,W 16-14,,,,,,,,
85,1985,1985-10-27,8,28.225,PHI,,BUF,W 21-17,,,,,,,,
86,1985,1985-11-03,9,28.232,PHI,@,SFO,L 13-24,0,0,,0,1.0,0,0,0
87,1985,1985-11-10,10,28.239,PHI,,ATL,W 23-17,,,,,,,,
88,1985,1985-11-17,11,28.246,PHI,@,STL,W 24-14,0,0,,0,1.0,0,0,0
89,1985,1985-11-24,12,28.253,PHI,@,DAL,L 17-34,,,,,,,,
90,1985,1985-12-01,13,28.260,PHI,,MIN,L 23-28,0,0,,0,1.0,0,0,0
91,1985,1985-12-08,14,28.267,PHI,,WAS,L 12-17,,,,,,,,
92,1985,1985-12-15,15,28.274,PHI,@,SDG,L 14-20,,,,,,,,
93,1985,1985-12-22,16,28.281,PHI,@,MIN,W 37-35,0,0,,0,2.0,0,0,0
94,1986,1986-09-07,1,29.175,PHI,@,WAS,L 14-41,,,,,,,,
95,1986,1986-09-14,2,29.182,PHI,@,CHI,L 10-13,,,,,,,,
96,1986,1986-09-21,3,29.189,PHI,,DEN,L 7-33,0,0,,0,1.0,0,0,0
97,1986,1986-09-28,4,29.196,PHI,,RAM,W 34-20,,,,,,,,
98,1986,1986-10-05,5,29.203,PHI,@,ATL,W 16-0,0,0,,0,4.0,0,0,0
99,1986,1986-10-12,6,29.210,PHI,@,NYG,L 3-35,,,,,,,,
100,1986,1986-10-19,7,29.217,PHI,,DAL,L 14-17,,,,,,,,
101,1986,1986-10-26,8,29.224,PHI,,SDG,W 23-7,0,0,,0,1.0,0,0,0
102,1986,1986-11-02,9,29.231,PHI,@,STL,L 10-13,,,,,,,,
103,1986,1986-11-09,10,29.238,PHI,,NYG,L 14-17,,,,,,,,
104,1986,1986-11-16,11,29.245,PHI,,DET,L 11-13,,,,,,,,
105,1986,1986-11-23,12,29.252,PHI,@,SEA,L 20-24,,,,,,,,
106,1986,1986-11-30,13,29.259,PHI,@,RAI,W 33-27,,,,,,,,
107,1986,1986-12-07,14,29.266,PHI,,STL,T 10-10,,,,,,,,
108,1986,1986-12-14,15,29.273,PHI,@,DAL,W 23-21,,,,,,,,
109,1986,1986-12-21,16,29.280,PHI,,WAS,L 14-21,0,0,,0,0.0,1,3,0
110,1987,1987-09-13,1,30.181,PHI,@,WAS,L 24-34,,,,,,,,
111,1987,1987-09-20,2,30.188,PHI,,NOR,W 27-17,,,,,,,,
112,1987,1987-10-25,6,30.223,PHI,,DAL,W 37-20,,,,,,,,
113,1987,1987-11-01,7,30.230,PHI,@,STL,W 28-23,,,,,,,,
114,1987,1987-11-08,8,30.237,PHI,,WAS,W 31-27,0,0,,0,1.0,0,0,0
115,1987,1987-11-15,9,30.244,PHI,,NYG,L 17-20,,,,,,,,
116,1987,1987-11-22,10,30.251,PHI,,STL,L 19-31,,,,,,,,
117,1987,1987-11-29,11,30.258,PHI,@,NWE,W 34-31,,,,,,,,
118,1987,1987-12-06,12,30.265,PHI,@,NYG,L 20-23,,,,,,,,
119,1987,1987-12-13,13,30.272,PHI,,MIA,L 10-28,,,,,,,,
120,1987,1987-12-20,14,30.279,PHI,@,NYJ,W 38-27,,,,,,,,
121,1987,1987-12-27,15,30.286,PHI,,BUF,W 17-7,,,,,,,,
122,1988,1988-09-04,1,31.172,DAL,@,PIT,L 21-24,,,,,,,,
123,1988,1988-09-12,2,31.180,DAL,@,PHO,W 17-14,,,,,,,,
124,1988,1988-09-18,3,31.186,DAL,,NYG,L 10-12,0,0,,0,1.0,0,0,0
125,1988,1988-09-25,4,31.193,DAL,,ATL,W 26-20,0,0,,0,2.5,0,0,0
126,1988,1988-10-03,5,31.201,DAL,@,NOR,L 17-20,,,,,,,,
127,1988,1988-10-09,6,31.207,DAL,,WAS,L 17-35,,,,,,,,
128,1988,1988-10-16,7,31.214,DAL,@,CHI,L 7-17,0,0,,0,1.0,0,0,0
129,1988,1988-10-23,8,31.221,DAL,@,PHI,L 23-24,,,,,,,,
130,1988,1988-10-30,9,31.228,DAL,,PHO,L 10-16,,,,,,,,
131,1988,1988-11-06,10,31.235,DAL,@,NYG,L 21-29,,,,,,,,
132,1988,1988-11-13,11,31.242,DAL,,MIN,L 3-43,0,0,,0,1.0,0,0,0
133,1988,1988-11-20,12,31.249,DAL,,CIN,L 24-38,,,,,,,,
134,1988,1988-11-24,13,31.253,DAL,,HOU,L 17-25,0,0,,0,1.0,0,0,0
135,1988,1988-12-04,14,31.263,DAL,@,CLE,L 21-24,0,0,,0,1.0,0,0,0
136,1988,1988-12-11,15,31.270,DAL,@,WAS,W 24-17,,,,,,,,
137,1988,1988-12-18,16,31.277,DAL,,PHI,L 7-23,,,,,,,,
138,1989,1989-09-17,2,32.185,DAL,@,ATL,L 21-27,,,,,,,,
139,1989,1989-11-05,9,32.234,DAL,@,WAS,W 13-3,,,,,,,,
140,1989,1989-11-12,10,32.241,DAL,@,PHO,L 20-24,,,,,,,,
