ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
58,2011,2011-12-04,12,26.009,MIA,,OAK,W 34-14,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
59,2011,2011-12-11,13,26.016,MIA,,PHI,L 10-26,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
60,2011,2011-12-18,14,26.023,MIA,@,BUF,W 30-23,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
61,2011,2011-12-24,15,26.029,MIA,@,NWE,L 24-27,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
62,2011,2012-01-01,16,26.037,MIA,,NYJ,W 19-17,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
63,2012,2012-09-09,1,26.289,MIA,@,HOU,L 10-30,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
64,2012,2012-09-16,2,26.296,MIA,,OAK,W 35-13,,5,5,100.0,,,,0,5,0.0,0,0,1,29,29.00,0
65,2012,2012-09-23,3,26.303,MIA,,NYJ,L 20-23,,2,2,100.0,2,4,50.0,0,8,0.0,0,0,0,0,,0
66,2012,2012-09-30,4,26.310,MIA,@,ARI,L 21-24,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
67,2012,2012-10-07,5,26.317,MIA,@,CIN,W 17-13,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
68,2012,2012-10-14,6,26.324,MIA,,STL,W 17-14,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
69,2012,2012-10-28,7,26.338,MIA,@,NYJ,W 30-9,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
70,2012,2012-11-04,8,26.345,MIA,@,IND,L 20-23,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
71,2012,2012-11-11,9,26.352,MIA,,TEN,L 3-37,,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
72,2012,2012-11-15,10,26.356,MIA,@,BUF,L 14-19,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
73,2012,2012-11-25,11,27.000,MIA,,SEA,W 24-21,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
74,2012,2012-12-02,12,27.007,MIA,,NWE,L 16-23,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
75,2012,2012-12-09,13,27.014,MIA,@,SFO,L 13-27,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
76,2012,2012-12-16,14,27.021,MIA,,JAX,W 24-3,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
77,2013,2013-09-08,1,27.287,BUF,,NWE,L 21-23,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
78,2013,2013-09-15,2,27.294,BUF,,CAR,W 24-23,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,,0
79,2013,2013-09-22,3,27.301,BUF,@,NYJ,L 20-27,,,,,4,4,100.0,0,12,0.0,0,0,0,0,,0
80,2013,2013-09-29,4,27.308,BUF,,BAL,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
81,2013,2013-10-03,5,27.312,BUF,@,CLE,L 24-37,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
82,2013,2013-10-13,6,27.322,BUF,,CIN,L 24-27,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
83,2013,2013-10-20,7,27.329,BUF,@,MIA,W 23-21,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
84,2013,2013-10-27,8,27.336,BUF,@,NOR,L 17-35,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
85,2013,2013-11-03,9,27.343,BUF,,KAN,L 13-23,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
86,2013,2013-11-10,10,27.350,BUF,@,PIT,L 10-23,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
87,2013,2013-11-17,11,27.357,BUF,,NYJ,W 37-14,,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,,0
88,2013,2013-12-01,12,28.006,BUF,,ATL,L 31-34,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
89,2013,2013-12-08,13,28.013,BUF,@,TAM,L 6-27,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
90,2013,2013-12-15,14,28.020,BUF,@,JAX,W 27-20,,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,0,,0
91,2013,2013-12-22,15,28.027,BUF,,MIA,W 19-0,,1,1,100.0,4,4,100.0,0,13,0.0,1,0,0,0,,0
92,2013,2013-12-29,16,28.034,BUF,@,NWE,L 20-34,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
93,2014,2014-09-07,1,28.286,BUF,@,CHI,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
94,2014,2014-09-14,2,28.293,BUF,,MIA,W 29-10,,2,2,100.0,5,6,83.3,0,17,0.0,0,0,0,0,,0
95,2014,2014-09-21,3,28.300,BUF,,SDG,L 10-22,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
96,2014,2014-09-28,4,28.307,BUF,@,HOU,L 17-23,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
97,2014,2014-10-05,5,28.314,BUF,@,DET,W 17-14,,,,,3,4,75.0,0,9,0.0,0,0,0,0,,0
98,2014,2014-10-12,6,28.321,BUF,,NWE,L 22-37,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
99,2014,2014-10-19,7,28.328,BUF,,MIN,W 17-16,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
100,2014,2014-10-26,8,28.335,BUF,@,NYJ,W 43-23,,4,5,80.0,3,3,100.0,0,13,0.0,0,0,0,0,,0
101,2014,2014-11-09,9,28.349,BUF,,KAN,L 13-17,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
102,2014,2014-11-13,10,28.353,BUF,@,MIA,L 9-22,,,,,3,4,75.0,0,9,0.0,0,0,0,0,,0
103,2014,2014-11-24,11,28.364,BUF,,NYJ,W 38-3,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
104,2014,2014-11-30,12,29.005,BUF,,CLE,W 26-10,,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,0,,0
105,2014,2014-12-07,13,29.012,BUF,@,DEN,L 17-24,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
106,2014,2014-12-14,14,29.019,BUF,,GNB,W 21-13,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
107,2014,2014-12-21,15,29.026,BUF,@,OAK,L 24-26,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
108,2014,2014-12-28,16,29.033,BUF,@,NWE,W 17-9,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
109,2015,2015-09-13,1,29.292,BUF,,IND,W 27-14,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
110,2015,2015-09-20,2,29.299,BUF,,NWE,L 32-40,,2,3,66.7,,,,0,2,0.0,0,0,0,0,,0
111,2015,2015-09-27,3,29.306,BUF,@,MIA,W 41-14,,5,5,100.0,2,3,66.7,0,11,0.0,0,0,0,0,,0
112,2015,2015-10-04,4,29.313,BUF,,NYG,L 10-24,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
113,2015,2015-10-11,5,29.320,BUF,@,TEN,W 14-13,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
114,2015,2015-10-18,6,29.327,BUF,,CIN,L 21-34,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
115,2015,2015-10-25,7,29.334,BUF,@,JAX,L 31-34,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
116,2015,2015-11-08,8,29.348,BUF,,MIA,W 33-17,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
117,2015,2015-11-12,9,29.352,BUF,@,NYJ,W 22-17,,1,2,50.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
118,2015,2015-11-23,10,29.363,BUF,@,NWE,L 13-20,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
119,2015,2015-11-29,11,30.004,BUF,@,KAN,L 22-30,,1,2,50.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
120,2015,2015-12-06,12,30.011,BUF,,HOU,W 30-21,,3,4,75.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
121,2015,2015-12-13,13,30.018,BUF,@,PHI,L 20-23,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
122,2015,2015-12-20,14,30.025,BUF,@,WAS,L 25-35,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
123,2015,2015-12-27,15,30.032,BUF,,DAL,W 16-6,,1,2,50.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
124,2015,2016-01-03,16,30.039,BUF,,NYJ,W 22-17,,1,2,50.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
125,2016,2016-09-11,1,30.291,BUF,@,BAL,L 7-13,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,0,,0
126,2016,2016-09-15,2,30.295,BUF,,NYJ,L 31-37,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
127,2016,2016-09-25,3,30.305,BUF,,ARI,W 33-18,,3,4,75.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
128,2016,2016-10-02,4,30.312,BUF,@,NWE,W 16-0,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,,0
129,2016,2016-10-09,5,30.319,BUF,@,LAR,W 30-19,,3,4,75.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
130,2016,2016-10-16,6,30.326,BUF,,SFO,W 45-16,,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,0,,0
131,2016,2016-10-23,7,30.333,BUF,@,MIA,L 25-28,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
132,2016,2016-10-30,8,30.340,BUF,,NWE,L 25-41,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
133,2016,2016-11-07,9,30.348,BUF,@,SEA,L 25-31,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
134,2016,2016-11-20,10,30.361,BUF,@,CIN,W 16-12,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
135,2016,2016-11-27,11,31.002,BUF,,JAX,W 28-21,,2,3,66.7,,,,0,2,0.0,0,0,0,0,,0
136,2016,2016-12-04,12,31.009,BUF,@,OAK,L 24-38,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
137,2016,2016-12-11,13,31.016,BUF,,PIT,L 20-27,,2,3,66.7,,,,0,2,0.0,0,0,0,0,,0
138,2016,2016-12-18,14,31.023,BUF,,CLE,W 33-13,,3,4,75.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
139,2016,2016-12-24,15,31.029,BUF,,MIA,L 31-34,,4,4,100.0,1,3,33.3,0,7,0.0,0,0,0,0,,0
140,2016,2017-01-01,16,31.037,BUF,@,NYJ,L 10-30,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
