ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,def_int,def_int_yds,def_int_td
56,2001,2001-10-14,5,27.259,SFO,@,ATL,W 37-31,*,,,,,
57,2001,2001-10-28,6,27.273,SFO,@,CHI,L 31-37,*,1,6,1,97,1
58,2001,2001-11-04,7,27.280,SFO,,DET,W 21-13,*,,,,,
59,2001,2001-11-11,8,27.287,SFO,,NOR,W 28-27,*,,,,,
60,2001,2001-11-18,9,27.294,SFO,@,CAR,W 25-22,*,,,,,
61,2001,2001-11-25,10,27.301,SFO,@,IND,W 40-21,*,1,6,1,48,1
62,2001,2001-12-02,11,27.308,SFO,,BUF,W 35-0,*,,,,,
63,2001,2001-12-09,12,27.315,SFO,@,STL,L 14-27,*,0,0,1,20,0
64,2001,2001-12-16,13,27.322,SFO,,MIA,W 21-0,*,0,0,2,0,0
65,2001,2001-12-22,14,27.328,SFO,,PHI,W 13-3,*,,,,,
66,2001,2001-12-30,15,27.336,SFO,@,DAL,L 21-27,*,,,,,
67,2001,2002-01-06,16,27.343,SFO,@,NOR,W 38-0,*,0,0,2,0,0
68,2002,2002-09-05,1,28.220,SFO,@,NYG,W 16-13,*,0,0,1,20,0
69,2002,2002-09-15,2,28.230,SFO,,DEN,L 14-24,*,,,,,
70,2002,2002-09-22,3,28.237,SFO,,WAS,W 20-10,*,0,0,1,0,0
71,2002,2002-10-06,4,28.251,SFO,,STL,W 37-13,*,,,,,
72,2002,2002-10-14,5,28.259,SFO,@,SEA,W 28-21,*,0,0,1,8,0
73,2003,2003-09-07,1,29.222,SFO,,CHI,W 49-7,*,,,,,
74,2003,2003-09-14,2,29.229,SFO,@,STL,L 24-27,*,,,,,
75,2003,2003-09-21,3,29.236,SFO,,CLE,L 12-13,*,,,,,
76,2003,2003-09-28,4,29.243,SFO,@,MIN,L 7-35,*,,,,,
77,2003,2003-10-05,5,29.250,SFO,,DET,W 24-17,*,,,,,
78,2003,2003-10-12,6,29.257,SFO,@,SEA,L 19-20,*,,,,,
79,2003,2003-10-19,7,29.264,SFO,,TAM,W 24-7,*,,,,,
80,2003,2003-10-26,8,29.271,SFO,@,ARI,L 13-16,*,,,,,
81,2003,2003-11-23,11,29.299,SFO,@,GNB,L 10-20,*,0,0,1,22,0
82,2003,2003-11-30,12,29.306,SFO,@,BAL,L 6-44,*,,,,,
83,2003,2003-12-07,13,29.313,SFO,,ARI,W 50-14,*,,,,,
84,2003,2003-12-14,14,29.320,SFO,@,CIN,L 38-41,*,,,,,
