ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
15,2008,2008-10-26,7,27.249,BUF,@,MIA,L 16-25,,10,41,4.10,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2008,2008-11-02,8,27.256,BUF,,NYJ,L 17-26,,7,15,2.14,0,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2008,2008-11-09,9,27.263,BUF,@,NWE,L 10-20,,4,14,3.50,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2008,2008-11-17,10,27.271,BUF,,CLE,L 27-29,,12,60,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,61,15.25,0,1,0,0.00,0,,0,0,0.0,0,0
19,2008,2008-11-23,11,27.277,BUF,@,KAN,W 54-31,,9,56,6.22,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,2,19,9.50,0,0,0,,0,,0,0,0.0,0,0
20,2008,2008-11-30,12,27.284,BUF,,SFO,L 3-10,*,5,8,1.60,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,,,,,1,18,18.00,0,0,0,,0,,0,0,0.0,0,0
21,2008,2008-12-07,13,27.291,BUF,,MIA,L 3-16,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2008,2008-12-14,14,27.298,BUF,@,NYJ,L 27-31,*,7,31,4.43,1,6,6,24,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,1
23,2008,2008-12-21,15,27.305,BUF,@,DEN,W 30-23,,10,43,4.30,1,4,3,70,23.33,0,75.0%,17.50,0,0,,0,0,0,,,,,,2,47,23.50,0,0,0,,0,,1,6,0.0,0,0
24,2008,2008-12-28,16,27.312,BUF,,NWE,L 0-13,*,27,136,5.04,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,,,,,1,10,10.00,0,1,30,30.00,0,,0,0,0.0,0,0
25,2009,2009-09-14,1,28.206,BUF,@,NWE,L 24-25,*,15,57,3.80,0,8,5,83,16.60,1,62.5%,10.38,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
26,2009,2009-09-20,2,28.212,BUF,,TAM,W 33-20,*,28,163,5.82,0,8,6,25,4.17,0,75.0%,3.13,0,0,,0,0,0,,0,,,,1,9,9.00,0,0,0,,0,,0,0,0.0,0,0
27,2009,2009-09-27,3,28.219,BUF,,NOR,L 7-27,*,18,71,3.94,0,5,4,26,6.50,0,80.0%,5.20,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2009,2009-10-04,4,28.226,BUF,@,MIA,L 10-38,*,9,42,4.67,0,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,,,,1,15,15.00,0,0,0,,0,,0,0,0.0,1,0
29,2009,2009-10-11,5,28.233,BUF,,CLE,L 3-6,,13,30,2.31,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
30,2009,2009-10-18,6,28.240,BUF,@,NYJ,W 16-13,,15,52,3.47,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,66,22.00,0,1,27,27.00,0,,0,0,0.0,0,0
31,2009,2009-10-25,7,28.247,BUF,@,CAR,W 20-9,,5,2,0.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,33,33.00,0,3,17,5.67,0,,0,0,0.0,0,0
32,2009,2009-11-01,8,28.254,BUF,,HOU,L 10-31,,9,28,3.11,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,5,178,35.60,0,0,0,,0,,0,0,0.0,0,0
33,2009,2009-11-15,9,28.268,BUF,@,TEN,L 17-41,,8,48,6.00,0,5,3,23,7.67,0,60.0%,4.60,1,1,100.00,27,1,0,158.3,0,0,27.00,47.00,7,167,23.86,0,2,25,12.50,0,,0,0,0.0,0,0
34,2009,2009-11-22,10,28.275,BUF,@,JAX,L 15-18,*,8,35,4.38,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,2,63,31.50,0,0,0,,0,,0,0,0.0,0,0
35,2009,2009-11-29,11,28.282,BUF,,MIA,W 31-14,*,15,73,4.87,2,5,5,43,8.60,0,100.0%,8.60,0,0,,0,0,0,,0,,,,3,61,20.33,0,0,0,,0,,2,12,0.0,0,0
36,2009,2009-12-03,12,28.286,BUF,,NYJ,L 13-19,*,13,31,2.38,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,,,6,137,22.83,0,0,0,,0,,0,0,0.0,0,0
37,2009,2009-12-13,13,28.296,BUF,@,KAN,W 16-10,*,20,99,4.95,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,,,,3,91,30.33,0,0,0,,0,,0,0,0.0,0,0
38,2009,2009-12-20,14,28.303,BUF,,NWE,L 10-17,*,15,80,5.33,0,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,0,,,,4,108,27.00,0,0,0,,0,,0,0,0.0,0,0
39,2009,2009-12-27,15,28.310,BUF,@,ATL,L 3-31,*,13,39,3.00,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,,,,4,72,18.00,0,0,0,,0,,0,0,0.0,0,0
40,2009,2010-01-03,16,28.317,BUF,,IND,W 30-7,*,33,212,6.42,0,2,2,15,7.50,1,100.0%,7.50,0,0,,0,0,0,,0,,,,1,14,14.00,0,0,0,,0,,1,6,0.0,0,0
41,2010,2010-09-12,1,29.204,BUF,,MIA,L 10-15,*,4,19,4.75,0,4,2,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2010,2010-09-19,2,29.211,BUF,@,GNB,L 7-34,,9,39,4.33,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,1,0
43,2010,2010-09-26,3,29.218,BUF,@,NWE,L 30-38,,4,8,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2010,2010-10-03,4,29.225,BUF,,NYJ,L 14-38,,3,21,7.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2010,2010-10-10,5,29.232,BUF,,JAX,L 26-36,*,12,73,6.08,0,2,1,-7,-7.00,0,50.0%,-3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
46,2010,2010-10-24,6,29.246,BUF,@,BAL,L 34-37,*,23,73,3.17,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
47,2010,2010-10-31,7,29.253,BUF,@,KAN,L 10-13,*,20,64,3.20,0,8,3,11,3.67,0,37.5%,1.38,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,1
48,2010,2010-11-07,8,29.260,BUF,,CHI,L 19-22,*,8,16,2.00,1,7,5,20,4.00,0,71.4%,2.86,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,1,0
49,2010,2010-11-14,9,29.267,BUF,,DET,W 14-12,*,25,133,5.32,1,7,6,37,6.17,1,85.7%,5.29,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
50,2010,2010-11-21,10,29.274,BUF,@,CIN,W 49-31,*,21,116,5.52,2,5,3,13,4.33,0,60.0%,2.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
51,2010,2010-11-28,11,29.281,BUF,,PIT,L 16-19,*,12,59,4.92,0,5,5,104,20.80,1,100.0%,20.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
52,2010,2010-12-05,12,29.288,BUF,@,MIN,L 14-38,*,11,42,3.82,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2010,2010-12-12,13,29.295,BUF,,CLE,W 13-6,*,29,112,3.86,0,4,1,3,3.00,0,25.0%,0.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
54,2010,2010-12-19,14,29.302,BUF,@,MIA,W 17-14,*,15,36,2.40,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
55,2010,2010-12-26,15,29.309,BUF,,NWE,L 3-34,*,13,81,6.23,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
56,2010,2011-01-02,16,29.316,BUF,@,NYJ,L 7-38,*,13,35,2.69,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
57,2011,2011-09-11,1,30.203,BUF,@,KAN,W 41-7,*,20,112,5.60,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2011,2011-09-18,2,30.210,BUF,,OAK,W 38-35,*,15,117,7.80,2,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
59,2011,2011-09-25,3,30.217,BUF,,NWE,W 34-31,*,12,74,6.17,1,6,5,87,17.40,0,83.3%,14.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
60,2011,2011-10-02,4,30.224,BUF,@,CIN,L 20-23,*,17,66,3.88,1,8,5,32,6.40,0,62.5%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
61,2011,2011-10-09,5,30.231,BUF,,PHI,W 31-24,*,26,111,4.27,1,6,6,85,14.17,0,100.0%,14.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
62,2011,2011-10-16,6,30.238,BUF,@,NYG,L 24-27,*,16,121,7.56,1,6,5,47,9.40,0,83.3%,7.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
63,2011,2011-10-30,7,30.252,BUF,,WAS,W 23-0,*,26,120,4.62,0,4,3,74,24.67,0,75.0%,18.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
64,2011,2011-11-06,8,30.259,BUF,,NYJ,L 11-27,*,18,82,4.56,0,8,3,38,12.67,0,37.5%,4.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
65,2011,2011-11-13,9,30.266,BUF,@,DAL,L 7-44,*,13,114,8.77,0,4,4,1,0.25,0,100.0%,0.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
66,2011,2011-11-20,10,30.273,BUF,@,MIA,L 8-35,*,7,17,2.43,0,5,5,50,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
67,2012,2012-09-09,1,31.202,BUF,@,NYJ,L 28-48,*,6,15,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
68,2012,2012-09-30,4,31.223,BUF,,NWE,L 28-52,*,13,29,2.23,0,3,3,50,16.67,0,100.0%,16.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
69,2012,2012-10-07,5,31.230,BUF,@,SFO,L 3-45,*,9,29,3.22,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
70,2012,2012-10-14,6,31.237,BUF,@,ARI,W 19-16,*,16,53,3.31,1,6,5,30,6.00,0,83.3%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
71,2012,2012-10-21,7,31.244,BUF,,TEN,L 34-35,*,9,71,7.89,0,11,8,49,6.13,1,72.7%,4.45,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
72,2012,2012-11-04,8,31.258,BUF,@,HOU,L 9-21,*,6,21,3.50,0,7,5,14,2.80,0,71.4%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
73,2012,2012-11-11,9,31.265,BUF,@,NWE,L 31-37,*,16,80,5.00,2,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
74,2012,2012-11-25,11,31.279,BUF,@,IND,L 13-20,,6,16,2.67,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
75,2012,2012-12-02,12,31.286,BUF,,JAX,W 34-18,*,25,109,4.36,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
76,2012,2012-12-09,13,31.293,BUF,,STL,L 12-15,,9,14,1.56,0,5,5,16,3.20,0,100.0%,3.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
77,2013,2013-09-08,1,32.200,BUF,,NWE,L 21-23,,13,67,5.15,0,5,4,41,10.25,0,80.0%,8.20,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2013,2013-09-15,2,32.207,BUF,,CAR,W 24-23,,12,30,2.50,1,6,5,35,7.00,0,83.3%,5.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
79,2013,2013-09-22,3,32.214,BUF,@,NYJ,L 20-27,,7,72,10.29,0,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
80,2013,2013-09-29,4,32.221,BUF,,BAL,W 23-20,,16,87,5.44,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
81,2013,2013-10-03,5,32.225,BUF,@,CLE,L 24-37,*,17,53,3.12,2,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
82,2013,2013-10-13,6,32.235,BUF,,CIN,L 24-27,*,10,35,3.50,0,5,4,13,3.25,0,80.0%,2.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
83,2013,2013-10-20,7,32.242,BUF,@,MIA,W 23-21,*,11,36,3.27,1,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
84,2013,2013-10-27,8,32.249,BUF,@,NOR,L 17-35,*,15,45,3.00,1,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,1,0
85,2013,2013-11-03,9,32.256,BUF,,KAN,L 13-23,*,16,77,4.81,0,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
86,2013,2013-11-10,10,32.263,BUF,@,PIT,L 10-23,,12,55,4.58,0,4,3,7,2.33,0,75.0%,1.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
87,2013,2013-11-17,11,32.270,BUF,,NYJ,W 37-14,*,12,34,2.83,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
88,2013,2013-12-01,12,32.284,BUF,,ATL,L 31-34,,11,42,3.82,1,4,4,36,9.00,1,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
89,2013,2013-12-08,13,32.291,BUF,@,TAM,L 6-27,,5,12,2.40,0,7,4,26,6.50,0,57.1%,3.71,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
90,2013,2013-12-15,14,32.298,BUF,@,JAX,W 27-20,,17,80,4.71,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
91,2013,2013-12-22,15,32.305,BUF,,MIA,W 19-0,,18,105,5.83,1,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
92,2013,2013-12-29,16,32.312,BUF,@,NWE,L 20-34,,14,60,4.29,1,6,3,53,17.67,0,50.0%,8.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
93,2014,2014-09-07,1,33.199,BUF,@,CHI,W 23-20,,7,61,8.71,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
94,2014,2014-09-14,2,33.206,BUF,,MIA,W 29-10,*,12,24,2.00,0,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
95,2014,2014-09-21,3,33.213,BUF,,SDG,L 10-22,,6,34,5.67,0,10,8,78,9.75,1,80.0%,7.80,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
96,2014,2014-09-28,4,33.220,BUF,@,HOU,L 17-23,,7,33,4.71,0,7,6,52,8.67,0,85.7%,7.43,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
97,2014,2014-10-05,5,33.227,BUF,@,DET,W 17-14,*,10,49,4.90,0,9,7,58,8.29,0,77.8%,6.44,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,0,2,0.0,0,0
98,2014,2014-10-12,6,33.234,BUF,,NWE,L 22-37,,10,26,2.60,1,6,4,17,4.25,0,66.7%,2.83,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
99,2014,2014-10-19,7,33.241,BUF,,MIN,W 17-16,,3,12,4.00,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
100,2014,2014-11-09,9,33.262,BUF,,KAN,L 13-17,*,3,10,3.33,0,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
101,2014,2014-11-24,11,33.277,BUF,,NYJ,W 38-3,*,10,32,3.20,1,4,3,13,4.33,0,75.0%,3.25,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,,1,6,0.0,0,0
102,2014,2014-11-30,12,33.283,BUF,,CLE,W 26-10,*,21,70,3.33,0,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
103,2014,2014-12-07,13,33.290,BUF,@,DEN,L 17-24,*,8,35,4.38,0,14,10,37,3.70,0,71.4%,2.64,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
104,2014,2014-12-14,14,33.297,BUF,,GNB,W 21-13,*,20,71,3.55,0,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
105,2014,2014-12-21,15,33.304,BUF,@,OAK,L 24-26,*,6,10,1.67,0,12,9,93,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
106,2014,2014-12-28,16,33.311,BUF,@,NWE,W 17-9,*,18,58,3.22,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
107,2015,2015-09-13,1,34.205,SEA,@,STL,L 31-34,,3,13,4.33,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
108,2015,2015-09-20,2,34.212,SEA,@,GNB,L 17-27,,0,0,,0,2,2,16,8.00,1,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
109,2015,2015-09-27,3,34.219,SEA,,CHI,W 26-0,,2,13,6.50,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
110,2015,2015-10-05,4,34.227,SEA,,DET,W 13-10,,3,21,7.00,0,4,2,33,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
111,2015,2015-10-11,5,34.233,SEA,@,CIN,L 24-27,,2,5,2.50,0,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
112,2015,2015-10-18,6,34.240,SEA,,CAR,L 23-27,,0,0,,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
113,2015,2015-10-22,7,34.244,SEA,@,SFO,W 20-3,,1,2,2.00,0,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
114,2015,2015-11-01,8,34.254,SEA,@,DAL,W 13-12,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
115,2015,2015-11-15,9,34.268,SEA,,ARI,L 32-39,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
116,2015,2015-11-22,10,34.275,SEA,,SFO,W 29-13,,4,11,2.75,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
117,2015,2015-11-29,11,34.282,SEA,,PIT,W 39-30,,1,4,4.00,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
118,2015,2015-12-06,12,34.289,SEA,@,MIN,W 38-7,,1,5,5.00,0,2,2,13,6.50,1,100.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
119,2015,2015-12-13,13,34.296,SEA,@,BAL,W 35-6,,7,15,2.14,0,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
120,2015,2015-12-20,14,34.303,SEA,,CLE,W 30-13,,0,0,,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
121,2015,2015-12-27,15,34.310,SEA,,STL,L 17-23,,2,11,5.50,0,8,5,43,8.60,0,62.5%,5.38,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
