ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
210,1994,1994-10-16,7,38.102,NWE,@,NYJ,L 17-24,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
211,1994,1994-10-30,8,38.116,NWE,,MIA,L 3-23,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
212,1994,1994-11-06,9,38.123,NWE,@,CLE,L 6-13,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
213,1994,1994-11-13,10,38.130,NWE,,MIN,W 26-20,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
214,1994,1994-11-20,11,38.137,NWE,,SDG,W 23-17,0,0,,0,2,2,100.0,3,5,60.0,0,11,0,0,,0
215,1994,1994-11-27,12,38.144,NWE,@,IND,W 12-10,0,0,,0,,,,4,4,100.0,0,12,0,0,,0
216,1994,1994-12-04,13,38.151,NWE,,NYJ,W 24-13,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
217,1994,1994-12-11,14,38.158,NWE,,IND,W 28-13,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
218,1994,1994-12-18,15,38.165,NWE,@,BUF,W 41-17,0,0,,0,5,5,100.0,2,2,100.0,0,11,0,0,,0
219,1994,1994-12-24,16,38.171,NWE,@,CHI,W 13-3,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
220,1995,1995-09-03,1,39.059,NWE,,CLE,W 17-14,0,0,,0,,,,3,3,100.0,0,9,0,0,,0
221,1995,1995-09-10,2,39.066,NWE,,MIA,L 3-20,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
222,1995,1995-09-17,3,39.073,NWE,@,SFO,L 3-28,0,0,,0,,,,1,2,50.0,0,3,0,0,,0
223,1995,1995-10-01,4,39.087,NWE,@,ATL,L 17-30,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
224,1995,1995-10-08,5,39.094,NWE,,DEN,L 3-37,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
225,1995,1995-10-15,6,39.101,NWE,@,KAN,L 26-31,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
226,1995,1995-10-23,7,39.109,NWE,,BUF,W 27-14,0,0,,0,3,3,100.0,2,3,66.7,0,9,1,29,29.00,0
227,1995,1995-10-29,8,39.115,NWE,,CAR,L 17-20,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
228,1995,1995-11-05,9,39.122,NWE,@,NYJ,W 20-7,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
229,1995,1995-11-12,10,39.129,NWE,@,MIA,W 34-17,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
230,1995,1995-11-19,11,39.136,NWE,,IND,L 10-24,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
231,1995,1995-11-26,12,39.143,NWE,@,BUF,W 35-25,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
232,1995,1995-12-03,13,39.150,NWE,,NOR,L 17-31,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
233,1995,1995-12-10,14,39.157,NWE,,NYJ,W 31-28,0,0,,0,4,4,100.0,1,4,25.0,0,7,0,0,,0
234,1995,1995-12-16,15,39.163,NWE,@,PIT,L 27-41,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
235,1995,1995-12-23,16,39.170,NWE,@,IND,L 7-10,0,0,,0,1,1,100.0,,3,0.0,0,1,0,0,,0
