ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
62,2013,2013-10-14,6,26.230,IND,@,SDG,L 9-19,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,,0,0,0.0,0,0
63,2013,2013-10-20,7,26.236,IND,,DEN,W 39-33,*,7,4,44,11.00,1,57.1%,6.29,1,30,30.00,0,,1,6,0.0,0,0
64,2013,2013-11-03,8,26.250,IND,@,HOU,W 27-24,*,6,1,11,11.00,0,16.7%,1.83,0,0,,0,,0,0,0.0,0,0
65,2013,2013-11-10,9,26.257,IND,,STL,L 8-38,*,6,3,30,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0
66,2013,2013-11-14,10,26.261,IND,@,TEN,W 30-27,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,,0,0,0.0,0,0
67,2013,2013-11-24,11,26.271,IND,@,ARI,L 11-40,,6,3,22,7.33,0,50.0%,3.67,0,0,,0,1,0,2,0.0,0,0
68,2013,2013-12-01,12,26.278,IND,,TEN,W 22-14,*,5,1,23,23.00,0,20.0%,4.60,1,-11,-11.00,0,,0,0,0.0,0,0
69,2013,2013-12-08,13,26.285,IND,@,CIN,L 28-42,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,,0,0,0.0,0,0
70,2013,2013-12-15,14,26.292,IND,,HOU,W 25-3,,,,,,,0.0%,,,,,,,,,,,
71,2013,2013-12-22,15,26.299,IND,@,KAN,W 23-7,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
72,2013,2013-12-29,16,26.306,IND,,JAX,W 30-10,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
73,2014,2014-09-07,1,27.193,PIT,,CLE,W 30-27,,,,,,,0.0%,,,,,,,,,,,
74,2014,2014-09-11,2,27.197,PIT,@,BAL,L 6-26,,0,,,,,0.0%,,,,,,,,,,,
75,2014,2014-09-21,3,27.207,PIT,@,CAR,W 37-19,,,,,,,0.0%,,,,,,,,,,,
76,2014,2014-09-28,4,27.214,PIT,,TAM,L 24-27,,0,,,,,0.0%,,,,,,,,,,,
77,2014,2014-10-05,5,27.221,PIT,@,JAX,W 17-9,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,0,0,0.0,0,0
78,2014,2014-10-12,6,27.228,PIT,@,CLE,L 10-31,,,,,,,0.0%,,,,,,,,,,,
79,2014,2014-10-20,7,27.236,PIT,,HOU,W 30-23,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,0,0,0.0,0,1
80,2014,2014-10-26,8,27.242,PIT,,IND,W 51-34,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,,0,0,0.0,1,1
81,2014,2014-11-02,9,27.249,PIT,,BAL,W 43-23,,,,,,,0.0%,,,,,,,,,,,
82,2014,2014-11-09,10,27.256,PIT,@,NYJ,L 13-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,0
83,2014,2014-11-17,11,27.264,PIT,@,TEN,W 27-24,,,,,,,0.0%,,,,,,,,,,,
84,2014,2014-11-30,12,27.277,PIT,,NOR,L 32-35,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
85,2014,2014-12-07,13,27.284,PIT,@,CIN,W 42-21,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,2,0
86,2014,2014-12-14,14,27.291,PIT,@,ATL,W 27-20,,,,,,,0.0%,,,,,,,,,,,
87,2014,2014-12-21,15,27.298,PIT,,KAN,W 20-12,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,1
88,2014,2014-12-28,16,27.305,PIT,,CIN,W 27-17,,,,,,,0.0%,,,,,,,,,,,
89,2015,2015-09-10,1,28.196,PIT,@,NWE,L 21-28,,7,4,58,14.50,0,57.1%,8.29,0,0,,0,,0,0,0.0,0,0
90,2015,2015-09-20,2,28.206,PIT,,SFO,W 43-18,,5,4,77,19.25,1,80.0%,15.40,0,0,,0,,1,6,0.0,0,0
91,2015,2015-09-27,3,28.213,PIT,@,STL,W 12-6,,3,3,19,6.33,0,100.0%,6.33,0,0,,0,,0,0,0.0,0,0
92,2015,2015-10-01,4,28.217,PIT,,BAL,L 20-23,*,5,4,31,7.75,1,80.0%,6.20,0,0,,0,,1,6,0.0,0,0
93,2015,2015-10-12,5,28.228,PIT,@,SDG,W 24-20,,6,2,24,12.00,0,33.3%,4.00,0,0,,0,,0,0,0.0,0,0
94,2015,2015-10-18,6,28.234,PIT,,ARI,W 25-13,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
95,2015,2015-10-25,7,28.241,PIT,@,KAN,L 13-23,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
96,2015,2015-11-01,8,28.248,PIT,,CIN,L 10-16,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
97,2015,2015-11-08,9,28.255,PIT,,OAK,W 38-35,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
98,2015,2015-11-15,10,28.262,PIT,,CLE,W 30-9,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
99,2015,2015-11-29,11,28.276,PIT,@,SEA,L 30-39,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
100,2015,2015-12-06,12,28.283,PIT,,IND,W 45-10,,2,1,21,21.00,0,50.0%,10.50,0,0,,0,,0,0,0.0,0,0
101,2015,2015-12-13,13,28.290,PIT,@,CIN,W 33-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
102,2015,2015-12-20,14,28.297,PIT,,DEN,W 34-27,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
103,2015,2015-12-27,15,28.304,PIT,@,BAL,L 17-20,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
104,2015,2016-01-03,16,28.311,PIT,@,CLE,W 28-12,*,5,2,74,37.00,0,40.0%,14.80,0,0,,0,,0,0,0.0,0,0
105,2016,2016-09-12,1,29.199,PIT,@,WAS,W 38-16,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
106,2016,2016-09-18,2,29.205,PIT,,CIN,W 24-16,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0
107,2016,2016-09-25,3,29.212,PIT,@,PHI,L 3-34,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
108,2016,2016-10-02,4,29.219,PIT,,KAN,W 43-14,,1,1,31,31.00,1,100.0%,31.00,0,0,,0,,1,6,0.0,0,0
109,2016,2016-10-09,5,29.226,PIT,,NYJ,W 31-13,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
110,2016,2016-10-16,6,29.233,PIT,@,MIA,L 15-30,,2,0,0,,0,0.0%,0.00,1,60,60.00,1,,1,6,0.0,0,0
111,2016,2016-10-23,7,29.240,PIT,,NWE,L 16-27,,7,3,30,10.00,1,42.9%,4.29,0,0,,0,,1,6,0.0,0,0
112,2016,2016-11-06,8,29.254,PIT,@,BAL,L 14-21,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
113,2016,2016-12-25,15,29.303,PIT,,BAL,W 31-27,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
114,2016,2017-01-01,16,29.310,PIT,,CLE,W 27-24,,4,1,46,46.00,0,25.0%,11.50,0,0,,0,,0,0,0.0,0,0
115,2017,2017-09-10,1,30.196,PIT,@,CLE,W 21-18,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
116,2017,2017-09-17,2,30.203,PIT,,MIN,W 26-9,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
117,2017,2017-09-24,3,30.210,PIT,@,CHI,L 17-23,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
118,2017,2017-10-01,4,30.217,PIT,@,BAL,W 26-9,,0,0,0,,0,0.0%,,1,3,3.00,0,,0,0,0.0,0,0
119,2017,2017-10-08,5,30.224,PIT,,JAX,L 9-30,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
120,2017,2017-10-15,6,30.231,PIT,@,KAN,W 19-13,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
121,2017,2017-10-22,7,30.238,PIT,,CIN,W 29-14,,1,1,44,44.00,0,100.0%,44.00,0,0,,0,,0,0,0.0,0,0
122,2017,2017-10-29,8,30.245,PIT,@,DET,W 20-15,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
123,2017,2017-11-12,9,30.259,PIT,@,IND,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
124,2017,2017-11-16,10,30.263,PIT,,TEN,W 40-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
125,2017,2017-11-26,11,30.273,PIT,,GNB,W 31-28,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
126,2017,2017-12-04,12,30.281,PIT,@,CIN,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
127,2017,2017-12-10,13,30.287,PIT,,BAL,W 39-38,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
128,2017,2017-12-17,14,30.294,PIT,,NWE,L 24-27,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
129,2017,2017-12-25,15,30.302,PIT,@,HOU,W 34-6,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
130,2017,2017-12-31,16,30.308,PIT,,CLE,W 28-24,,0,0,0,,0,0.0%,,1,29,29.00,1,,1,6,0.0,0,0
131,2018,2018-09-09,1,31.195,PIT,@,CLE,T 21-21,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
132,2018,2018-09-16,2,31.202,PIT,,KAN,L 37-42,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
133,2018,2018-09-24,3,31.210,PIT,@,TAM,W 30-27,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
