ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
146,1981,1981-09-10,2,33.008,PIT,@,MIA,L 10-30,*,15,33,45.45,222,1,2,52.8,4,39,6.73,4.61,2,16,8.00,0,0,0,,0,0,0,0,0,,0
147,1981,1981-09-20,3,33.018,PIT,,NYJ,W 38-10,*,14,28,50.00,225,0,0,77.2,2,19,8.04,8.04,7,41,5.86,1,0,0,,0,1,6,0,0,,0
148,1981,1981-09-27,4,33.025,PIT,,NWE,W 27-21,*,15,30,50.00,247,2,0,100.3,0,0,8.23,9.57,5,49,9.80,0,0,0,,0,0,0,0,0,,0
149,1981,1981-10-04,5,33.032,PIT,@,NOR,W 20-6,*,19,28,67.86,276,2,0,123.5,1,7,9.86,11.29,1,0,0.00,0,0,0,,0,0,0,0,0,,0
150,1981,1981-10-11,6,33.039,PIT,,CLE,W 13-7,*,19,33,57.58,199,1,1,72.7,0,0,6.03,5.27,3,20,6.67,0,0,0,,0,0,0,0,0,,0
151,1981,1981-10-18,7,33.046,PIT,@,CIN,L 7-34,*,14,27,51.85,145,1,0,80.0,1,5,5.37,6.11,1,5,5.00,0,0,0,,0,0,0,0,0,,0
152,1981,1981-10-26,8,33.054,PIT,,HOU,W 26-13,*,14,28,50.00,208,2,1,83.6,1,12,7.43,7.25,4,4,1.00,0,0,0,,0,0,0,0,0,,0
153,1981,1981-11-01,9,33.060,PIT,,SFO,L 14-17,*,12,23,52.17,125,1,3,43.1,0,0,5.43,0.43,3,7,2.33,0,0,0,,0,0,0,0,0,,0
154,1981,1981-11-08,10,33.067,PIT,@,SEA,L 21-24,*,13,22,59.09,212,1,2,68.8,1,7,9.64,6.45,2,6,3.00,0,0,0,,0,0,0,0,0,,0
155,1981,1981-11-15,11,33.074,PIT,@,ATL,W 34-20,*,14,22,63.64,253,5,1,123.7,3,32,11.50,14.00,1,1,1.00,0,0,0,,0,0,0,0,0,,0
156,1981,1981-11-22,12,33.081,PIT,@,CLE,W 32-10,*,17,32,53.13,223,2,2,70.2,0,0,6.97,5.41,2,4,2.00,0,0,0,,0,0,0,0,0,,0
157,1981,1981-11-29,13,33.088,PIT,,RAM,W 24-0,*,10,19,52.63,204,1,0,108.2,4,34,10.74,11.79,5,16,3.20,1,0,0,,0,1,6,0,0,,0
158,1981,1981-12-07,14,33.096,PIT,@,OAK,L 27-30,*,4,9,44.44,29,1,0,89.6,0,0,3.22,5.44,0,0,,0,0,0,,0,0,0,0,0,,0
159,1982,1982-09-13,1,34.011,PIT,@,DAL,W 36-28,*,17,28,60.71,246,3,0,125.0,1,5,8.79,10.93,0,0,,0,0,0,,0,0,0,0,0,,0
160,1982,1982-09-19,2,34.017,PIT,,CIN,W 26-20,*,29,42,69.05,298,3,0,113.0,3,29,7.10,8.52,2,3,1.50,0,0,0,,0,0,0,0,0,,0
161,1982,1982-11-21,3,34.080,PIT,@,HOU,W 24-10,*,16,40,40.00,228,3,2,63.3,4,29,5.70,4.95,1,6,6.00,0,0,0,,0,0,0,0,0,,0
162,1982,1982-11-28,4,34.087,PIT,@,SEA,L 0-16,*,5,7,71.43,67,0,0,101.5,1,5,9.57,9.57,0,0,,0,0,0,,0,0,0,0,0,,0
163,1982,1982-12-05,5,34.094,PIT,,KAN,W 35-14,*,15,20,75.00,231,3,1,131.5,1,8,11.55,12.30,2,0,0.00,0,0,0,,0,0,0,0,0,,0
164,1982,1982-12-12,6,34.101,PIT,@,BUF,L 0-13,*,2,13,15.38,3,0,2,0.0,4,26,0.23,-6.69,0,0,,0,0,0,,0,0,0,0,0,,0
165,1982,1982-12-19,7,34.108,PIT,@,CLE,L 9-10,*,12,39,30.77,144,1,4,12.1,3,20,3.69,-0.41,0,0,,0,0,0,,0,0,0,0,0,,0
166,1982,1982-12-26,8,34.115,PIT,,NWE,W 37-14,*,17,27,62.96,282,2,0,122.8,0,0,10.44,11.93,2,2,1.00,0,0,0,,0,0,0,0,0,,0
167,1982,1983-01-02,9,34.122,PIT,,CLE,W 37-21,*,14,24,58.33,269,2,2,90.5,1,9,11.21,9.13,1,-1,-1.00,0,0,0,,0,0,0,0,0,,0
168,1983,1983-12-10,15,35.099,PIT,@,NYJ,W 34-7,*,5,8,62.50,77,2,0,133.9,0,0,9.63,14.63,1,3,3.00,0,0,0,,0,0,0,0,0,,0
