ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
15,2008,2008-09-14,2,24.364,SDG,@,DEN,L 38-39,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,1,0,2,0.0,0,0
16,2008,2008-09-22,3,25.006,SDG,,NYJ,W 48-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
17,2008,2008-09-28,4,25.012,SDG,@,OAK,W 28-18,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
18,2008,2008-10-05,5,25.019,SDG,@,MIA,L 10-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
19,2008,2008-10-12,6,25.026,SDG,,NWE,W 30-10,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,1
20,2008,2008-10-19,7,25.033,SDG,@,BUF,L 14-23,,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
21,2008,2008-10-26,8,25.040,SDG,@,NOR,L 32-37,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
22,2008,2008-11-09,9,25.054,SDG,,KAN,W 20-19,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
23,2008,2008-11-16,10,25.061,SDG,@,PIT,L 10-11,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
24,2008,2008-11-23,11,25.068,SDG,,IND,L 20-23,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
25,2008,2008-11-30,12,25.075,SDG,,ATL,L 16-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
26,2008,2008-12-04,13,25.079,SDG,,OAK,W 34-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
27,2008,2008-12-14,14,25.089,SDG,@,KAN,W 22-21,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
28,2008,2008-12-21,15,25.096,SDG,@,TAM,W 41-24,,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
29,2008,2008-12-28,16,25.103,SDG,,DEN,W 52-21,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
30,2009,2009-09-14,1,25.363,SDG,@,OAK,W 24-20,,6,5,49,9.80,0,83.3%,8.17,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
31,2009,2009-09-20,2,26.004,SDG,,BAL,L 26-31,,3,1,8,8.00,0,33.3%,2.67,1,-5,-5.00,0,0,0,,0,0,0,,0,,,,,0,0,0.0,1,0
32,2009,2009-09-27,3,26.011,SDG,,MIA,W 23-13,,4,4,40,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
33,2009,2009-10-04,4,26.018,SDG,@,PIT,L 28-38,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
34,2009,2009-10-19,5,26.033,SDG,,DEN,L 23-34,,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
35,2009,2009-10-25,6,26.039,SDG,@,KAN,W 37-7,,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
36,2009,2009-11-01,7,26.046,SDG,,OAK,W 24-16,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
37,2009,2009-11-08,8,26.053,SDG,@,NYG,W 21-20,*,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,1
38,2009,2009-11-15,9,26.060,SDG,,PHI,W 31-23,,3,3,42,14.00,1,100.0%,14.00,1,10,10.00,0,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0
39,2009,2009-11-22,10,26.067,SDG,@,DEN,W 32-3,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0
40,2009,2009-11-29,11,26.074,SDG,,KAN,W 43-14,,0,0,0,,0,0.0%,,1,2,2.00,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
41,2009,2009-12-06,12,26.081,SDG,@,CLE,W 30-23,,0,0,0,,0,0.0%,,0,0,,0,1,1,100.00,21,0,0,118.7,0,0,21.00,21.00,,0,0,0.0,0,0
42,2009,2009-12-13,13,26.088,SDG,@,DAL,W 20-17,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
43,2009,2009-12-20,14,26.095,SDG,,CIN,W 27-24,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,1
44,2009,2009-12-25,15,26.100,SDG,@,TEN,W 42-17,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
45,2010,2010-09-13,1,26.362,SDG,@,KAN,L 14-21,*,8,5,110,22.00,1,62.5%,13.75,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,1,0
46,2010,2010-09-19,2,27.003,SDG,,JAX,W 38-13,*,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
47,2010,2010-09-26,3,27.010,SDG,@,SEA,L 20-27,*,8,4,53,13.25,0,50.0%,6.63,2,-2,-1.00,0,0,0,,0,0,0,,,,,,1,0,2,0.0,0,0
48,2010,2010-10-03,4,27.017,SDG,,ARI,W 41-10,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
49,2010,2010-10-10,5,27.024,SDG,@,OAK,L 27-35,*,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
50,2010,2010-11-28,11,27.073,SDG,@,IND,W 36-14,*,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
51,2010,2010-12-05,12,27.080,SDG,,OAK,L 13-28,*,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
52,2010,2010-12-16,14,27.091,SDG,,SFO,W 34-7,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
53,2010,2010-12-26,15,27.101,SDG,@,CIN,L 20-34,,7,4,59,14.75,0,57.1%,8.43,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
54,2010,2011-01-02,16,27.108,SDG,@,DEN,W 33-28,*,9,4,79,19.75,0,44.4%,8.78,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
55,2011,2011-09-11,1,27.360,CAR,@,ARI,L 21-28,,5,1,21,21.00,0,20.0%,4.20,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
56,2011,2011-09-18,2,28.002,CAR,,GNB,L 23-30,*,7,2,14,7.00,0,28.6%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
57,2011,2011-09-25,3,28.009,CAR,,JAX,W 16-10,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
58,2011,2011-10-02,4,28.016,CAR,@,CHI,L 29-34,*,11,4,27,6.75,0,36.4%,2.45,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
59,2011,2011-10-09,5,28.023,CAR,,NOR,L 27-30,*,8,4,63,15.75,0,50.0%,7.88,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
60,2011,2011-10-16,6,28.030,CAR,@,ATL,L 17-31,*,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
61,2011,2011-10-23,7,28.037,CAR,,WAS,W 33-20,,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
62,2011,2011-10-30,8,28.044,CAR,,MIN,L 21-24,*,7,5,49,9.80,0,71.4%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
63,2011,2011-11-13,9,28.058,CAR,,TEN,L 3-30,*,9,8,75,9.38,0,88.9%,8.33,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
64,2011,2011-11-20,10,28.065,CAR,@,DET,L 35-49,*,5,3,41,13.67,0,60.0%,8.20,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0
65,2011,2011-11-27,11,28.072,CAR,@,IND,W 27-19,,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
66,2011,2011-12-04,12,28.079,CAR,@,TAM,W 38-19,,3,2,38,19.00,1,66.7%,12.67,0,0,,0,1,1,100.00,27,0,0,118.7,0,0,27.00,27.00,,1,6,0.0,0,0
67,2011,2011-12-11,13,28.086,CAR,,ATL,L 23-31,*,5,2,29,14.50,0,40.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
68,2011,2011-12-18,14,28.093,CAR,@,HOU,W 28-13,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
69,2011,2011-12-24,15,28.099,CAR,,TAM,W 48-16,*,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
70,2012,2012-09-09,1,28.359,MIA,@,HOU,L 10-30,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
71,2012,2012-09-16,2,29.000,MIA,,OAK,W 35-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
72,2012,2012-09-23,3,29.007,MIA,,NYJ,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
73,2012,2012-09-30,4,29.014,MIA,@,ARI,L 21-24,,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
