ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
43,1965,1965-12-05,12,28.002,BAL,,CHI,L 0-13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
44,1965,1965-12-18,14,28.015,BAL,@,RAM,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,6,0
45,1966,1966-10-09,4,28.310,BAL,@,CHI,L 17-27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,1,37,1
46,1966,1966-10-30,7,28.331,BAL,@,RAM,W 17-3,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,38,0
47,1966,1966-11-13,9,28.345,BAL,@,ATL,W 19-7,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,18,0
48,1966,1966-11-20,10,28.352,BAL,@,DET,L 14-20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,10,0
49,1966,1966-11-27,11,28.359,BAL,,RAM,L 7-23,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,11,0
50,1967,1967-09-17,1,29.288,BAL,,ATL,W 38-31,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,2,31,1
51,1967,1967-09-24,2,29.295,BAL,@,PHI,W 38-6,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,41,0
52,1967,1967-10-15,5,29.316,BAL,,RAM,T 24-24,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,13,0
53,1967,1967-12-03,12,30.000,BAL,,DAL,W 23-17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,30,0
54,1967,1967-12-10,13,30.007,BAL,,NOR,W 30-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,30,0
55,1968,1968-09-29,3,30.301,BAL,@,PIT,W 41-7,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,1,25,1
56,1968,1968-10-13,5,30.315,BAL,@,SFO,W 42-14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,33,0
57,1968,1968-10-27,7,30.329,BAL,,RAM,W 27-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
58,1968,1968-11-03,8,30.336,BAL,@,NYG,W 26-0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,17,0
59,1968,1968-11-17,10,30.350,BAL,,STL,W 27-0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,30,0
60,1968,1968-12-01,12,30.364,BAL,,ATL,W 44-0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,55,0
