ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
20,2009,2009-11-26,11,22.091,OAK,@,DAL,L 7-24,*,6,23,3.83,0,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
21,2009,2009-12-06,12,22.101,OAK,@,PIT,W 27-24,,9,25,2.78,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
22,2009,2009-12-13,13,22.108,OAK,,WAS,L 13-34,,8,21,2.63,0,4,3,84,28.00,0,75.0%,21.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
23,2009,2009-12-20,14,22.115,OAK,@,DEN,W 20-19,,12,74,6.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
24,2009,2009-12-27,15,22.122,OAK,@,CLE,L 9-23,*,7,23,3.29,0,5,4,55,13.75,0,80.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
25,2009,2010-01-03,16,22.129,OAK,,BAL,L 13-21,*,5,9,1.80,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
26,2010,2010-09-12,1,23.016,OAK,@,TEN,L 13-38,*,18,95,5.28,0,9,6,55,9.17,1,66.7%,6.11,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
27,2010,2010-09-19,2,23.023,OAK,,STL,W 16-14,*,30,145,4.83,0,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
28,2010,2010-09-26,3,23.030,OAK,@,ARI,L 23-24,*,25,105,4.20,1,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
29,2010,2010-10-03,4,23.037,OAK,,HOU,L 24-31,*,12,47,3.92,0,7,6,82,13.67,0,85.7%,11.71,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
30,2010,2010-10-24,7,23.058,OAK,@,DEN,W 59-14,*,16,165,10.31,3,2,2,31,15.50,1,100.0%,15.50,0,0,,0,0,0,,,,,,0,0,,0,,4,24,0.0,0,0
31,2010,2010-10-31,8,23.065,OAK,,SEA,W 33-3,*,21,111,5.29,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
32,2010,2010-11-07,9,23.072,OAK,,KAN,W 23-20,*,17,89,5.24,0,4,4,25,6.25,0,100.0%,6.25,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0.0,0,0
33,2010,2010-11-21,10,23.086,OAK,@,PIT,L 3-35,*,10,14,1.40,0,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
34,2010,2010-11-28,11,23.093,OAK,,MIA,L 17-33,*,8,2,0.25,0,10,7,63,9.00,0,70.0%,6.30,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,1,0
35,2010,2010-12-05,12,23.100,OAK,@,SDG,W 28-13,*,19,97,5.11,1,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,1,0
36,2010,2010-12-12,13,23.107,OAK,@,JAX,L 31-38,*,16,123,7.69,2,3,3,86,28.67,1,100.0%,28.67,0,0,,0,0,0,,,,,,0,0,,0,,3,18,0.0,0,0
37,2010,2010-12-19,14,23.114,OAK,,DEN,W 39-23,*,20,119,5.95,0,4,4,39,9.75,0,100.0%,9.75,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
38,2010,2010-12-26,15,23.121,OAK,,IND,L 26-31,*,11,45,4.09,0,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
39,2011,2011-09-12,1,24.016,OAK,@,DEN,W 23-20,*,22,150,6.82,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
40,2011,2011-09-18,2,24.022,OAK,@,BUF,L 35-38,*,20,72,3.60,1,8,7,71,10.14,1,87.5%,8.88,0,0,,0,0,0,,,0,,,0,0,,0,,2,12,0.0,0,0
41,2011,2011-09-25,3,24.029,OAK,,NYJ,W 34-24,*,19,171,9.00,2,3,3,7,2.33,0,100.0%,2.33,0,0,,0,0,0,,,0,,,0,0,,0,,2,12,0.0,0,0
42,2011,2011-10-02,4,24.036,OAK,,NWE,L 19-31,*,14,75,5.36,0,6,4,48,12.00,0,66.7%,8.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,1,0
43,2011,2011-10-09,5,24.043,OAK,@,HOU,W 25-20,*,16,51,3.19,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
44,2011,2011-10-16,6,24.050,OAK,,CLE,W 24-17,*,20,91,4.55,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0.0,1,0
45,2011,2011-10-23,7,24.057,OAK,,KAN,L 0-28,*,2,4,2.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
46,2012,2012-09-10,1,25.014,OAK,,SDG,L 14-22,*,15,32,2.13,0,18,13,86,6.62,0,72.2%,4.78,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
47,2012,2012-09-16,2,25.020,OAK,@,MIA,L 13-35,*,11,22,2.00,0,7,2,19,9.50,0,28.6%,2.71,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
48,2012,2012-09-23,3,25.027,OAK,,PIT,W 34-31,*,18,113,6.28,1,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0.0,0,0
49,2012,2012-09-30,4,25.034,OAK,@,DEN,L 6-37,*,13,34,2.62,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
50,2012,2012-10-14,5,25.048,OAK,@,ATL,L 20-23,*,27,70,2.59,1,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0.0,0,0
51,2012,2012-10-21,6,25.055,OAK,,JAX,W 26-23,*,19,53,2.79,0,7,4,28,7.00,0,57.1%,4.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
52,2012,2012-10-28,7,25.062,OAK,@,KAN,W 26-16,*,29,114,3.93,0,6,4,23,5.75,0,66.7%,3.83,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
53,2012,2012-11-04,8,25.069,OAK,,TAM,L 32-42,*,7,17,2.43,0,3,2,0,0.00,0,66.7%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
54,2012,2012-12-06,13,25.101,OAK,,DEN,L 13-26,*,11,52,4.73,0,4,2,12,6.00,1,50.0%,3.00,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0.0,0,0
55,2012,2012-12-16,14,25.111,OAK,,KAN,W 15-0,*,30,110,3.67,0,4,4,39,9.75,0,100.0%,9.75,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
56,2012,2012-12-23,15,25.118,OAK,@,CAR,L 6-17,*,17,33,1.94,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
57,2012,2012-12-30,16,25.125,OAK,@,SDG,L 21-24,*,19,57,3.00,0,3,2,2,1.00,0,66.7%,0.67,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
58,2013,2013-09-08,1,26.012,OAK,@,IND,L 17-21,*,17,48,2.82,1,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0.0,0,0
59,2013,2013-09-15,2,26.019,OAK,,JAX,W 19-9,*,19,129,6.79,0,4,4,28,7.00,0,100.0%,7.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
60,2013,2013-09-23,3,26.027,OAK,@,DEN,L 21-37,*,12,9,0.75,1,1,0,0,,0,0.0%,0.00,1,1,100.00,16,1,0,158.3,0,0,16.00,36.00,0,0,,0,,1,6,0.0,0,0
61,2013,2013-09-29,4,26.033,OAK,,WAS,L 14-24,*,5,29,5.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
62,2013,2013-10-13,6,26.047,OAK,@,KAN,L 7-24,*,16,52,3.25,0,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
63,2013,2013-10-27,7,26.061,OAK,,PIT,W 21-18,*,24,73,3.04,2,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,,0,,,0,0,,0,,2,12,0.0,0,0
64,2013,2013-11-03,8,26.068,OAK,,PHI,L 20-49,*,5,12,2.40,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
65,2013,2013-11-28,12,26.093,OAK,@,DAL,L 24-31,,5,13,2.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
66,2013,2013-12-22,15,26.117,OAK,@,SDG,L 13-26,,4,8,2.00,1,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0.0,0,0
67,2013,2013-12-29,16,26.124,OAK,,DEN,L 14-34,,7,6,0.86,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
68,2014,2014-09-07,1,27.011,OAK,@,NYJ,L 14-19,,4,15,3.75,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
69,2014,2014-09-14,2,27.018,OAK,,HOU,L 14-30,*,12,37,3.08,1,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0.0,1,0
70,2014,2014-09-21,3,27.025,OAK,@,NWE,L 9-16,*,18,59,3.28,0,4,4,6,1.50,0,100.0%,1.50,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
71,2014,2014-09-28,4,27.032,OAK,,MIA,L 14-38,*,11,40,3.64,0,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,1
72,2014,2014-10-12,5,27.046,OAK,,SDG,L 28-31,*,14,80,5.71,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
73,2014,2014-10-19,6,27.053,OAK,,ARI,L 13-24,*,14,48,3.43,1,8,4,7,1.75,0,50.0%,0.88,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0.0,0,0
74,2014,2014-10-26,7,27.060,OAK,@,CLE,L 13-23,*,12,59,4.92,0,6,4,26,6.50,0,66.7%,4.33,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0.0,0,0
75,2014,2014-11-02,8,27.067,OAK,@,SEA,L 24-30,*,13,20,1.54,0,5,4,47,11.75,0,80.0%,9.40,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
76,2014,2014-11-09,9,27.074,OAK,,DEN,L 17-41,*,7,14,2.00,0,7,4,22,5.50,0,57.1%,3.14,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
77,2014,2014-11-16,10,27.081,OAK,@,SDG,L 6-13,*,8,21,2.63,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
78,2014,2014-11-20,11,27.085,OAK,,KAN,W 24-20,*,12,29,2.42,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,,,0,,,3,59,19.67,0,,0,0,0.0,0,0
79,2014,2014-11-30,12,27.095,OAK,@,STL,L 0-52,*,11,27,2.45,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,1,0
80,2014,2014-12-07,13,27.102,OAK,,SFO,W 24-13,*,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
81,2014,2014-12-14,14,27.109,OAK,@,KAN,L 13-31,,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
82,2014,2014-12-21,15,27.116,OAK,,BUF,W 26-24,,9,54,6.00,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
83,2014,2014-12-28,16,27.123,OAK,@,DEN,L 14-47,,4,13,3.25,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0
84,2015,2015-09-13,1,28.017,DAL,,NYG,W 27-26,,6,16,2.67,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
85,2015,2015-09-20,2,28.024,DAL,@,PHI,W 20-10,,10,31,3.10,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
86,2015,2015-09-27,3,28.031,DAL,,ATL,L 28-39,,6,35,5.83,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
87,2015,2015-10-04,4,28.038,DAL,@,NOR,L 20-26,,10,31,3.10,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,23,23.00,0,,0,0,0.0,0,0
88,2015,2015-10-11,5,28.045,DAL,,NWE,L 6-30,,5,16,3.20,0,10,9,62,6.89,0,90.0%,6.20,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
89,2015,2015-10-25,6,28.059,DAL,@,NYG,L 20-27,,29,152,5.24,1,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
90,2015,2015-11-01,7,28.066,DAL,,SEA,L 12-13,*,20,64,3.20,0,8,6,49,8.17,0,75.0%,6.13,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,0.0,0,0
91,2015,2015-11-08,8,28.073,DAL,,PHI,L 27-33,*,27,117,4.33,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
92,2015,2015-11-15,9,28.080,DAL,@,TAM,L 6-10,*,17,32,1.88,0,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
93,2015,2015-11-22,10,28.087,DAL,@,MIA,W 24-14,*,29,129,4.45,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
94,2015,2015-11-26,11,28.091,DAL,,CAR,L 14-33,*,10,11,1.10,0,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0.0,0,0
95,2015,2015-12-07,12,28.102,DAL,@,WAS,W 19-16,*,14,53,3.79,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
96,2015,2015-12-13,13,28.108,DAL,@,GNB,L 7-28,*,9,111,12.33,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
97,2015,2015-12-19,14,28.114,DAL,,NYJ,L 16-19,*,16,100,6.25,0,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
98,2015,2015-12-27,15,28.122,DAL,@,BUF,L 6-16,*,19,99,5.21,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
99,2015,2016-01-03,16,28.129,DAL,,WAS,L 23-34,*,12,92,7.67,0,8,5,53,10.60,0,62.5%,6.63,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
100,2016,2016-11-06,8,29.071,DAL,@,CLE,W 35-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
101,2016,2016-12-18,14,29.113,DAL,,TAM,W 26-20,,3,10,3.33,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
102,2016,2016-12-26,15,29.121,DAL,,DET,W 42-21,,14,49,3.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,1,30,30.00,0,,0,0,0.0,0,0
103,2016,2017-01-01,16,29.127,DAL,@,PHI,L 13-27,*,7,28,4.00,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
104,2017,2017-11-12,9,30.077,DAL,@,ATL,L 7-27,,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
