ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
27,1963,1963-12-22,14,23.316,HOU,@,OAK,L 49-52,0,0,,0,8,240,30.00,0,0,0,,0,0,0,1,19,0
28,1964,1964-09-12,1,24.216,HOU,@,SDG,L 21-27,0,0,,0,4,77,19.25,0,1,15,15.00,0,0,0,0,0,0
29,1964,1964-09-19,2,24.223,HOU,,OAK,W 42-28,0,0,,0,3,52,17.33,0,1,4,4.00,0,0,0,0,0,0
30,1964,1964-09-27,3,24.231,HOU,@,DEN,W 38-17,0,0,,0,4,115,28.75,0,3,65,21.67,0,0,0,0,0,0
31,1964,1964-10-04,4,24.238,HOU,@,KAN,L 7-28,0,0,,0,4,110,27.50,0,1,12,12.00,0,0,0,0,0,0
32,1964,1964-10-11,5,24.245,HOU,,BUF,L 17-48,0,0,,0,2,54,27.00,0,0,0,,0,0,0,0,0,0
33,1964,1964-10-17,6,24.251,HOU,@,NYJ,L 21-24,0,0,,0,3,59,19.67,0,1,4,4.00,0,0,0,0,0,0
34,1964,1964-10-25,7,24.259,HOU,,SDG,L 17-20,0,0,,0,1,21,21.00,0,0,0,,0,0,0,0,0,0
35,1964,1964-11-01,8,24.266,HOU,@,BUF,L 10-24,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
36,1964,1964-11-06,9,24.271,HOU,@,BOS,L 24-25,1,14,14.00,0,0,0,,0,1,3,3.00,0,0,0,0,0,0
37,1964,1964-11-15,10,24.280,HOU,@,OAK,L 10-20,0,0,,0,0,0,,0,1,9,9.00,0,0,0,0,0,0
38,1964,1964-11-22,11,24.287,HOU,,KAN,L 19-28,0,0,,0,0,0,,0,2,26,13.00,0,0,0,0,0,0
39,1964,1964-12-13,13,24.308,HOU,,NYJ,W 33-17,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
40,1964,1964-12-20,14,24.315,HOU,,DEN,W 34-15,0,0,,0,0,0,,0,1,82,82.00,1,1,6,1,16,0
41,1965,1965-09-12,1,25.215,HOU,,NYJ,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,0,1,15,0
42,1965,1965-09-26,3,25.229,HOU,@,OAK,L 17-21,0,0,,0,0,0,,0,2,5,2.50,0,0,0,0,0,0
43,1965,1965-10-03,4,25.236,HOU,@,SDG,L 14-31,0,0,,0,2,62,31.00,0,2,31,15.50,0,0,0,0,0,0
44,1965,1965-10-17,5,25.250,HOU,@,DEN,L 17-28,0,0,,0,3,83,27.67,0,2,6,3.00,0,0,0,0,0,0
45,1965,1965-10-24,6,25.257,HOU,,KAN,W 38-36,0,0,,0,3,55,18.33,0,2,14,7.00,0,0,0,1,16,0
46,1965,1965-11-07,8,25.271,HOU,,OAK,L 21-33,0,0,,0,4,102,25.50,0,0,0,,0,0,0,0,0,0
47,1965,1965-11-14,9,25.278,HOU,,DEN,L 21-31,0,0,,0,1,20,20.00,0,1,2,2.00,0,0,0,1,23,0
48,1965,1965-11-21,10,25.285,HOU,@,NYJ,L 14-41,0,0,,0,0,0,,0,1,2,2.00,0,0,0,0,0,0
49,1965,1965-12-05,12,25.299,HOU,,BUF,L 18-29,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0,0,0
50,1965,1965-12-12,13,25.306,HOU,,SDG,L 26-37,0,0,,0,3,72,24.00,0,1,25,25.00,0,0,0,0,0,0
51,1965,1965-12-18,14,25.312,HOU,@,BOS,L 14-42,0,0,,0,2,36,18.00,0,0,0,,0,0,0,1,36,0
52,1966,1966-09-03,1,26.206,HOU,,DEN,W 45-7,0,0,,0,0,0,,0,1,2,2.00,0,0,0,0,0,0
53,1966,1966-09-10,2,26.213,HOU,,OAK,W 31-0,0,0,,0,0,0,,0,0,0,,0,0,0,1,1,0
54,1966,1966-09-18,3,26.221,HOU,@,NYJ,L 13-52,0,0,,0,1,14,14.00,0,0,0,,0,0,0,0,0,0
55,1966,1966-10-02,5,26.235,HOU,@,DEN,L 38-40,0,0,,0,5,142,28.40,0,1,9,9.00,0,0,0,0,0,0
56,1966,1966-10-16,6,26.249,HOU,,NYJ,W 24-0,0,0,,0,1,25,25.00,0,2,3,1.50,0,0,0,0,0,0
57,1966,1966-10-23,7,26.256,HOU,,MIA,L 13-20,0,0,,0,3,69,23.00,0,1,0,0.00,0,0,0,0,0,0
58,1966,1966-10-30,8,26.263,HOU,@,KAN,L 23-48,0,0,,0,5,118,23.60,0,1,8,8.00,0,0,0,0,0,0
59,1966,1966-11-06,9,26.270,HOU,@,OAK,L 23-38,0,0,,0,4,95,23.75,0,3,12,4.00,0,0,0,0,0,0
60,1966,1966-11-13,10,26.277,HOU,@,BOS,L 21-27,0,0,,0,6,194,32.33,0,0,0,,0,0,0,0,0,0
61,1966,1966-12-04,12,26.298,HOU,,SDG,L 22-28,0,0,,0,3,84,28.00,0,1,28,28.00,0,0,0,1,35,0
62,1966,1966-12-11,13,26.305,HOU,,BOS,L 14-38,0,0,,0,4,82,20.50,0,0,0,,0,0,0,0,0,0
63,1966,1966-12-18,14,26.312,HOU,@,MIA,L 28-29,0,0,,0,2,52,26.00,0,0,0,,0,0,0,0,0,0
64,1967,1967-09-24,3,27.227,HOU,@,SDG,L 3-13,0,0,,0,0,0,,0,0,0,,0,0,0,1,4,0
65,1967,1967-10-01,4,27.234,HOU,,DEN,W 10-6,0,0,,0,1,49,49.00,0,1,-9,-9.00,0,0,0,0,0,0
66,1967,1967-10-15,5,27.248,HOU,@,NYJ,T 28-28,0,0,,0,3,75,25.00,0,0,0,,0,0,0,0,0,0
67,1967,1967-11-26,10,27.290,HOU,,BOS,W 27-6,0,0,,0,3,61,20.33,0,1,4,4.00,0,0,0,0,0,0
68,1967,1967-12-03,11,27.297,HOU,,MIA,W 17-14,0,0,,0,2,38,19.00,0,2,5,2.50,0,0,0,0,0,0
69,1967,1967-12-10,12,27.304,HOU,,OAK,L 7-19,0,0,,0,4,88,22.00,0,0,0,,0,0,0,0,0,0
70,1967,1967-12-16,13,27.310,HOU,,SDG,W 24-17,0,0,,0,1,24,24.00,0,0,0,,0,0,0,0,0,0
71,1967,1967-12-23,14,27.317,HOU,@,MIA,W 41-10,0,0,,0,2,14,7.00,0,2,19,9.50,0,0,0,0,0,0
