ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
33,1974,1974-11-10,9,24.073,CIN,,PIT,W 17-10,0,0,,0,0,0,,0,2,81,40.50,0,0,0,0,0,0
34,1974,1974-11-17,10,24.080,CIN,@,HOU,L 3-20,0,0,,0,0,0,,0,2,8,4.00,0,0,0,0,0,0
35,1974,1974-11-24,11,24.087,CIN,,KAN,W 33-6,0,0,,0,0,0,,0,6,89,14.83,0,0,0,0,0,0
36,1974,1974-12-02,12,24.095,CIN,@,MIA,L 3-24,0,0,,0,0,0,,0,2,1,0.50,0,0,0,0,0,0
37,1974,1974-12-08,13,24.101,CIN,,DET,L 19-23,0,0,,0,0,0,,0,0,0,,0,0,0,1,26,0
38,1974,1974-12-14,14,24.107,CIN,@,PIT,L 3-27,0,0,,0,0,0,,0,1,9,9.00,0,0,0,0,0,0
39,1975,1975-09-21,1,25.023,CIN,,CLE,W 24-17,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0,0,0
40,1975,1975-09-28,2,25.030,CIN,@,NOR,W 21-0,0,0,,0,0,0,,0,2,18,9.00,0,0,0,0,0,0
41,1975,1975-10-26,6,25.058,CIN,@,ATL,W 21-14,,,,,,,,,,,,,,,,,
42,1975,1975-11-02,7,25.065,CIN,,PIT,L 24-30,0,0,,0,0,0,,0,1,6,6.00,0,0,0,0,0,0
43,1975,1975-11-09,8,25.072,CIN,@,DEN,W 17-16,0,0,,0,0,0,,0,1,12,12.00,0,0,0,0,0,0
44,1975,1975-11-17,9,25.080,CIN,,BUF,W 33-24,0,0,,0,0,0,,0,2,14,7.00,0,0,0,0,0,0
45,1975,1975-11-23,10,25.086,CIN,@,CLE,L 23-35,0,0,,0,0,0,,0,1,8,8.00,0,0,0,0,0,0
46,1975,1975-11-30,11,25.093,CIN,,HOU,W 23-19,0,0,,0,0,0,,0,2,0,0.00,0,0,0,0,0,0
47,1975,1975-12-07,12,25.100,CIN,@,PHI,W 31-0,0,0,,0,0,0,,0,1,-2,-2.00,0,0,0,0,0,0
48,1975,1975-12-13,13,25.106,CIN,@,PIT,L 14-35,,,,,,,,,,,,,,,,,
49,1975,1975-12-21,14,25.114,CIN,,SDG,W 47-17,,,,,,,,,,,,,,,,,
50,1976,1976-09-12,1,26.014,CIN,,DEN,W 17-7,0,0,,0,0,0,,0,0,0,,0,0,0,1,21,0
51,1976,1976-09-19,2,26.021,CIN,@,BAL,L 27-28,0,0,,0,0,0,,0,0,0,,0,1,6,1,31,1
52,1976,1976-09-26,3,26.028,CIN,,GNB,W 28-7,0,0,,0,0,0,,0,0,0,,0,1,6,1,33,1
53,1976,1976-10-03,4,26.035,CIN,@,CLE,W 45-24,,,,,,,,,,,,,,,,,
54,1976,1976-10-10,5,26.042,CIN,,TAM,W 21-0,0,0,,0,0,0,,0,0,0,,0,0,0,1,21,0
55,1976,1976-11-08,9,26.071,CIN,,RAM,W 20-12,0,0,,0,0,0,,0,1,0,0.00,0,0,0,1,3,0
56,1976,1976-11-14,10,26.077,CIN,,HOU,W 31-27,0,0,,0,0,0,,0,2,20,10.00,0,0,0,0,0,0
57,1976,1976-11-21,11,26.084,CIN,@,KAN,W 27-24,0,0,,0,0,0,,0,3,9,3.00,0,0,0,0,0,0
58,1976,1976-11-28,12,26.091,CIN,,PIT,L 3-7,,,,,,,,,,,,,,,,,
59,1976,1976-12-06,13,26.099,CIN,@,OAK,L 20-35,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0,0,0
60,1976,1976-12-12,14,26.105,CIN,@,NYJ,W 42-3,0,0,,0,0,0,,0,3,12,4.00,0,0,0,0,0,0
61,1977,1977-09-18,1,27.020,CIN,,CLE,L 3-13,0,0,,0,0,0,,0,1,6,6.00,0,0,0,0,0,0
62,1977,1977-10-17,5,27.049,CIN,@,PIT,L 14-20,,,,,,,,,,,,,,,,,
63,1977,1977-10-23,6,27.055,CIN,,DEN,L 13-24,1,20,20.00,0,0,0,,0,0,0,,0,0,0,0,0,0
64,1977,1977-10-30,7,27.062,CIN,,HOU,W 13-10,,,,,,,,,,,,,,,,,
65,1977,1977-11-06,8,27.069,CIN,@,CLE,W 10-7,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
66,1977,1977-11-13,9,27.076,CIN,@,MIN,L 10-42,,,,,,,,,,,,,,,,,
67,1977,1977-11-20,10,27.083,CIN,,MIA,W 23-17,,,,,,,,,,,,,,,,,
68,1977,1977-11-27,11,27.090,CIN,,NYG,W 30-13,,,,,,,,,,,,,,,,,
69,1977,1977-12-04,12,27.097,CIN,@,KAN,W 27-7,,,,,,,,,,,,,,,,,
70,1977,1977-12-10,13,27.103,CIN,,PIT,W 17-10,,,,,,,,,,,,,,,,,
71,1977,1977-12-18,14,27.111,CIN,@,HOU,L 16-21,,,,,,,,,,,,,,,,,
