ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
59,1978,1978-10-08,6,29.039,CHI,@,GNB,L 14-24,,,,
60,1978,1978-10-16,7,29.047,CHI,@,DEN,L 7-16,,,,
61,1978,1978-10-22,8,29.053,CHI,@,TAM,L 19-33,,,,
62,1978,1978-10-29,9,29.060,CHI,,DET,L 17-21,,,,
63,1978,1978-11-05,10,29.067,CHI,,SEA,L 29-31,,,,
64,1978,1978-11-12,11,29.074,CHI,@,MIN,L 14-17,,,,
65,1978,1978-11-19,12,29.081,CHI,,ATL,W 13-7,,,,
66,1978,1978-11-26,13,29.088,CHI,,TAM,W 14-3,,,,
67,1978,1978-12-04,14,29.096,CHI,@,SDG,L 7-40,,,,
68,1978,1978-12-10,15,29.102,CHI,,GNB,W 14-0,,,,
69,1978,1978-12-16,16,29.108,CHI,@,WAS,W 14-10,,,,
70,1979,1979-09-02,1,30.003,CHI,,GNB,W 6-3,,,,
71,1979,1979-09-09,2,30.010,CHI,,MIN,W 26-7,,,,
72,1979,1979-09-16,3,30.017,CHI,@,DAL,L 20-24,,,,
73,1979,1979-09-23,4,30.024,CHI,@,MIA,L 16-31,,,,
74,1979,1979-09-30,5,30.031,CHI,,TAM,L 13-17,,,,
75,1979,1979-10-07,6,30.038,CHI,@,BUF,W 7-0,,,,
76,1979,1979-10-14,7,30.045,CHI,,NWE,L 7-27,,,,
77,1979,1979-10-21,8,30.052,CHI,@,MIN,L 27-30,,,,
78,1979,1979-10-28,9,30.059,CHI,@,SFO,W 28-27,,,,
79,1979,1979-11-04,10,30.066,CHI,,DET,W 35-7,,,,
80,1979,1979-11-11,11,30.073,CHI,,RAM,W 27-23,,,,
81,1979,1979-11-18,12,30.080,CHI,,NYJ,W 23-13,,,,
82,1979,1979-11-22,13,30.084,CHI,@,DET,L 0-20,,,,
83,1979,1979-12-02,14,30.094,CHI,@,TAM,W 14-0,,,,
84,1979,1979-12-09,15,30.101,CHI,@,GNB,W 15-14,,,,
85,1979,1979-12-16,16,30.108,CHI,,STL,W 42-6,,,,
86,1980,1980-09-07,1,31.008,CHI,@,GNB,L 6-12,,,,
87,1980,1980-09-14,2,31.015,CHI,,NOR,W 22-3,,,,
88,1980,1980-09-21,3,31.022,CHI,,MIN,L 14-34,,,,
89,1980,1980-09-28,4,31.029,CHI,@,PIT,L 3-38,,,,
90,1980,1980-10-06,5,31.037,CHI,,TAM,W 23-0,,,,
91,1980,1980-10-12,6,31.043,CHI,@,MIN,L 7-13,,,,
92,1980,1980-10-19,7,31.050,CHI,,DET,W 24-7,,,,
93,1980,1980-10-26,8,31.057,CHI,@,PHI,L 14-17,,,,
94,1980,1980-11-03,9,31.065,CHI,@,CLE,L 21-27,,,,
95,1980,1980-11-09,10,31.071,CHI,,WAS,W 35-21,,,,
96,1980,1980-11-16,11,31.078,CHI,,HOU,L 6-10,,,,
97,1980,1980-11-23,12,31.085,CHI,@,ATL,L 17-28,,,,
98,1980,1980-11-27,13,31.089,CHI,@,DET,W 23-17,,,,
99,1980,1980-12-07,14,31.099,CHI,,GNB,W 61-7,,,,
100,1980,1980-12-14,15,31.106,CHI,,CIN,L 14-17,,,,
101,1980,1980-12-20,16,31.112,CHI,@,TAM,W 14-13,,,,
102,1981,1981-09-06,1,32.007,CHI,,GNB,L 9-16,0,0,,0
103,1981,1981-09-13,2,32.014,CHI,@,SFO,L 17-28,1,-6,-6.00,0
104,1981,1981-09-20,3,32.021,CHI,,TAM,W 28-17,0,0,,0
105,1981,1981-09-28,4,32.029,CHI,,RAM,L 7-24,0,0,,0
106,1981,1981-10-04,5,32.035,CHI,@,MIN,L 21-24,0,0,,0
107,1981,1981-10-11,6,32.042,CHI,,WAS,L 7-24,0,0,,0
108,1981,1981-10-19,7,32.050,CHI,@,DET,L 17-48,0,0,,0
109,1981,1981-10-25,8,32.056,CHI,,SDG,W 20-17,0,0,,0
110,1981,1981-11-01,9,32.063,CHI,@,TAM,L 10-20,0,0,,0
111,1981,1981-11-08,10,32.070,CHI,@,KAN,W 16-13,0,0,,0
112,1981,1981-11-15,11,32.077,CHI,@,GNB,L 17-21,0,0,,0
113,1981,1981-11-22,12,32.084,CHI,,DET,L 7-23,0,0,,0
114,1981,1981-11-26,13,32.088,CHI,@,DAL,L 9-10,0,0,,0
115,1981,1981-12-06,14,32.098,CHI,,MIN,W 10-9,0,0,,0
116,1981,1981-12-13,15,32.105,CHI,@,OAK,W 23-6,0,0,,0
117,1981,1981-12-20,16,32.112,CHI,,DEN,W 35-24,0,0,,0
118,1982,1982-09-12,1,33.013,CHI,@,DET,L 10-17,,,,
119,1982,1982-09-19,2,33.020,CHI,,NOR,L 0-10,,,,
120,1982,1982-11-21,3,33.083,CHI,,DET,W 20-17,,,,
121,1982,1982-11-28,4,33.090,CHI,@,MIN,L 7-35,,,,
122,1982,1982-12-05,5,33.097,CHI,,NWE,W 26-13,,,,
123,1982,1982-12-12,6,33.104,CHI,@,SEA,L 14-20,,,,
124,1982,1982-12-19,7,33.111,CHI,,STL,L 7-10,,,,
125,1982,1982-12-26,8,33.118,CHI,@,RAM,W 34-26,,,,
126,1982,1983-01-02,9,33.125,CHI,@,TAM,L 23-26,,,,
127,1983,1983-09-04,1,34.005,CHI,,ATL,L 17-20,,,,
128,1983,1983-09-11,2,34.012,CHI,,TAM,W 17-10,,,,
129,1983,1983-09-18,3,34.019,CHI,@,NOR,L 31-34,,,,
130,1983,1983-09-25,4,34.026,CHI,@,BAL,L 19-22,,,,
131,1983,1983-10-02,5,34.033,CHI,,DEN,W 31-14,,,,
132,1983,1983-10-09,6,34.040,CHI,,MIN,L 14-23,,,,
133,1983,1983-10-16,7,34.047,CHI,@,DET,L 17-31,,,,
134,1983,1983-10-23,8,34.054,CHI,@,PHI,W 7-6,,,,
