ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
41,1982,1983-01-02,9,25.028,WAS,,STL,W 28-0,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,0,
42,1983,1983-10-02,5,25.301,WAS,,RAI,W 37-35,,3,59,19.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
43,1983,1983-10-09,6,25.308,WAS,@,STL,W 38-14,,3,38,12.67,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
44,1983,1983-10-17,7,25.316,WAS,@,GNB,L 47-48,,5,105,21.00,0,,,1,-8,-8.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
45,1983,1983-10-23,8,25.322,WAS,,DET,W 38-17,,3,43,14.33,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
46,1983,1983-10-31,9,25.330,WAS,@,SDG,W 27-24,,7,106,15.14,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
47,1983,1983-11-06,10,25.336,WAS,,STL,W 45-7,,4,71,17.75,0,,,1,2,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
48,1983,1983-11-13,11,25.343,WAS,@,NYG,W 33-17,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
49,1983,1983-11-20,12,25.350,WAS,@,RAM,W 42-20,,5,80,16.00,0,,,0,0,,0,1,1,100.00,46,0,0,118.7,0,0,46.00,46.00,0,0,,0,0,0
50,1983,1983-11-27,13,25.357,WAS,,PHI,W 28-24,,2,28,14.00,1,,,1,-13,-13.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
51,1983,1983-12-04,14,25.364,WAS,,ATL,W 37-21,,3,19,6.33,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
52,1983,1983-12-11,15,26.006,WAS,@,DAL,W 31-10,,6,119,19.83,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
53,1983,1983-12-17,16,26.012,WAS,,NYG,W 31-22,,5,73,14.60,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
54,1984,1984-09-02,1,26.272,WAS,,MIA,L 17-35,,3,54,18.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
55,1984,1984-09-10,2,26.280,WAS,@,SFO,L 31-37,,10,200,20.00,0,,,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,1984,1984-09-16,3,26.286,WAS,,NYG,W 30-14,,8,78,9.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
57,1984,1984-09-23,4,26.293,WAS,@,NWE,W 26-10,,5,37,7.40,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
58,1984,1984-09-30,5,26.300,WAS,,PHI,W 20-0,,5,80,16.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
59,1984,1984-10-07,6,26.307,WAS,@,IND,W 35-7,,8,141,17.63,3,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,18
60,1984,1984-10-14,7,26.314,WAS,,DAL,W 34-14,,4,67,16.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
61,1984,1984-10-21,8,26.321,WAS,@,STL,L 24-26,,6,87,14.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
62,1984,1984-10-28,9,26.328,WAS,@,NYG,L 13-37,,4,104,26.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
63,1984,1984-11-05,10,26.336,WAS,,ATL,W 27-14,,5,45,9.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,1984,1984-11-11,11,26.342,WAS,,DET,W 28-14,,5,34,6.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,1984,1984-11-18,12,26.349,WAS,@,PHI,L 10-16,,8,80,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
66,1984,1984-11-25,13,26.356,WAS,,BUF,W 41-14,,11,104,9.45,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
67,1984,1984-11-29,14,26.360,WAS,@,MIN,W 31-17,,6,45,7.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
68,1984,1984-12-09,15,27.004,WAS,@,DAL,W 30-28,,7,80,11.43,0,,,1,18,18.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
69,1984,1984-12-16,16,27.011,WAS,,STL,W 29-27,,11,136,12.36,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
70,1985,1985-09-09,1,27.278,WAS,@,DAL,L 14-44,,5,51,10.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
71,1985,1985-09-15,2,27.284,WAS,,HOU,W 16-13,,5,35,7.00,0,,,2,32,16.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
72,1985,1985-09-22,3,27.291,WAS,,PHI,L 6-19,,7,73,10.43,0,,,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
73,1985,1985-09-29,4,27.298,WAS,@,CHI,L 10-45,,4,14,3.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
74,1985,1985-10-07,5,27.306,WAS,,STL,W 27-10,,4,44,11.00,0,,,1,11,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
75,1985,1985-10-13,6,27.312,WAS,,DET,W 24-3,,8,73,9.13,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
76,1985,1985-10-27,8,27.326,WAS,@,CLE,W 14-7,,2,10,5.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
77,1985,1985-11-03,9,27.333,WAS,@,ATL,W 44-10,,6,106,17.67,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
78,1985,1985-11-10,10,27.340,WAS,,DAL,L 7-13,,5,103,20.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
79,1985,1985-11-18,11,27.348,WAS,,NYG,W 23-21,,7,130,18.57,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
80,1985,1985-11-24,12,27.354,WAS,@,PIT,W 30-23,,6,65,10.83,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
81,1985,1985-12-01,13,27.361,WAS,,SFO,L 8-35,,8,150,18.75,0,,,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,1985,1985-12-08,14,28.003,WAS,@,PHI,W 17-12,,7,109,15.57,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
83,1985,1985-12-15,15,28.010,WAS,,CIN,W 27-24,,13,230,17.69,1,,,2,1,0.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
84,1985,1985-12-21,16,28.016,WAS,@,STL,W 27-16,,4,33,8.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
85,1986,1986-09-07,1,28.276,WAS,,PHI,W 41-14,,4,37,9.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
86,1986,1986-09-14,2,28.283,WAS,,RAI,W 10-6,,4,48,12.00,0,,,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
87,1986,1986-09-21,3,28.290,WAS,@,SDG,W 30-27,,7,174,24.86,0,,,1,21,21.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
88,1986,1986-09-28,4,28.297,WAS,,SEA,W 19-14,,5,103,20.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
89,1986,1986-10-05,5,28.304,WAS,@,NOR,W 14-6,,7,80,11.43,1,,,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
90,1986,1986-10-12,6,28.311,WAS,@,DAL,L 6-30,,4,30,7.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
91,1986,1986-10-19,7,28.318,WAS,,STL,W 28-21,,5,79,15.80,1,,,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
92,1986,1986-10-27,8,28.326,WAS,@,NYG,L 20-27,,3,59,19.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
93,1986,1986-11-02,9,28.332,WAS,,MIN,W 44-38,,6,102,17.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
94,1986,1986-11-09,10,28.339,WAS,@,GNB,W 16-7,,1,3,3.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
95,1986,1986-11-17,11,28.347,WAS,,SFO,W 14-6,,6,57,9.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
96,1986,1986-11-23,12,28.353,WAS,,DAL,W 41-14,,3,64,21.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
97,1986,1986-11-30,13,28.360,WAS,@,STL,W 20-17,,3,24,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
98,1986,1986-12-07,14,29.002,WAS,,NYG,L 14-24,,5,40,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
99,1986,1986-12-13,15,29.008,WAS,@,DEN,L 30-31,,6,129,21.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
100,1986,1986-12-21,16,29.016,WAS,@,PHI,W 21-14,,4,39,9.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
101,1987,1987-09-13,1,29.282,WAS,,PHI,W 34-24,,3,53,17.67,2,,,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
102,1987,1987-09-20,2,29.289,WAS,@,ATL,L 20-21,,2,12,6.00,1,,,1,-4,-4.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
103,1987,1987-10-25,6,29.324,WAS,,NYJ,W 17-16,,3,70,23.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
104,1987,1987-11-01,7,29.331,WAS,@,BUF,W 27-7,,5,38,7.60,0,,,3,54,18.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
105,1987,1987-11-08,8,29.338,WAS,@,PHI,L 27-31,,5,81,16.20,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
106,1987,1987-11-15,9,29.345,WAS,,DET,W 20-13,,4,39,9.75,0,,,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
107,1987,1987-11-23,10,29.353,WAS,,RAM,L 26-30,,5,93,18.60,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
108,1987,1987-11-29,11,29.359,WAS,,NYG,W 23-19,,8,74,9.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
109,1987,1987-12-06,12,30.001,WAS,@,STL,W 34-17,,3,23,7.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
110,1988,1988-09-05,1,30.275,WAS,@,NYG,L 20-27,,2,32,16.00,0,,,2,12,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
111,1988,1988-09-11,2,30.281,WAS,,PIT,W 30-29,,9,86,9.56,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
112,1988,1988-09-18,3,30.288,WAS,,PHI,W 17-10,,2,34,17.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
113,1988,1988-09-25,4,30.295,WAS,@,PHO,L 21-30,,6,92,15.33,1,,,1,-1,-1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
114,1988,1988-10-02,5,30.302,WAS,,NYG,L 23-24,,1,38,38.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
115,1988,1988-10-09,6,30.309,WAS,@,DAL,W 35-17,,2,29,14.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
116,1988,1988-10-16,7,30.316,WAS,,PHO,W 33-17,,4,82,20.50,2,,,1,17,17.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
117,1988,1988-10-23,8,30.323,WAS,@,GNB,W 20-17,,4,40,10.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
118,1988,1988-10-30,9,30.330,WAS,@,HOU,L 17-41,,3,50,16.67,0,,,1,-10,-10.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
119,1988,1988-11-06,10,30.337,WAS,,NOR,W 27-24,,3,61,20.33,0,,,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
120,1988,1988-11-13,11,30.344,WAS,,CHI,L 14-34,,6,91,15.17,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
121,1988,1988-11-21,12,30.352,WAS,@,SFO,L 21-37,,9,89,9.89,1,,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6
122,1988,1988-11-27,13,30.358,WAS,,CLE,L 13-17,,2,30,15.00,0,,,1,23,23.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
123,1988,1988-12-04,14,30.365,WAS,@,PHI,W 20-19,,6,37,6.17,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
124,1988,1988-12-11,15,31.006,WAS,,DAL,L 17-24,,7,103,14.71,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
125,1988,1988-12-17,16,31.012,WAS,@,CIN,L 17-20,,6,52,8.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
126,1989,1989-09-11,1,31.280,WAS,,NYG,L 24-27,,4,38,9.50,1,,,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
127,1989,1989-09-17,2,31.286,WAS,,PHI,L 37-42,,4,87,21.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
128,1989,1989-09-24,3,31.293,WAS,@,DAL,W 30-7,,6,114,19.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
129,1989,1989-10-01,4,31.300,WAS,@,NOR,W 16-14,,5,94,18.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
130,1989,1989-10-08,5,31.307,WAS,,PHO,W 30-28,,8,102,12.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
131,1989,1989-10-15,6,31.314,WAS,@,NYG,L 17-20,,3,25,8.33,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
132,1989,1989-10-22,7,31.321,WAS,,TAM,W 32-28,,8,97,12.13,0,,,1,14,14.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
133,1989,1989-10-29,8,31.328,WAS,@,RAI,L 24-37,,2,29,14.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
134,1989,1989-11-05,9,31.335,WAS,,DAL,L 3-13,,8,98,12.25,0,,,1,-7,-7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
135,1989,1989-11-12,10,31.342,WAS,@,PHI,W 10-3,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
136,1989,1989-11-20,11,31.350,WAS,,DEN,L 10-14,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
137,1989,1989-11-26,12,31.356,WAS,,CHI,W 38-14,,9,152,16.89,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
138,1989,1989-12-03,13,31.363,WAS,@,PHO,W 29-10,,6,45,7.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
139,1989,1989-12-10,14,32.005,WAS,,SDG,W 26-21,,9,81,9.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
140,1989,1989-12-17,15,32.012,WAS,@,ATL,W 31-30,,6,131,21.83,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
141,1989,1989-12-23,16,32.018,WAS,@,SEA,W 29-0,,5,69,13.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
142,1990,1990-09-09,1,32.278,WAS,,PHO,W 31-0,,6,60,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
143,1990,1990-09-16,2,32.285,WAS,@,SFO,L 13-26,,3,45,15.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
144,1990,1990-09-23,3,32.292,WAS,,DAL,W 19-15,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
145,1990,1990-09-30,4,32.299,WAS,@,PHO,W 38-10,,4,23,5.75,0,,,2,28,14.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
146,1990,1990-10-14,5,32.313,WAS,,NYG,L 20-24,,3,44,14.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
147,1990,1990-10-21,6,32.320,WAS,,PHI,W 13-7,,3,62,20.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
148,1990,1990-10-28,7,32.327,WAS,@,NYG,L 10-21,,2,16,8.00,0,,,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
149,1990,1990-11-04,8,32.334,WAS,@,DET,W 41-38,,13,168,12.92,0,,,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
150,1990,1990-11-12,9,32.342,WAS,@,PHI,L 14-28,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
151,1990,1990-11-18,10,32.348,WAS,,NOR,W 31-17,,4,43,10.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
152,1990,1990-11-22,11,32.352,WAS,@,DAL,L 17-27,,5,43,8.60,0,,,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
153,1990,1990-12-02,12,32.362,WAS,,MIA,W 42-20,,10,92,9.20,2,,,1,12,12.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
154,1990,1990-12-09,13,33.004,WAS,,CHI,W 10-9,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
155,1990,1990-12-15,14,33.010,WAS,@,NWE,W 25-10,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
156,1990,1990-12-22,15,33.017,WAS,@,IND,L 28-35,,4,51,12.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
157,1990,1990-12-30,16,33.025,WAS,,BUF,W 29-14,,6,61,10.17,0,,,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
158,1991,1991-09-01,1,33.270,WAS,,DET,W 45-0,,2,12,6.00,0,,,2,14,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
159,1991,1991-09-09,2,33.278,WAS,@,DAL,W 33-31,,4,61,15.25,1,,,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
160,1991,1991-09-15,3,33.284,WAS,,PHO,W 34-0,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
161,1991,1991-09-22,4,33.291,WAS,@,CIN,W 34-27,,2,84,42.00,0,,,1,-2,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
162,1991,1991-09-30,5,33.299,WAS,,PHI,W 23-0,,3,33,11.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
163,1991,1991-10-06,6,33.305,WAS,@,CHI,W 20-7,,6,69,11.50,2,,,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
164,1991,1991-10-13,7,33.312,WAS,,CLE,W 42-17,,7,106,15.14,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
165,1991,1991-10-27,8,33.326,WAS,@,NYG,W 17-13,,3,42,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
