ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
29,2006,2006-10-16,6,25.333,CHI,@,ARI,W 24-23,,,,,,,,,,,,,,
30,2006,2006-10-29,7,25.346,CHI,,SFO,W 41-10,,,,,,,,,,,,,,
31,2006,2006-11-05,8,25.353,CHI,,MIA,L 13-31,,,,,,,,,,,,,,
32,2006,2006-11-12,9,25.360,CHI,@,NYG,W 38-20,,,,,,,,,,,,,,
33,2006,2006-11-19,10,26.002,CHI,@,NYJ,W 10-0,,,,,,,,,,,,,,
34,2006,2006-11-26,11,26.009,CHI,@,NWE,L 13-17,,,,,,,,,,,,,,
35,2006,2006-12-03,12,26.016,CHI,,MIN,W 23-13,,,,,,,,,,,,,,
36,2006,2006-12-11,13,26.024,CHI,@,STL,W 42-27,,,,,,,,,,,,,,
37,2006,2006-12-17,14,26.030,CHI,,TAM,W 34-31,,,,,,,,,,,,,,
38,2006,2006-12-24,15,26.037,CHI,@,DET,W 26-21,,,,,,,,,,,,,,
39,2006,2006-12-31,16,26.044,CHI,,GNB,L 7-26,,,,,,,,,,,,,,
40,2007,2007-09-09,1,26.296,CHI,@,SDG,L 3-14,,,,,,,,,,,,,,
41,2007,2007-09-16,2,26.303,CHI,,KAN,W 20-10,,,,,,,,,,,,,,
42,2007,2007-09-23,3,26.310,CHI,,DAL,L 10-34,,,,,,,,,,,,,,
43,2007,2007-09-30,4,26.317,CHI,@,DET,L 27-37,,,,,,,,,,,,,,
44,2007,2007-10-07,5,26.324,CHI,@,GNB,W 27-20,,2,2,1.00,0,0,0,,0,0,0,0.0,,
45,2007,2007-10-14,6,26.331,CHI,,MIN,L 31-34,,,,,,,,,,,,,,
46,2007,2007-10-21,7,26.338,CHI,@,PHI,W 19-16,,,,,,,,,,,,,,
47,2007,2007-10-28,8,26.345,CHI,,DET,L 7-16,,,,,,,,,,,,,,
48,2007,2007-11-11,9,26.359,CHI,@,OAK,W 17-6,,,,,,,,,,,,,,
49,2007,2007-11-18,10,27.001,CHI,@,SEA,L 23-30,,0,0,,0,1,0,0.00,0,0,0,0.0,,
50,2007,2007-11-25,11,27.008,CHI,,DEN,W 37-34,,,,,,,,,,,,,,
51,2007,2007-12-02,12,27.015,CHI,,NYG,L 16-21,,,,,,,,,,,,,,
52,2007,2007-12-06,13,27.019,CHI,@,WAS,L 16-24,,,,,,,,,,,,,,
53,2007,2007-12-17,14,27.030,CHI,@,MIN,L 13-20,*,,,,,,,,,,,,,
54,2007,2007-12-23,15,27.036,CHI,,GNB,W 35-7,*,,,,,,,,,,,,,
55,2007,2007-12-30,16,27.043,CHI,,NOR,W 33-25,*,,,,,,,,,,,,,
56,2008,2008-09-07,1,27.295,CHI,@,IND,W 29-13,,0,0,,0,0,0,,0,0,0,0.0,1,0
57,2008,2008-09-14,2,27.302,CHI,@,CAR,L 17-20,,0,0,,0,0,0,,0,0,0,1.0,1,0
58,2008,2008-09-21,3,27.309,CHI,,TAM,L 24-27,,0,0,,0,0,0,,0,0,0,0.0,0,0
59,2008,2008-09-28,4,27.316,CHI,,PHI,W 24-20,*,0,0,,0,0,0,,0,0,0,1.0,3,0
60,2008,2008-10-05,5,27.323,CHI,@,DET,W 34-7,*,0,0,,0,0,0,,0,0,0,0.0,3,0
61,2008,2008-10-12,6,27.330,CHI,@,ATL,L 20-22,*,,,,,,,,,,,,,
62,2008,2008-10-19,7,27.337,CHI,,MIN,W 48-41,,0,0,,0,0,0,,0,0,0,0.0,1,0
63,2008,2008-11-02,8,27.351,CHI,,DET,W 27-23,,0,0,,0,0,0,,0,0,0,0.0,1,0
64,2008,2008-11-09,9,27.358,CHI,,TEN,L 14-21,,0,0,,0,0,0,,0,0,0,0.0,1,0
65,2008,2008-11-16,10,27.365,CHI,@,GNB,L 3-37,,0,0,,0,0,0,,0,0,0,0.0,3,0
66,2008,2008-11-23,11,28.006,CHI,@,STL,W 27-3,,,,,,,,,,,,,,
67,2008,2008-11-30,12,28.013,CHI,@,MIN,L 14-34,,0,0,,0,0,0,,0,0,0,0.0,3,0
68,2008,2008-12-07,13,28.020,CHI,,JAX,W 23-10,,0,0,,0,0,0,,0,0,0,1.5,2,2
69,2008,2008-12-11,14,28.024,CHI,,NOR,W 27-24,,0,0,,0,0,0,,0,0,0,0.0,2,0
70,2008,2008-12-22,15,28.035,CHI,,GNB,W 20-17,,0,0,,0,0,0,,0,0,0,0.0,0,0
71,2008,2008-12-28,16,28.041,CHI,@,HOU,L 24-31,,,,,,,,,,,,,,
72,2009,2009-09-13,1,28.300,CHI,@,GNB,L 15-21,,,,,,,,,,,,,,
73,2009,2009-09-20,2,28.307,CHI,,PIT,W 17-14,,0,0,,0,0,0,,0,0,0,0.0,0,0
74,2009,2009-09-27,3,28.314,CHI,@,SEA,W 25-19,,0,0,,0,0,0,,0,0,0,0.0,1,0
75,2009,2009-10-04,4,28.321,CHI,,DET,W 48-24,,0,0,,0,0,0,,0,0,0,1.0,1,0
76,2009,2009-10-18,5,28.335,CHI,@,ATL,L 14-21,,,,,,,,,,,,,,
77,2009,2009-10-25,6,28.342,CHI,@,CIN,L 10-45,,0,0,,0,0,0,,0,0,0,0.0,3,1
78,2009,2009-11-01,7,28.349,CHI,,CLE,W 30-6,,0,0,,0,0,0,,0,0,0,0.0,0,0
79,2009,2009-11-08,8,28.356,CHI,,ARI,L 21-41,,1,0,0.00,0,0,0,,0,0,0,0.0,0,0
80,2009,2009-11-12,9,28.360,CHI,@,SFO,L 6-10,,,,,,,,,,,,,,
81,2009,2009-11-22,10,29.005,CHI,,PHI,L 20-24,,0,0,,0,0,0,,0,0,0,0.5,0,1
82,2009,2009-11-29,11,29.012,CHI,@,MIN,L 10-36,,,,,,,,,,,,,,
83,2009,2009-12-06,12,29.019,CHI,,STL,W 17-9,,0,0,,0,0,0,,0,0,0,1.0,3,0
84,2009,2009-12-13,13,29.026,CHI,,GNB,L 14-21,,0,0,,0,0,0,,0,0,0,0.0,0,0
85,2009,2009-12-20,14,29.033,CHI,@,BAL,L 7-31,,0,0,,0,0,0,,0,0,0,0.0,2,2
86,2009,2009-12-28,15,29.041,CHI,,MIN,W 36-30,,0,0,,0,0,0,,0,0,0,0.0,1,1
87,2010,2010-09-12,1,29.299,CHI,,DET,W 19-14,,0,0,,0,0,0,,0,0,0,0.0,3,0
88,2010,2010-09-19,2,29.306,CHI,@,DAL,W 27-20,*,0,0,,0,0,0,,0,0,0,0.0,0,1
89,2010,2010-09-27,3,29.314,CHI,,GNB,W 20-17,*,0,0,,0,0,0,,0,0,0,0.0,0,1
90,2010,2010-10-03,4,29.320,CHI,@,NYG,L 3-17,*,0,0,,0,0,0,,0,0,0,1.0,2,1
91,2010,2010-10-10,5,29.327,CHI,@,CAR,W 23-6,*,0,0,,0,0,0,,0,0,0,3.0,5,2
92,2010,2010-10-17,6,29.334,CHI,,SEA,L 20-23,*,0,0,,0,0,0,,0,0,0,0.0,0,2
93,2010,2010-10-24,7,29.341,CHI,,WAS,L 14-17,*,0,0,,0,0,0,,0,0,0,1.0,3,2
94,2010,2010-11-07,8,29.355,CHI,@,BUF,W 22-19,*,0,0,,0,0,0,,0,0,0,0.5,0,3
95,2010,2010-11-14,9,29.362,CHI,,MIN,W 27-13,*,0,0,,0,0,0,,0,0,0,0.0,1,0
96,2010,2010-11-18,10,30.001,CHI,@,MIA,W 16-0,*,0,0,,0,0,0,,0,0,0,1.0,1,0
97,2010,2010-11-28,11,30.011,CHI,,PHI,W 31-26,*,0,0,,0,0,0,,0,0,0,1.0,5,0
98,2010,2010-12-05,12,30.018,CHI,@,DET,W 24-20,*,0,0,,0,0,0,,0,0,0,0.0,4,1
99,2010,2010-12-12,13,30.025,CHI,,NWE,L 7-36,*,0,0,,0,0,0,,0,0,0,0.0,3,1
100,2010,2010-12-20,14,30.033,CHI,@,MIN,W 40-14,*,0,0,,0,0,0,,0,0,0,1.0,4,0
101,2010,2010-12-26,15,30.039,CHI,,NYJ,W 38-34,*,0,0,,0,0,0,,0,0,0,0.0,1,1
102,2010,2011-01-02,16,30.046,CHI,@,GNB,L 3-10,*,0,0,,0,0,0,,0,0,0,0.0,2,0
103,2011,2011-09-11,1,30.298,CHI,,ATL,W 30-12,*,0,0,,0,0,0,,0,0,0,0.0,1,2
104,2011,2011-09-18,2,30.305,CHI,@,NOR,L 13-30,*,0,0,,0,0,0,,0,0,0,1.0,3,3
105,2011,2011-09-25,3,30.312,CHI,,GNB,L 17-27,*,0,0,,0,0,0,,0,0,0,0.0,2,2
106,2011,2011-10-02,4,30.319,CHI,,CAR,W 34-29,*,0,0,,0,0,0,,0,0,0,0.0,2,0
107,2011,2011-10-10,5,30.327,CHI,@,DET,L 13-24,*,0,0,,0,0,0,,0,0,0,1.0,2,0
108,2011,2011-10-16,6,30.333,CHI,,MIN,W 39-10,*,0,0,,0,0,0,,0,0,0,1.0,2,0
109,2011,2011-10-23,7,30.340,CHI,@,TAM,W 24-18,*,0,0,,0,0,0,,0,0,0,0.0,3,0
110,2011,2011-11-07,8,30.355,CHI,@,PHI,W 30-24,*,0,0,,0,0,0,,0,0,0,0.0,2,0
111,2011,2011-11-13,9,30.361,CHI,,DET,W 37-13,*,0,0,,0,0,0,,0,0,0,0.0,2,0
112,2011,2011-11-20,10,31.003,CHI,,SDG,W 31-20,*,0,0,,0,0,0,,0,0,0,0.0,5,0
113,2011,2011-11-27,11,31.010,CHI,@,OAK,L 20-25,*,0,0,,0,0,0,,0,0,0,0.0,1,0
114,2011,2011-12-04,12,31.017,CHI,,KAN,L 3-10,*,0,0,,0,0,0,,0,0,0,1.0,5,1
115,2011,2011-12-11,13,31.024,CHI,@,DEN,L 10-13,*,0,0,,0,0,0,,0,0,0,0.0,3,1
116,2011,2011-12-18,14,31.031,CHI,,SEA,L 14-38,*,0,0,,0,0,0,,0,0,6,0.0,4,1
117,2011,2011-12-25,15,31.038,CHI,@,GNB,L 21-35,*,0,0,,0,0,0,,0,0,0,0.0,1,0
118,2011,2012-01-01,16,31.045,CHI,@,MIN,W 17-13,*,0,0,,0,0,0,,0,0,0,1.0,4,1
119,2012,2012-09-09,1,31.297,CHI,,IND,W 41-21,*,0,0,,0,0,0,,0,0,0,0.0,1,0
120,2012,2012-09-13,2,31.301,CHI,@,GNB,L 10-23,*,0,0,,0,0,0,,0,0,0,0.0,2,1
121,2012,2012-09-23,3,31.311,CHI,,STL,W 23-6,*,0,0,,0,0,0,,0,0,0,2.5,4,1
122,2012,2012-10-01,4,31.319,CHI,@,DAL,W 34-18,*,0,0,,0,0,0,,0,0,0,0.0,2,0
123,2012,2012-10-07,5,31.325,CHI,@,JAX,W 41-3,*,0,0,,0,0,0,,0,0,0,0.0,1,1
124,2012,2012-10-22,6,31.340,CHI,,DET,W 13-7,*,0,0,,0,0,0,,0,0,0,1.0,2,0
125,2012,2012-10-28,7,31.346,CHI,,CAR,W 23-22,*,0,0,,0,0,0,,0,0,0,0.0,2,2
126,2012,2012-11-04,8,31.353,CHI,@,TEN,W 51-20,*,0,0,,0,0,0,,0,0,0,0.5,0,2
127,2012,2012-11-11,9,31.360,CHI,,HOU,L 6-13,*,0,0,,0,0,0,,0,0,0,0.0,1,4
128,2012,2012-11-19,10,32.002,CHI,@,SFO,L 7-32,,0,0,,0,0,0,,0,0,0,0.5,1,1
129,2012,2012-11-25,11,32.008,CHI,,MIN,W 28-10,,0,0,,0,0,0,,0,0,0,1.0,1,0
130,2012,2012-12-02,12,32.015,CHI,,SEA,L 17-23,,0,0,,0,0,0,,0,0,0,0.0,2,1
131,2012,2012-12-09,13,32.022,CHI,@,MIN,L 14-21,,0,0,,0,0,0,,0,0,0,0.0,1,3
132,2012,2012-12-16,14,32.029,CHI,,GNB,L 13-21,*,0,0,,0,0,0,,0,0,0,0.0,3,1
133,2012,2012-12-23,15,32.036,CHI,@,ARI,W 28-13,*,0,0,,0,0,0,,0,0,0,1.0,4,0
134,2012,2012-12-30,16,32.043,CHI,@,DET,W 26-24,,0,0,,0,0,0,,0,0,0,1.0,2,2
135,2013,2013-09-08,1,32.295,DET,,MIN,W 34-24,,0,0,,0,0,0,,0,0,0,0.0,2,0
136,2013,2013-09-15,2,32.302,DET,@,ARI,L 21-25,,0,0,,0,0,0,,0,0,0,0.0,1,0
137,2013,2013-09-22,3,32.309,DET,@,WAS,W 27-20,,0,0,,0,0,0,,0,0,0,0.0,0,0
138,2013,2013-09-29,4,32.316,DET,,CHI,W 40-32,,,,,,,,,,,,,,
139,2013,2013-10-06,5,32.323,DET,@,GNB,L 9-22,,0,0,,0,0,0,,0,0,0,0.0,0,1
140,2013,2013-10-13,6,32.330,DET,@,CLE,W 31-17,,,,,,,,,,,,,,
141,2013,2013-10-20,7,32.337,DET,,CIN,L 24-27,,,,,,,,,,,,,,
142,2013,2013-10-27,8,32.344,DET,,DAL,W 31-30,,0,0,,0,0,0,,0,0,0,0.0,0,1
143,2013,2013-11-10,9,32.358,DET,@,CHI,W 21-19,,0,0,,0,0,0,,0,0,0,0.0,1,0
144,2013,2013-11-17,10,33.000,DET,@,PIT,L 27-37,,0,0,,0,0,0,,0,0,0,0.0,0,1
145,2013,2013-11-24,11,33.007,DET,,TAM,L 21-24,,,,,,,,,,,,,,
146,2013,2013-11-28,12,33.011,DET,,GNB,W 40-10,,0,0,,0,0,0,,0,0,0,0.5,0,1
147,2013,2013-12-08,13,33.021,DET,@,PHI,L 20-34,,0,0,,0,0,0,,0,0,0,0.0,2,0
148,2013,2013-12-16,14,33.029,DET,,BAL,L 16-18,,0,0,,0,0,0,,0,0,0,0.0,1,0
149,2013,2013-12-22,15,33.035,DET,,NYG,L 20-23,,,,,,,,,,,,,,
