ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
39,1967,1967-10-01,3,28.214,NYJ,,MIA,W 29-7,0,0,,0,0,0,,0,2,26,13.00,0,0,0,0,0,0
40,1967,1967-10-07,4,28.220,NYJ,,OAK,W 27-14,0,0,,0,0,0,,0,2,1,0.50,0,0,0,1,17,0
41,1967,1967-10-15,5,28.228,NYJ,,HOU,T 28-28,0,0,,0,0,0,,0,6,40,6.67,0,0,0,0,0,0
42,1967,1967-10-22,6,28.235,NYJ,@,MIA,W 33-14,0,0,,0,0,0,,0,2,32,16.00,0,0,0,0,0,0
43,1967,1967-10-29,7,28.242,NYJ,,BOS,W 30-23,0,0,,0,0,0,,0,3,40,13.33,0,0,0,1,7,0
44,1967,1967-11-05,8,28.249,NYJ,@,KAN,L 18-42,0,0,,0,0,0,,0,1,2,2.00,0,0,0,0,0,0
45,1967,1967-11-12,9,28.256,NYJ,,BUF,W 20-10,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0,0,0
46,1967,1967-11-19,10,28.263,NYJ,@,BOS,W 29-24,0,0,,0,0,0,,0,2,19,9.50,0,0,0,0,0,0
47,1967,1967-12-03,11,28.277,NYJ,,DEN,L 24-33,0,0,,0,0,0,,0,3,38,12.67,0,0,0,0,0,0
48,1967,1967-12-24,14,28.298,NYJ,@,SDG,W 42-31,0,0,,0,0,0,,0,0,0,,0,0,0,1,3,0
49,1968,1968-09-22,2,29.205,NYJ,@,BOS,W 47-31,0,0,,0,0,0,,0,1,1,1.00,0,0,0,0,0,0
50,1968,1968-10-05,4,29.218,NYJ,,SDG,W 23-20,0,0,,0,0,0,,0,2,1,0.50,0,0,0,0,0,0
51,1968,1968-10-13,5,29.226,NYJ,,DEN,L 13-21,0,0,,0,0,0,,0,2,18,9.00,0,0,0,0,0,0
52,1968,1968-10-20,6,29.233,NYJ,@,HOU,W 20-14,0,0,,0,0,0,,0,2,21,10.50,0,0,0,0,0,0
53,1968,1968-10-27,7,29.240,NYJ,,BOS,W 48-14,0,0,,0,0,0,,0,3,6,2.00,0,0,0,1,16,0
54,1968,1968-11-03,8,29.247,NYJ,,BUF,W 25-21,0,0,,0,0,0,,0,5,33,6.60,0,0,0,0,0,0
55,1968,1968-11-10,9,29.254,NYJ,,HOU,W 26-7,0,0,,0,0,0,,0,1,1,1.00,0,0,0,1,36,0
56,1968,1968-11-17,10,29.261,NYJ,@,OAK,L 32-43,0,0,,0,0,0,,0,1,20,20.00,0,0,0,1,0,0
57,1968,1968-11-24,11,29.268,NYJ,@,SDG,W 37-15,0,0,,0,0,0,,0,1,10,10.00,0,0,0,1,22,0
58,1969,1969-10-05,4,30.218,NYJ,@,BOS,W 23-14,0,0,,0,0,0,,0,0,0,,0,0,0,1,7,0
59,1969,1969-10-12,5,30.225,NYJ,@,CIN,W 21-7,0,0,,0,0,0,,0,0,0,,0,0,0,1,2,0
60,1969,1969-11-02,8,30.246,NYJ,,MIA,W 34-31,0,0,,0,0,0,,0,0,0,,0,0,0,1,1,0
61,1969,1969-11-09,9,30.253,NYJ,,BUF,W 16-6,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
62,1969,1969-11-16,10,30.260,NYJ,,KAN,L 16-34,0,0,,0,0,0,,0,1,2,2.00,0,0,0,0,0,0
63,1969,1969-11-23,11,30.267,NYJ,,CIN,W 40-7,0,0,,0,0,0,,0,2,12,6.00,0,0,0,0,0,0
64,1969,1969-11-30,12,30.274,NYJ,,OAK,L 14-27,0,0,,0,0,0,,0,1,7,7.00,0,0,0,0,0,0
65,1969,1969-12-14,14,30.288,NYJ,@,MIA,W 27-9,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
