ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
47,1994,1994-09-04,1,28.270,CIN,,CLE,L 20-28,2,1,2,2.00,0,50.0%,1.00,0,0,,0
48,1994,1994-09-11,2,28.277,CIN,@,SDG,L 10-27,1,1,11,11.00,0,100.0%,11.00,0,0,,0
49,1994,1994-09-25,4,28.291,CIN,@,HOU,L 13-20,1,0,0,,0,0.0%,0.00,,,,
50,1994,1994-10-02,5,28.298,CIN,,MIA,L 7-23,1,1,2,2.00,0,100.0%,2.00,0,0,,0
51,1994,1994-10-16,6,28.312,CIN,@,PIT,L 10-14,1,1,5,5.00,0,100.0%,5.00,0,0,,0
52,1994,1994-10-23,7,28.319,CIN,@,CLE,L 13-37,2,2,13,6.50,0,100.0%,6.50,0,0,,0
53,1994,1994-10-30,8,28.326,CIN,,DAL,L 20-23,3,1,3,3.00,0,33.3%,1.00,0,0,,0
54,1994,1994-11-06,9,28.333,CIN,@,SEA,W 20-17,5,3,15,5.00,0,60.0%,3.00,0,0,,0
55,1994,1994-11-13,10,28.340,CIN,,HOU,W 34-31,0,0,0,,0,0.0%,,,,,
56,1994,1994-11-20,11,28.347,CIN,,IND,L 13-17,1,1,3,3.00,0,100.0%,3.00,0,0,,0
57,1994,1994-11-27,12,28.354,CIN,@,DEN,L 13-15,,0,0,,0,0.0%,,,,,
58,1994,1994-12-04,13,28.361,CIN,,PIT,L 15-38,,0,0,,0,0.0%,,,,,
59,1994,1994-12-11,14,29.003,CIN,@,NYG,L 20-27,,0,0,,0,0.0%,,,,,
60,1994,1994-12-18,15,29.010,CIN,@,ARI,L 7-28,,0,0,,0,0.0%,,,,,
61,1994,1994-12-24,16,29.016,CIN,,PHI,W 33-30,,0,0,,0,0.0%,,,,,
62,1995,1995-09-03,1,29.269,CIN,@,IND,W 24-21,0,0,0,,0,0.0%,,,,,
63,1995,1995-09-10,2,29.276,CIN,,JAX,W 24-17,1,1,11,11.00,0,100.0%,11.00,0,0,,0
64,1995,1995-10-19,7,29.315,CIN,@,PIT,W 27-9,,0,0,,0,0.0%,,,,,
65,1995,1995-10-29,8,29.325,CIN,,CLE,L 26-29,,0,0,,0,0.0%,,,,,
66,1995,1995-11-05,9,29.332,CIN,,OAK,L 17-20,,0,0,,0,0.0%,,,,,
67,1995,1995-11-12,10,29.339,CIN,@,HOU,W 32-25,2,2,19,9.50,0,100.0%,9.50,0,0,,0
68,1995,1995-11-19,11,29.346,CIN,,PIT,L 31-49,,0,0,,0,0.0%,,,,,
69,1995,1995-11-26,12,29.353,CIN,@,JAX,W 17-13,2,2,7,3.50,0,100.0%,3.50,0,0,,0
70,1995,1995-12-03,13,29.360,CIN,@,GNB,L 10-24,,0,0,,0,0.0%,,,,,
71,1995,1995-12-10,14,30.002,CIN,,CHI,W 16-10,,0,0,,0,0.0%,,,,,
72,1995,1995-12-17,15,30.009,CIN,@,CLE,L 10-26,,0,0,,0,0.0%,,,,,
73,1995,1995-12-24,16,30.016,CIN,,MIN,W 27-24,,0,0,,0,0.0%,,,,,
74,1996,1996-09-01,1,30.268,CIN,@,STL,L 16-26,,0,0,,0,0.0%,,0,0,,0
75,1996,1996-09-08,2,30.275,CIN,@,SDG,L 14-27,,0,0,,0,0.0%,,0,0,,0
76,1996,1996-09-15,3,30.282,CIN,,NOR,W 30-15,0,0,0,,0,0.0%,,0,0,,0
77,1996,1996-09-29,4,30.296,CIN,,DEN,L 10-14,,0,0,,0,0.0%,,0,0,,0
78,1996,1996-10-06,5,30.303,CIN,,HOU,L 27-30,1,1,8,8.00,0,100.0%,8.00,0,0,,0
79,1996,1996-10-13,6,30.310,CIN,@,PIT,L 10-20,,0,0,,0,0.0%,,0,0,,0
80,1996,1996-10-20,7,30.317,CIN,@,SFO,L 21-28,,0,0,,0,0.0%,,0,0,,0
81,1996,1996-10-27,8,30.324,CIN,,JAX,W 28-21,,0,0,,0,0.0%,,0,0,,0
82,1996,1996-11-03,9,30.331,CIN,@,BAL,W 24-21,,0,0,,0,0.0%,,0,0,,0
83,1996,1996-11-10,10,30.338,CIN,,PIT,W 34-24,,0,0,,0,0.0%,,0,0,,0
84,1996,1996-11-17,11,30.345,CIN,@,BUF,L 17-31,0,0,0,,0,0.0%,,1,7,7.00,0
85,1996,1996-11-24,12,30.352,CIN,,ATL,W 41-31,2,1,3,3.00,0,50.0%,1.50,0,0,,0
86,1996,1996-12-01,13,30.359,CIN,@,JAX,L 27-30,1,0,0,,0,0.0%,0.00,1,0,0.00,0
87,1996,1996-12-08,14,31.000,CIN,,BAL,W 21-14,1,1,4,4.00,0,100.0%,4.00,0,0,,0
88,1996,1996-12-15,15,31.007,CIN,@,HOU,W 21-13,1,0,0,,0,0.0%,0.00,0,0,,0
89,1996,1996-12-22,16,31.014,CIN,,IND,W 31-24,,0,0,,0,0.0%,,0,0,,0
90,1997,1997-11-16,11,31.343,PIT,,CIN,W 20-3,,0,0,,0,0.0%,,,,,
91,1997,1997-11-23,12,31.350,PIT,@,PHI,L 20-23,,0,0,,0,0.0%,,,,,
92,1997,1997-11-30,13,31.357,PIT,@,ARI,W 26-20,,0,0,,0,0.0%,,,,,
93,1997,1997-12-07,14,31.364,PIT,,DEN,W 35-24,,0,0,,0,0.0%,,,,,
94,1997,1997-12-13,15,32.005,PIT,@,NWE,W 24-21,,0,0,,0,0.0%,,,,,
95,1997,1997-12-21,16,32.013,PIT,@,TEN,L 6-16,1,1,12,12.00,0,100.0%,12.00,0,0,,0
96,1998,1998-11-29,12,32.356,JAX,@,CIN,W 34-17,,,,,,0.0%,,,,,
97,1998,1998-12-06,13,32.363,JAX,,DET,W 37-22,,,,,,0.0%,,,,,
98,1998,1998-12-13,14,33.005,JAX,,TEN,L 13-16,0,0,0,,0,0.0%,,1,0,0.00,0
99,1998,1998-12-20,15,33.012,JAX,@,MIN,L 10-50,,,,,,0.0%,,,,,
100,1998,1998-12-28,16,33.020,JAX,,PIT,W 21-3,,,,,,0.0%,,,,,
