ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
46,2008,2008-10-27,7,26.011,IND,@,TEN,L 21-31,,0,0,,0,0,0,0.0,1,1,0,0,0
47,2008,2008-11-02,8,26.017,IND,,NWE,W 18-15,,0,0,,0,0,0,0.0,1,0,0,0,0
48,2008,2008-11-09,9,26.024,IND,@,PIT,W 24-20,,0,0,,0,0,0,0.0,2,0,0,0,0
49,2008,2008-11-16,10,26.031,IND,,HOU,W 33-27,,0,0,,0,0,0,0.0,1,1,0,0,0
50,2008,2008-11-23,11,26.038,IND,@,SDG,W 23-20,,0,0,,0,0,0,0.0,2,0,0,0,0
51,2008,2008-11-30,12,26.045,IND,@,CLE,W 10-6,,,,,,,,,,,,,
52,2008,2008-12-07,13,26.052,IND,,CIN,W 35-3,,0,0,,0,0,0,0.0,1,0,0,0,0
53,2008,2008-12-14,14,26.059,IND,,DET,W 31-21,,0,0,,0,0,0,0.0,0,0,0,0,0
54,2008,2008-12-18,15,26.063,IND,@,JAX,W 31-24,,0,0,,0,0,0,0.0,0,0,0,0,0
55,2008,2008-12-28,16,26.073,IND,,TEN,W 23-0,*,0,0,,0,0,0,0.0,1,1,0,0,0
56,2009,2009-09-27,3,26.346,GNB,@,STL,W 36-17,,0,0,,0,0,0,0.0,0,0,0,0,0
57,2009,2009-10-05,4,26.354,GNB,@,MIN,L 23-30,,,,,,,,,,,,,
58,2009,2009-11-08,8,27.023,GNB,@,TAM,L 28-38,,,,,,,,,,,,,
59,2009,2009-11-15,9,27.030,GNB,,DAL,W 17-7,,,,,,,,,,,,,
60,2009,2010-01-03,16,27.079,GNB,@,ARI,W 33-7,,0,0,,0,0,0,0.0,1,0,0,0,0
61,2010,2010-10-17,6,28.001,NOR,@,TAM,W 31-6,,,,,,,,,,,,,
62,2010,2010-10-24,7,28.008,NOR,,CLE,L 17-30,,,,,,,,,,,,,
63,2010,2010-10-31,8,28.015,NOR,,PIT,W 20-10,,,,,,,,,,,,,
64,2010,2010-11-07,9,28.022,NOR,@,CAR,W 34-3,,0,0,,0,0,0,0.0,1,0,0,0,0
65,2010,2010-11-21,10,28.036,NOR,,SEA,W 34-19,,,,,,,,,,,,,
66,2010,2010-12-12,13,28.057,NOR,,STL,W 31-13,,,,,,,,,,,,,
67,2010,2010-12-19,14,28.064,NOR,@,BAL,L 24-30,,0,0,,0,0,0,0.0,0,0,0,0,0
68,2010,2010-12-27,15,28.072,NOR,@,ATL,W 17-14,,,,,,,,,,,,,
69,2010,2011-01-02,16,28.078,NOR,,TAM,L 13-23,,0,0,,0,0,0,0.0,0,1,0,0,0
70,2011,2011-09-12,1,28.331,OAK,@,DEN,W 23-20,,0,0,,0,0,0,0.0,3,0,1,0,0
71,2011,2011-09-18,2,28.337,OAK,@,BUF,L 35-38,*,0,0,,0,0,0,0.0,4,3,0,0,0
72,2011,2011-09-25,3,28.344,OAK,,NYJ,W 34-24,*,0,0,,0,0,0,0.0,3,3,0,0,0
73,2011,2011-10-02,4,28.351,OAK,,NWE,L 19-31,*,0,0,,0,0,0,0.0,3,2,0,0,0
74,2011,2011-10-09,5,28.358,OAK,@,HOU,W 25-20,,0,0,,0,0,0,0.0,2,0,0,0,0
75,2011,2011-10-16,6,29.000,OAK,,CLE,W 24-17,,0,0,,0,0,0,1.0,3,0,0,0,0
76,2011,2011-11-06,8,29.021,OAK,,DEN,L 24-38,,0,0,,0,0,0,0.0,3,0,0,0,0
77,2011,2011-11-10,9,29.025,OAK,@,SDG,W 24-17,*,0,0,,0,0,0,0.0,2,1,1,26,0
78,2011,2011-11-20,10,29.035,OAK,@,MIN,W 27-21,,0,0,,0,0,0,0.0,4,0,1,42,0
79,2011,2011-11-27,11,29.042,OAK,,CHI,W 25-20,,0,0,,0,0,0,0.0,1,0,0,0,0
80,2011,2011-12-04,12,29.049,OAK,@,MIA,L 14-34,*,0,0,,0,0,0,0.0,3,2,0,0,0
81,2011,2011-12-11,13,29.056,OAK,@,GNB,L 16-46,*,0,0,,0,0,0,0.0,2,1,0,0,0
82,2011,2011-12-18,14,29.063,OAK,,DET,L 27-28,*,0,0,,0,0,0,0.0,6,1,0,0,0
83,2011,2011-12-24,15,29.069,OAK,@,KAN,W 16-13,*,0,0,,0,0,0,0.0,9,1,1,62,0
84,2011,2012-01-01,16,29.077,OAK,,SDG,L 26-38,*,0,0,,0,0,0,0.0,4,0,1,0,0
85,2012,2012-09-10,1,29.330,OAK,,SDG,L 14-22,,0,0,,0,0,0,0.0,0,0,0,0,0
86,2012,2012-09-16,2,29.336,OAK,@,MIA,L 13-35,,,,,,,,,,,,,
87,2012,2012-09-23,3,29.343,OAK,,PIT,W 34-31,*,0,0,,0,0,0,0.0,4,2,0,0,0
88,2012,2012-09-30,4,29.350,OAK,@,DEN,L 6-37,*,0,0,,0,0,0,0.0,8,0,0,0,0
89,2012,2012-10-14,5,29.364,OAK,@,ATL,L 20-23,*,0,0,,0,0,0,0.0,3,0,0,0,0
90,2012,2012-10-21,6,30.005,OAK,,JAX,W 26-23,*,0,0,,0,0,0,0.0,1,0,0,0,0
91,2012,2012-10-28,7,30.012,OAK,@,KAN,W 26-16,*,0,0,,0,0,0,0.0,2,0,1,21,0
92,2012,2012-11-04,8,30.019,OAK,,TAM,L 32-42,*,0,0,,0,0,0,0.0,2,1,0,0,0
93,2012,2012-11-11,9,30.026,OAK,@,BAL,L 20-55,*,0,0,,0,0,0,0.0,3,0,0,0,0
94,2012,2012-11-18,10,30.033,OAK,,NOR,L 17-38,*,0,0,,0,0,0,0.0,3,1,0,0,0
95,2012,2012-11-25,11,30.040,OAK,@,CIN,L 10-34,*,0,0,,0,0,0,0.0,2,5,0,0,0
96,2012,2012-12-02,12,30.047,OAK,,CLE,L 17-20,,0,0,,0,0,0,0.0,1,0,1,24,0
97,2012,2012-12-06,13,30.051,OAK,,DEN,L 13-26,*,0,0,,0,0,0,0.0,3,2,0,0,0
98,2012,2012-12-16,14,30.061,OAK,,KAN,W 15-0,*,0,0,,0,0,0,0.0,1,0,0,0,0
99,2012,2012-12-23,15,30.068,OAK,@,CAR,L 6-17,*,0,0,,0,0,0,0.0,1,1,0,0,0
100,2012,2012-12-30,16,30.075,OAK,@,SDG,L 21-24,*,0,0,,0,0,0,0.0,2,0,0,0,0
101,2013,2013-09-08,1,30.327,STL,,ARI,W 27-24,,0,0,,0,0,0,0.0,1,0,0,0,0
102,2013,2013-09-15,2,30.334,STL,@,ATL,L 24-31,,,,,,,,,,,,,
103,2013,2013-09-22,3,30.341,STL,@,DAL,L 7-31,,0,0,,0,0,0,0.0,1,0,0,0,0
104,2013,2013-09-26,4,30.345,STL,,SFO,L 11-35,,0,0,,0,0,0,0.0,1,0,0,0,0
105,2013,2013-10-06,5,30.355,STL,,JAX,W 34-20,*,0,0,,0,0,6,0.0,5,1,1,82,1
106,2013,2013-10-13,6,30.362,STL,@,HOU,W 38-13,,0,0,,0,0,0,0.0,3,0,0,0,0
107,2013,2013-10-20,7,31.004,STL,@,CAR,L 15-30,*,0,0,,0,0,0,0.0,1,0,0,0,0
108,2013,2013-10-28,8,31.012,STL,,SEA,L 9-14,,,,,,,,,,,,,
109,2013,2013-11-03,9,31.018,STL,,TEN,L 21-28,,,,,,,,,,,,,
110,2013,2013-11-10,10,31.025,STL,@,IND,W 38-8,,,,,,,,,,,,,
111,2013,2013-11-24,11,31.039,STL,,CHI,W 42-21,,,,,,,,,,,,,
112,2013,2013-12-01,12,31.046,STL,@,SFO,L 13-23,,1,-5,-5.00,0,0,0,0.0,1,0,0,0,0
113,2013,2013-12-08,13,31.053,STL,@,ARI,L 10-30,,,,,,,,,,,,,
114,2013,2013-12-15,14,31.060,STL,,NOR,W 27-16,,,,,,,,,,,,,
115,2013,2013-12-22,15,31.067,STL,,TAM,W 23-13,,,,,,,,,,,,,
116,2013,2013-12-29,16,31.074,STL,@,SEA,L 9-27,,,,,,,,,,,,,
