ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
23,1973,1973-10-28,7,26.007,HOU,@,CHI,L 14-35,0,0,,0,2,2,100.0,,,,0,2,1,21,21.00,0
24,1973,1973-11-04,8,26.014,HOU,@,BAL,W 31-27,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
25,1973,1973-11-11,9,26.021,HOU,,CLE,L 13-23,0,0,,0,1,1,100.0,2,4,50.0,0,7,0,0,,0
26,1973,1973-11-18,10,26.028,HOU,@,KAN,L 14-38,0,0,,0,2,2,100.0,,,,0,2,,,,
27,1973,1973-11-25,11,26.035,HOU,,NWE,L 0-32,0,0,,0,,,,,1,0.0,0,0,8,330,41.25,0
28,1973,1973-12-02,12,26.042,HOU,,OAK,L 6-17,0,0,,0,,,,2,4,50.0,0,6,9,360,40.00,0
29,1973,1973-12-09,13,26.049,HOU,@,PIT,L 7-33,0,0,,0,1,1,100.0,,,,0,1,6,226,37.67,0
30,1973,1973-12-16,14,26.056,HOU,,CIN,L 24-27,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
31,1974,1974-09-15,1,26.329,HOU,,SDG,W 21-14,0,0,,0,3,3,100.0,,3,0.0,0,3,0,0,,0
32,1974,1974-09-22,2,26.336,HOU,@,CLE,L 7-20,0,0,,0,1,1,100.0,,,,0,1,,,,
33,1974,1974-09-29,3,26.343,HOU,,KAN,L 7-17,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
34,1974,1974-10-06,4,26.350,HOU,,PIT,L 7-13,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
35,1974,1974-10-13,5,26.357,HOU,@,MIN,L 10-51,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
36,1974,1974-10-20,6,26.364,HOU,,STL,L 27-31,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
37,1974,1974-10-27,7,27.006,HOU,@,CIN,W 34-21,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
38,1974,1974-11-03,8,27.013,HOU,@,NYJ,W 27-22,0,0,,0,3,3,100.0,2,4,50.0,0,9,0,0,,0
39,1974,1974-11-10,9,27.020,HOU,@,BUF,W 21-9,0,0,,0,3,3,100.0,,,,0,3,,,,
40,1974,1974-11-17,10,27.027,HOU,,CIN,W 20-3,0,0,,0,2,2,100.0,,,,0,2,,,,
41,1974,1974-11-24,11,27.034,HOU,,DAL,L 0-10,0,0,,0,,,,,1,0.0,0,0,0,0,,0
42,1974,1974-12-01,12,27.041,HOU,@,PIT,W 13-10,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
43,1974,1974-12-08,13,27.048,HOU,@,DEN,L 14-37,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
44,1974,1974-12-15,14,27.055,HOU,,CLE,W 28-24,0,0,,0,4,4,100.0,,,,0,4,,,,
45,1975,1975-09-21,1,27.335,HOU,@,NWE,W 7-0,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
46,1975,1975-09-28,2,27.342,HOU,,SDG,W 33-17,0,0,,0,3,4,75.0,2,4,50.0,0,9,0,0,,0
47,1975,1975-10-05,3,27.349,HOU,,CIN,L 19-21,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
48,1975,1975-10-12,4,27.356,HOU,@,CLE,W 40-10,0,0,,0,4,4,100.0,4,6,66.7,0,16,0,0,,0
49,1975,1975-10-19,5,27.363,HOU,,WAS,W 13-10,0,0,,0,1,2,50.0,,1,0.0,0,1,0,0,,0
50,1975,1975-10-26,6,28.005,HOU,,DET,W 24-8,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
51,1975,1975-11-02,7,28.012,HOU,@,KAN,W 17-13,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
52,1975,1975-11-09,8,28.019,HOU,@,PIT,L 17-24,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
53,1975,1975-11-16,9,28.026,HOU,,MIA,W 20-19,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
54,1975,1975-11-24,10,28.034,HOU,,PIT,L 9-32,0,0,,0,,1,0.0,1,2,50.0,0,3,0,0,,0
55,1975,1975-11-30,11,28.040,HOU,@,CIN,L 19-23,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
56,1975,1975-12-07,12,28.047,HOU,@,SFO,W 27-13,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
57,1975,1975-12-14,13,28.054,HOU,@,OAK,W 27-26,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
58,1975,1975-12-21,14,28.061,HOU,,CLE,W 21-10,0,0,,0,3,3,100.0,,,,0,3,,,,
59,1976,1976-09-12,1,28.327,HOU,,TAM,W 20-0,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
60,1976,1976-09-19,2,28.334,HOU,@,BUF,W 13-3,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
61,1976,1976-09-26,3,28.341,HOU,,OAK,L 13-14,0,0,,0,1,1,100.0,2,4,50.0,0,7,0,0,,0
62,1976,1976-10-03,4,28.348,HOU,@,NOR,W 31-26,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
63,1976,1976-10-10,5,28.355,HOU,,DEN,W 17-3,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
64,1976,1976-10-17,6,28.362,HOU,@,SDG,L 27-30,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
65,1976,1976-10-24,7,29.003,HOU,,CIN,L 7-27,0,0,,0,1,1,100.0,,,,0,1,,,,
66,1976,1976-11-01,8,29.011,HOU,@,BAL,L 14-38,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
67,1976,1976-11-07,9,29.017,HOU,,CLE,L 7-21,0,0,,0,1,1,100.0,,1,0.0,0,1,5,176,35.20,0
68,1976,1976-11-14,10,29.024,HOU,@,CIN,L 27-31,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
69,1976,1976-11-21,11,29.031,HOU,@,PIT,L 16-32,1,0,0.00,0,1,1,100.0,1,1,100.0,0,4,6,194,32.33,1
70,1976,1976-11-28,12,29.038,HOU,,ATL,W 20-14,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
71,1976,1976-12-05,13,29.045,HOU,@,CLE,L 10-13,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
72,1976,1976-12-11,14,29.051,HOU,,PIT,L 0-21,0,0,,0,,,,,1,0.0,0,0,0,0,,0
73,1977,1977-09-18,1,29.332,HOU,,NYJ,W 20-0,0,0,,0,2,3,66.7,,3,0.0,0,2,0,0,,0
