ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
30,2009,2009-12-20,14,25.222,SEA,,TAM,L 7-24,*,8,7,86,12.29,1,87.5%,10.75,0,0,,0,,1,6,0.0,1,0
31,2009,2009-12-27,15,25.229,SEA,@,GNB,L 10-48,*,2,2,24,12.00,1,100.0%,12.00,0,0,,0,,1,6,0.0,0,0
32,2009,2010-01-03,16,25.236,SEA,,TEN,L 13-17,*,3,2,14,7.00,1,66.7%,4.67,0,0,,0,,1,6,0.0,0,0
33,2010,2010-09-12,1,26.123,SEA,,SFO,W 31-6,*,5,3,36,12.00,0,60.0%,7.20,0,0,,0,,0,0,0.0,0,0
34,2010,2010-09-19,2,26.130,SEA,@,DEN,L 14-31,*,10,5,48,9.60,0,50.0%,4.80,0,0,,0,,0,0,0.0,1,0
35,2010,2010-09-26,3,26.137,SEA,,SDG,W 27-20,*,9,5,61,12.20,1,55.6%,6.78,0,0,,0,,1,6,0.0,0,0
36,2010,2010-10-03,4,26.144,SEA,@,STL,L 3-20,*,3,1,15,15.00,0,33.3%,5.00,0,0,,0,,0,0,0.0,0,0
37,2010,2010-10-17,5,26.158,SEA,@,CHI,W 23-20,*,4,2,21,10.50,0,50.0%,5.25,1,0,0.00,0,,0,0,0.0,0,0
38,2010,2010-10-24,6,26.165,SEA,,ARI,W 22-10,*,6,1,3,3.00,0,16.7%,0.50,0,0,,0,,0,0,0.0,0,0
39,2010,2010-10-31,7,26.172,SEA,@,OAK,L 3-33,*,4,3,47,15.67,0,75.0%,11.75,0,0,,0,,0,0,0.0,0,0
40,2010,2010-11-07,8,26.179,SEA,,NYG,L 7-41,*,2,2,9,4.50,0,100.0%,4.50,0,0,,0,,0,0,0.0,0,0
41,2010,2010-11-14,9,26.186,SEA,@,ARI,W 36-18,*,1,,,,,0.0%,,,,,,,,,,,
42,2010,2010-11-21,10,26.193,SEA,@,NOR,L 19-34,*,4,3,14,4.67,0,75.0%,3.50,0,0,,0,,0,0,0.0,0,0
43,2010,2010-11-28,11,26.200,SEA,,KAN,L 24-42,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,1,0
44,2010,2010-12-12,13,26.214,SEA,@,SFO,L 21-40,,,,,,,0.0%,,,,,,,,,,,
45,2010,2010-12-19,14,26.221,SEA,,ATL,L 18-34,*,1,1,31,31.00,0,100.0%,31.00,0,0,,0,,0,0,0.0,0,0
46,2010,2010-12-26,15,26.228,SEA,@,TAM,L 15-38,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,,0,0,0.0,0,0
47,2010,2011-01-02,16,26.235,SEA,,STL,W 16-6,*,3,1,3,3.00,0,33.3%,1.00,0,0,,0,,0,0,0.0,0,0
48,2012,2012-09-09,1,28.120,MIN,,JAX,W 26-23,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
49,2012,2012-09-16,2,28.127,MIN,@,IND,L 20-23,*,,,,,,0.0%,,,,,,,,,,,
50,2012,2012-09-23,3,28.134,MIN,,SFO,W 24-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
51,2012,2012-09-30,4,28.141,MIN,@,DET,W 20-13,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,,0,0,0.0,0,0
52,2012,2012-10-07,5,28.148,MIN,,TEN,W 30-7,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
53,2012,2012-10-14,6,28.155,MIN,@,WAS,L 26-38,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0
54,2012,2012-10-21,7,28.162,MIN,,ARI,W 21-14,,,,,,,0.0%,,,,,,,,,,,
55,2012,2012-11-11,10,28.183,MIN,,DET,W 34-24,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
56,2012,2012-11-25,11,28.197,MIN,@,CHI,L 10-28,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0
57,2012,2012-12-02,12,28.204,MIN,@,GNB,L 14-23,,,,,,,0.0%,,,,,,,,,,,
58,2012,2012-12-09,13,28.211,MIN,,CHI,W 21-14,*,,,,,,0.0%,,,,,,,,,,,
59,2012,2012-12-16,14,28.218,MIN,@,STL,W 36-22,*,3,3,17,5.67,0,100.0%,5.67,0,0,,0,,0,0,0.0,0,0
60,2012,2012-12-23,15,28.225,MIN,@,HOU,W 23-6,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
61,2012,2012-12-30,16,28.232,MIN,,GNB,W 37-34,,,,,,,0.0%,,,,,,,,,,,
62,2013,2013-09-08,1,29.119,MIN,@,DET,L 24-34,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
63,2013,2013-09-15,2,29.126,MIN,@,CHI,L 30-31,,2,1,7,7.00,0,50.0%,3.50,1,1,1.00,0,,0,0,0.0,2,0
64,2013,2013-09-22,3,29.133,MIN,,CLE,L 27-31,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,0,0
65,2013,2013-09-29,4,29.140,MIN,,PIT,W 34-27,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
66,2013,2013-10-13,5,29.154,MIN,,CAR,L 10-35,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
67,2013,2013-10-21,6,29.162,MIN,@,NYG,L 7-23,*,2,1,9,9.00,0,50.0%,4.50,1,12,12.00,0,,0,0,0.0,0,0
68,2013,2013-10-27,7,29.168,MIN,,GNB,L 31-44,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,0,0
69,2013,2013-11-03,8,29.175,MIN,@,DAL,L 23-27,*,6,4,23,5.75,0,66.7%,3.83,0,0,,0,,0,0,0.0,0,0
70,2013,2013-11-07,9,29.179,MIN,,WAS,W 34-27,*,7,7,98,14.00,1,100.0%,14.00,0,0,,0,,1,6,0.0,0,0
71,2013,2013-11-17,10,29.189,MIN,@,SEA,L 20-41,*,7,5,69,13.80,0,71.4%,9.86,0,0,,0,,0,0,0.0,1,0
72,2013,2013-11-24,11,29.196,MIN,@,GNB,T 26-26,*,5,3,36,12.00,0,60.0%,7.20,0,0,,0,,0,0,0.0,0,0
73,2013,2013-12-01,12,29.203,MIN,,CHI,W 23-20,*,6,4,61,15.25,0,66.7%,10.17,0,0,,0,,0,0,0.0,0,0
74,2013,2013-12-08,13,29.210,MIN,@,BAL,L 26-29,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0.0,0,0
75,2014,2014-09-08,1,30.119,ARI,,SDG,W 18-17,*,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0
76,2014,2014-09-14,2,30.125,ARI,@,NYG,W 25-14,*,3,2,43,21.50,0,66.7%,14.33,0,0,,0,,0,0,0.0,0,0
77,2014,2014-09-21,3,30.132,ARI,,SFO,W 23-14,*,3,3,33,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
78,2014,2014-10-05,4,30.146,ARI,@,DEN,L 20-41,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,,0,0,0.0,0,0
79,2014,2014-10-12,5,30.153,ARI,,WAS,W 30-20,*,6,4,14,3.50,0,66.7%,2.33,0,0,,0,,0,0,0.0,0,0
80,2014,2014-10-19,6,30.160,ARI,@,OAK,W 24-13,*,4,2,20,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0
81,2014,2014-10-26,7,30.167,ARI,,PHI,W 24-20,*,6,2,16,8.00,0,33.3%,2.67,0,0,,0,,0,0,0.0,0,0
82,2014,2014-11-02,8,30.174,ARI,@,DAL,W 28-17,*,8,2,19,9.50,1,25.0%,2.38,0,0,,0,,1,6,0.0,0,0
83,2014,2014-11-09,9,30.181,ARI,,STL,W 31-14,*,4,2,33,16.50,0,50.0%,8.25,0,0,,0,,0,0,0.0,0,0
84,2014,2014-11-16,10,30.188,ARI,,DET,W 14-6,*,4,3,37,12.33,0,75.0%,9.25,0,0,,0,,0,0,0.0,0,0
85,2014,2014-11-23,11,30.195,ARI,@,SEA,L 3-19,*,4,3,25,8.33,0,75.0%,6.25,0,0,,0,,0,0,0.0,0,0
86,2014,2014-11-30,12,30.202,ARI,@,ATL,L 18-29,*,3,2,38,19.00,0,66.7%,12.67,0,0,,0,,0,0,0.0,0,0
87,2014,2014-12-07,13,30.209,ARI,,KAN,W 17-14,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,1,0,2,0.0,0,0
88,2014,2014-12-11,14,30.213,ARI,@,STL,W 12-6,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
89,2014,2014-12-21,15,30.223,ARI,,SEA,L 6-35,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,,0,0,0.0,0,0
90,2014,2014-12-28,16,30.230,ARI,@,SFO,L 17-20,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
