ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,sacks,def_int,def_int_yds,def_int_td
28,1975,1975-11-30,11,24.239,NYG,@,DAL,L 3-14,,,,,,,,
29,1975,1975-12-07,12,24.246,NYG,,BAL,L 0-21,,,,,,,,
30,1975,1975-12-14,13,24.253,NYG,,NOR,W 28-14,0,0,,0,0.0,1,0,0
31,1975,1975-12-21,14,24.260,NYG,@,SFO,W 26-23,,,,,,,,
32,1976,1976-09-12,1,25.160,NYG,@,WAS,L 17-19,,,,,,,,
33,1976,1976-09-19,2,25.167,NYG,@,PHI,L 7-20,,,,,,,,
34,1976,1976-09-26,3,25.174,NYG,@,RAM,L 10-24,,,,,,,,
35,1976,1976-10-03,4,25.181,NYG,@,STL,L 21-27,,,,,,,,
36,1976,1976-10-10,5,25.188,NYG,,DAL,L 14-24,,,,,,,,
37,1976,1976-10-17,6,25.195,NYG,@,MIN,L 7-24,,,,,,,,
38,1976,1976-10-24,7,25.202,NYG,,PIT,L 0-27,,,,,,,,
39,1976,1976-10-31,8,25.209,NYG,,PHI,L 0-10,,,,,,,,
40,1976,1976-11-07,9,25.216,NYG,@,DAL,L 3-9,,,,,,,,
41,1976,1976-11-14,10,25.223,NYG,,WAS,W 12-9,,,,,,,,
42,1976,1976-11-21,11,25.230,NYG,@,DEN,L 13-14,,,,,,,,
43,1976,1976-11-28,12,25.237,NYG,,SEA,W 28-16,,,,,,,,
44,1976,1976-12-05,13,25.244,NYG,,DET,W 24-10,0,0,,0,0.0,2,13,0
45,1976,1976-12-12,14,25.251,NYG,,STL,L 14-17,,,,,,,,
46,1977,1977-09-18,1,26.166,NYG,,WAS,W 20-17,,,,,,,,
47,1977,1977-09-25,2,26.173,NYG,@,DAL,L 21-41,,,,,,,,
48,1977,1977-10-02,3,26.180,NYG,@,ATL,L 3-17,,,,,,,,
49,1977,1977-10-09,4,26.187,NYG,,PHI,L 10-28,,,,,,,,
50,1977,1977-10-16,5,26.194,NYG,,SFO,W 20-17,,,,,,,,
51,1977,1977-10-23,6,26.201,NYG,@,WAS,W 17-6,,,,,,,,
52,1977,1977-10-31,7,26.209,NYG,@,STL,L 0-28,,,,,,,,
53,1977,1977-11-06,8,26.215,NYG,,DAL,L 10-24,,,,,,,,
54,1977,1977-11-13,9,26.222,NYG,@,TAM,W 10-0,0,0,,0,0.0,1,0,0
55,1977,1977-11-20,10,26.229,NYG,,CLE,L 7-21,,,,,,,,
56,1977,1977-11-27,11,26.236,NYG,@,CIN,L 13-30,,,,,,,,
57,1977,1977-12-04,12,26.243,NYG,,STL,W 27-7,0,0,,0,0.0,1,9,0
58,1977,1977-12-11,13,26.250,NYG,@,PHI,L 14-17,,,,,,,,
59,1977,1977-12-18,14,26.257,NYG,,CHI,L 9-12,,,,,,,,
60,1978,1978-09-10,2,27.158,NYG,,DAL,L 24-34,,,,,,,,
61,1978,1978-09-17,3,27.165,NYG,,KAN,W 26-10,,,,,,,,
62,1978,1978-10-01,5,27.179,NYG,@,ATL,L 20-23,,,,,,,,
63,1978,1978-10-08,6,27.186,NYG,@,DAL,L 3-24,0,0,,0,0.0,1,0,0
64,1978,1978-10-15,7,27.193,NYG,,TAM,W 17-14,,,,,,,,
65,1978,1978-10-22,8,27.200,NYG,,WAS,W 17-6,0,0,,0,0.0,1,20,0
66,1978,1978-10-29,9,27.207,NYG,@,NOR,L 17-28,,,,,,,,
67,1978,1978-11-05,10,27.214,NYG,@,STL,L 10-20,,,,,,,,
68,1978,1978-11-12,11,27.221,NYG,@,WAS,L 13-16,,,,,,,,
69,1978,1978-11-19,12,27.228,NYG,,PHI,L 17-19,0,0,,0,0.0,1,12,0
70,1978,1978-11-26,13,27.235,NYG,@,BUF,L 17-41,,,,,,,,
71,1978,1978-12-03,14,27.242,NYG,,RAM,L 17-20,,,,,,,,
72,1978,1978-12-10,15,27.249,NYG,,STL,W 17-0,,,,,,,,
73,1978,1978-12-17,16,27.256,NYG,@,PHI,L 3-20,,,,,,,,
74,1979,1979-09-02,1,28.150,NYG,@,PHI,L 17-23,,,,,,,,
75,1979,1979-09-09,2,28.157,NYG,,STL,L 14-27,,,,,,,,
76,1979,1979-09-17,3,28.165,NYG,@,WAS,L 0-27,,,,,,,,
77,1979,1979-09-23,4,28.171,NYG,,PHI,L 13-17,,,,,,,,
78,1979,1979-09-30,5,28.178,NYG,@,NOR,L 14-24,1,20,20.00,0,0.0,0,0,0
79,1979,1979-10-07,6,28.185,NYG,,TAM,W 17-14,,,,,,,,
80,1979,1979-10-14,7,28.192,NYG,,SFO,W 32-16,,,,,,,,
81,1979,1979-10-21,8,28.199,NYG,@,KAN,W 21-17,,,,,,,,
82,1979,1979-10-28,9,28.206,NYG,@,RAM,W 20-14,,,,,,,,
83,1979,1979-11-04,10,28.213,NYG,,DAL,L 14-16,,,,,,,,
84,1979,1979-11-11,11,28.220,NYG,,ATL,W 24-3,,,,,,,,
85,1979,1979-11-18,12,28.227,NYG,@,TAM,L 3-31,,,,,,,,
86,1979,1979-11-25,13,28.234,NYG,,WAS,W 14-6,,,,,,,,
87,1979,1979-12-02,14,28.241,NYG,@,DAL,L 7-28,,,,,,,,
88,1979,1979-12-09,15,28.248,NYG,@,STL,L 20-29,,,,,,,,
89,1979,1979-12-16,16,28.255,NYG,,BAL,L 7-31,,,,,,,,
90,1980,1980-09-07,1,29.155,NYG,@,STL,W 41-35,,,,,,,,
91,1980,1980-09-14,2,29.162,NYG,,WAS,L 21-23,,,,,,,,
92,1980,1980-09-22,3,29.170,NYG,@,PHI,L 3-35,,,,,,,,
93,1980,1980-09-28,4,29.176,NYG,,RAM,L 7-28,,,,,,,,
94,1980,1980-10-05,5,29.183,NYG,@,DAL,L 3-24,,,,,,,,
95,1980,1980-10-12,6,29.190,NYG,,PHI,L 16-31,,,,,,,,
96,1980,1980-10-19,7,29.197,NYG,@,SDG,L 7-44,,,,,,,,
97,1980,1980-10-26,8,29.204,NYG,,DEN,L 9-14,,,,,,,,
98,1980,1980-11-02,9,29.211,NYG,@,TAM,L 13-30,,,,,,,,
99,1980,1980-11-09,10,29.218,NYG,,DAL,W 38-35,0,0,,0,0.0,2,3,0
100,1980,1980-11-16,11,29.225,NYG,,GNB,W 27-21,,,,,,,,
101,1980,1980-11-23,12,29.232,NYG,@,SFO,L 0-12,,,,,,,,
102,1980,1980-11-30,13,29.239,NYG,,STL,L 7-23,,,,,,,,
103,1980,1980-12-07,14,29.246,NYG,@,SEA,W 27-21,,,,,,,,
104,1980,1980-12-13,15,29.252,NYG,@,WAS,L 13-16,0,0,,0,0.0,1,0,0
105,1981,1981-09-06,1,30.154,NYG,,PHI,L 10-24,,,,,,,,
106,1981,1981-09-13,2,30.161,NYG,@,WAS,W 17-7,,,,,,,,
107,1981,1981-09-20,3,30.168,NYG,,NOR,W 20-7,,,,,,,,
108,1981,1981-09-27,4,30.175,NYG,@,DAL,L 10-18,,,,,,,,
109,1981,1981-10-04,5,30.182,NYG,,GNB,L 14-27,,,,,,,,
110,1981,1981-10-11,6,30.189,NYG,,STL,W 34-14,,,,,,,,
111,1981,1981-10-18,7,30.196,NYG,@,SEA,W 32-0,0,0,,0,0.0,1,10,0
112,1981,1981-10-25,8,30.203,NYG,@,ATL,W 27-24,,,,,,,,
113,1981,1981-11-01,9,30.210,NYG,,NYJ,L 7-26,,,,,,,,
114,1981,1981-11-08,10,30.217,NYG,@,GNB,L 24-26,,,,,,,,
115,1981,1981-11-15,11,30.224,NYG,,WAS,L 27-30,,,,,,,,
116,1981,1981-11-22,12,30.231,NYG,@,PHI,W 20-10,,,,,,,,
117,1981,1981-11-29,13,30.238,NYG,@,SFO,L 10-17,,,,,,,,
118,1981,1981-12-13,15,30.252,NYG,@,STL,W 20-10,,,,,,,,
119,1982,1982-09-12,1,31.160,NYG,,ATL,L 14-16,,,,,,,,
120,1982,1982-09-20,2,31.168,NYG,,GNB,L 19-27,,,,,,,,
121,1982,1982-11-21,3,31.230,NYG,,WAS,L 17-27,,,,,,,,
122,1982,1982-11-25,4,31.234,NYG,@,DET,W 13-6,,,,,,,,
123,1982,1982-12-05,5,31.244,NYG,,HOU,W 17-14,,,,,,,,
124,1982,1982-12-11,6,31.250,NYG,,PHI,W 23-7,0,0,,0,1.0,0,0,0
125,1982,1982-12-19,7,31.258,NYG,@,WAS,L 14-15,,,,,,,,
126,1982,1982-12-26,8,31.265,NYG,@,STL,L 21-24,,,,,,,,
127,1982,1983-01-02,9,31.272,NYG,@,PHI,W 26-24,0,0,,0,1.0,0,0,0
128,1983,1983-09-04,1,32.152,NYG,,RAM,L 6-16,,,,,,,,
129,1983,1983-09-11,2,32.159,NYG,@,ATL,W 16-13,,,,,,,,
130,1983,1983-09-18,3,32.166,NYG,@,DAL,L 13-28,,,,,,,,
131,1983,1983-09-26,4,32.174,NYG,,GNB,W 27-3,,,,,,,,
132,1983,1983-10-02,5,32.180,NYG,,SDG,L 34-41,0,0,,0,0.0,1,1,0
133,1983,1983-10-09,6,32.187,NYG,,PHI,L 13-17,,,,,,,,
134,1983,1983-10-16,7,32.194,NYG,@,KAN,L 17-38,,,,,,,,
135,1983,1983-10-24,8,32.202,NYG,@,STL,T 20-20,0,0,,0,1.0,1,6,0
136,1983,1983-10-30,9,32.208,NYG,,DAL,L 20-38,,,,,,,,
137,1983,1983-11-07,10,32.216,NYG,@,DET,L 9-15,0,0,,0,1.0,0,0,0
138,1983,1983-11-13,11,32.222,NYG,,WAS,L 17-33,,,,,,,,
139,1983,1983-11-20,12,32.229,NYG,@,PHI,W 23-0,,,,,,,,
140,1983,1983-11-27,13,32.236,NYG,@,RAI,L 12-27,,,,,,,,
141,1983,1983-12-04,14,32.243,NYG,,STL,L 6-10,0,0,,0,1.0,0,0,0
142,1983,1983-12-11,15,32.250,NYG,,SEA,L 12-17,,,,,,,,
143,1983,1983-12-17,16,32.256,NYG,@,WAS,L 22-31,,,,,,,,
144,1984,1984-10-21,8,33.199,RAI,@,SDG,W 44-37,0,0,,0,0.0,1,9,0
145,1984,1984-10-28,9,33.206,RAI,,DEN,L 19-22,,,,,,,,
146,1984,1984-11-04,10,33.213,RAI,@,CHI,L 6-17,,,,,,,,
147,1984,1984-11-12,11,33.221,RAI,@,SEA,L 14-17,,,,,,,,
148,1984,1984-11-18,12,33.227,RAI,,KAN,W 17-7,,,,,,,,
149,1984,1984-11-25,13,33.234,RAI,,IND,W 21-7,,,,,,,,
150,1984,1984-12-02,14,33.241,RAI,@,MIA,W 45-34,,,,,,,,
151,1984,1984-12-10,15,33.249,RAI,@,DET,W 24-3,,,,,,,,
152,1984,1984-12-16,16,33.255,RAI,,PIT,L 7-13,,,,,,,,
153,1985,1985-09-08,1,34.156,RAI,,NYJ,W 31-0,0,0,,0,2.0,0,0,0
154,1985,1985-09-12,2,34.160,RAI,@,KAN,L 20-36,,,,,,,,
155,1985,1985-09-22,3,34.170,RAI,,SFO,L 10-34,,,,,,,,
156,1985,1985-09-29,4,34.177,RAI,@,NWE,W 35-20,,,,,,,,
157,1985,1985-10-06,5,34.184,RAI,,KAN,W 19-10,0,0,,0,1.0,0,0,0
158,1985,1985-10-13,6,34.191,RAI,,NOR,W 23-13,,,,,,,,
159,1985,1985-10-20,7,34.198,RAI,@,CLE,W 21-20,0,0,,0,1.0,0,0,0
160,1985,1985-10-28,8,34.206,RAI,,SDG,W 34-21,0,0,,0,1.0,0,0,0
161,1985,1985-11-03,9,34.212,RAI,@,SEA,L 3-33,,,,,,,,
162,1985,1985-11-10,10,34.219,RAI,@,SDG,L 34-40,0,0,,0,0.0,1,22,0
163,1985,1985-11-17,11,34.226,RAI,,CIN,W 13-6,,,,,,,,
164,1985,1985-11-24,12,34.233,RAI,,DEN,W 31-28,,,,,,,,
165,1985,1985-12-01,13,34.240,RAI,@,ATL,W 34-24,,,,,,,,
166,1985,1985-12-08,14,34.247,RAI,@,DEN,W 17-14,,,,,,,,
167,1985,1985-12-15,15,34.254,RAI,,SEA,W 13-3,,,,,,,,
168,1985,1985-12-23,16,34.262,RAI,@,RAM,W 16-6,,,,,,,,
169,1986,1986-09-07,1,35.155,CLE,@,CHI,L 31-41,,,,,,,,
170,1986,1986-09-14,2,35.162,CLE,@,HOU,W 23-20,,,,,,,,
171,1986,1986-09-18,3,35.166,CLE,,CIN,L 13-30,,,,,,,,
172,1986,1986-09-28,4,35.176,CLE,,DET,W 24-21,,,,,,,,
173,1986,1986-10-05,5,35.183,CLE,@,PIT,W 27-24,,,,,,,,
174,1986,1986-10-12,6,35.190,CLE,,KAN,W 20-7,,,,,,,,
175,1986,1986-10-19,7,35.197,CLE,,GNB,L 14-17,,,,,,,,
176,1986,1986-10-26,8,35.204,CLE,@,MIN,W 23-20,,,,,,,,
177,1986,1986-11-02,9,35.211,CLE,@,IND,W 24-9,,,,,,,,
178,1986,1986-11-10,10,35.219,CLE,,MIA,W 26-16,,,,,,,,
179,1986,1986-11-16,11,35.225,CLE,@,RAI,L 14-27,,,,,,,,
180,1986,1986-11-23,12,35.232,CLE,,PIT,W 37-31,,,,,,,,
181,1986,1986-11-30,13,35.239,CLE,,HOU,W 13-10,,,,,,,,
182,1986,1986-12-07,14,35.246,CLE,@,BUF,W 21-17,,,,,,,,
183,1986,1986-12-14,15,35.253,CLE,@,CIN,W 34-3,,,,,,,,
184,1986,1986-12-21,16,35.260,CLE,,SDG,W 47-17,,,,,,,,
