ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
27,1952,1952-10-19,4,24.227,RAM,@,DET,L 16-24,14,66,4.71,1,3,0,0.00,0
28,1952,1952-10-26,5,24.234,RAM,,CHI,W 31-7,16,134,8.38,0,0,0,,0
29,1952,1952-11-02,6,24.241,RAM,,DTX,W 42-20,14,111,7.93,2,0,0,,0
30,1952,1952-11-09,7,24.248,RAM,@,DTX,W 27-6,13,82,6.31,0,1,-4,-4.00,0
31,1952,1952-11-16,8,24.255,RAM,@,CHI,W 40-24,15,81,5.40,0,1,10,10.00,0
32,1952,1952-11-23,9,24.262,RAM,,SFO,W 35-9,12,59,4.92,0,2,16,8.00,0
33,1952,1952-11-30,10,24.269,RAM,@,SFO,W 34-21,19,132,6.95,2,0,0,,0
34,1952,1952-12-07,11,24.276,RAM,,GNB,W 45-27,14,29,2.07,2,1,13,13.00,0
35,1952,1952-12-14,12,24.283,RAM,,PIT,W 28-14,12,73,6.08,0,0,0,,0
36,1953,1953-09-27,1,25.205,RAM,,NYG,W 21-7,17,76,4.47,0,1,49,49.00,0
37,1953,1953-10-04,2,25.212,RAM,@,SFO,L 30-31,17,58,3.41,0,0,0,,0
38,1953,1953-10-11,3,25.219,RAM,@,GNB,W 38-20,2,6,3.00,0,1,1,1.00,0
39,1953,1953-10-18,4,25.226,RAM,@,DET,W 31-19,15,23,1.53,0,1,16,16.00,0
40,1953,1953-10-25,5,25.233,RAM,,CHI,W 38-24,14,154,11.00,2,1,2,2.00,0
41,1953,1953-11-01,6,25.240,RAM,,DET,W 37-24,14,79,5.64,0,2,21,10.50,0
42,1953,1953-11-08,7,25.247,RAM,,SFO,L 27-31,21,48,2.29,1,2,9,4.50,0
43,1953,1953-11-15,8,25.254,RAM,@,CRD,T 24-24,14,83,5.93,1,1,5,5.00,0
44,1953,1953-11-22,9,25.261,RAM,@,BAL,W 21-13,14,205,14.64,1,1,8,8.00,0
45,1953,1953-11-29,10,25.268,RAM,@,CHI,L 21-24,2,10,5.00,0,0,0,,0
46,1953,1953-12-05,11,25.274,RAM,,BAL,W 45-2,12,53,4.42,2,1,14,14.00,1
47,1953,1953-12-12,12,25.281,RAM,,GNB,W 33-17,10,84,8.40,0,0,0,,0
48,1954,1954-09-26,1,26.204,RAM,@,BAL,W 48-0,8,3,0.38,1,0,0,,0
49,1954,1954-10-03,2,26.211,RAM,,SFO,T 24-24,9,43,4.78,1,0,0,,0
50,1954,1954-10-10,3,26.218,RAM,@,DET,L 3-21,11,29,2.64,0,2,37,18.50,0
51,1954,1954-10-17,4,26.225,RAM,@,GNB,L 17-35,13,57,4.38,0,0,0,,0
52,1954,1954-10-24,5,26.232,RAM,,CHI,W 42-38,15,123,8.20,3,1,36,36.00,0
53,1954,1954-10-31,6,26.239,RAM,,DET,L 24-27,15,30,2.00,1,0,0,,0
54,1954,1954-11-07,7,26.246,RAM,@,SFO,W 42-34,8,38,4.75,0,0,0,,0
55,1954,1954-11-14,8,26.253,RAM,,CRD,W 28-17,11,53,4.82,0,0,0,,0
56,1954,1954-11-21,9,26.260,RAM,@,NYG,W 17-16,18,71,3.94,1,1,-1,-1.00,0
57,1954,1954-11-28,10,26.267,RAM,@,CHI,L 13-24,20,76,3.80,0,2,30,15.00,0
58,1954,1954-12-04,11,26.273,RAM,,BAL,L 21-22,7,33,4.71,1,1,5,5.00,0
59,1954,1954-12-12,12,26.281,RAM,,GNB,W 35-27,14,43,3.07,3,3,20,6.67,0
60,1955,1955-09-25,1,27.203,RAM,@,SFO,W 23-14,10,30,3.00,1,0,0,,0
61,1955,1955-10-02,2,27.210,RAM,,PIT,W 27-26,13,50,3.85,1,5,29,5.80,0
62,1955,1955-10-09,3,27.217,RAM,@,DET,W 17-10,16,49,3.06,1,1,-4,-4.00,0
63,1955,1955-10-23,5,27.231,RAM,,DET,W 24-13,1,1,1.00,0,0,0,,0
64,1955,1955-11-27,10,27.266,RAM,@,PHI,W 23-21,2,-2,-1.00,0,0,0,,0
65,1955,1955-12-11,12,27.280,RAM,,GNB,W 31-17,1,9,9.00,0,0,0,,0
