ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
81,1995,1995-11-26,12,31.115,CLE,,PIT,L 17-20,,,,
82,1995,1995-12-03,13,31.122,CLE,@,SDG,L 13-31,,,,
83,1995,1995-12-09,14,31.128,CLE,@,MIN,L 11-27,,,,
84,1995,1995-12-17,15,31.136,CLE,,CIN,W 26-10,,,,
85,1995,1995-12-24,16,31.143,CLE,@,JAX,L 21-24,,,,
86,1996,1996-10-27,8,32.085,PHI,,CAR,W 20-9,,,,
87,1996,1996-11-03,9,32.092,PHI,@,DAL,W 31-21,,,,
88,1996,1996-11-10,10,32.099,PHI,,BUF,L 17-24,,,,
89,1996,1996-11-17,11,32.106,PHI,,WAS,L 21-26,,,,
90,1996,1996-11-24,12,32.113,PHI,@,ARI,L 30-36,,,,
91,1996,1996-12-01,13,32.120,PHI,,NYG,W 24-0,,,,
92,1996,1996-12-05,14,32.124,PHI,@,IND,L 10-37,,,,
93,1996,1996-12-14,15,32.133,PHI,@,NYJ,W 21-20,,,,
94,1996,1996-12-22,16,32.141,PHI,,ARI,W 29-19,,,,
