ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
35,2006,2006-11-05,8,24.320,DET,,ATL,W 30-14,*,11,6,138,23.00,1,54.5%,12.55,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
36,2006,2006-11-12,9,24.327,DET,,SFO,L 13-19,*,9,5,81,16.20,0,55.6%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
37,2006,2006-11-19,10,24.334,DET,@,ARI,L 10-17,*,10,5,67,13.40,0,50.0%,6.70,1,2,2.00,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
38,2006,2006-11-23,11,24.338,DET,,MIA,L 10-27,*,12,6,126,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
39,2006,2006-12-03,12,24.348,DET,@,NWE,L 21-28,*,7,3,50,16.67,0,42.9%,7.14,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
40,2006,2006-12-10,13,24.355,DET,,MIN,L 20-30,*,12,6,73,12.17,0,50.0%,6.08,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
41,2006,2006-12-17,14,24.362,DET,@,GNB,L 9-17,*,3,1,11,11.00,0,33.3%,3.67,1,0,0.00,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
42,2006,2006-12-24,15,25.004,DET,,CHI,L 21-26,*,13,6,79,13.17,1,46.2%,6.08,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
43,2006,2006-12-31,16,25.011,DET,@,DAL,W 39-31,*,9,6,104,17.33,2,66.7%,11.56,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
44,2007,2007-09-09,1,25.263,DET,@,OAK,W 36-21,*,6,4,20,5.00,1,66.7%,3.33,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
45,2007,2007-09-16,2,25.270,DET,,MIN,W 20-17,*,13,7,111,15.86,1,53.8%,8.54,1,9,9.00,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
46,2007,2007-09-23,3,25.277,DET,@,PHI,L 21-56,*,16,9,204,22.67,1,56.3%,12.75,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
47,2007,2007-09-30,4,25.284,DET,,CHI,W 37-27,*,6,6,53,8.83,0,100.0%,8.83,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
48,2007,2007-10-07,5,25.291,DET,@,WAS,L 3-34,*,3,3,36,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
49,2007,2007-10-21,6,25.305,DET,,TAM,W 23-16,*,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
50,2007,2007-10-28,7,25.312,DET,@,CHI,W 16-7,*,12,8,77,9.63,0,66.7%,6.42,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
51,2007,2007-11-04,8,25.319,DET,,DEN,W 44-7,*,8,3,44,14.67,0,37.5%,5.50,1,-8,-8.00,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
52,2007,2007-11-11,9,25.326,DET,@,ARI,L 21-31,*,13,7,47,6.71,2,53.8%,3.62,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
53,2007,2007-11-18,10,25.333,DET,,NYG,L 10-16,*,11,6,106,17.67,0,54.5%,9.64,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
54,2007,2007-11-22,11,25.337,DET,,GNB,L 26-37,*,7,3,32,10.67,0,42.9%,4.57,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
55,2007,2007-12-02,12,25.347,DET,@,MIN,L 10-42,*,7,5,85,17.00,0,71.4%,12.14,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
56,2008,2008-09-07,1,26.262,DET,@,ATL,L 21-34,*,5,3,47,15.67,1,60.0%,9.40,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
57,2008,2008-09-14,2,26.269,DET,,GNB,L 25-48,*,7,3,48,16.00,0,42.9%,6.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
58,2008,2008-09-21,3,26.276,DET,@,SFO,L 13-31,*,6,2,18,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
59,2008,2008-10-05,4,26.290,DET,,CHI,L 7-34,*,18,7,96,13.71,0,38.9%,5.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
60,2008,2008-10-12,5,26.297,DET,@,MIN,L 10-12,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
61,2008,2008-10-19,7,26.304,DAL,@,STL,L 14-34,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
62,2008,2008-10-26,8,26.311,DAL,,TAM,W 13-9,*,,2,10,5.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
63,2008,2008-11-02,9,26.318,DAL,@,NYG,L 14-35,,,1,28,28.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
64,2008,2008-11-16,10,26.332,DAL,@,WAS,W 14-10,*,,3,36,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
65,2008,2008-11-23,11,26.339,DAL,,SFO,W 35-22,*,,3,36,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
66,2008,2008-11-27,12,26.343,DAL,,SEA,W 34-9,*,,2,51,25.50,0,,,1,13,13.00,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
67,2008,2008-12-07,13,26.353,DAL,@,PIT,L 13-20,*,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
68,2008,2008-12-14,14,26.360,DAL,,NYG,W 20-8,*,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
69,2008,2008-12-20,15,27.000,DAL,,BAL,L 24-33,*,,3,12,4.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
70,2008,2008-12-28,16,27.008,DAL,@,PHI,L 6-44,,,2,4,2.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
71,2009,2009-09-13,1,27.267,DAL,@,TAM,W 34-21,*,7,3,86,28.67,1,42.9%,12.29,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
72,2009,2009-09-20,2,27.274,DAL,,NYG,L 31-33,*,4,1,18,18.00,0,25.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
73,2009,2009-09-28,3,27.282,DAL,,CAR,W 21-7,*,7,4,75,18.75,0,57.1%,10.71,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
74,2009,2009-10-04,4,27.288,DAL,@,DEN,L 10-17,*,7,3,35,11.67,0,42.9%,5.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
75,2009,2009-10-25,6,27.309,DAL,,ATL,W 37-21,,5,1,16,16.00,0,20.0%,3.20,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
76,2009,2009-11-01,7,27.316,DAL,,SEA,W 38-17,*,7,2,19,9.50,1,28.6%,2.71,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
77,2009,2009-11-08,8,27.323,DAL,@,PHI,W 20-16,*,8,5,75,15.00,0,62.5%,9.38,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
78,2009,2009-11-15,9,27.330,DAL,@,GNB,L 7-17,*,7,5,105,21.00,1,71.4%,15.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
79,2009,2009-11-22,10,27.337,DAL,,WAS,W 7-6,,4,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
80,2009,2009-11-26,11,27.341,DAL,,OAK,W 24-7,*,4,2,15,7.50,1,50.0%,3.75,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
81,2009,2009-12-06,12,27.351,DAL,@,NYG,L 24-31,*,10,6,60,10.00,2,60.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,0,0
82,2009,2009-12-13,13,27.358,DAL,,SDG,L 17-20,*,8,4,74,18.50,0,50.0%,9.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
83,2009,2009-12-19,14,27.364,DAL,@,NOR,W 24-17,*,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
84,2009,2009-12-27,15,28.007,DAL,@,WAS,W 17-0,*,4,1,4,4.00,1,25.0%,1.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
85,2009,2010-01-03,16,28.014,DAL,,PHI,W 24-0,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
86,2010,2010-09-12,1,28.266,DAL,@,WAS,L 7-13,*,7,3,21,7.00,0,42.9%,3.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
87,2010,2010-09-19,2,28.273,DAL,,CHI,L 20-27,,7,4,53,13.25,0,57.1%,7.57,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
88,2010,2010-09-26,3,28.280,DAL,@,HOU,W 27-13,*,6,5,117,23.40,2,83.3%,19.50,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,0,0
89,2010,2010-10-10,4,28.294,DAL,,TEN,L 27-34,*,8,6,87,14.50,1,75.0%,10.88,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
90,2010,2010-10-17,5,28.301,DAL,@,MIN,L 21-24,*,3,3,28,9.33,2,100.0%,9.33,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,0,0
91,2010,2010-10-25,6,28.309,DAL,,NYG,L 35-41,,3,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
92,2010,2010-10-31,7,28.315,DAL,,JAX,L 17-35,*,3,1,21,21.00,0,33.3%,7.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
93,2010,2010-11-07,8,28.322,DAL,@,GNB,L 7-45,*,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
94,2010,2010-11-14,9,28.329,DAL,@,NYG,W 33-20,*,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
95,2010,2010-11-21,10,28.336,DAL,,DET,W 35-19,,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
96,2010,2010-11-25,11,28.340,DAL,,NOR,L 27-30,*,8,5,83,16.60,0,62.5%,10.38,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
97,2010,2010-12-05,12,28.350,DAL,@,IND,W 38-35,,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,,,,,,1,0,2,0.0,0,0
98,2010,2010-12-12,13,28.357,DAL,,PHI,L 27-30,,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
99,2010,2010-12-25,15,29.005,DAL,@,ARI,L 26-27,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
100,2010,2011-01-02,16,29.013,DAL,@,PHI,W 14-13,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
101,2011,2011-09-11,1,29.265,CHI,,ATL,W 30-12,*,4,4,55,13.75,0,100.0%,13.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
102,2011,2011-09-25,3,29.279,CHI,,GNB,L 17-27,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,2,0
103,2011,2011-10-02,4,29.286,CHI,,CAR,W 34-29,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
104,2011,2011-10-10,5,29.294,CHI,@,DET,L 13-24,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
105,2011,2011-10-16,6,29.300,CHI,,MIN,W 39-10,*,4,3,50,16.67,0,75.0%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
106,2011,2011-10-23,7,29.307,CHI,@,TAM,W 24-18,,5,4,59,14.75,1,80.0%,11.80,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
107,2011,2011-11-07,8,29.322,CHI,@,PHI,W 30-24,,6,3,46,15.33,0,50.0%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
108,2011,2011-11-13,9,29.328,CHI,,DET,W 37-13,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
109,2011,2011-11-20,10,29.335,CHI,,SDG,W 31-20,*,8,5,62,12.40,0,62.5%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
110,2011,2011-11-27,11,29.342,CHI,@,OAK,L 20-25,*,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
111,2011,2011-12-04,12,29.349,CHI,,KAN,L 3-10,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
112,2011,2011-12-11,13,29.356,CHI,@,DEN,L 10-13,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
113,2011,2011-12-18,14,29.363,CHI,,SEA,L 14-38,*,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
114,2011,2011-12-25,15,30.005,CHI,@,GNB,L 21-35,*,9,6,81,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0
115,2011,2012-01-01,16,30.012,CHI,@,MIN,W 17-13,*,7,4,60,15.00,1,57.1%,8.57,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0
