ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
35,2002,2002-10-06,4,26.248,ATL,,TAM,L 6-20,*,9,5,61,12.20,0,55.6%,6.78,0,0,,0,0,0,,0,0,0,0.0,,
36,2002,2002-10-13,5,26.255,ATL,@,NYG,W 17-10,*,5,3,31,10.33,1,60.0%,6.20,0,0,,0,1,0,0.00,0,1,6,0.0,,
37,2002,2002-10-20,6,26.262,ATL,,CAR,W 30-0,*,1,,,,,0.0%,,,,,,,,,,,,,,
38,2002,2002-10-27,7,26.269,ATL,@,NOR,W 37-35,*,4,4,62,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0,0.0,,
39,2002,2002-11-03,8,26.276,ATL,,BAL,W 20-17,*,7,3,42,14.00,0,42.9%,6.00,0,0,,0,0,0,,0,0,0,0.0,,
40,2002,2002-11-10,9,26.283,ATL,@,PIT,T 34-34,*,12,6,72,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,,
41,2002,2002-11-17,10,26.290,ATL,,NOR,W 24-17,*,2,,,,,0.0%,,,,,,,,,,,,,,
42,2002,2002-11-24,11,26.297,ATL,@,CAR,W 41-0,*,4,4,104,26.00,0,100.0%,26.00,0,0,,0,0,0,,0,0,0,0.0,,
43,2002,2002-12-01,12,26.304,ATL,@,MIN,W 30-24,*,8,5,114,22.80,1,62.5%,14.25,0,0,,0,0,0,,0,1,6,0.0,,
44,2002,2002-12-08,13,26.311,ATL,@,TAM,L 10-34,*,6,2,3,1.50,0,33.3%,0.50,0,0,,0,0,0,,0,0,0,0.0,,
45,2002,2002-12-15,14,26.318,ATL,,SEA,L 24-30,*,7,4,45,11.25,0,57.1%,6.43,0,0,,0,0,0,,0,0,0,0.0,,
46,2002,2002-12-22,15,26.325,ATL,,DET,W 36-15,*,7,3,54,18.00,1,42.9%,7.71,0,0,,0,0,0,,0,1,6,0.0,,
47,2002,2002-12-29,16,26.332,ATL,@,CLE,L 16-24,*,10,3,77,25.67,1,30.0%,7.70,0,0,,0,1,0,0.00,0,1,6,0.0,,
48,2003,2003-09-07,1,27.219,ATL,@,DAL,W 27-13,,4,2,45,22.50,0,50.0%,11.25,0,0,,0,0,0,,0,0,0,0.0,,
49,2003,2003-10-13,6,27.255,ATL,@,STL,L 0-36,*,4,3,55,18.33,0,75.0%,13.75,0,0,,0,0,0,,0,0,0,0.0,,
50,2003,2003-10-19,7,27.261,ATL,,NOR,L 17-45,*,6,2,32,16.00,1,33.3%,5.33,0,0,,0,0,0,,0,1,6,0.0,,
51,2003,2003-11-02,8,27.275,ATL,,PHI,L 16-23,*,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,0,0,0.0,,
52,2003,2003-11-09,9,27.282,ATL,@,NYG,W 27-7,*,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,0.0,,
53,2003,2003-11-16,10,27.289,ATL,@,NOR,L 20-23,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,0.0,,
54,2003,2003-11-23,11,27.296,ATL,,TEN,L 31-38,,,,,,,0.0%,,,,,,,,,,,,,,
55,2003,2003-11-30,12,27.303,ATL,@,HOU,L 13-17,*,9,4,31,7.75,0,44.4%,3.44,0,0,,0,0,0,,0,0,0,0.0,,
56,2003,2003-12-07,13,27.310,ATL,,CAR,W 20-14,*,6,3,47,15.67,0,50.0%,7.83,0,0,,0,0,0,,0,0,0,0.0,,
57,2003,2003-12-14,14,27.317,ATL,@,IND,L 7-38,*,7,3,38,12.67,0,42.9%,5.43,0,0,,0,0,0,,0,0,0,0.0,,
58,2003,2003-12-20,15,27.323,ATL,@,TAM,W 30-28,*,3,1,13,13.00,1,33.3%,4.33,0,0,,0,0,0,,0,1,6,0.0,,
59,2003,2003-12-28,16,27.331,ATL,,JAX,W 21-14,*,4,2,46,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,0,0,0.0,,
60,2004,2004-09-12,1,28.225,ATL,@,SFO,W 21-19,,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0,0.0,,
61,2004,2004-09-19,2,28.232,ATL,,STL,W 34-17,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,,
62,2004,2004-10-03,4,28.246,ATL,@,CAR,W 27-10,,0,,,,,0.0%,,,,,,,,,,,,,,
63,2004,2004-10-10,5,28.253,ATL,,DET,L 10-17,,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,0.0,,
64,2004,2004-10-17,6,28.260,ATL,,SDG,W 21-20,,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,0.0,,
65,2004,2004-10-24,7,28.267,ATL,@,KAN,L 10-56,,0,,,,,0.0%,,,,,,,,,,,,,,
66,2004,2004-10-31,8,28.274,ATL,@,DEN,W 41-28,,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,0,0,0.0,,
67,2004,2004-11-28,11,28.302,ATL,,NOR,W 24-21,,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0,0.0,,
68,2004,2004-12-12,13,28.316,ATL,,OAK,W 35-10,*,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,0.0,,
69,2004,2004-12-18,14,28.322,ATL,,CAR,W 34-31,,3,3,19,6.33,1,100.0%,6.33,0,0,,0,0,0,,0,1,6,0.0,,
70,2004,2004-12-26,15,28.330,ATL,@,NOR,L 13-26,,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,0,0,0,0.0,,
71,2004,2005-01-02,16,28.337,ATL,@,SEA,L 26-28,,5,3,45,15.00,1,60.0%,9.00,0,0,,0,0,0,,0,1,6,0.0,,
72,2005,2005-09-12,1,29.224,ATL,,PHI,W 14-10,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,,
73,2005,2005-09-18,2,29.230,ATL,@,SEA,L 18-21,,5,5,35,7.00,1,100.0%,7.00,0,0,,0,1,2,2.00,0,1,6,0.0,,
74,2005,2005-09-25,3,29.237,ATL,@,BUF,W 24-16,*,7,4,57,14.25,0,57.1%,8.14,0,0,,0,0,0,,0,0,0,0.0,,
75,2005,2005-10-02,4,29.244,ATL,,MIN,W 30-10,*,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,0,0,0.0,,
76,2005,2005-10-09,5,29.251,ATL,,NWE,L 28-31,,6,5,103,20.60,0,83.3%,17.17,0,0,,0,0,0,,0,0,0,0.0,,
77,2005,2005-10-16,6,29.258,ATL,@,NOR,W 34-31,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
78,2005,2005-10-24,7,29.266,ATL,,NYJ,W 27-14,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
79,2005,2005-11-06,8,29.279,ATL,@,MIA,W 17-10,*,11,8,92,11.50,1,72.7%,8.36,0,0,,0,0,0,,0,1,6,0.0,,
80,2005,2005-11-13,9,29.286,ATL,,GNB,L 25-33,*,6,4,50,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,0,0,0.0,,
81,2005,2005-11-20,10,29.293,ATL,,TAM,L 27-30,,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,,
82,2005,2005-11-24,11,29.297,ATL,@,DET,W 27-7,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
83,2005,2005-12-04,12,29.307,ATL,@,CAR,L 6-24,,7,4,31,7.75,0,57.1%,4.43,0,0,,0,1,5,5.00,0,0,0,0.0,,
84,2005,2005-12-12,13,29.315,ATL,,NOR,W 36-17,,3,1,36,36.00,0,33.3%,12.00,0,0,,0,0,0,,0,0,0,0.0,,
85,2005,2005-12-18,14,29.321,ATL,@,CHI,L 3-16,,11,6,75,12.50,0,54.5%,6.82,0,0,,0,0,0,,0,0,0,0.0,,
86,2005,2005-12-24,15,29.327,ATL,@,TAM,L 24-27,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,,
87,2005,2006-01-01,16,29.335,ATL,,CAR,L 11-44,*,7,4,45,11.25,0,57.1%,6.43,0,0,,0,0,0,,0,0,0,0.0,,
88,2008,2008-09-07,1,32.220,ATL,,DET,W 34-21,,,,,,,0.0%,,,,,,,,,,,,,,
89,2008,2008-09-14,2,32.227,ATL,@,TAM,L 9-24,,,,,,,0.0%,,,,,,,,,,,,,,
90,2008,2008-09-21,3,32.234,ATL,,KAN,W 38-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
91,2008,2008-09-28,4,32.241,ATL,@,CAR,L 9-24,,5,2,10,5.00,0,40.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
92,2008,2008-10-05,5,32.248,ATL,@,GNB,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,
93,2008,2008-10-12,6,32.255,ATL,,CHI,W 22-20,,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,0,0,0.0,0,0
94,2008,2008-10-26,7,32.269,ATL,@,PHI,L 14-27,,6,3,20,6.67,0,50.0%,3.33,0,0,,0,0,0,,0,0,0,0.0,0,0
95,2008,2008-11-02,8,32.276,ATL,@,OAK,W 24-0,,1,,,,,0.0%,,,,,,,,,,,,,,
96,2008,2008-11-09,9,32.283,ATL,,NOR,W 34-20,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
97,2008,2008-11-16,10,32.290,ATL,,DEN,L 20-24,,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0,,0,0,0,0.0,0,0
98,2008,2008-11-23,11,32.297,ATL,,CAR,W 45-28,,2,1,9,9.00,0,50.0%,4.50,1,5,5.00,0,1,2,2.00,0,0,0,0.0,0,0
99,2008,2008-11-30,12,32.304,ATL,@,SDG,W 22-16,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
100,2008,2008-12-07,13,32.311,ATL,@,NOR,L 25-29,,4,2,8,4.00,1,50.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,0,0
101,2008,2008-12-14,14,32.318,ATL,,TAM,W 13-10,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
102,2008,2008-12-21,15,32.325,ATL,@,MIN,W 24-17,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,0.0,0,0
103,2008,2008-12-28,16,32.332,ATL,,STL,W 31-27,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0.0,0,0
104,2009,2009-09-13,1,33.225,ATL,,MIA,W 19-7,,0,0,0,,0,0.0%,,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
105,2009,2009-09-20,2,33.232,ATL,,CAR,W 28-20,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
106,2009,2009-09-27,3,33.239,ATL,@,NWE,L 10-26,*,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,0.0,0,1
107,2009,2009-10-11,4,33.253,ATL,@,SFO,W 45-10,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0
108,2009,2009-10-18,5,33.260,ATL,,CHI,W 21-14,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,1,0
109,2009,2009-10-25,6,33.267,ATL,@,DAL,L 21-37,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,0.0,1,0
110,2009,2009-11-02,7,33.275,ATL,@,NOR,L 27-35,,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,,0,0,0,0.0,0,0
111,2009,2009-11-08,8,33.281,ATL,,WAS,W 31-17,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
112,2009,2009-12-06,12,33.309,ATL,,PHI,L 7-34,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
113,2009,2009-12-13,13,33.316,ATL,,NOR,L 23-26,,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,0.0,0,0
114,2010,2010-09-12,1,34.224,ATL,@,PIT,L 9-15,,1,,,,,0.0%,,,,,,,,,,,,,,
115,2010,2010-09-19,2,34.231,ATL,,ARI,W 41-7,,3,3,31,10.33,1,100.0%,10.33,0,0,,0,0,0,,0,1,6,0.0,0,0
116,2010,2010-09-26,3,34.238,ATL,@,NOR,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,
117,2010,2010-10-03,4,34.245,ATL,,SFO,W 16-14,,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
118,2010,2010-10-10,5,34.252,ATL,@,CLE,W 20-10,,2,,,,,0.0%,,,,,,,,,,,,,,
119,2010,2010-10-17,6,34.259,ATL,@,PHI,L 17-31,,,,,,,0.0%,,,,,,,,,,,,,,
120,2010,2010-10-24,7,34.266,ATL,,CIN,W 39-32,,2,2,8,4.00,1,100.0%,4.00,0,0,,0,0,0,,0,1,6,0.0,0,0
121,2010,2010-11-07,8,34.280,ATL,,TAM,W 27-21,,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,0.0,0,0
122,2010,2010-11-11,9,34.284,ATL,,BAL,W 26-21,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,0.0,0,0
123,2010,2010-11-21,10,34.294,ATL,@,STL,W 34-17,,3,1,12,12.00,1,33.3%,4.00,0,0,,0,0,0,,0,1,6,0.0,0,0
124,2010,2010-11-28,11,34.301,ATL,,GNB,W 20-17,,,,,,,0.0%,,,,,,,,,,,,,,
125,2010,2010-12-05,12,34.308,ATL,@,TAM,W 28-24,,2,0,0,,0,0.0%,0.00,1,18,18.00,0,0,0,,0,0,0,0.0,0,0
126,2010,2010-12-12,13,34.315,ATL,@,CAR,W 31-10,,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,0,0
127,2010,2010-12-19,14,34.322,ATL,@,SEA,W 34-18,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
128,2010,2010-12-27,15,34.330,ATL,,NOR,L 14-17,*,1,,,,,0.0%,,,,,,,,,,,,,,
129,2010,2011-01-02,16,34.336,ATL,,CAR,W 31-10,,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,0.0,0,0
