ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
28,2014,2014-12-07,13,24.286,IND,@,CLE,W 25-24,*,3,1,5,5.00,0,33.3%,1.67,0,0,,0,,0,0,0.0,0,0
29,2014,2014-12-14,14,24.293,IND,,HOU,W 17-10,*,4,2,16,8.00,1,50.0%,4.00,0,0,,0,,1,6,0.0,0,0
30,2014,2014-12-21,15,24.300,IND,@,DAL,L 7-42,*,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
31,2015,2015-09-13,1,25.201,IND,@,BUF,L 14-27,*,6,3,17,5.67,1,50.0%,2.83,0,0,,0,,1,6,0.0,0,0
32,2015,2015-09-21,2,25.209,IND,,NYJ,L 7-20,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
33,2015,2015-10-08,5,25.226,IND,@,HOU,W 27-20,*,1,1,21,21.00,0,100.0%,21.00,0,0,,0,,0,0,0.0,0,0
34,2015,2015-10-18,6,25.236,IND,,NWE,L 27-34,*,3,3,23,7.67,0,100.0%,7.67,0,0,,0,,0,0,0.0,0,0
35,2015,2015-10-25,7,25.243,IND,,NOR,L 21-27,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
36,2015,2015-11-02,8,25.251,IND,@,CAR,L 26-29,*,3,1,4,4.00,0,33.3%,1.33,0,0,,0,,0,0,0.0,0,0
37,2015,2015-11-08,9,25.257,IND,,DEN,W 27-24,*,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
38,2015,2015-11-22,10,25.271,IND,@,ATL,W 24-21,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
39,2015,2015-11-29,11,25.278,IND,,TAM,W 25-12,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0.0,0,0
40,2015,2015-12-06,12,25.285,IND,@,PIT,L 10-45,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
41,2015,2015-12-13,13,25.292,IND,@,JAX,L 16-51,*,3,2,-3,-1.50,0,66.7%,-1.00,0,0,,0,,0,0,0.0,0,0
42,2015,2015-12-20,14,25.299,IND,,HOU,L 10-16,,2,1,5,5.00,0,50.0%,2.50,1,1,1.00,0,,0,0,0.0,0,0
43,2015,2015-12-27,15,25.306,IND,@,MIA,W 18-12,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
44,2016,2016-09-11,1,26.200,IND,,DET,L 35-39,*,6,4,53,13.25,1,66.7%,8.83,0,0,,0,1,1,8,0.0,0,0
45,2016,2016-09-18,2,26.207,IND,@,DEN,L 20-34,*,4,2,25,12.50,0,50.0%,6.25,0,0,,0,,0,0,0.0,0,0
46,2016,2016-09-25,3,26.214,IND,,SDG,W 26-22,*,5,3,35,11.67,0,60.0%,7.00,0,0,,0,,0,0,0.0,0,0
47,2016,2016-10-02,4,26.221,IND,@,JAX,L 27-30,*,4,2,20,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0
48,2016,2016-10-09,5,26.228,IND,,CHI,W 29-23,*,6,6,50,8.33,1,100.0%,8.33,0,0,,0,,1,6,0.0,0,0
49,2016,2016-10-16,6,26.235,IND,@,HOU,L 23-26,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,,0,0,0.0,0,0
50,2016,2016-11-06,9,26.256,IND,@,GNB,W 31-26,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,,0,0,0.0,0,0
51,2016,2016-11-20,10,26.270,IND,,TEN,W 24-17,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
52,2016,2016-11-24,11,26.274,IND,,PIT,L 7-28,*,6,5,49,9.80,0,83.3%,8.17,0,0,,0,,0,0,0.0,0,0
53,2016,2016-12-05,12,26.285,IND,@,NYJ,W 41-10,*,4,4,72,18.00,3,100.0%,18.00,0,0,,0,,3,18,0.0,0,0
54,2016,2016-12-11,13,26.291,IND,,HOU,L 17-22,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
55,2016,2016-12-18,14,26.298,IND,@,MIN,W 34-6,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0
56,2016,2016-12-24,15,26.304,IND,@,OAK,L 25-33,*,4,3,31,10.33,0,75.0%,7.75,0,0,,0,,0,0,0.0,0,0
57,2016,2017-01-01,16,26.312,IND,,JAX,W 24-20,*,3,3,34,11.33,1,100.0%,11.33,0,0,,0,,1,6,0.0,0,0
58,2017,2017-09-07,1,27.195,NWE,,KAN,L 27-42,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
59,2017,2017-09-17,2,27.205,NWE,@,NOR,W 36-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
60,2017,2017-09-24,3,27.212,NWE,,HOU,W 36-33,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
61,2017,2017-10-01,4,27.219,NWE,,CAR,L 30-33,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
62,2017,2017-10-05,5,27.223,NWE,@,TAM,W 19-14,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
63,2017,2017-10-15,6,27.233,NWE,@,NYJ,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
64,2017,2017-10-22,7,27.240,NWE,,ATL,W 23-7,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
65,2017,2017-10-29,8,27.247,NWE,,LAC,W 21-13,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
66,2017,2017-11-12,9,27.261,NWE,@,DEN,W 41-16,,2,1,11,11.00,1,50.0%,5.50,0,0,,0,,1,6,0.0,0,0
67,2017,2017-11-19,10,27.268,NWE,@,OAK,W 33-8,*,2,2,24,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
68,2017,2017-11-26,11,27.275,NWE,,MIA,W 35-17,*,2,1,2,2.00,0,50.0%,1.00,0,0,,0,,0,0,0.0,0,0
69,2017,2017-12-03,12,27.282,NWE,@,BUF,W 23-3,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
70,2017,2017-12-11,13,27.290,NWE,@,MIA,L 20-27,*,5,2,10,5.00,0,40.0%,2.00,0,0,,0,,0,0,0.0,0,0
71,2017,2017-12-17,14,27.296,NWE,@,PIT,W 27-24,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
72,2017,2017-12-24,15,27.303,NWE,,BUF,W 37-16,,2,2,26,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
73,2017,2017-12-31,16,27.310,NWE,,NYJ,W 26-6,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
74,2018,2018-09-09,1,28.197,NWE,,HOU,W 27-20,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
75,2018,2018-09-16,2,28.204,NWE,@,JAX,L 20-31,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
76,2018,2018-09-23,3,28.211,NWE,@,DET,L 10-26,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
