ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,def_int,def_int_yds,def_int_td
53,2000,2000-11-30,13,25.347,DET,@,MIN,L 17-24,*,,,,,
54,2001,2001-11-04,7,26.320,DET,@,SFO,L 13-21,,,,,,
55,2001,2001-11-11,8,26.327,DET,,TAM,L 17-20,,,,,,
56,2001,2001-11-18,9,26.334,DET,@,ARI,L 38-45,,,,,,
57,2001,2001-11-22,10,26.338,DET,,GNB,L 27-29,,,,,,
58,2001,2001-12-02,11,26.348,DET,@,CHI,L 10-13,,0,0,1,0,0
59,2001,2001-12-09,12,26.355,DET,@,TAM,L 12-15,,,,,,
60,2001,2001-12-16,13,26.362,DET,,MIN,W 27-24,*,,,,,
61,2001,2001-12-23,14,27.004,DET,@,PIT,L 14-47,*,,,,,
62,2001,2001-12-30,15,27.011,DET,,CHI,L 0-24,*,,,,,
63,2001,2002-01-06,16,27.018,DET,,DAL,W 15-10,,,,,,
64,2002,2002-09-08,1,27.263,DAL,@,HOU,L 10-19,*,,,,,
65,2002,2002-10-13,6,27.298,GNB,@,NWE,W 28-10,,0,0,1,0,0
66,2002,2002-10-20,7,27.305,GNB,,WAS,W 30-9,,,,,,
67,2002,2002-12-08,13,27.354,GNB,,MIN,W 26-22,,,,,,
68,2002,2002-12-15,14,27.361,GNB,@,SFO,W 20-14,,,,,,
69,2002,2002-12-22,15,28.003,GNB,,BUF,W 10-0,,,,,,
70,2002,2002-12-29,16,28.010,GNB,@,NYJ,L 17-42,,,,,,
