ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
58,1992,1992-10-25,8,28.208,SEA,@,NYG,L 10-23,,,,,,0.0%,,,,,,,
59,1992,1992-11-08,9,28.222,SEA,,WAS,L 3-16,,,,,,0.0%,,,,,,,
60,1992,1992-11-15,10,28.229,SEA,@,RAI,L 3-20,,,,,,0.0%,,,,,,,
61,1992,1992-11-22,11,28.236,SEA,,KAN,L 14-24,,,,,,0.0%,,,,,,,
62,1993,1993-09-05,1,29.158,DEN,@,NYJ,W 26-20,,0,0,,0,0.0%,,0,0,1.0,0,0,0
63,1993,1993-09-12,2,29.165,DEN,,SDG,W 34-17,,0,0,,0,0.0%,,,,,,,
64,1993,1993-09-20,3,29.173,DEN,@,KAN,L 7-15,,0,0,,0,0.0%,,,,,,,
65,1993,1993-10-03,4,29.186,DEN,,IND,W 35-13,,0,0,,0,0.0%,,,,,,,
66,1993,1993-10-10,5,29.193,DEN,@,GNB,L 27-30,,0,0,,0,0.0%,,,,,,,
67,1993,1993-10-18,6,29.201,DEN,,RAI,L 20-23,,0,0,,0,0.0%,,,,,,,
68,1993,1993-10-31,7,29.214,DEN,,SEA,W 28-17,,0,0,,0,0.0%,,,,,,,
69,1993,1993-11-07,8,29.221,DEN,@,CLE,W 29-14,,0,0,,0,0.0%,,,,,,,
70,1993,1993-11-14,9,29.228,DEN,,MIN,L 23-26,,0,0,,0,0.0%,,,,,,,
71,1993,1993-11-21,10,29.235,DEN,,PIT,W 37-13,,0,0,,0,0.0%,,,,,,,
72,1993,1993-11-28,11,29.242,DEN,@,SEA,W 17-9,,0,0,,0,0.0%,,0,0,1.0,0,0,0
73,1993,1993-12-05,12,29.249,DEN,@,SDG,L 10-13,1,1,1,1.00,1,100.0%,1.00,1,6,0.0,0,0,0
74,1993,1993-12-12,13,29.256,DEN,,KAN,W 27-21,,0,0,,0,0.0%,,,,,,,
75,1993,1993-12-18,14,29.262,DEN,@,CHI,W 13-3,,0,0,,0,0.0%,,,,,,,
76,1993,1993-12-26,15,29.270,DEN,,TAM,L 10-17,,0,0,,0,0.0%,,0,0,0.0,1,9,0
77,1993,1994-01-02,16,29.277,DEN,@,RAI,L 30-33,,0,0,,0,0.0%,,,,,,,
78,1994,1994-11-27,12,30.241,DEN,,CIN,W 15-13,,,,,,0.0%,,,,,,,
79,1994,1994-12-04,13,30.248,DEN,@,KAN,W 20-17,,,,,,0.0%,,,,,,,
80,1994,1994-12-11,14,30.255,DEN,@,RAI,L 13-23,,,,,,0.0%,,,,,,,
81,1994,1994-12-17,15,30.261,DEN,@,SFO,L 19-42,,,,,,0.0%,,,,,,,
82,1995,1995-10-08,6,31.191,DEN,@,NWE,W 37-3,,,,,,0.0%,,,,,,,
83,1995,1995-10-16,7,31.199,DEN,,OAK,W 27-0,,,,,,0.0%,,,,,,,
84,1995,1995-10-22,8,31.205,DEN,,KAN,L 7-21,,,,,,0.0%,,,,,,,
85,1995,1995-11-05,9,31.219,DEN,,ARI,W 38-6,,,,,,0.0%,,,,,,,
86,1995,1995-11-12,10,31.226,DEN,@,PHI,L 13-31,,,,,,0.0%,,,,,,,
87,1995,1995-11-19,11,31.233,DEN,,SDG,W 30-27,,,,,,0.0%,,,,,,,
88,1995,1995-11-26,12,31.240,DEN,@,HOU,L 33-42,,,,,,0.0%,,,,,,,
89,1995,1995-12-03,13,31.247,DEN,,JAX,W 31-23,,,,,,0.0%,,,,,,,
90,1995,1995-12-10,14,31.254,DEN,,SEA,L 27-31,,,,,,0.0%,,,,,,,
91,1995,1995-12-17,15,31.261,DEN,@,KAN,L 17-20,,,,,,0.0%,,,,,,,
92,1995,1995-12-24,16,31.268,DEN,@,OAK,W 31-28,,,,,,0.0%,,,,,,,
