ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
149,1976,1976-10-25,7,37.050,WAS,,STL,W 20-10,,4,6,66.67,35,0,1,42.4,0,0,5.83,-1.67,3,1,0.33,0,0,0,,0,0,0,0,0,,0
150,1976,1976-10-31,8,37.056,WAS,,DAL,L 7-20,*,9,16,56.25,87,0,1,45.6,0,0,5.44,2.63,0,0,,0,0,0,,0,0,0,0,0,,0
151,1976,1976-11-21,11,37.077,WAS,@,STL,W 16-10,*,9,20,45.00,110,0,1,41.7,0,0,5.50,3.25,1,0,0.00,0,0,0,,0,0,0,0,0,,0
152,1976,1976-11-28,12,37.084,WAS,,PHI,W 24-0,*,10,18,55.56,119,3,0,115.5,0,0,6.61,9.94,1,2,2.00,0,0,0,,0,0,0,0,0,,0
153,1976,1976-12-05,13,37.091,WAS,@,NYJ,W 37-16,*,13,17,76.47,142,3,0,140.2,0,0,8.35,11.88,2,3,1.50,0,0,0,,0,0,0,0,0,,0
154,1976,1976-12-12,14,37.098,WAS,@,DAL,W 27-14,*,14,30,46.67,199,1,2,51.9,0,0,6.63,4.30,1,-1,-1.00,0,0,0,,0,0,0,0,0,,0
155,1977,1977-09-18,1,38.013,WAS,@,NYG,L 17-20,*,13,26,50.00,153,1,1,65.1,0,0,5.88,4.92,0,0,,0,0,0,,0,0,0,0,0,,0
156,1977,1977-09-25,2,38.020,WAS,,ATL,W 10-6,*,13,29,44.83,168,1,2,46.3,0,0,5.79,3.38,2,-5,-2.50,0,0,0,,0,0,0,0,0,,0
157,1977,1977-10-02,3,38.027,WAS,,STL,W 24-14,*,12,21,57.14,206,3,0,130.2,0,0,9.81,12.67,0,0,,0,0,0,,0,0,0,0,0,,0
158,1977,1977-10-09,4,38.034,WAS,@,TAM,W 10-0,*,11,22,50.00,134,0,1,50.2,0,0,6.09,4.05,1,0,0.00,0,0,0,,0,0,0,0,0,,0
159,1977,1977-10-16,5,38.041,WAS,@,DAL,L 16-34,*,4,15,26.67,45,0,0,39.6,0,0,3.00,3.00,0,0,,0,0,0,,0,0,0,0,0,,0
160,1977,1977-10-23,6,38.048,WAS,,NYG,L 6-17,*,20,39,51.28,217,0,1,57.3,0,0,5.56,4.41,1,10,10.00,0,0,0,,0,0,0,0,0,,0
161,1977,1977-12-10,13,38.096,WAS,@,STL,W 26-20,*,14,28,50.00,120,1,0,73.5,0,0,4.29,5.00,5,9,1.80,0,0,0,,0,0,0,0,0,,0
162,1977,1977-12-17,14,38.103,WAS,,RAM,W 17-14,*,12,21,57.14,144,2,2,70.4,0,0,6.86,4.48,1,6,6.00,0,0,0,,0,0,0,0,0,,0
163,1978,1978-09-17,3,39.012,WAS,@,STL,W 28-10,,1,2,50.00,2,0,0,56.2,0,0,1.00,1.00,1,1,1.00,0,0,0,,0,0,0,0,0,,0
164,1978,1978-10-29,9,39.054,WAS,,SFO,W 38-20,*,12,23,52.17,185,2,0,108.1,0,0,8.04,9.78,0,0,,0,0,0,,0,0,0,0,0,,0
165,1978,1978-11-06,10,39.062,WAS,@,BAL,L 17-21,*,2,11,18.18,38,1,2,32.2,0,0,3.45,-2.91,0,0,,0,0,0,,0,0,0,0,0,,0
166,1978,1978-11-23,13,39.079,WAS,@,DAL,L 10-37,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1978,1978-12-16,16,39.102,WAS,,CHI,L 10-14,,8,10,80.00,91,1,1,98.3,0,0,9.10,6.60,0,0,,0,0,0,,0,0,0,0,0,,0
