ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
23,2000,2000-10-29,9,23.084,SFO,,STL,L 24-34,*,,,,,,,,,,,,,,
24,2000,2000-11-05,10,23.091,SFO,@,NOR,L 15-31,*,,,,,,,,,,,,,,
25,2000,2000-11-12,11,23.098,SFO,,KAN,W 21-7,,,,,,,,,,,,,,,
26,2000,2000-11-19,12,23.105,SFO,,ATL,W 16-6,,,,,,,,,,,,,,,
27,2000,2000-12-10,14,23.126,SFO,,NOR,L 27-31,,,,,,,,,,,,,,,
28,2000,2000-12-17,15,23.133,SFO,,CHI,W 17-0,,,,,,,,,,,,,,,
29,2001,2001-12-02,11,24.118,BUF,@,SFO,L 0-35,,,,,,,,,,,,,,,
30,2001,2001-12-09,12,24.125,BUF,,CAR,W 25-24,,,,,,,,,,,,,,,
31,2001,2001-12-16,13,24.132,BUF,,NWE,L 9-12,,,,,,,,,,,,,,,
32,2001,2001-12-23,14,24.139,BUF,@,ATL,L 30-33,,,,,,,,,,,,,,,
33,2001,2001-12-30,15,24.146,BUF,@,NYJ,W 14-9,*,,,,,,,,,,,,,,
34,2001,2002-01-06,16,24.153,BUF,@,MIA,L 7-34,*,0,0,,0,0,0,,0,1.0,,,0,0,0
35,2002,2002-09-08,1,25.033,BUF,,NYJ,L 31-37,*,,,,,,,,,,,,,,
36,2002,2002-09-15,2,25.040,BUF,@,MIN,W 45-39,*,,,,,,,,,,,,,,
37,2002,2002-09-22,3,25.047,BUF,@,DEN,L 23-28,*,,,,,,,,,,,,,,
38,2002,2002-09-29,4,25.054,BUF,,CHI,W 33-27,*,,,,,,,,,,,,,,
39,2002,2002-10-06,5,25.061,BUF,,OAK,L 31-49,*,,,,,,,,,,,,,,
40,2002,2002-10-13,6,25.068,BUF,@,HOU,W 31-24,*,,,,,,,,,,,,,,
41,2002,2002-10-20,7,25.075,BUF,@,MIA,W 23-10,*,0,0,,0,0,0,,0,1.0,,,0,0,0
42,2002,2002-10-27,8,25.082,BUF,,DET,W 24-17,*,,,,,,,,,,,,,,
43,2002,2002-11-03,9,25.089,BUF,,NWE,L 7-38,*,,,,,,,,,,,,,,
44,2002,2002-11-17,10,25.103,BUF,@,KAN,L 16-17,*,,,,,,,,,,,,,,
45,2002,2002-11-24,11,25.110,BUF,@,NYJ,L 13-31,*,,,,,,,,,,,,,,
46,2002,2002-12-01,12,25.117,BUF,,MIA,W 38-21,*,,,,,,,,,,,,,,
47,2002,2002-12-08,13,25.124,BUF,@,NWE,L 17-27,*,,,,,,,,,,,,,,
48,2002,2002-12-15,14,25.131,BUF,,SDG,W 20-13,*,,,,,,,,,,,,,,
49,2002,2002-12-22,15,25.138,BUF,@,GNB,L 0-10,*,,,,,,,,,,,,,,
50,2002,2002-12-29,16,25.145,BUF,,CIN,W 27-9,*,,,,,,,,,,,,,,
51,2003,2003-09-07,1,26.032,BUF,,NWE,W 31-0,*,,,,,,,,,,,,,,
52,2003,2003-09-14,2,26.039,BUF,@,JAX,W 38-17,*,,,,,,,,,,,,,,
53,2003,2003-09-21,3,26.046,BUF,@,MIA,L 7-17,*,,,,,,,,,,,,,,
54,2003,2003-09-28,4,26.053,BUF,,PHI,L 13-23,*,,,,,,,,,,,,,,
55,2003,2003-10-05,5,26.060,BUF,,CIN,W 22-16,,,,,,,,,,,,,,,
56,2003,2003-10-12,6,26.067,BUF,@,NYJ,L 3-30,,0,0,,0,0,0,,0,0.5,,,0,0,0
57,2003,2003-10-19,7,26.074,BUF,,WAS,W 24-7,,,,,,,,,,,,,,,
58,2003,2003-10-26,8,26.081,BUF,@,KAN,L 5-38,,,,,,,,,,,,,,,
59,2003,2003-11-09,9,26.095,BUF,@,DAL,L 6-10,,,,,,,,,,,,,,,
60,2003,2003-11-16,10,26.102,BUF,,HOU,L 10-12,,,,,,,,,,,,,,,
61,2003,2003-11-23,11,26.109,BUF,,IND,L 14-17,*,,,,,,,,,,,,,,
62,2003,2003-11-30,12,26.116,BUF,@,NYG,W 24-7,,,,,,,,,,,,,,,
63,2003,2003-12-07,13,26.123,BUF,,NYJ,W 17-6,,,,,,,,,,,,,,,
64,2003,2003-12-14,14,26.130,BUF,@,TEN,L 26-28,,,,,,,,,,,,,,,
65,2003,2003-12-21,15,26.137,BUF,,MIA,L 3-20,*,,,,,,,,,,,,,,
66,2003,2003-12-27,16,26.143,BUF,@,NWE,L 0-31,,0,0,,0,1,0,0.00,0,0.0,,,0,0,0
67,2004,2004-09-12,1,27.037,BUF,,JAX,L 10-13,,,,,,,,,,,,,,,
68,2004,2004-09-19,2,27.044,BUF,@,OAK,L 10-13,,,,,,,,,,,,,,,
69,2004,2004-10-03,3,27.058,BUF,,NWE,L 17-31,,,,,,,,,,,,,,,
70,2004,2004-10-10,4,27.065,BUF,@,NYJ,L 14-16,*,,,,,,,,,,,,,,
71,2004,2004-10-17,5,27.072,BUF,,MIA,W 20-13,*,,,,,,,,,,,,,,
72,2004,2004-10-24,6,27.079,BUF,@,BAL,L 6-20,,,,,,,,,,,,,,,
73,2004,2004-10-31,7,27.086,BUF,,ARI,W 38-14,,,,,,,,,,,,,,,
74,2004,2004-11-07,8,27.093,BUF,,NYJ,W 22-17,,,,,,,,,,,,,,,
75,2004,2004-11-14,9,27.100,BUF,@,NWE,L 6-29,,,,,,,,,,,,,,,
76,2004,2004-11-21,10,27.107,BUF,,STL,W 37-17,,,,,,,,,,,,,,,
77,2004,2004-11-28,11,27.114,BUF,@,SEA,W 38-9,,,,,,,,,,,,,,,
78,2004,2004-12-05,12,27.121,BUF,@,MIA,W 42-32,,,,,,,,,,,,,,,
79,2004,2004-12-12,13,27.128,BUF,,CLE,W 37-7,,,,,,,,,,,,,,,
80,2004,2004-12-19,14,27.135,BUF,@,CIN,W 33-17,,,,,,,,,,,,,,,
81,2004,2004-12-26,15,27.142,BUF,@,SFO,W 41-7,,,,,,,,,,,,,,,
82,2004,2005-01-02,16,27.149,BUF,,PIT,L 24-29,,,,,,,,,,,,,,,
83,2005,2005-09-11,1,28.036,WAS,,CHI,W 9-7,*,,,,,,,,,,,,,,
84,2005,2005-09-19,2,28.044,WAS,@,DAL,W 14-13,*,,,,,,,,,,,,,,
85,2005,2005-10-09,4,28.064,WAS,@,DEN,L 19-21,,,,,,,,,,,,,,,
86,2005,2005-10-16,5,28.071,WAS,@,KAN,L 21-28,*,,,,,,,,,,,,,,
87,2005,2005-10-23,6,28.078,WAS,,SFO,W 52-17,,,,,,,,,,,,,,,
88,2005,2005-10-30,7,28.085,WAS,@,NYG,L 0-36,,,,,,,,,,,,,,,
89,2005,2005-11-06,8,28.092,WAS,,PHI,W 17-10,,,,,,,,,,,,,,,
90,2005,2005-11-13,9,28.099,WAS,@,TAM,L 35-36,*,,,,,,,,,,,,,,
91,2005,2005-11-20,10,28.106,WAS,,OAK,L 13-16,,,,,,,,,,,,,,,
92,2005,2005-11-27,11,28.113,WAS,,SDG,L 17-23,,,,,,,,,,,,,,,
93,2005,2005-12-04,12,28.120,WAS,@,STL,W 24-9,,0,0,,0,0,0,,0,1.0,,,0,0,0
94,2005,2005-12-11,13,28.127,WAS,@,ARI,W 17-13,*,0,0,,0,0,0,,0,1.0,,,0,0,0
95,2005,2005-12-18,14,28.134,WAS,,DAL,W 35-7,*,,,,,,,,,,,,,,
96,2005,2005-12-24,15,28.140,WAS,,NYG,W 35-20,,,,,,,,,,,,,,,
97,2005,2006-01-01,16,28.148,WAS,@,PHI,W 31-20,,0,0,,0,0,0,,0,1.0,,,0,0,0
98,2006,2006-09-11,1,29.036,WAS,,MIN,L 16-19,,,,,,,,,,,,,,,
99,2007,2007-09-09,1,30.034,WAS,,MIA,W 16-13,,,,,,,,,,,,,,,
100,2007,2007-09-17,2,30.042,WAS,@,PHI,W 20-12,,,,,,,,,,,,,,,
101,2007,2007-09-23,3,30.048,WAS,,NYG,L 17-24,,,,,,,,,,,,,,,
102,2007,2007-10-07,4,30.062,WAS,,DET,W 34-3,,,,,,,,,,,,,,,
103,2007,2007-10-14,5,30.069,WAS,@,GNB,L 14-17,,,,,,,,,,,,,,,
104,2007,2007-10-21,6,30.076,WAS,,ARI,W 21-19,*,,,,,,,,,,,,,,
105,2007,2007-10-28,7,30.083,WAS,@,NWE,L 7-52,*,,,,,,,,,,,,,,
106,2007,2007-11-04,8,30.090,WAS,@,NYJ,W 23-20,*,,,,,,,,,,,,,,
107,2007,2007-11-11,9,30.097,WAS,,PHI,L 25-33,,,,,,,,,,,,,,,
108,2007,2007-11-18,10,30.104,WAS,@,DAL,L 23-28,,,,,,,,,,,,,,,
109,2007,2007-11-25,11,30.111,WAS,@,TAM,L 13-19,,,,,,,,,,,,,,,
110,2007,2007-12-02,12,30.118,WAS,,BUF,L 16-17,,,,,,,,,,,,,,,
111,2007,2007-12-06,13,30.122,WAS,,CHI,W 24-16,,,,,,,,,,,,,,,
112,2007,2007-12-16,14,30.132,WAS,@,NYG,W 22-10,*,,,,,,,,,,,,,,
113,2007,2007-12-30,16,30.146,WAS,,DAL,W 27-6,,,,,,,,,,,,,,,
114,2008,2008-09-07,1,31.032,JAX,@,TEN,L 10-17,,,,,,,,,,,,,,,
115,2008,2008-09-14,2,31.039,JAX,,BUF,L 16-20,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
116,2008,2008-09-21,3,31.046,JAX,@,IND,W 23-21,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
117,2008,2008-09-28,4,31.053,JAX,,HOU,W 30-27,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
118,2008,2008-10-05,5,31.060,JAX,,PIT,L 21-26,,0,0,,0,0,0,,0,0.0,5,0,0,0,0
119,2008,2008-10-12,6,31.067,JAX,@,DEN,W 24-17,*,0,0,,0,0,0,,0,0.0,5,0,0,0,0
120,2008,2008-10-26,7,31.081,JAX,,CLE,L 17-23,,,,,,,,,,,,,,,
121,2008,2008-11-02,8,31.088,JAX,@,CIN,L 19-21,,,,,,,,,,,,,,,
122,2008,2008-11-09,9,31.095,JAX,@,DET,W 38-14,,,,,,,,,,,,,,,
123,2008,2008-11-16,10,31.102,JAX,,TEN,L 14-24,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
124,2008,2008-11-23,11,31.109,JAX,,MIN,L 12-30,,,,,,,,,,,,,,,
125,2008,2008-12-01,12,31.117,JAX,@,HOU,L 17-30,,,,,,,,,,,,,,,
126,2008,2008-12-07,13,31.123,JAX,@,CHI,L 10-23,,,,,,,,,,,,,,,
127,2008,2008-12-14,14,31.130,JAX,,GNB,W 20-16,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
128,2008,2008-12-18,15,31.134,JAX,,IND,L 24-31,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
129,2008,2008-12-28,16,31.144,JAX,@,BAL,L 7-27,,0,0,,0,0,0,,0,0.0,3,0,0,0,0
130,2009,2009-09-13,1,32.038,NOR,,DET,W 45-27,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
131,2009,2009-09-20,2,32.045,NOR,@,PHI,W 48-22,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
132,2009,2009-09-27,3,32.052,NOR,@,BUF,W 27-7,,,,,,,,,,,,,,,
133,2009,2009-10-04,4,32.059,NOR,,NYJ,W 24-10,,,,,,,,,,,,,,,
134,2009,2009-10-18,5,32.073,NOR,,NYG,W 48-27,,,,,,,,,,,,,,,
135,2009,2009-10-25,6,32.080,NOR,@,MIA,W 46-34,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
136,2009,2009-11-02,7,32.088,NOR,,ATL,W 35-27,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
137,2009,2009-11-08,8,32.094,NOR,,CAR,W 30-20,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
138,2009,2009-11-15,9,32.101,NOR,@,STL,W 28-23,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
139,2009,2009-11-22,10,32.108,NOR,@,TAM,W 38-7,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
140,2009,2009-11-30,11,32.116,NOR,,NWE,W 38-17,*,0,0,,0,0,0,,0,0.0,0,0,0,0,0
141,2009,2009-12-06,12,32.122,NOR,@,WAS,W 33-30,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
142,2009,2009-12-13,13,32.129,NOR,@,ATL,W 26-23,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
143,2009,2009-12-19,14,32.135,NOR,,DAL,L 17-24,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
144,2009,2009-12-27,15,32.143,NOR,,TAM,L 17-20,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
145,2009,2010-01-03,16,32.150,NOR,@,CAR,L 10-23,,0,0,,0,0,0,,0,0.0,3,1,0,0,0
146,2010,2010-09-09,1,33.034,NOR,,MIN,W 14-9,,,,,,,,,,,,,,,
147,2010,2010-09-20,2,33.045,NOR,@,SFO,W 25-22,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
148,2010,2010-09-26,3,33.051,NOR,,ATL,L 24-27,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
149,2010,2010-10-03,4,33.058,NOR,,CAR,W 16-14,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
150,2010,2010-10-10,5,33.065,NOR,@,ARI,L 20-30,,,,,,,,,,,,,,,
151,2010,2010-10-17,6,33.072,NOR,@,TAM,W 31-6,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
152,2010,2010-10-24,7,33.079,NOR,,CLE,L 17-30,,,,,,,,,,,,,,,
153,2010,2010-10-31,8,33.086,NOR,,PIT,W 20-10,,0,0,,0,0,0,,0,0.5,0,2,0,0,0
154,2010,2010-11-21,10,33.107,NOR,,SEA,W 34-19,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
155,2010,2010-11-25,11,33.111,NOR,@,DAL,W 30-27,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
156,2010,2010-12-05,12,33.121,NOR,@,CIN,W 34-30,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
157,2010,2010-12-12,13,33.128,NOR,,STL,W 31-13,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
158,2010,2010-12-19,14,33.135,NOR,@,BAL,L 24-30,,,,,,,,,,,,,,,
159,2010,2010-12-27,15,33.143,NOR,@,ATL,W 17-14,,,,,,,,,,,,,,,
160,2010,2011-01-02,16,33.149,NOR,,TAM,L 13-23,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
