ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
14,1967,1967-12-23,14,22.312,MIA,,HOU,L 10-41,0,0,,0,1,0,0.00,0,1,1,100.00,42,0,0,118.7,0,0,42.00,42.00,0,0,,0,0,0,3,118,39.33,0
15,1968,1968-09-14,1,23.213,MIA,,HOU,L 10-24,0,0,,0,1,32,32.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,210,42.00,0
16,1968,1968-09-21,2,23.220,MIA,,OAK,L 21-47,3,22,7.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,2,85,42.50,0
17,1968,1968-09-28,3,23.227,MIA,,KAN,L 3-48,1,8,8.00,0,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,9,372,41.33,0
18,1968,1968-10-06,4,23.235,MIA,@,HOU,W 24-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,203,33.83,0
19,1968,1968-10-12,5,23.241,MIA,,BUF,T 14-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,8,345,43.13,0
20,1968,1968-10-20,6,23.249,MIA,@,CIN,W 24-22,0,0,,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,120,40.00,0
21,1968,1968-10-27,7,23.256,MIA,@,DEN,L 14-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,171,42.75,0
22,1968,1968-11-03,8,23.263,MIA,@,SDG,L 28-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,222,44.40,0
23,1968,1968-11-10,9,23.270,MIA,@,BUF,W 21-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,151,37.75,0
24,1968,1968-11-17,10,23.277,MIA,,CIN,L 21-38,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,307,43.86,0
25,1968,1968-11-24,11,23.284,MIA,@,BOS,W 34-10,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,163,40.75,0
26,1968,1968-12-01,12,23.291,MIA,@,NYJ,L 17-35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,258,36.86,0
27,1968,1968-12-08,13,23.298,MIA,,BOS,W 38-7,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,192,38.40,0
28,1968,1968-12-15,14,23.305,MIA,,NYJ,L 7-31,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,247,41.17,0
29,1969,1969-09-14,1,24.212,MIA,@,CIN,L 21-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,273,39.00,0
30,1969,1969-09-20,2,24.218,MIA,@,OAK,L 17-20,0,0,,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,248,41.33,0
31,1969,1969-09-28,3,24.226,MIA,@,HOU,L 10-22,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,289,41.29,0
32,1969,1969-10-04,4,24.232,MIA,,OAK,T 20-20,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,311,44.43,0
33,1969,1969-10-11,5,24.239,MIA,,SDG,L 14-21,4,64,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,237,39.50,0
34,1969,1969-10-19,6,24.247,MIA,@,KAN,L 10-17,6,71,11.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,9,426,47.33,0
35,1969,1969-10-26,7,24.254,MIA,,BUF,W 24-6,3,66,22.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,3,129,43.00,0
36,1969,1969-11-02,8,24.261,MIA,@,NYJ,L 31-34,7,102,14.57,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,5,176,35.20,1
37,1969,1969-11-09,9,24.268,MIA,@,BOS,W 17-16,2,39,19.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,259,37.00,0
38,1969,1969-11-16,10,24.275,MIA,@,BUF,L 3-28,8,106,13.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,266,44.33,0
39,1969,1969-11-23,11,24.282,MIA,,HOU,L 7-32,0,0,,0,0,0,,0,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,0,0,,0,0,0,5,199,39.80,0
40,1969,1969-11-30,12,24.289,MIA,,BOS,L 23-38,5,67,13.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,169,28.17,1
41,1969,1969-12-07,13,24.296,MIA,,DEN,W 27-24,5,49,9.80,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6,288,48.00,0
42,1970,1970-09-20,1,25.218,MIA,@,BOS,L 14-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,233,46.60,0
43,1970,1970-09-27,2,25.225,MIA,@,HOU,W 20-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,74,37.00,0
44,1970,1970-10-03,3,25.231,MIA,,OAK,W 20-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,215,35.83,0
45,1970,1970-10-10,4,25.238,MIA,@,NYJ,W 20-6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,86,28.67,0
46,1970,1970-10-18,5,25.246,MIA,@,BUF,W 33-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,145,48.33,0
47,1970,1970-10-25,6,25.253,MIA,,CLE,L 0-28,0,0,,0,1,24,24.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,318,45.43,0
48,1970,1970-11-01,7,25.260,MIA,@,BAL,L 0-35,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,201,33.50,0
49,1970,1970-11-08,8,25.267,MIA,@,PHI,L 17-24,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,245,40.83,0
50,1970,1970-11-15,9,25.274,MIA,,NOR,W 21-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,100,50.00,0
51,1970,1970-11-22,10,25.281,MIA,,BAL,W 34-17,0,0,,0,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,1,2,2.00,0,0,0,6,252,42.00,0
52,1970,1970-11-30,11,25.289,MIA,@,ATL,W 20-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,47,47.00,0
53,1970,1970-12-06,12,25.295,MIA,,BOS,W 37-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,135,45.00,0
54,1970,1970-12-13,13,25.302,MIA,,NYJ,W 16-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,136,45.33,0
55,1970,1970-12-20,14,25.309,MIA,,BUF,W 45-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,3,3.00,0,0,0,5,205,41.00,0
56,1971,1971-09-19,1,26.217,MIA,@,DEN,T 10-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,102,51.00,0
57,1971,1971-09-26,2,26.224,MIA,@,BUF,W 29-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,69,34.50,0
58,1971,1971-10-03,3,26.231,MIA,,NYJ,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,167,41.75,0
59,1971,1971-10-10,4,26.238,MIA,@,CIN,W 23-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,125,41.67,0
60,1971,1971-10-17,5,26.245,MIA,,NWE,W 41-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,109,36.33,0
61,1971,1971-10-24,6,26.252,MIA,@,NYJ,W 30-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,152,30.40,1
62,1971,1971-10-31,7,26.259,MIA,@,RAM,W 20-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,216,43.20,0
63,1971,1971-11-07,8,26.266,MIA,,BUF,W 34-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,125,41.67,0
64,1971,1971-11-14,9,26.273,MIA,,PIT,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,8,314,39.25,0
65,1971,1971-11-21,10,26.280,MIA,,BAL,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,217,43.40,0
66,1971,1971-11-29,11,26.288,MIA,,CHI,W 34-3,1,32,32.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,80,40.00,0
67,1971,1971-12-05,12,26.294,MIA,@,NWE,L 13-34,0,0,,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,118,39.33,0
68,1971,1971-12-11,13,26.300,MIA,@,BAL,L 3-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,126,42.00,0
69,1971,1971-12-19,14,26.308,MIA,,GNB,W 27-6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,167,41.75,0
70,1972,1972-09-17,1,27.216,MIA,@,KAN,W 20-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,124,41.33,0
71,1972,1972-09-24,2,27.223,MIA,,HOU,W 34-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,75,37.50,0
72,1972,1972-10-01,3,27.230,MIA,@,MIN,W 16-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,264,44.00,0
73,1972,1972-10-08,4,27.237,MIA,@,NYJ,W 27-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,89,44.50,0
74,1972,1972-10-15,5,27.244,MIA,,SDG,W 24-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,166,41.50,0
75,1972,1972-10-22,6,27.251,MIA,,BUF,W 24-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,74,37.00,0
76,1972,1972-10-29,7,27.258,MIA,@,BAL,W 23-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,123,30.75,0
77,1972,1972-11-05,8,27.265,MIA,@,BUF,W 30-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,123,41.00,0
78,1972,1972-11-12,9,27.272,MIA,,NWE,W 52-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,36,36.00,0
79,1972,1972-11-19,10,27.279,MIA,,NYJ,W 28-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,125,41.67,0
80,1972,1972-12-16,14,27.306,MIA,,BAL,W 16-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,238,39.67,0
81,1973,1973-09-16,1,28.214,MIA,,SFO,W 21-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,143,47.67,0
82,1973,1973-09-23,2,28.221,MIA,@,OAK,L 7-12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,205,41.00,0
83,1973,1973-09-30,3,28.228,MIA,,NWE,W 44-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,126,42.00,0
84,1973,1973-10-07,4,28.235,MIA,,NYJ,W 31-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,208,52.00,0
85,1973,1973-10-15,5,28.243,MIA,@,CLE,W 17-9,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,217,43.40,0
86,1973,1973-10-21,6,28.249,MIA,,BUF,W 27-6,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,88,44.00,0
87,1973,1973-10-28,7,28.256,MIA,@,NWE,W 30-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,201,40.20,0
88,1973,1973-11-04,8,28.263,MIA,@,NYJ,W 24-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,106,35.33,0
89,1973,1973-11-11,9,28.270,MIA,,BAL,W 44-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,94,47.00,0
90,1973,1973-11-18,10,28.277,MIA,@,BUF,W 17-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,158,39.50,0
91,1973,1973-11-22,11,28.281,MIA,@,DAL,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,99,49.50,0
92,1973,1973-12-03,12,28.292,MIA,,PIT,W 30-26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,224,44.80,0
93,1973,1973-12-09,13,28.298,MIA,@,BAL,L 3-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,86,28.67,0
94,1973,1973-12-15,14,28.304,MIA,,DET,W 34-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0,2,76,38.00,0
95,1974,1974-09-15,1,29.213,MIA,@,NWE,L 24-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,118,29.50,0
96,1974,1974-09-22,2,29.220,MIA,@,BUF,W 24-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,144,36.00,0
97,1974,1974-09-29,3,29.227,MIA,@,SDG,W 28-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,128,42.67,0
98,1974,1974-10-07,4,29.235,MIA,,NYJ,W 21-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,227,37.83,0
99,1974,1974-10-13,5,29.241,MIA,@,WAS,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,206,41.20,0
100,1974,1974-10-20,6,29.248,MIA,,KAN,W 9-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,112,37.33,0
101,1974,1974-10-27,7,29.255,MIA,,BAL,W 17-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,84,42.00,0
102,1974,1974-11-03,8,29.262,MIA,,ATL,W 42-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,136,34.00,0
103,1974,1974-11-10,9,29.269,MIA,@,NOR,W 21-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,8,366,45.75,0
104,1974,1974-11-17,10,29.276,MIA,,BUF,W 35-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,228,38.00,0
105,1974,1974-11-24,11,29.283,MIA,@,NYJ,L 14-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,231,38.50,0
106,1974,1974-12-02,12,29.291,MIA,,CIN,W 24-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,151,37.75,0
107,1974,1974-12-08,13,29.297,MIA,@,BAL,W 17-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,141,35.25,0
108,1974,1974-12-15,14,29.304,MIA,,NWE,W 34-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,239,39.83,0
109,1975,1975-09-22,1,30.220,MIA,,OAK,L 21-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,238,39.67,0
110,1975,1975-09-28,2,30.226,MIA,@,NWE,W 22-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,181,45.25,0
111,1975,1975-10-05,3,30.233,MIA,@,GNB,W 31-7,2,26,13.00,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,81,40.50,0
112,1975,1975-10-12,4,30.240,MIA,,PHI,W 24-16,2,8,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,169,42.25,0
113,1975,1975-10-19,5,30.247,MIA,@,NYJ,W 43-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,140,28.00,0
114,1975,1975-10-26,6,30.254,MIA,@,BUF,W 35-30,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,179,35.80,0
115,1975,1975-11-02,7,30.261,MIA,@,CHI,W 46-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,78,39.00,0
116,1975,1975-11-09,8,30.268,MIA,,NYJ,W 27-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,171,34.20,0
117,1975,1975-11-16,9,30.275,MIA,@,HOU,L 19-20,3,22,7.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,110,36.67,0
118,1975,1975-11-23,10,30.282,MIA,,BAL,L 17-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,185,46.25,0
119,1975,1975-12-01,11,30.290,MIA,,NWE,W 20-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,155,38.75,0
120,1975,1975-12-07,12,30.296,MIA,,BUF,W 31-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,278,39.71,0
121,1975,1975-12-14,13,30.303,MIA,@,BAL,L 7-10,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,8,305,38.13,0
122,1975,1975-12-20,14,30.309,MIA,,DEN,W 14-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,236,39.33,0
123,1976,1976-09-13,1,31.212,MIA,@,BUF,W 30-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,77,38.50,0
124,1976,1976-09-19,2,31.218,MIA,@,NWE,L 14-30,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,226,37.67,0
125,1976,1976-09-26,3,31.225,MIA,,NYJ,W 16-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,139,34.75,0
126,1976,1976-10-03,4,31.232,MIA,,RAM,L 28-31,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,132,33.00,0
127,1976,1976-10-10,5,31.239,MIA,@,BAL,L 14-28,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,208,41.60,0
128,1976,1976-10-17,6,31.246,MIA,,KAN,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,185,46.25,0
129,1976,1976-10-24,7,31.253,MIA,@,TAM,W 23-20,2,35,17.50,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,88,44.00,0
130,1976,1976-10-31,8,31.260,MIA,,NWE,W 10-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,267,38.14,0
131,1976,1976-11-07,9,31.267,MIA,@,NYJ,W 27-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,129,43.00,0
132,1976,1976-11-14,10,31.274,MIA,@,PIT,L 3-14,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,244,40.67,0
133,1976,1976-11-22,11,31.282,MIA,,BAL,L 16-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,171,28.50,0
134,1976,1976-11-28,12,31.288,MIA,@,CLE,L 13-17,2,12,6.00,1,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,5,184,36.80,0
135,1976,1976-12-05,13,31.295,MIA,,BUF,W 45-27,1,25,25.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,107,35.67,0
136,1976,1976-12-11,14,31.301,MIA,,MIN,L 7-29,1,23,23.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,209,41.80,0
137,1977,1977-09-18,1,32.216,MIA,@,BUF,W 13-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,9,325,36.11,0
138,1977,1977-09-25,2,32.223,MIA,@,SFO,W 19-15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,115,38.33,1
139,1977,1977-10-02,3,32.230,MIA,,HOU,W 27-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,116,38.67,0
140,1977,1977-10-09,4,32.237,MIA,@,BAL,L 28-45,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,142,35.50,0
141,1977,1977-10-23,6,32.251,MIA,,SEA,W 31-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1977,1977-10-30,7,32.258,MIA,,SDG,L 13-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1977,1977-11-06,8,32.265,MIA,@,NYJ,W 14-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1977,1977-11-13,9,32.272,MIA,,NWE,W 17-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1977,1977-11-20,10,32.279,MIA,@,CIN,L 17-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1977,1977-11-24,11,32.283,MIA,@,STL,W 55-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1977,1977-12-05,12,32.294,MIA,,BAL,W 17-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1977,1977-12-11,13,32.300,MIA,@,NWE,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,103,34.33,0
149,1977,1977-12-17,14,32.306,MIA,,BUF,W 31-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
