ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
44,2015,2015-10-29,7,25.276,NWE,,MIA,W 36-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
45,2015,2015-11-08,8,25.286,NWE,,WAS,W 27-10,,1,12,12.00,0,4,3,27,9.00,1,75.0%,6.75,1,6,0.0,0,0
46,2015,2015-11-15,9,25.293,NWE,@,NYG,W 27-26,,1,-3,-3.00,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
47,2015,2015-11-23,10,25.301,NWE,,BUF,W 20-13,,4,15,3.75,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
48,2015,2015-11-29,11,25.307,NWE,@,DEN,L 24-30,,4,11,2.75,0,4,4,84,21.00,1,100.0%,21.00,1,6,0.0,0,0
49,2015,2015-12-06,12,25.314,NWE,,PHI,L 28-35,,3,22,7.33,0,5,1,2,2.00,0,20.0%,0.40,0,0,0.0,0,0
50,2015,2015-12-13,13,25.321,NWE,@,HOU,W 27-6,,16,51,3.19,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
51,2015,2015-12-20,14,25.328,NWE,,TEN,W 33-16,*,10,36,3.60,0,3,2,18,9.00,0,66.7%,6.00,0,0,0.0,0,0
52,2015,2015-12-27,15,25.335,NWE,@,NYJ,L 20-26,*,9,30,3.33,0,7,5,30,6.00,0,71.4%,4.29,0,0,0.0,0,0
53,2015,2016-01-03,16,25.342,NWE,@,MIA,L 10-20,,9,31,3.44,0,2,2,5,2.50,0,100.0%,2.50,0,0,0.0,0,0
54,2016,2016-09-11,1,26.229,NWE,@,ARI,W 23-21,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
55,2016,2016-09-18,2,26.236,NWE,,MIA,W 31-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
56,2016,2016-09-22,3,26.240,NWE,,HOU,W 27-0,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
57,2016,2016-10-02,4,26.250,NWE,,BUF,L 0-16,,0,0,,0,3,2,15,7.50,0,66.7%,5.00,0,0,0.0,0,0
58,2016,2016-10-23,7,26.271,NWE,@,PIT,W 27-16,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
59,2016,2016-10-30,8,26.278,NWE,@,BUF,W 41-25,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
60,2016,2016-11-13,9,26.292,NWE,,SEA,L 24-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
61,2016,2016-11-20,10,26.299,NWE,@,SFO,W 30-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
62,2016,2016-11-27,11,26.306,NWE,@,NYJ,W 22-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
63,2016,2016-12-04,12,26.313,NWE,,LAR,W 26-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
64,2016,2016-12-12,13,26.321,NWE,,BAL,W 30-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
65,2016,2016-12-18,14,26.327,NWE,@,DEN,W 16-3,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
66,2016,2016-12-24,15,26.333,NWE,,NYJ,W 41-3,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
67,2016,2017-01-01,16,26.341,NWE,@,MIA,W 35-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
68,2017,2017-09-07,1,27.224,NWE,,KAN,L 27-42,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
69,2017,2017-09-17,2,27.234,NWE,@,NOR,W 36-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
70,2017,2017-09-24,3,27.241,NWE,,HOU,W 36-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
71,2017,2017-10-01,4,27.248,NWE,,CAR,L 30-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
72,2017,2017-10-05,5,27.252,NWE,@,TAM,W 19-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
73,2017,2017-10-15,6,27.262,NWE,@,NYJ,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
74,2017,2017-10-22,7,27.269,NWE,,ATL,W 23-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
75,2017,2017-10-29,8,27.276,NWE,,LAC,W 21-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
76,2017,2017-11-12,9,27.290,NWE,@,DEN,W 41-16,,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
77,2017,2017-11-19,10,27.297,NWE,@,OAK,W 33-8,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
78,2017,2017-11-26,11,27.304,NWE,,MIA,W 35-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
79,2017,2017-12-03,12,27.311,NWE,@,BUF,W 23-3,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
80,2017,2017-12-11,13,27.319,NWE,@,MIA,L 20-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
81,2017,2017-12-17,14,27.325,NWE,@,PIT,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
82,2017,2017-12-24,15,27.332,NWE,,BUF,W 37-16,,2,20,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
83,2017,2017-12-31,16,27.339,NWE,,NYJ,W 26-6,,9,46,5.11,0,4,1,7,7.00,0,25.0%,1.75,0,0,0.0,0,0
84,2018,2018-09-09,1,28.226,MIA,,TEN,W 27-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
85,2018,2018-09-16,2,28.233,MIA,@,NYJ,W 20-12,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
86,2018,2018-09-23,3,28.240,MIA,,OAK,W 28-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
