ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
64,1988,1988-10-23,8,29.094,PIT,,DEN,W 39-21,,,,
65,1988,1988-10-30,9,29.101,PIT,@,NYJ,L 20-24,,,,
66,1988,1988-11-06,10,29.108,PIT,@,CIN,L 7-42,,,,
67,1988,1988-11-13,11,29.115,PIT,,PHI,L 26-27,,,,
68,1988,1988-12-18,16,29.150,PIT,,MIA,W 40-24,,,,
69,1989,1989-09-24,3,30.065,PIT,,MIN,W 27-14,,,,
70,1989,1989-10-01,4,30.072,PIT,@,DET,W 23-3,,,,
71,1989,1989-10-08,5,30.079,PIT,,CIN,L 16-26,,,,
72,1989,1989-10-22,7,30.093,PIT,@,HOU,L 0-27,,,,
73,1989,1989-10-29,8,30.100,PIT,,KAN,W 23-17,,,,
74,1989,1989-11-05,9,30.107,PIT,@,DEN,L 7-34,,,,
75,1989,1989-11-12,10,30.114,PIT,,CHI,L 0-20,,,,
76,1989,1989-11-19,11,30.121,PIT,,SDG,W 20-17,,,,
77,1989,1989-11-26,12,30.128,PIT,@,MIA,W 34-14,,,,
78,1989,1989-12-03,13,30.135,PIT,,HOU,L 16-23,,,,
79,1989,1989-12-10,14,30.142,PIT,@,NYJ,W 13-0,,,,
80,1989,1989-12-17,15,30.149,PIT,,NWE,W 28-10,,,,
81,1989,1989-12-24,16,30.156,PIT,@,TAM,W 31-22,,,,
82,1990,1990-09-09,1,31.050,PIT,@,CLE,L 3-13,,,,
83,1990,1990-09-16,2,31.057,PIT,,HOU,W 20-9,,,,
84,1990,1990-09-23,3,31.064,PIT,@,RAI,L 3-20,,,,
85,1990,1990-09-30,4,31.071,PIT,,MIA,L 6-28,,,,
86,1990,1990-10-07,5,31.078,PIT,,SDG,W 36-14,,,,
87,1990,1990-10-14,6,31.085,PIT,@,DEN,W 34-17,,,,
88,1990,1990-10-21,7,31.092,PIT,@,SFO,L 7-27,,,,
89,1990,1990-10-29,8,31.100,PIT,,RAM,W 41-10,,,,
90,1990,1990-11-04,9,31.106,PIT,,ATL,W 21-9,,,,
91,1990,1990-11-18,10,31.120,PIT,@,CIN,L 3-27,,,,
92,1990,1990-11-25,11,31.127,PIT,@,NYJ,W 24-7,,,,
93,1990,1990-12-02,12,31.134,PIT,,CIN,L 12-16,,,,
94,1990,1990-12-09,13,31.141,PIT,,NWE,W 24-3,,,,
95,1990,1990-12-16,14,31.148,PIT,@,NOR,W 9-6,,,,
96,1990,1990-12-23,15,31.155,PIT,,CLE,W 35-0,,,,
97,1990,1990-12-30,16,31.162,PIT,@,HOU,L 14-34,,,,
98,1991,1991-09-01,1,32.042,PIT,,SDG,W 26-20,,,,
99,1991,1991-09-08,2,32.049,PIT,@,BUF,L 34-52,,,,
100,1991,1991-09-15,3,32.056,PIT,,NWE,W 20-6,,,,
101,1991,1991-09-22,4,32.063,PIT,@,PHI,L 14-23,,,,
102,1991,1991-10-06,5,32.077,PIT,@,IND,W 21-3,,,,
103,1991,1991-10-14,6,32.085,PIT,,NYG,L 20-23,,,,
104,1991,1991-12-15,15,32.147,PIT,,CIN,W 17-10,,,,
105,1991,1991-12-22,16,32.154,PIT,,CLE,W 17-10,,,,
