ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
27,2012,2012-09-30,4,27.276,TEN,@,HOU,L 14-38,,0,0,,0,0,0,0,,0,0.0%,,4,89,22.25,0,3,9,3.00,0,0,0,0.0,0,0
28,2012,2012-10-07,5,27.283,TEN,@,MIN,L 7-30,,1,8,8.00,0,1,0,0,,0,0.0%,0.00,2,61,30.50,0,2,25,12.50,0,0,0,0.0,0,0
29,2012,2012-10-11,6,27.287,TEN,,PIT,W 26-23,,0,0,,0,0,0,0,,0,0.0%,,5,131,26.20,0,1,9,9.00,0,0,0,0.0,0,0
30,2012,2012-10-21,7,27.297,TEN,@,BUF,W 35-34,,1,-4,-4.00,0,2,2,18,9.00,0,100.0%,9.00,5,116,23.20,0,0,0,,0,0,0,0.0,0,0
31,2012,2012-10-28,8,27.304,TEN,,IND,L 13-19,,1,4,4.00,0,0,0,0,,0,0.0%,,1,7,7.00,0,1,19,19.00,0,0,0,0.0,0,0
32,2012,2012-11-04,9,27.311,TEN,,CHI,L 20-51,,0,0,,0,0,0,0,,0,0.0%,,7,145,20.71,0,0,0,,0,0,0,0.0,0,0
33,2012,2012-11-11,10,27.318,TEN,@,MIA,W 37-3,,4,15,3.75,0,1,0,0,,0,0.0%,0.00,1,19,19.00,0,4,56,14.00,0,0,0,0.0,0,0
34,2012,2012-11-25,11,27.332,TEN,@,JAX,L 19-24,,2,5,2.50,0,2,0,0,,0,0.0%,0.00,4,88,22.00,0,1,0,0.00,0,0,0,0.0,0,0
35,2012,2012-12-02,12,27.339,TEN,,HOU,L 10-24,,0,0,,0,0,0,0,,0,0.0%,,2,56,28.00,0,6,65,10.83,0,0,0,0.0,0,0
36,2012,2012-12-09,13,27.346,TEN,@,IND,L 23-27,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,1,14,14.00,0,0,0,0.0,0,0
37,2012,2012-12-17,14,27.354,TEN,,NYJ,W 14-10,,0,0,,0,0,0,0,,0,0.0%,,3,75,25.00,0,2,3,1.50,0,0,0,0.0,0,0
38,2012,2012-12-23,15,27.360,TEN,@,GNB,L 7-55,,0,0,,0,0,0,0,,0,0.0%,,5,95,19.00,0,1,12,12.00,0,0,0,0.0,0,0
39,2012,2012-12-30,16,28.001,TEN,,JAX,W 38-20,,3,1,0.33,0,0,0,0,,0,0.0%,,3,39,13.00,0,3,160,53.33,2,0,12,0.0,0,0
40,2013,2013-09-08,1,28.253,TEN,@,PIT,W 16-9,,0,0,,0,0,0,0,,0,0.0%,,1,-1,-1.00,0,5,58,11.60,0,0,0,0.0,0,0
41,2013,2013-09-15,2,28.260,TEN,@,HOU,L 24-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,4,18,4.50,0,0,0,0.0,0,0
42,2013,2013-09-22,3,28.267,TEN,,SDG,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,4,114,28.50,0,2,6,3.00,0,0,0,0.0,0,0
43,2013,2013-09-29,4,28.274,TEN,,NYJ,W 38-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,36,18.00,0,0,0,0.0,0,0
44,2013,2013-10-06,5,28.281,TEN,,KAN,L 17-26,,0,0,,0,0,0,0,,0,0.0%,,2,48,24.00,0,3,18,6.00,0,0,0,0.0,0,0
45,2013,2013-10-13,6,28.288,TEN,@,SEA,L 13-20,,1,0,0.00,0,0,0,0,,0,0.0%,,4,121,30.25,0,0,0,,0,0,0,0.0,0,0
46,2013,2013-10-20,7,28.295,TEN,,SFO,L 17-31,,0,0,,0,2,1,4,4.00,0,50.0%,2.00,4,73,18.25,0,2,-1,-0.50,0,0,0,0.0,1,0
47,2013,2013-12-08,13,28.344,NYJ,,OAK,W 37-27,,0,0,,0,0,0,0,,0,0.0%,,3,75,25.00,0,0,0,,0,0,0,0.0,0,0
48,2013,2013-12-22,15,28.358,NYJ,,CLE,W 24-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
