ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
62,2006,2006-12-17,14,27.047,BUF,,MIA,W 21-0,*,0,0,,0,,0,0,0.5,,,0,0,0
63,2006,2006-12-24,15,27.054,BUF,,TEN,L 29-30,*,,,,,,,,,,,,,
64,2006,2006-12-31,16,27.061,BUF,@,BAL,L 7-19,*,,,,,,,,,,,,,
65,2007,2007-09-09,1,27.313,BUF,,DEN,L 14-15,*,,,,,,,,,,,,,
66,2007,2007-09-16,2,27.320,BUF,@,PIT,L 3-26,*,,,,,,,,,,,,,
67,2007,2007-09-23,3,27.327,BUF,@,NWE,L 7-38,*,,,,,,,,,,,,,
68,2007,2007-09-30,4,27.334,BUF,,NYJ,W 17-14,*,0,0,,0,,0,0,1.0,,,0,0,0
69,2007,2007-10-08,5,27.342,BUF,,DAL,L 24-25,*,0,0,,0,,1,6,0.0,,,1,0,1
70,2007,2007-10-21,6,27.355,BUF,,BAL,W 19-14,*,,,,,,,,,,,,,
71,2007,2007-10-28,7,27.362,BUF,@,NYJ,W 13-3,*,,,,,,,,,,,,,
72,2007,2007-11-04,8,28.004,BUF,,CIN,W 33-21,*,,,,,,,,,,,,,
73,2007,2007-11-11,9,28.011,BUF,@,MIA,W 13-10,*,0,0,,0,,0,0,1.0,,,0,0,0
74,2007,2007-11-18,10,28.018,BUF,,NWE,L 10-56,*,,,,,,,,,,,,,
75,2007,2007-11-25,11,28.025,BUF,@,JAX,L 14-36,*,,,,,,,,,,,,,
76,2007,2007-12-16,14,28.046,BUF,@,CLE,L 0-8,*,,,,,,,,,,,,,
77,2007,2007-12-23,15,28.053,BUF,,NYG,L 21-38,*,,,,,,,,,,,,,
78,2007,2007-12-30,16,28.060,BUF,@,PHI,L 9-17,*,0,0,,0,,0,0,0.5,,,0,0,0
79,2008,2008-09-07,1,28.312,BUF,,SEA,W 34-10,*,0,0,,0,,0,0,0.0,0,1,0,0,0
80,2008,2008-09-14,2,28.319,BUF,@,JAX,W 20-16,*,0,0,,0,,0,0,0.0,2,0,0,0,0
81,2008,2008-09-21,3,28.326,BUF,,OAK,W 24-23,*,0,0,,0,,0,0,1.0,2,0,0,0,0
82,2008,2008-09-28,4,28.333,BUF,@,STL,W 31-14,*,0,0,,0,,0,0,0.0,3,1,0,0,0
83,2008,2008-10-05,5,28.340,BUF,@,ARI,L 17-41,*,0,0,,0,,0,0,0.0,3,0,0,0,0
84,2008,2008-10-19,6,28.354,BUF,,SDG,W 23-14,*,0,0,,0,,0,0,0.0,2,0,0,0,0
85,2008,2008-10-26,7,28.361,BUF,@,MIA,L 16-25,*,0,0,,0,,0,0,0.0,1,0,0,0,0
86,2008,2008-11-02,8,29.002,BUF,,NYJ,L 17-26,*,0,0,,0,,0,0,0.0,1,0,0,0,0
87,2008,2008-11-09,9,29.009,BUF,@,NWE,L 10-20,*,0,0,,0,,0,0,0.0,4,3,0,0,0
88,2008,2008-11-17,10,29.017,BUF,,CLE,L 27-29,*,,,,,,,,,,,,,
89,2008,2008-11-23,11,29.023,BUF,@,KAN,W 54-31,*,0,0,,0,,0,0,0.0,2,0,0,0,0
90,2008,2008-11-30,12,29.030,BUF,,SFO,L 3-10,*,0,0,,0,,0,0,1.0,5,2,0,0,0
91,2008,2008-12-07,13,29.037,BUF,,MIA,L 3-16,*,0,0,,0,,0,0,0.0,3,0,0,0,0
92,2008,2008-12-14,14,29.044,BUF,@,NYJ,L 27-31,*,0,0,,0,,0,0,0.0,0,3,0,0,0
93,2008,2008-12-21,15,29.051,BUF,@,DEN,W 30-23,*,0,0,,0,,0,0,0.0,0,2,0,0,0
94,2008,2008-12-28,16,29.058,BUF,,NWE,L 0-13,*,0,0,,0,,0,0,0.0,5,2,0,0,0
95,2009,2009-09-14,1,29.318,BUF,@,NWE,L 24-25,*,0,0,,0,,0,0,0.0,1,0,0,0,0
96,2009,2009-09-20,2,29.324,BUF,,TAM,W 33-20,*,0,0,,0,,0,0,0.0,0,0,0,0,0
97,2009,2009-09-27,3,29.331,BUF,,NOR,L 7-27,*,0,0,,0,,0,0,1.0,6,2,0,0,0
98,2009,2009-10-04,4,29.338,BUF,@,MIA,L 10-38,*,0,0,,0,,0,0,1.0,1,1,0,0,0
99,2009,2009-10-11,5,29.345,BUF,,CLE,L 3-6,*,0,0,,0,,0,0,0.0,2,2,0,0,0
100,2009,2009-10-18,6,29.352,BUF,@,NYJ,W 16-13,*,0,0,,0,,0,0,0.0,6,6,0,0,0
101,2009,2009-10-25,7,29.359,BUF,@,CAR,W 20-9,*,0,0,,0,,0,0,1.0,4,0,0,0,0
102,2009,2009-11-01,8,30.001,BUF,,HOU,L 10-31,*,0,0,,0,,0,0,0.0,4,3,0,0,0
103,2009,2009-11-15,9,30.015,BUF,@,TEN,L 17-41,*,0,0,,0,,0,0,0.0,2,0,0,0,0
104,2009,2009-11-22,10,30.022,BUF,@,JAX,L 15-18,*,0,0,,0,,0,0,0.0,1,0,0,0,0
105,2009,2009-11-29,11,30.029,BUF,,MIA,W 31-14,*,0,0,,0,,0,0,0.0,2,0,0,0,0
106,2009,2009-12-03,12,30.033,BUF,,NYJ,L 13-19,*,0,0,,0,,0,0,1.0,3,2,0,0,0
107,2009,2009-12-13,13,30.043,BUF,@,KAN,W 16-10,*,0,0,,0,,0,0,1.0,2,1,0,0,0
108,2009,2009-12-20,14,30.050,BUF,,NWE,L 10-17,*,0,0,,0,,0,0,0.0,3,3,0,0,0
109,2009,2009-12-27,15,30.057,BUF,@,ATL,L 3-31,*,0,0,,0,,0,0,0.0,1,0,0,0,0
110,2009,2010-01-03,16,30.064,BUF,,IND,W 30-7,*,0,0,,0,,0,0,0.0,3,1,0,0,0
111,2010,2010-09-12,1,30.316,BUF,,MIA,L 10-15,*,0,0,,0,,0,0,0.0,3,4,0,0,0
112,2010,2010-09-19,2,30.323,BUF,@,GNB,L 7-34,*,0,0,,0,,0,0,0.0,7,1,0,0,0
113,2010,2010-09-26,3,30.330,BUF,@,NWE,L 30-38,*,0,0,,0,,0,0,0.0,2,2,0,0,0
114,2010,2010-10-03,4,30.337,BUF,,NYJ,L 14-38,*,0,0,,0,,0,0,0.0,4,1,0,0,0
115,2010,2010-10-10,5,30.344,BUF,,JAX,L 26-36,*,0,0,,0,,0,0,0.0,2,4,0,0,0
116,2010,2010-10-24,6,30.358,BUF,@,BAL,L 34-37,*,0,0,,0,,0,0,0.5,1,2,0,0,0
117,2010,2010-10-31,7,31.000,BUF,@,KAN,L 10-13,*,0,0,,0,,0,0,0.0,0,1,0,0,0
118,2010,2010-11-07,8,31.007,BUF,,CHI,L 19-22,*,0,0,,0,,0,0,0.0,1,1,0,0,0
119,2010,2010-11-14,9,31.014,BUF,,DET,W 14-12,*,0,0,,0,,0,0,0.0,4,2,0,0,0
120,2010,2010-11-21,10,31.021,BUF,@,CIN,W 49-31,*,0,0,,0,,0,0,1.0,2,0,0,0,0
121,2010,2010-11-28,11,31.028,BUF,,PIT,L 16-19,*,0,0,,0,,0,0,1.0,5,4,0,0,0
122,2010,2010-12-05,12,31.035,BUF,@,MIN,L 14-38,*,0,0,,0,,0,0,0.0,3,0,0,0,0
123,2010,2010-12-12,13,31.042,BUF,,CLE,W 13-6,*,0,0,,0,,0,0,0.0,4,0,0,0,0
124,2010,2010-12-19,14,31.049,BUF,@,MIA,W 17-14,*,,,,,,,,,,,,,
125,2010,2010-12-26,15,31.056,BUF,,NWE,L 3-34,*,0,0,,0,,0,0,1.0,1,2,0,0,0
126,2010,2011-01-02,16,31.063,BUF,@,NYJ,L 7-38,*,0,0,,0,,0,0,0.0,7,2,0,0,0
127,2011,2011-09-11,1,31.315,BUF,@,KAN,W 41-7,*,0,0,,0,,0,0,0.0,1,0,0,0,0
128,2011,2011-09-18,2,31.322,BUF,,OAK,W 38-35,*,0,0,,0,,0,0,0.0,2,1,0,0,0
129,2011,2011-09-25,3,31.329,BUF,,NWE,W 34-31,*,0,0,,0,,0,0,0.0,0,2,0,0,0
130,2011,2011-10-02,4,31.336,BUF,@,CIN,L 20-23,*,0,0,,0,,0,0,0.0,0,1,0,0,0
131,2011,2011-10-30,7,31.364,BUF,,WAS,W 23-0,*,0,0,,0,,0,0,1.0,1,0,0,0,0
132,2011,2011-11-20,10,32.020,BUF,@,MIA,L 8-35,*,,,,,,,,,,,,,
133,2011,2011-11-27,11,32.027,BUF,@,NYJ,L 24-28,*,0,0,,0,,0,0,0.0,4,0,0,0,0
134,2011,2011-12-04,12,32.034,BUF,,TEN,L 17-23,*,0,0,,0,,0,0,0.0,1,1,0,0,0
135,2011,2011-12-11,13,32.041,BUF,@,SDG,L 10-37,*,0,0,,0,,0,0,0.0,3,3,0,0,0
136,2011,2011-12-18,14,32.048,BUF,,MIA,L 23-30,*,0,0,,0,,0,0,1.0,5,2,0,0,0
137,2011,2011-12-24,15,32.054,BUF,,DEN,W 40-14,*,0,0,,0,,0,0,3.0,7,3,0,0,0
138,2011,2012-01-01,16,32.062,BUF,@,NWE,L 21-49,*,0,0,,0,,0,0,0.0,1,3,0,0,0
139,2012,2012-09-09,1,32.314,BUF,@,NYJ,L 28-48,*,0,0,,0,,0,0,0.0,2,0,0,0,0
140,2012,2012-09-16,2,32.321,BUF,,KAN,W 35-17,,,,,,,,,,,,,,
141,2012,2012-09-23,3,32.328,BUF,@,CLE,W 24-14,,,,,,,,,,,,,,
142,2012,2012-09-30,4,32.335,BUF,,NWE,L 28-52,,,,,,,,,,,,,,
143,2012,2012-10-07,5,32.342,BUF,@,SFO,L 3-45,,0,0,,0,,0,0,0.0,1,0,0,0,0
144,2012,2012-10-14,6,32.349,BUF,@,ARI,W 19-16,*,0,0,,0,1,0,2,1.0,6,1,0,0,0
145,2012,2012-10-21,7,32.356,BUF,,TEN,L 34-35,*,0,0,,0,,0,0,1.0,2,0,0,0,0
146,2012,2012-11-04,8,33.004,BUF,@,HOU,L 9-21,*,0,0,,0,,0,0,0.0,1,1,0,0,0
147,2012,2012-11-25,11,33.025,BUF,@,IND,L 13-20,,,,,,,,,,,,,,
