ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
62,2010,2010-12-26,15,26.068,NWE,@,BUF,W 34-3,*,0,0,,0,0.0,0,1,1,0,0
63,2010,2011-01-02,16,26.075,NWE,,MIA,W 38-7,,,,,,,,,,,
64,2011,2011-09-11,1,26.327,PHI,@,STL,W 31-13,*,0,0,,0,0.0,6,0,0,0,0
65,2011,2011-09-18,2,26.334,PHI,@,ATL,L 31-35,*,0,0,,0,0.0,5,4,0,0,0
66,2011,2011-09-25,3,26.341,PHI,,NYG,L 16-29,*,0,0,,0,0.0,3,0,0,0,0
67,2011,2011-10-02,4,26.348,PHI,,SFO,L 23-24,*,0,0,,0,0.0,6,1,0,0,0
68,2011,2011-10-09,5,26.355,PHI,@,BUF,L 24-31,*,0,0,,0,0.0,7,4,0,0,0
69,2011,2011-11-13,9,27.025,PHI,,ARI,L 17-21,,0,0,,0,0.0,0,0,0,0,0
70,2011,2011-12-04,12,27.046,MIN,,DEN,L 32-35,,,,,,,,,,,
71,2011,2011-12-11,13,27.053,MIN,@,DET,L 28-34,,,,,,,,,,,
72,2011,2011-12-18,14,27.060,MIN,,NOR,L 20-42,,0,0,,0,0.0,0,1,0,0,0
73,2011,2011-12-24,15,27.066,MIN,@,WAS,W 33-26,,,,,,,,,,,
74,2011,2012-01-01,16,27.074,MIN,,CHI,L 13-17,,,,,,,,,,,
