ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
16,1997,1997-08-31,1,23.039,NWE,,SDG,W 41-7,,3,3,74,24.67,1,100.0%,24.67,0,0,,0,0,0,,0,0,0,,,,,,1,6
17,1997,1997-09-21,4,23.060,NWE,,CHI,W 31-3,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
18,1997,1997-10-06,5,23.075,NWE,@,DEN,L 13-34,,7,2,27,13.50,0,28.6%,3.86,0,0,,0,0,0,,0,0,0,,,,,,0,0
19,1997,1997-10-12,6,23.081,NWE,,BUF,W 33-6,,8,4,50,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
20,1997,1997-10-19,7,23.088,NWE,@,NYJ,L 19-24,,4,3,13,4.33,0,75.0%,3.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
21,1997,1997-10-27,8,23.096,NWE,,GNB,L 10-28,,14,7,163,23.29,0,50.0%,11.64,0,0,,0,0,0,,0,0,0,,,,,,0,0
22,1997,1997-11-02,9,23.102,NWE,@,MIN,L 18-23,,8,5,45,9.00,1,62.5%,5.63,0,0,,0,0,0,,0,0,0,,,,,,1,6
23,1997,1997-11-09,10,23.109,NWE,@,BUF,W 31-10,,4,3,59,19.67,0,75.0%,14.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
24,1997,1997-12-22,16,23.152,NWE,@,MIA,W 14-12,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
25,1998,1998-09-07,1,24.046,NWE,@,DEN,L 21-27,,11,5,71,14.20,0,45.5%,6.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
26,1998,1998-09-13,2,24.052,NWE,,IND,W 29-6,,7,3,25,8.33,1,42.9%,3.57,1,7,7.00,0,0,0,,0,0,0,,0,0,,,1,6
27,1998,1998-09-20,3,24.059,NWE,,TEN,W 27-16,,8,4,102,25.50,1,50.0%,12.75,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
28,1998,1998-10-04,4,24.073,NWE,@,NOR,W 30-27,,9,4,105,26.25,0,44.4%,11.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
29,1998,1998-10-11,5,24.080,NWE,,KAN,W 40-10,,12,7,78,11.14,0,58.3%,6.50,1,-8,-8.00,0,0,0,,0,0,0,,0,0,,,0,0
30,1998,1998-10-19,6,24.088,NWE,,NYJ,L 14-24,,6,2,34,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
31,1998,1998-11-23,11,24.123,NWE,,MIA,W 26-23,,14,7,66,9.43,0,50.0%,4.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
32,1998,1998-11-29,12,24.129,NWE,,BUF,W 25-21,,11,8,104,13.00,0,72.7%,9.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
33,1998,1998-12-06,13,24.136,NWE,@,PIT,W 23-9,,15,9,193,21.44,1,60.0%,12.87,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
34,1998,1998-12-13,14,24.143,NWE,@,STL,L 18-32,,5,1,14,14.00,0,20.0%,2.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
35,1999,1999-09-12,1,25.051,NWE,@,NYJ,W 30-28,*,7,7,113,16.14,0,100.0%,16.14,0,0,,0,0,0,,0,0,0,,,,,,0,0
36,1999,1999-09-19,2,25.058,NWE,,IND,W 31-28,*,10,7,122,17.43,0,70.0%,12.20,0,0,,0,0,0,,0,0,0,,,,,,0,0
37,1999,1999-09-26,3,25.065,NWE,,NYG,W 16-14,*,9,5,95,19.00,0,55.6%,10.56,0,0,,0,0,0,,0,0,0,,,,,,0,0
38,1999,1999-10-03,4,25.072,NWE,@,CLE,W 19-7,*,18,13,214,16.46,1,72.2%,11.89,0,0,,0,0,0,,0,0,0,,,,,,1,6
39,1999,1999-10-10,5,25.079,NWE,@,KAN,L 14-16,*,10,5,92,18.40,1,50.0%,9.20,0,0,,0,0,0,,0,0,0,,,,,,1,6
40,1999,1999-10-17,6,25.086,NWE,,MIA,L 30-31,*,5,,,,,0.0%,,,,,,,,,,,,,,,,,,
41,1999,1999-10-24,7,25.093,NWE,,DEN,W 24-23,*,4,2,80,40.00,0,50.0%,20.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
42,1999,1999-10-31,8,25.100,NWE,@,ARI,W 27-3,*,4,4,63,15.75,1,100.0%,15.75,0,0,,0,0,0,,0,0,0,,,,,,1,6
43,1999,1999-11-15,9,25.115,NWE,,NYJ,L 17-24,*,9,4,58,14.50,0,44.4%,6.44,0,0,,0,0,0,,0,0,0,,,,,,0,0
44,1999,1999-11-21,10,25.121,NWE,@,MIA,L 17-27,*,7,3,39,13.00,0,42.9%,5.57,0,0,,0,0,0,,0,0,0,,,,,,0,0
45,1999,1999-11-28,11,25.128,NWE,@,BUF,L 7-17,,5,3,69,23.00,1,60.0%,13.80,0,0,,0,0,0,,0,0,0,,,,,,1,6
46,1999,1999-12-05,12,25.135,NWE,,DAL,W 13-6,*,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
47,1999,1999-12-12,13,25.142,NWE,@,IND,L 15-20,*,12,9,148,16.44,0,75.0%,12.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
48,1999,1999-12-19,14,25.149,NWE,@,PHI,L 9-24,*,12,4,27,6.75,0,33.3%,2.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
49,2000,2000-09-03,1,26.042,NWE,,TAM,L 16-21,*,7,4,56,14.00,1,57.1%,8.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
50,2000,2000-09-11,2,26.050,NWE,@,NYJ,L 19-20,*,12,6,81,13.50,0,50.0%,6.75,1,-2,-2.00,0,0,0,,0,0,0,,,,,,0,0
51,2000,2000-09-17,3,26.056,NWE,,MIN,L 13-21,*,17,8,69,8.63,1,47.1%,4.06,0,0,,0,0,0,,0,0,0,,,,,,1,6
52,2000,2000-09-24,4,26.063,NWE,@,MIA,L 3-10,,13,5,65,13.00,0,38.5%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
53,2000,2000-10-01,5,26.070,NWE,@,DEN,W 28-19,,8,6,76,12.67,1,75.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
54,2000,2000-10-08,6,26.077,NWE,,IND,W 24-16,*,9,5,51,10.20,1,55.6%,5.67,0,0,,0,0,0,,0,0,0,,,,,,1,6
55,2000,2000-10-15,7,26.084,NWE,,NYJ,L 17-34,*,7,2,45,22.50,0,28.6%,6.43,0,0,,0,0,0,,0,0,0,,,,,,0,0
56,2000,2000-10-22,8,26.091,NWE,@,IND,L 23-30,,6,3,36,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
57,2000,2000-11-05,9,26.105,NWE,,BUF,L 13-16,*,7,3,25,8.33,0,42.9%,3.57,0,0,,0,0,0,,0,0,0,,,,,,0,0
58,2000,2000-11-12,10,26.112,NWE,@,CLE,L 11-19,*,8,6,65,10.83,0,75.0%,8.13,0,0,,0,0,0,,0,0,0,,,,,,0,0
59,2000,2000-11-19,11,26.119,NWE,,CIN,W 16-13,*,15,11,129,11.73,0,73.3%,8.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
60,2000,2000-11-23,12,26.123,NWE,@,DET,L 9-34,*,13,5,76,15.20,0,38.5%,5.85,0,0,,0,0,0,,0,0,0,,,,,,0,0
61,2000,2000-12-04,13,26.134,NWE,,KAN,W 30-24,,8,2,15,7.50,0,25.0%,1.88,2,37,18.50,0,0,0,,0,0,0,,,,,,0,0
62,2000,2000-12-10,14,26.140,NWE,@,CHI,L 17-24,*,15,5,63,12.60,1,33.3%,4.20,0,0,,0,0,0,,0,0,0,,,,,,1,6
63,2000,2000-12-17,15,26.147,NWE,@,BUF,W 13-10,*,11,6,70,11.67,0,54.5%,6.36,0,0,,0,0,0,,0,0,0,,,,,,0,0
64,2000,2000-12-24,16,26.154,NWE,,MIA,L 24-27,,7,2,41,20.50,1,28.6%,5.86,1,4,4.00,0,0,0,,0,0,0,,,,,,1,6
65,2001,2001-10-14,5,27.083,NWE,,SDG,W 29-26,*,14,7,110,15.71,1,50.0%,7.86,0,0,,0,0,0,,0,0,0,,,,,,1,6
66,2001,2001-12-09,13,27.139,NWE,,CLE,W 27-16,,4,4,67,16.75,0,100.0%,16.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
67,2001,2001-12-16,14,27.146,NWE,@,BUF,W 12-9,,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
68,2001,2001-12-22,15,27.152,NWE,,MIA,W 20-13,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
69,2002,2002-09-08,1,28.047,GNB,,ATL,W 37-34,*,7,2,60,30.00,0,28.6%,8.57,0,0,,0,0,0,,0,0,0,,,,,,0,0
70,2002,2002-09-15,2,28.054,GNB,@,NOR,L 20-35,*,10,9,81,9.00,1,90.0%,8.10,0,0,,0,0,0,,0,0,0,,,,,,1,6
71,2002,2002-09-22,3,28.061,GNB,@,DET,W 37-31,*,7,4,55,13.75,0,57.1%,7.86,0,0,,0,0,0,,0,0,0,,,,,,0,0
72,2002,2002-09-29,4,28.068,GNB,,CAR,W 17-14,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
73,2002,2002-10-07,5,28.076,GNB,@,CHI,W 34-21,*,10,8,154,19.25,0,80.0%,15.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
74,2002,2002-10-13,6,28.082,GNB,@,NWE,W 28-10,*,8,3,19,6.33,0,37.5%,2.38,0,0,,0,0,0,,0,0,0,,,,,,0,0
75,2002,2002-10-20,7,28.089,GNB,,WAS,W 30-9,*,5,1,15,15.00,0,20.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
76,2002,2002-11-04,8,28.104,GNB,,MIA,W 24-10,*,6,3,24,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
77,2002,2002-11-10,9,28.110,GNB,,DET,W 40-14,*,5,3,82,27.33,0,60.0%,16.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
78,2002,2002-11-17,10,28.117,GNB,@,MIN,L 21-31,*,10,4,61,15.25,0,40.0%,6.10,0,0,,0,0,0,,0,0,0,,,,,,0,0
79,2002,2002-11-24,11,28.124,GNB,@,TAM,L 7-21,*,11,4,61,15.25,0,36.4%,5.55,0,0,,0,0,0,,0,0,0,,,,,,0,0
80,2002,2002-12-01,12,28.131,GNB,,CHI,W 30-20,*,4,2,39,19.50,0,50.0%,9.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
81,2002,2002-12-15,14,28.145,GNB,@,SFO,W 20-14,*,5,3,46,15.33,0,60.0%,9.20,0,0,,0,0,0,,0,0,0,,,,,,0,0
82,2002,2002-12-22,15,28.152,GNB,,BUF,W 10-0,*,8,4,27,6.75,0,50.0%,3.38,0,0,,0,0,0,,0,0,0,,,,,,0,0
83,2002,2002-12-29,16,28.159,GNB,@,NYJ,L 17-42,*,9,5,76,15.20,1,55.6%,8.44,0,0,,0,0,0,,0,0,0,,,,,,1,6
84,2003,2003-09-07,1,29.046,DAL,,ATL,L 13-27,*,3,,,,,0.0%,,,,,,,,,,,,,0,,,,,
85,2003,2003-09-15,2,29.054,DAL,@,NYG,W 35-32,,10,8,113,14.13,0,80.0%,11.30,0,0,,0,0,0,,0,0,0,,0,,,,0,0
86,2003,2003-09-28,3,29.067,DAL,@,NYJ,W 17-6,*,3,,,,,0.0%,,,,,,,,,,,,,0,,,,,
87,2003,2003-10-05,4,29.074,DAL,,ARI,W 24-7,*,5,4,104,26.00,1,80.0%,20.80,1,4,4.00,0,0,0,,0,0,0,,0,,,,1,6
88,2003,2003-10-12,5,29.081,DAL,,PHI,W 23-21,*,10,5,41,8.20,0,50.0%,4.10,0,0,,0,0,0,,0,0,0,,0,,,,0,0
89,2003,2003-10-19,6,29.088,DAL,@,DET,W 38-7,*,6,6,75,12.50,3,100.0%,12.50,0,0,,0,0,0,,0,0,0,,0,,,,3,18
90,2003,2003-10-26,7,29.095,DAL,@,TAM,L 0-16,*,3,3,26,8.67,0,100.0%,8.67,1,4,4.00,0,0,0,,0,0,0,,0,,,,0,0
91,2003,2003-11-02,8,29.102,DAL,,WAS,W 21-14,*,14,6,73,12.17,1,42.9%,5.21,1,47,47.00,0,0,0,,0,0,0,,0,,,,1,6
92,2003,2003-11-09,9,29.109,DAL,,BUF,W 10-6,*,5,1,19,19.00,0,20.0%,3.80,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
93,2003,2003-11-16,10,29.116,DAL,@,NWE,L 0-12,*,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0
94,2003,2003-11-23,11,29.123,DAL,,CAR,W 24-20,*,9,5,74,14.80,0,55.6%,8.22,0,0,,0,0,0,,0,0,0,,0,,,,0,0
95,2003,2003-11-27,12,29.127,DAL,,MIA,L 21-40,*,5,4,97,24.25,0,80.0%,19.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0
96,2003,2003-12-07,13,29.137,DAL,@,PHI,L 10-36,,4,,,,,0.0%,,,,,,,,,,,,,0,,,,,
97,2003,2003-12-14,14,29.144,DAL,@,WAS,W 27-0,*,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0
98,2003,2003-12-21,15,29.151,DAL,,NYG,W 19-3,*,6,5,64,12.80,0,83.3%,10.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0
99,2003,2003-12-28,16,29.158,DAL,@,NOR,L 7-13,*,5,2,42,21.00,0,40.0%,8.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0
100,2004,2004-09-12,1,30.051,DAL,@,MIN,L 17-35,*,8,5,84,16.80,1,62.5%,10.50,0,0,,0,0,0,,0,0,0,,0,,,,1,6
101,2004,2004-09-19,2,30.058,DAL,,CLE,W 19-12,*,10,6,90,15.00,0,60.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
102,2004,2004-09-27,3,30.066,DAL,@,WAS,W 21-18,*,4,3,56,18.67,1,75.0%,14.00,0,0,,0,0,0,,0,0,0,,0,,,,1,6
103,2004,2004-10-10,4,30.079,DAL,,NYG,L 10-26,*,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
104,2004,2004-10-17,5,30.086,DAL,,PIT,L 20-24,*,11,7,140,20.00,0,63.6%,12.73,1,-3,-3.00,0,0,0,,0,0,0,,0,,,,0,0
105,2004,2004-10-24,6,30.093,DAL,@,GNB,L 20-41,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
106,2005,2005-09-11,1,31.050,DAL,@,SDG,W 28-24,*,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
107,2005,2005-09-19,2,31.058,DAL,,WAS,L 13-14,*,10,6,157,26.17,1,60.0%,15.70,0,0,,0,0,0,,0,0,0,,,,,,1,6
108,2005,2005-09-25,3,31.064,DAL,@,SFO,W 34-31,*,8,5,137,27.40,0,62.5%,17.13,0,0,,0,0,0,,0,0,0,,,,,,0,0
109,2005,2005-10-02,4,31.071,DAL,@,OAK,L 13-19,*,6,2,64,32.00,0,33.3%,10.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
110,2005,2005-10-09,5,31.078,DAL,,PHI,W 33-10,*,9,7,118,16.86,2,77.8%,13.11,0,0,,0,0,0,,0,0,0,,,,,,2,12
111,2005,2005-10-16,6,31.085,DAL,,NYG,W 16-13,*,8,6,64,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
112,2005,2005-10-23,7,31.092,DAL,@,SEA,L 10-13,*,9,4,35,8.75,0,44.4%,3.89,0,0,,0,0,0,,0,0,0,,,,,,0,0
113,2005,2005-10-30,8,31.099,DAL,,ARI,W 34-13,*,4,3,65,21.67,0,75.0%,16.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
114,2005,2005-11-14,9,31.114,DAL,@,PHI,W 21-20,*,4,2,31,15.50,1,50.0%,7.75,1,-10,-10.00,0,0,0,,0,0,0,,,,,,1,6
115,2005,2005-11-20,10,31.120,DAL,,DET,W 20-7,*,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
116,2005,2005-11-24,11,31.124,DAL,,DEN,L 21-24,*,9,4,56,14.00,0,44.4%,6.22,0,0,,0,0,0,,0,0,0,,,,,,0,0
117,2005,2005-12-04,12,31.134,DAL,@,NYG,L 10-17,*,10,3,37,12.33,1,30.0%,3.70,0,0,,0,0,0,,0,0,0,,,,,,1,6
118,2005,2005-12-11,13,31.141,DAL,,KAN,W 31-28,*,10,6,138,23.00,1,60.0%,13.80,1,6,6.00,1,0,0,,0,0,0,,,,,,2,12
119,2005,2005-12-18,14,31.148,DAL,@,WAS,L 7-35,*,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,,0,0,0,,,,,,0,0
120,2005,2005-12-24,15,31.154,DAL,@,CAR,W 24-20,*,7,4,88,22.00,1,57.1%,12.57,0,0,,0,0,0,,0,0,0,,,,,,1,6
121,2005,2006-01-01,16,31.162,DAL,,STL,L 10-20,*,9,2,44,22.00,0,22.2%,4.89,0,0,,0,0,0,,0,0,0,,,,,,0,0
122,2006,2006-09-10,1,32.049,DAL,@,JAX,L 17-24,*,7,4,81,20.25,0,57.1%,11.57,0,0,,0,0,0,,0,0,0,,,,,,0,0
123,2006,2006-09-17,2,32.056,DAL,,WAS,W 27-10,*,6,6,94,15.67,1,100.0%,15.67,0,0,,0,0,0,,0,0,0,,,,,,1,6
124,2006,2006-10-01,3,32.070,DAL,@,TEN,W 45-14,*,6,5,54,10.80,2,83.3%,9.00,1,22,22.00,0,0,0,,0,0,0,,,,,,2,12
125,2006,2006-10-08,4,32.077,DAL,@,PHI,L 24-38,*,7,5,61,12.20,0,71.4%,8.71,0,0,,0,0,0,,0,0,0,,,,,,0,0
126,2006,2006-10-15,5,32.084,DAL,,HOU,W 34-6,*,10,5,47,9.40,0,50.0%,4.70,0,0,,0,0,0,,0,0,0,,,,,,0,0
127,2006,2006-10-23,6,32.092,DAL,,NYG,L 22-36,*,8,4,41,10.25,0,50.0%,5.13,0,0,,0,0,0,,0,0,0,,,,,,0,0
128,2006,2006-10-29,7,32.098,DAL,@,CAR,W 35-14,*,6,4,52,13.00,0,66.7%,8.67,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0
129,2006,2006-11-05,8,32.105,DAL,@,WAS,L 19-22,*,6,3,26,8.67,1,50.0%,4.33,1,-8,-8.00,0,0,0,,0,0,0,,,,,,1,6
130,2006,2006-11-12,9,32.112,DAL,@,ARI,W 27-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
131,2006,2006-11-19,10,32.119,DAL,,IND,W 21-14,*,7,6,78,13.00,0,85.7%,11.14,0,0,,0,0,0,,0,0,0,,,,,,0,0
132,2006,2006-11-23,11,32.123,DAL,,TAM,W 38-10,*,6,4,89,22.25,2,66.7%,14.83,0,0,,0,0,0,,0,0,0,,,,,,2,12
133,2006,2006-12-03,12,32.133,DAL,@,NYG,W 23-20,,8,4,52,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
134,2006,2006-12-10,13,32.140,DAL,,NOR,L 17-42,*,13,8,150,18.75,0,61.5%,11.54,0,0,,0,0,0,,0,0,0,,,,,,0,0
135,2006,2006-12-16,14,32.146,DAL,@,ATL,W 38-28,*,7,5,96,19.20,0,71.4%,13.71,0,0,,0,0,0,,0,0,0,,,,,,0,0
136,2006,2006-12-25,15,32.155,DAL,,PHI,L 7-23,*,5,1,17,17.00,0,20.0%,3.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
137,2006,2006-12-31,16,32.161,DAL,,DET,L 31-39,*,9,6,109,18.17,0,66.7%,12.11,0,0,,0,0,0,,0,0,0,,,,,,0,0
138,2007,2007-12-30,16,33.160,DAL,@,WAS,L 6-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
