ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
36,1973,1973-11-04,8,24.162,HOU,@,BAL,W 31-27,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,,,,,,,0,0,0,0,,0
37,1973,1973-11-11,9,24.169,HOU,,CLE,L 13-23,,8,15,53.33,84,0,1,42.1,0,0,5.60,2.60,0,0,,0,,,,,,,0,0,0,0,,0
38,1973,1973-11-18,10,24.176,HOU,@,KAN,L 14-38,,5,18,27.78,58,0,0,40.5,0,0,3.22,3.22,0,0,,0,,,,,,,0,0,0,0,,0
39,1973,1973-11-25,11,24.183,HOU,,NWE,L 0-32,,11,23,47.83,80,0,1,38.3,0,0,3.48,1.52,3,20,6.67,0,,,,,,,0,0,0,0,,0
40,1973,1973-12-02,12,24.190,HOU,,OAK,L 6-17,*,22,36,61.11,243,0,0,81.1,0,0,6.75,6.75,1,0,0.00,0,,,,,,,0,0,0,0,,0
41,1973,1973-12-09,13,24.197,HOU,@,PIT,L 7-33,*,5,14,35.71,30,1,2,28.6,0,0,2.14,-2.86,5,4,0.80,0,,,,,,,0,0,0,0,,0
42,1973,1973-12-16,14,24.204,HOU,,CIN,L 24-27,*,17,26,65.38,201,0,0,88.8,0,0,7.73,7.73,5,5,1.00,0,,,,,,,0,0,3,101,33.67,0
43,1974,1974-10-06,4,25.133,HOU,,PIT,L 7-13,,3,6,50.00,69,0,0,91.7,0,0,11.50,11.50,1,0,0.00,0,,,,,,,0,0,0,0,,0
44,1974,1974-10-13,5,25.140,HOU,@,MIN,L 10-51,*,16,32,50.00,167,0,4,25.9,0,0,5.22,-0.41,1,0,0.00,0,,,,,,,0,0,0,0,,0
45,1974,1974-10-20,6,25.147,HOU,,STL,L 27-31,*,26,40,65.00,354,1,0,101.5,0,0,8.85,9.35,1,1,1.00,0,,,,,,,0,0,0,0,,0
46,1974,1974-10-27,7,25.154,HOU,@,CIN,W 34-21,*,11,18,61.11,154,2,0,125.7,0,0,8.56,10.78,3,0,0.00,0,,,,,,,0,0,0,0,,0
47,1974,1974-11-03,8,25.161,HOU,@,NYJ,W 27-22,*,18,28,64.29,221,1,1,85.6,0,0,7.89,7.00,3,6,2.00,0,,,,,,,0,0,0,0,,0
48,1974,1974-11-10,9,25.168,HOU,@,BUF,W 21-9,*,6,10,60.00,59,1,1,70.4,0,0,5.90,3.40,5,-6,-1.20,0,,,,,,,0,0,0,0,,0
49,1974,1974-11-17,10,25.175,HOU,,CIN,W 20-3,*,11,13,84.62,101,1,1,92.6,0,0,7.77,5.85,1,1,1.00,0,,,,,,,0,0,0,0,,0
50,1974,1974-11-24,11,25.182,HOU,,DAL,L 0-10,*,7,18,38.89,46,0,0,47.0,0,0,2.56,2.56,1,0,0.00,0,,,,,,,0,0,0,0,,0
51,1974,1974-12-01,12,25.189,HOU,@,PIT,W 13-10,*,10,19,52.63,84,1,0,81.9,0,0,4.42,5.47,5,0,0.00,0,,,,,,,0,0,0,0,,0
52,1974,1974-12-08,13,25.196,HOU,@,DEN,L 14-37,*,20,38,52.63,195,1,1,65.1,0,0,5.13,4.47,0,0,,0,,,,,,,0,0,0,0,,0
53,1974,1974-12-15,14,25.203,HOU,,CLE,W 28-24,*,12,25,48.00,121,2,2,55.6,0,0,4.84,2.84,3,-8,-2.67,0,,,,,,,0,0,0,0,,0
54,1975,1975-09-21,1,26.118,HOU,@,NWE,W 7-0,*,6,16,37.50,53,0,1,21.1,0,0,3.31,0.50,2,-1,-0.50,0,,,,,,,0,0,0,0,,0
55,1975,1975-09-28,2,26.125,HOU,,SDG,W 33-17,*,12,23,52.17,144,1,0,86.1,0,0,6.26,7.13,0,0,,0,,,,,,,0,0,2,85,42.50,0
56,1975,1975-10-05,3,26.132,HOU,,CIN,L 19-21,*,11,23,47.83,93,0,2,22.6,0,0,4.04,0.13,1,-1,-1.00,0,,,,,,,0,0,4,145,36.25,0
57,1975,1975-10-12,4,26.139,HOU,@,CLE,W 40-10,*,12,20,60.00,124,3,0,117.5,0,0,6.20,9.20,0,0,,0,,,,,,,0,0,2,72,36.00,0
58,1975,1975-10-19,5,26.146,HOU,,WAS,W 13-10,*,10,17,58.82,135,0,1,59.7,0,0,7.94,5.29,2,19,9.50,0,,,,,,,0,0,8,293,36.63,0
59,1975,1975-10-26,6,26.153,HOU,,DET,W 24-8,*,9,16,56.25,212,2,1,114.6,0,0,13.25,12.94,3,0,0.00,0,,,,,,,0,0,1,38,38.00,0
60,1975,1975-11-02,7,26.160,HOU,@,KAN,W 17-13,*,11,19,57.89,198,2,1,106.9,0,0,10.42,10.16,3,-6,-2.00,0,,,,,,,0,0,7,316,45.14,0
61,1975,1975-11-09,8,26.167,HOU,@,PIT,L 17-24,*,15,33,45.45,203,0,2,40.3,0,0,6.15,3.42,1,1,1.00,0,,,,,,,0,0,6,278,46.33,0
62,1975,1975-11-16,9,26.174,HOU,,MIA,W 20-19,*,11,22,50.00,111,0,0,64.8,0,0,5.05,5.05,1,0,0.00,0,,,,,,,0,0,5,200,40.00,0
63,1975,1975-11-24,10,26.182,HOU,,PIT,L 9-32,*,17,32,53.13,172,1,2,53.1,0,0,5.38,3.19,0,0,,0,,,,,,,0,0,5,211,42.20,0
64,1975,1975-11-30,11,26.188,HOU,@,CIN,L 19-23,*,10,34,29.41,107,1,1,37.7,0,0,3.15,2.41,4,32,8.00,1,,,,,,,1,6,5,209,41.80,0
65,1975,1975-12-07,12,26.195,HOU,@,SFO,W 27-13,*,11,23,47.83,118,0,0,63.3,0,0,5.13,5.13,4,36,9.00,0,,,,,,,0,0,5,191,38.20,0
66,1975,1975-12-14,13,26.202,HOU,@,OAK,W 27-26,*,17,41,41.46,217,3,3,52.6,0,0,5.29,3.46,2,17,8.50,0,,,,,,,0,0,5,155,31.00,0
67,1975,1975-12-21,14,26.209,HOU,,CLE,W 21-10,*,11,23,47.83,166,1,2,50.3,0,0,7.22,4.17,0,0,,0,,,,,,,0,0,7,254,36.29,0
68,1976,1976-09-12,1,27.109,HOU,,TAM,W 20-0,*,17,27,62.96,194,2,1,93.8,0,0,7.19,7.00,1,2,2.00,0,,,,,,,0,0,5,199,39.80,0
69,1976,1976-09-19,2,27.116,HOU,@,BUF,W 13-3,*,9,24,37.50,80,0,1,29.9,0,0,3.33,1.46,2,14,7.00,0,,,,,,,0,0,9,324,36.00,0
70,1976,1976-09-26,3,27.123,HOU,,OAK,L 13-14,*,16,36,44.44,216,1,1,61.8,0,0,6.00,5.31,3,3,1.00,0,,,,,,,0,0,6,227,37.83,0
71,1976,1976-10-03,4,27.130,HOU,@,NOR,W 31-26,*,16,27,59.26,183,2,1,89.0,0,0,6.78,6.59,0,0,,0,,,,,,,0,0,10,402,40.20,0
72,1976,1976-10-10,5,27.137,HOU,,DEN,W 17-3,*,24,40,60.00,217,0,0,74.7,0,0,5.43,5.43,2,12,6.00,0,,,,,,,0,0,7,245,35.00,0
73,1976,1976-10-17,6,27.144,HOU,@,SDG,L 27-30,*,25,39,64.10,329,3,1,105.6,0,0,8.44,8.82,2,3,1.50,0,,,,,,,0,0,4,147,36.75,0
74,1976,1976-10-24,7,27.151,HOU,,CIN,L 7-27,*,23,42,54.76,198,0,3,37.6,0,0,4.71,1.50,0,0,,0,,,,,,,0,0,7,292,41.71,0
75,1976,1976-11-01,8,27.159,HOU,@,BAL,L 14-38,*,10,22,45.45,160,1,0,85.4,0,0,7.27,8.18,0,0,,0,,,,,,,0,0,7,249,35.57,0
76,1976,1976-11-07,9,27.165,HOU,,CLE,L 7-21,*,1,1,100.00,-4,0,0,79.2,0,0,-4.00,-4.00,0,0,,0,,,,,,,0,0,0,0,,0
77,1976,1976-11-21,11,27.179,HOU,@,PIT,L 16-32,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,0,0,,0
78,1976,1976-11-28,12,27.186,HOU,,ATL,W 20-14,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,0,0,5,180,36.00,0
79,1976,1976-12-05,13,27.193,HOU,@,CLE,L 10-13,,13,19,68.42,127,1,1,82.6,0,0,6.68,5.37,1,11,11.00,0,,,,,,,0,0,9,263,29.22,0
80,1976,1976-12-11,14,27.199,HOU,,PIT,L 0-21,*,13,29,44.83,95,0,1,38.7,0,0,3.28,1.72,0,0,,0,,,,,,,0,0,1,43,43.00,0
81,1977,1977-09-18,1,28.115,HOU,,NYJ,W 20-0,*,20,32,62.50,137,0,0,72.0,0,0,4.28,4.28,3,11,3.67,1,,,,,,,1,6,0,0,,0
82,1977,1977-09-25,2,28.122,HOU,@,GNB,W 16-10,*,18,30,60.00,152,0,0,73.2,0,0,5.07,5.07,2,-7,-3.50,0,,,,,,,0,0,0,0,,0
83,1977,1977-10-02,3,28.129,HOU,@,MIA,L 7-27,*,16,31,51.61,137,0,2,36.6,0,0,4.42,1.52,2,5,2.50,1,,,,,,,1,6,0,0,,0
84,1977,1977-10-09,4,28.136,HOU,,PIT,W 27-10,*,12,23,52.17,140,1,2,49.2,0,0,6.09,3.04,2,10,5.00,0,,,,,,,0,0,0,0,,0
85,1977,1977-10-16,5,28.143,HOU,,CLE,L 23-24,,8,15,53.33,89,0,0,71.2,0,0,5.93,5.93,0,0,,0,,,,,,,0,0,0,0,,0
86,1977,1977-10-23,6,28.150,HOU,@,PIT,L 10-27,*,5,15,33.33,32,1,5,25.0,0,0,2.13,-11.53,1,0,0.00,0,,,,,,,0,0,0,0,,0
87,1977,1977-10-30,7,28.157,HOU,@,CIN,L 10-13,,9,16,56.25,80,1,0,90.6,0,0,5.00,6.25,0,0,,0,,,,,,,0,0,0,0,,0
88,1977,1977-11-06,8,28.164,HOU,,CHI,W 47-0,*,11,18,61.11,246,2,0,142.1,0,0,13.67,15.89,0,0,,0,,,,,,,0,0,0,0,,0
89,1977,1977-11-13,9,28.171,HOU,@,OAK,L 29-34,*,11,27,40.74,203,2,4,52.5,0,0,7.52,2.33,0,0,,0,,1,0.0,,,,0,0,0,0,,0
90,1977,1977-11-20,10,28.178,HOU,@,SEA,W 22-10,*,21,36,58.33,237,1,2,64.2,0,0,6.58,4.64,2,2,1.00,0,,,,,,,0,0,0,0,,0
91,1977,1977-11-27,11,28.185,HOU,,KAN,W 34-20,*,11,24,45.83,118,3,2,65.6,0,0,4.92,3.67,0,0,,0,,,,,,,0,0,0,0,,0
92,1977,1977-12-04,12,28.192,HOU,,DEN,L 14-24,*,10,19,52.63,152,1,0,96.8,0,0,8.00,9.05,2,15,7.50,0,,,,,,,0,0,0,0,,0
93,1977,1977-12-11,13,28.199,HOU,@,CLE,W 19-15,*,7,12,58.33,74,0,1,41.7,0,0,6.17,2.42,1,-3,-3.00,0,,,,,,,0,0,0,0,,0
94,1977,1977-12-18,14,28.206,HOU,,CIN,W 21-16,*,10,21,47.62,190,1,0,95.3,0,0,9.05,10.00,3,6,2.00,0,,,,,,,0,0,0,0,,0
95,1978,1978-09-03,1,29.100,HOU,@,ATL,L 14-20,*,19,36,52.78,136,1,2,47.9,0,0,3.78,1.83,0,0,,0,,,,,,,0,0,0,0,,0
96,1978,1978-09-10,2,29.107,HOU,@,KAN,W 20-17,*,7,12,58.33,47,0,0,67.0,0,0,3.92,3.92,2,-3,-1.50,0,,,,,,,0,0,0,0,,0
97,1978,1978-09-17,3,29.114,HOU,,SFO,W 20-19,*,15,24,62.50,179,1,1,81.8,0,0,7.46,6.42,1,3,3.00,0,,,,,,,0,0,0,0,,0
98,1978,1978-09-24,4,29.121,HOU,,RAM,L 6-10,*,10,20,50.00,120,0,1,47.9,0,0,6.00,3.75,0,0,,0,,,,,,,0,0,0,0,,0
99,1978,1978-10-01,5,29.128,HOU,@,CLE,W 16-13,*,14,29,48.28,215,1,1,70.3,0,0,7.41,6.55,2,0,0.00,0,,,,,,,0,0,0,0,,0
100,1978,1978-10-08,6,29.135,HOU,@,OAK,L 17-21,*,9,17,52.94,168,2,1,102.1,0,0,9.88,9.59,1,9,9.00,0,,,,,,,0,0,0,0,,0
101,1978,1978-10-15,7,29.142,HOU,,BUF,W 17-10,*,12,22,54.55,158,1,0,92.6,0,0,7.18,8.09,0,0,,0,,,,,,,0,0,0,0,,0
102,1978,1978-10-23,8,29.150,HOU,@,PIT,W 24-17,*,13,19,68.42,160,0,0,94.2,0,0,8.42,8.42,2,-1,-0.50,0,,,,,,,0,0,0,0,,0
103,1978,1978-10-29,9,29.156,HOU,@,CIN,L 13-28,*,13,27,48.15,142,2,0,88.8,0,0,5.26,6.74,1,0,0.00,0,,,,,,,0,0,0,0,,0
104,1978,1978-11-05,10,29.163,HOU,,CLE,W 14-10,*,17,25,68.00,242,1,2,79.1,0,0,9.68,6.88,2,-4,-2.00,0,,,,,,,0,0,0,0,,0
105,1978,1978-11-12,11,29.170,HOU,@,NWE,W 26-23,*,15,28,53.57,200,1,1,73.5,0,0,7.14,6.25,3,-6,-2.00,0,,,,,,,0,0,0,0,,0
106,1978,1978-11-20,12,29.178,HOU,,MIA,W 35-30,*,10,15,66.67,156,1,1,95.4,0,0,10.40,8.73,0,0,,0,,,,,,,0,0,0,0,,0
107,1978,1978-11-26,13,29.184,HOU,,CIN,W 17-10,*,9,20,45.00,157,1,2,49.4,0,0,7.85,4.35,1,-2,-2.00,0,,,,,,,0,0,0,0,,0
108,1978,1978-12-03,14,29.191,HOU,,PIT,L 3-13,*,10,27,37.04,91,0,3,7.4,0,0,3.37,-1.63,0,0,,0,,,,,,,0,0,0,0,,0
109,1978,1978-12-10,15,29.198,HOU,@,NOR,W 17-12,*,12,18,66.67,137,1,0,107.9,0,0,7.61,8.72,1,0,0.00,0,,,,,,,0,0,0,0,,0
110,1978,1978-12-17,16,29.205,HOU,,SDG,L 24-45,*,14,29,48.28,165,3,2,71.8,0,0,5.69,4.66,2,15,7.50,0,,,,,,,0,0,0,0,,0
111,1979,1979-09-02,1,30.099,HOU,@,WAS,W 29-27,*,12,30,40.00,176,1,3,31.4,0,0,5.87,2.03,3,-2,-0.67,0,,,,,,,0,0,0,0,,0
112,1979,1979-09-09,2,30.106,HOU,@,PIT,L 7-38,*,4,16,25.00,16,0,3,0.0,0,0,1.00,-7.44,0,0,,0,,,,,,,0,0,0,0,,0
113,1979,1979-09-23,4,30.120,HOU,@,CIN,W 30-27,*,15,33,45.45,198,2,2,59.9,0,0,6.00,4.48,2,5,2.50,0,,,,,,,0,0,0,0,,0
114,1979,1979-09-30,5,30.127,HOU,,CLE,W 31-10,*,8,13,61.54,102,0,0,86.1,0,0,7.85,7.85,2,3,1.50,0,,,,,,,0,0,0,0,,0
115,1979,1979-10-07,6,30.134,HOU,,STL,L 17-24,*,15,29,51.72,176,1,2,53.2,0,0,6.07,3.66,0,0,,0,,,,,,,0,0,0,0,,0
116,1979,1979-10-14,7,30.141,HOU,@,BAL,W 28-16,*,5,14,35.71,49,0,2,6.8,0,0,3.50,-2.93,1,3,3.00,0,,,,,,,0,0,0,0,,0
117,1979,1979-10-21,8,30.148,HOU,@,SEA,L 14-34,*,20,38,52.63,195,2,1,73.9,0,0,5.13,5.00,0,0,,0,,,,,,,0,0,0,0,,0
118,1979,1979-10-28,9,30.155,HOU,,NYJ,W 27-24,*,18,36,50.00,212,1,1,66.0,0,0,5.89,5.19,0,0,,0,,,,,,,0,0,0,0,,0
119,1979,1979-11-05,10,30.163,HOU,@,MIA,W 9-6,*,6,10,60.00,25,0,0,64.6,0,0,2.50,2.50,3,14,4.67,0,,,,,,,0,0,0,0,,0
120,1979,1979-11-11,11,30.169,HOU,,OAK,W 31-17,*,8,13,61.54,208,2,0,145.0,0,0,16.00,19.08,0,0,,0,,,,,,,0,0,0,0,,0
121,1979,1979-11-18,12,30.176,HOU,,CIN,W 42-21,*,10,14,71.43,182,1,1,107.7,0,0,13.00,11.21,1,-1,-1.00,0,,,,,,,0,0,0,0,,0
122,1979,1979-11-22,13,30.180,HOU,@,DAL,W 30-24,*,9,17,52.94,163,2,0,125.4,0,0,9.59,11.94,1,-2,-2.00,0,,,,,,,0,0,0,0,,0
123,1979,1979-12-02,14,30.190,HOU,@,CLE,L 7-14,*,16,31,51.61,133,0,1,49.5,0,0,4.29,2.84,0,0,,0,,,,,,,0,0,0,0,,0
124,1979,1979-12-10,15,30.198,HOU,,PIT,W 20-17,*,10,16,62.50,170,1,0,119.3,0,0,10.63,11.88,1,-2,-2.00,0,,,,,,,0,0,0,0,,0
125,1979,1979-12-16,16,30.204,HOU,,PHI,L 20-26,*,7,14,50.00,85,1,2,53.3,0,0,6.07,1.07,1,5,5.00,0,,,,,,,0,0,0,0,,0
126,1980,1980-09-07,1,31.104,OAK,@,KAN,W 27-14,*,19,37,51.35,317,2,0,98.6,3,0,8.57,9.65,0,0,,0,,,,,,,0,0,0,0,,0
127,1980,1980-09-14,2,31.111,OAK,@,SDG,L 24-30,*,15,33,45.45,238,1,3,42.2,1,0,7.21,3.73,4,24,6.00,0,,,,,,,0,0,0,0,,0
128,1980,1980-09-21,3,31.118,OAK,,WAS,W 24-21,*,17,33,51.52,176,2,3,49.6,1,0,5.33,2.45,0,0,,0,,,,,,,0,0,0,0,,0
129,1980,1980-09-28,4,31.125,OAK,@,BUF,L 7-24,*,10,20,50.00,158,0,2,37.1,4,0,7.90,3.40,0,0,,0,,,,,,,0,0,0,0,,0
130,1980,1980-10-05,5,31.132,OAK,,KAN,L 17-31,*,5,7,71.43,43,0,0,87.2,1,0,6.14,6.14,0,0,,0,,,,,,,0,0,0,0,,0
131,1981,1981-11-01,9,32.159,RAM,,DET,W 20-13,,0,1,0.00,0,0,0,39.6,1,9,0.00,0.00,2,-5,-2.50,0,,,,,,,0,0,0,0,,0
132,1981,1981-11-08,10,32.166,RAM,,NOR,L 13-21,*,15,33,45.45,223,1,4,38.6,3,32,6.76,1.91,0,0,,0,,,,,,,0,0,0,0,,0
133,1981,1981-11-15,11,32.173,RAM,@,CIN,L 10-24,*,8,24,33.33,78,0,3,3.8,5,49,3.25,-2.38,0,0,,0,,,,,,,0,0,0,0,,0
134,1981,1981-11-22,12,32.180,RAM,,SFO,L 31-33,*,8,18,44.44,79,1,1,52.8,0,0,4.39,3.00,2,13,6.50,0,,,,,,,0,0,0,0,,0
135,1981,1981-11-29,13,32.187,RAM,@,PIT,L 0-24,,14,33,42.42,126,0,3,15.5,3,32,3.82,-0.27,0,0,,0,,,,,,,0,0,0,0,,0
136,1981,1981-12-14,15,32.202,RAM,,ATL,W 21-16,*,11,22,50.00,111,0,2,26.9,0,0,5.05,0.95,3,-3,-1.00,0,,,,,,,0,0,0,0,,0
137,1981,1981-12-20,16,32.208,RAM,,WAS,L 7-30,*,8,21,38.10,102,0,1,34.2,2,27,4.86,2.71,0,0,,0,,,,,,,0,0,0,0,,0
138,1983,1983-10-16,7,34.143,PHI,@,DAL,L 7-37,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,,,,,,0,0,0,0,,0
139,1983,1983-11-20,12,34.178,PHI,,NYG,L 0-23,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,1,0,0.00,0,,,,,,,0,0,0,0,,0
140,1983,1983-12-04,14,34.192,PHI,,RAM,W 13-9,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,,,,
