ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
15,1960,1960-12-04,11,23.147,DAL,@,NYG,T 31-31,0,0,,0,0,0,,0,1,32,32.00,0,2,11,5.50,0,0,0,0,0,0
16,1960,1960-12-11,12,23.154,DAL,@,DET,L 14-23,0,0,,0,0,0,,0,1,34,34.00,0,0,0,,0,0,0,0,0,0
17,1961,1961-09-17,1,24.069,PIT,@,DAL,L 24-27,0,0,,0,0,0,,0,1,25,25.00,0,1,2,2.00,0,0,0,0,0,0
18,1961,1961-09-24,2,24.076,PIT,,NYG,L 14-17,0,0,,0,0,0,,0,1,24,24.00,0,1,9,9.00,0,0,0,0,0,0
19,1961,1961-10-08,4,24.090,PIT,@,PHI,L 16-21,0,0,,0,0,0,,0,2,37,18.50,0,0,0,,0,0,0,0,0,0
20,1961,1961-10-15,5,24.097,PIT,,WAS,W 20-0,0,0,,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0,1,13,0
21,1961,1961-10-22,6,24.104,PIT,,CLE,L 28-30,0,0,,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0,1,19,0
22,1961,1961-11-12,9,24.125,PIT,,DAL,W 37-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,6,1,71,1
23,1962,1962-09-23,2,25.075,MIN,,BAL,L 7-34,0,0,,0,0,0,,0,0,0,,0,2,26,13.00,0,0,0,0,0,0
24,1962,1962-09-30,3,25.082,MIN,@,SFO,L 7-21,0,0,,0,0,0,,0,1,20,20.00,0,3,24,8.00,0,0,0,1,6,0
25,1962,1962-10-07,4,25.089,MIN,,CHI,L 0-13,0,0,,0,0,0,,0,3,64,21.33,0,1,7,7.00,0,0,0,0,0,0
26,1962,1962-10-21,6,25.103,MIN,@,RAM,W 38-14,0,0,,0,0,0,,0,0,0,,0,3,60,20.00,0,1,6,1,39,1
27,1962,1962-11-04,8,25.117,MIN,@,PIT,L 31-39,0,0,,0,0,0,,0,2,53,26.50,0,1,2,2.00,0,0,0,0,0,0
28,1962,1962-11-11,9,25.124,MIN,@,CHI,L 30-31,0,0,,0,0,0,,0,4,94,23.50,0,0,0,,0,0,0,2,22,0
29,1962,1962-11-18,10,25.131,MIN,,DET,L 6-17,0,0,,0,0,0,,0,2,43,21.50,0,0,0,,0,0,0,1,13,0
30,1962,1962-11-25,11,25.138,MIN,,RAM,T 24-24,0,0,,0,0,0,,0,4,67,16.75,0,1,42,42.00,0,0,0,0,0,0
31,1962,1962-12-02,12,25.145,MIN,,SFO,L 12-35,0,0,,0,0,0,,0,4,87,21.75,0,0,0,,0,0,0,0,0,0
32,1962,1962-12-09,13,25.152,MIN,@,DET,L 23-37,0,0,,0,0,0,,0,2,56,28.00,0,1,8,8.00,0,0,0,0,0,0
33,1962,1962-12-16,14,25.159,MIN,@,BAL,L 17-42,0,0,,0,0,0,,0,4,104,26.00,0,0,0,,0,0,0,0,0,0
34,1963,1963-09-15,1,26.067,MIN,@,SFO,W 24-20,1,-7,-7.00,0,0,0,,0,2,40,20.00,0,3,30,10.00,0,0,0,0,0,0
35,1963,1963-09-22,2,26.074,MIN,,CHI,L 7-28,0,0,,0,0,0,,0,1,28,28.00,0,1,2,2.00,0,0,0,0,0,0
36,1963,1963-09-29,3,26.081,MIN,,SFO,W 45-14,2,6,3.00,0,0,0,,0,1,24,24.00,0,2,63,31.50,1,1,6,0,0,0
37,1963,1963-10-06,4,26.088,MIN,,STL,L 14-56,0,0,,0,0,0,,0,3,70,23.33,0,2,14,7.00,0,0,0,0,0,0
38,1963,1963-10-13,5,26.095,MIN,,GNB,L 28-37,0,0,,0,0,0,,0,2,47,23.50,0,2,18,9.00,0,0,0,0,0,0
39,1963,1963-10-20,6,26.102,MIN,@,RAM,L 24-27,3,7,2.33,0,0,0,,0,2,37,18.50,0,1,11,11.00,0,0,0,0,0,0
40,1963,1963-10-27,7,26.109,MIN,@,DET,L 10-28,3,16,5.33,0,1,7,7.00,0,3,66,22.00,0,0,0,,0,0,0,0,0,0
41,1963,1963-11-03,8,26.116,MIN,,RAM,W 21-13,0,0,,0,0,0,,0,1,28,28.00,0,4,32,8.00,0,0,0,0,0,0
42,1963,1963-11-10,9,26.123,MIN,@,GNB,L 7-28,0,0,,0,0,0,,0,4,72,18.00,0,2,9,4.50,0,0,0,0,0,0
43,1963,1963-11-17,10,26.130,MIN,,BAL,L 34-37,0,0,,0,0,0,,0,1,31,31.00,0,1,7,7.00,0,0,0,0,0,0
44,1963,1963-11-24,11,26.137,MIN,,DET,W 34-31,0,0,,0,1,6,6.00,0,4,86,21.50,0,0,0,,0,0,0,0,0,0
45,1963,1963-12-01,12,26.144,MIN,@,CHI,T 17-17,2,10,5.00,0,2,26,13.00,0,2,39,19.50,0,2,21,10.50,0,0,0,0,0,0
46,1963,1963-12-08,13,26.151,MIN,@,BAL,L 10-41,2,5,2.50,0,0,0,,0,5,91,18.20,0,0,0,,0,0,0,0,0,0
47,1963,1963-12-15,14,26.158,MIN,@,PHI,W 34-13,4,11,2.75,0,0,0,,0,2,54,27.00,0,1,13,13.00,0,0,0,0,0,0
48,1964,1964-09-13,1,27.065,MIN,,BAL,W 34-24,0,0,,0,0,0,,0,1,18,18.00,0,2,6,3.00,0,0,0,0,0,0
49,1964,1964-09-20,2,27.072,MIN,,CHI,L 28-34,0,0,,0,0,0,,0,4,92,23.00,0,1,32,32.00,0,0,0,0,0,0
50,1964,1964-09-27,3,27.079,MIN,@,RAM,L 13-22,2,2,1.00,0,0,0,,0,3,73,24.33,0,2,13,6.50,0,0,0,0,0,0
51,1964,1964-10-04,4,27.086,MIN,@,GNB,W 24-23,1,6,6.00,0,0,0,,0,2,39,19.50,0,2,21,10.50,0,0,0,0,0,0
52,1964,1964-10-11,5,27.093,MIN,,DET,L 20-24,2,3,1.50,0,1,58,58.00,0,2,46,23.00,0,2,14,7.00,0,0,0,1,15,0
53,1964,1964-10-25,7,27.107,MIN,@,SFO,W 27-22,0,0,,0,0,0,,0,3,55,18.33,0,3,15,5.00,0,0,0,1,0,0
54,1964,1964-11-01,8,27.114,MIN,,GNB,L 13-42,0,0,,0,0,0,,0,2,58,29.00,0,3,8,2.67,0,0,0,0,0,0
55,1964,1964-11-08,9,27.121,MIN,,SFO,W 24-7,0,0,,0,0,0,,0,0,0,,0,2,24,12.00,0,0,0,0,0,0
56,1964,1964-11-15,10,27.128,MIN,@,BAL,L 14-17,0,0,,0,0,0,,0,4,101,25.25,0,1,1,1.00,0,0,0,0,0,0
57,1964,1964-11-22,11,27.135,MIN,@,DET,T 23-23,0,0,,0,0,0,,0,0,0,,0,2,7,3.50,0,0,0,0,0,0
58,1964,1964-11-29,12,27.142,MIN,,RAM,W 34-13,0,0,,0,0,0,,0,2,59,29.50,0,1,7,7.00,0,0,0,0,0,0
59,1964,1964-12-06,13,27.149,MIN,@,NYG,W 30-21,0,0,,0,0,0,,0,1,18,18.00,0,1,8,8.00,0,0,0,0,0,0
60,1964,1964-12-13,14,27.156,MIN,@,CHI,W 41-14,0,0,,0,0,0,,0,2,38,19.00,0,0,0,,0,0,0,0,0,0
