ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
49,1981,1981-09-07,1,25.175,CLE,,SDG,L 14-44,6,87,14.50,0,0,0,,0,0,0,,0,0,0
50,1981,1981-09-13,2,25.181,CLE,,HOU,L 3-9,6,57,9.50,0,0,0,,0,0,0,,0,0,0
51,1981,1981-09-20,3,25.188,CLE,@,CIN,W 20-17,5,42,8.40,1,0,0,,0,0,0,,0,1,6
52,1981,1981-09-27,4,25.195,CLE,,ATL,W 28-17,6,78,13.00,1,0,0,,0,0,0,,0,1,6
53,1981,1981-10-04,5,25.202,CLE,@,RAM,L 16-27,2,56,28.00,1,0,0,,0,0,0,,0,1,6
54,1981,1981-10-11,6,25.209,CLE,@,PIT,L 7-13,5,120,24.00,1,1,14,14.00,0,0,0,,0,1,6
55,1981,1981-10-18,7,25.216,CLE,,NOR,W 20-17,7,65,9.29,0,0,0,,0,0,0,,0,0,0
56,1981,1981-10-25,8,25.223,CLE,,BAL,W 42-28,5,85,17.00,1,0,0,,0,0,0,,0,1,6
57,1981,1981-11-01,9,25.230,CLE,@,BUF,L 13-22,3,52,17.33,1,0,0,,0,0,0,,0,1,6
58,1981,1981-11-08,10,25.237,CLE,@,DEN,L 20-23,3,89,29.67,0,1,6,6.00,0,0,0,,0,0,0
59,1981,1981-11-15,11,25.244,CLE,@,SFO,W 15-12,3,36,12.00,0,0,0,,0,0,0,,0,0,0
60,1981,1981-11-22,12,25.251,CLE,,PIT,L 10-32,5,61,12.20,0,0,0,,0,0,0,,0,0,0
61,1981,1981-11-29,13,25.258,CLE,,CIN,L 21-41,4,58,14.50,0,0,0,,0,0,0,,0,0,0
62,1981,1981-12-03,14,25.262,CLE,@,HOU,L 13-17,3,26,8.67,0,0,0,,0,0,0,,0,0,0
63,1981,1981-12-12,15,25.271,CLE,,NYJ,L 13-14,5,79,15.80,0,0,0,,0,0,0,,0,0,0
64,1981,1981-12-20,16,25.279,CLE,@,SEA,L 21-42,1,11,11.00,0,0,0,,0,0,0,,0,0,0
65,1982,1982-09-12,1,26.180,CLE,@,SEA,W 21-7,2,22,11.00,0,0,0,,0,0,0,,0,0,0
66,1982,1982-09-19,2,26.187,CLE,,PHI,L 21-24,8,122,15.25,2,0,0,,0,0,0,,0,2,12
67,1982,1982-11-21,3,26.250,CLE,,NWE,W 10-7,1,10,10.00,0,0,0,,0,0,0,,0,0,0
68,1982,1982-11-25,4,26.254,CLE,@,DAL,L 14-31,2,40,20.00,0,0,0,,0,0,0,,0,0,0
69,1982,1982-12-05,5,26.264,CLE,,SDG,L 13-30,10,140,14.00,1,0,0,,0,0,0,,0,1,6
70,1982,1982-12-12,6,26.271,CLE,@,CIN,L 10-23,10,88,8.80,0,0,0,,0,0,0,,0,0,0
71,1982,1982-12-19,7,26.278,CLE,,PIT,W 10-9,4,42,10.50,0,0,0,,0,0,0,,0,0,0
72,1982,1982-12-26,8,26.285,CLE,@,HOU,W 20-14,3,46,15.33,0,0,0,,0,0,0,,0,0,0
73,1982,1983-01-02,9,26.292,CLE,@,PIT,L 21-37,9,123,13.67,0,0,0,,0,0,0,,0,0,0
74,1983,1983-09-04,1,27.172,CLE,,MIN,L 21-27,5,35,7.00,0,0,0,,0,0,0,,0,0,0
75,1983,1983-09-11,2,27.179,CLE,@,DET,W 31-26,3,33,11.00,1,0,0,,0,0,0,,0,1,6
76,1983,1983-09-15,3,27.183,CLE,,CIN,W 17-7,5,50,10.00,1,0,0,,0,0,0,,0,1,6
77,1983,1983-09-25,4,27.193,CLE,@,SDG,W 30-24,7,65,9.29,1,0,0,,0,0,0,,0,1,6
78,1983,1983-10-02,5,27.200,CLE,,SEA,L 9-24,5,55,11.00,0,0,0,,0,0,0,,0,0,0
79,1983,1983-10-09,6,27.207,CLE,,NYJ,W 10-7,5,57,11.40,0,0,0,,0,0,0,,0,0,0
80,1983,1983-10-16,7,27.214,CLE,@,PIT,L 17-44,9,103,11.44,0,0,0,,0,0,0,,0,0,0
81,1983,1983-10-23,8,27.221,CLE,@,CIN,L 21-28,7,69,9.86,2,0,0,,0,0,0,,0,2,12
82,1983,1983-10-30,9,27.228,CLE,,HOU,W 25-19,4,41,10.25,0,0,0,,0,0,0,,0,0,0
83,1983,1983-11-06,10,27.235,CLE,@,GNB,L 21-35,8,90,11.25,0,0,0,,0,0,0,,0,0,0
84,1983,1983-11-13,11,27.242,CLE,,TAM,W 20-0,3,81,27.00,0,0,0,,0,0,0,,0,0,0
85,1983,1983-11-20,12,27.249,CLE,@,NWE,W 30-0,1,4,4.00,0,0,0,,0,0,0,,0,0,0
86,1983,1983-11-27,13,27.256,CLE,,BAL,W 41-23,8,108,13.50,1,0,0,,0,0,0,,0,1,6
87,1983,1983-12-04,14,27.263,CLE,@,DEN,L 6-27,8,78,9.75,0,0,0,,0,0,0,,0,0,0
88,1983,1983-12-11,15,27.270,CLE,@,HOU,L 27-34,7,71,10.14,0,0,0,,0,0,0,,0,0,0
89,1983,1983-12-18,16,27.277,CLE,,PIT,W 30-17,4,30,7.50,0,0,0,,0,0,0,,0,0,0
90,1984,1984-09-03,1,28.171,CLE,@,SEA,L 0-33,2,22,11.00,0,0,0,,0,0,0,,0,0,0
91,1984,1984-09-09,2,28.177,CLE,@,RAM,L 17-20,8,65,8.13,1,0,0,,0,0,0,,0,1,6
92,1984,1984-09-16,3,28.184,CLE,,DEN,L 14-24,2,12,6.00,0,0,0,,0,0,0,,0,0,0
93,1984,1984-09-23,4,28.191,CLE,,PIT,W 20-10,6,99,16.50,0,0,0,,0,0,0,,0,0,0
94,1984,1984-09-30,5,28.198,CLE,@,KAN,L 6-10,7,74,10.57,0,0,0,,0,0,0,,0,0,0
95,1984,1984-10-07,6,28.205,CLE,,NWE,L 16-17,6,55,9.17,0,0,0,,0,0,0,,0,0,0
96,1984,1984-10-14,7,28.212,CLE,,NYJ,L 20-24,14,191,13.64,0,0,0,,0,0,0,,0,0,0
97,1984,1984-10-21,8,28.219,CLE,@,CIN,L 9-12,4,20,5.00,0,0,0,,0,0,0,,0,0,0
98,1984,1984-10-28,9,28.226,CLE,,NOR,L 14-16,4,42,10.50,2,0,0,,0,0,0,,0,2,12
99,1984,1984-11-04,10,28.233,CLE,@,BUF,W 13-10,4,53,13.25,0,0,0,,0,0,0,,0,0,0
100,1984,1984-11-11,11,28.240,CLE,,SFO,L 7-41,2,56,28.00,0,0,0,,0,0,0,,0,0,0
101,1984,1984-11-18,12,28.247,CLE,@,ATL,W 23-7,5,97,19.40,1,0,0,,0,0,0,,0,1,6
102,1984,1984-11-25,13,28.254,CLE,,HOU,W 27-10,10,102,10.20,1,0,0,,0,0,0,,0,1,6
103,1984,1984-12-02,14,28.261,CLE,,CIN,L 17-20,8,62,7.75,0,0,0,,0,0,0,,0,0,0
104,1984,1984-12-09,15,28.268,CLE,@,PIT,L 20-23,5,33,6.60,0,0,0,,0,0,0,,0,0,0
105,1984,1984-12-16,16,28.275,CLE,@,HOU,W 27-20,2,18,9.00,0,0,0,,0,0,0,,0,0,0
106,1985,1985-09-08,1,29.176,CLE,,STL,L 24-27,6,79,13.17,1,0,0,,0,0,0,,0,1,6
107,1985,1985-09-16,2,29.184,CLE,,PIT,W 17-7,4,27,6.75,0,0,0,,0,0,0,,0,0,0
108,1985,1985-09-22,3,29.190,CLE,@,DAL,L 7-20,4,40,10.00,0,0,0,,0,0,0,,0,0,0
109,1985,1985-09-29,4,29.197,CLE,@,SDG,W 21-7,1,6,6.00,0,0,0,,0,0,0,,0,0,0
110,1985,1985-10-06,5,29.204,CLE,,NWE,W 24-20,6,73,12.17,1,0,0,,0,0,0,,0,1,6
111,1985,1985-10-13,6,29.211,CLE,@,HOU,W 21-6,1,7,7.00,0,0,0,,0,0,0,,0,0,0
112,1985,1985-10-20,7,29.218,CLE,,RAI,L 20-21,4,49,12.25,0,0,0,,0,0,0,,0,0,0
113,1985,1985-10-27,8,29.225,CLE,,WAS,L 7-14,9,92,10.22,1,0,0,,0,0,0,,0,1,6
114,1985,1985-11-03,9,29.232,CLE,@,PIT,L 9-10,2,21,10.50,0,0,0,,0,0,0,,0,0,0
115,1985,1985-11-10,10,29.239,CLE,@,CIN,L 10-27,7,94,13.43,0,0,0,,0,0,0,,0,0,0
116,1985,1985-11-17,11,29.246,CLE,,BUF,W 17-7,3,17,5.67,1,0,0,,0,0,0,,0,1,6
117,1985,1985-11-24,12,29.253,CLE,,CIN,W 24-6,2,7,3.50,0,0,0,,0,0,0,,0,0,0
118,1985,1985-12-01,13,29.260,CLE,@,NYG,W 35-33,3,52,17.33,0,0,0,,0,0,0,,0,0,0
119,1985,1985-12-08,14,29.267,CLE,@,SEA,L 13-31,4,31,7.75,0,0,0,,0,0,0,,0,0,0
120,1985,1985-12-15,15,29.274,CLE,,HOU,W 28-21,4,85,21.25,1,0,0,,0,0,0,,0,1,6
121,1985,1985-12-22,16,29.281,CLE,@,NYJ,L 10-37,2,31,15.50,0,0,0,,0,0,0,,0,0,0
122,1986,1986-09-07,1,30.175,CLE,@,CHI,L 31-41,1,14,14.00,0,0,0,,0,0,0,,0,0,0
123,1986,1986-09-14,2,30.182,CLE,@,HOU,W 23-20,2,19,9.50,0,0,0,,0,0,0,,0,0,0
124,1986,1986-09-18,3,30.186,CLE,,CIN,L 13-30,2,9,4.50,0,0,0,,0,0,0,,0,0,0
125,1986,1986-09-28,4,30.196,CLE,,DET,W 24-21,1,10,10.00,0,0,0,,0,0,0,,0,0,0
126,1986,1986-10-05,5,30.203,CLE,@,PIT,W 27-24,2,18,9.00,0,0,0,,0,0,0,,0,0,0
127,1986,1986-10-12,6,30.210,CLE,,KAN,W 20-7,4,47,11.75,1,0,0,,0,0,0,,0,1,6
128,1986,1986-10-19,7,30.217,CLE,,GNB,L 14-17,3,21,7.00,0,0,0,,0,0,0,,0,0,0
129,1986,1986-10-26,8,30.224,CLE,@,MIN,W 23-20,2,10,5.00,0,0,0,,0,0,0,,0,0,0
130,1986,1986-11-02,9,30.231,CLE,@,IND,W 24-9,3,49,16.33,1,0,0,,0,0,0,,0,1,6
131,1986,1986-11-10,10,30.239,CLE,,MIA,W 26-16,7,94,13.43,0,0,0,,0,0,0,,0,0,0
132,1986,1986-11-16,11,30.245,CLE,@,RAI,L 14-27,1,4,4.00,0,0,0,,0,0,0,,0,0,0
133,1986,1986-11-23,12,30.252,CLE,,PIT,W 37-31,2,32,16.00,1,0,0,,0,0,0,,0,1,6
134,1986,1986-11-30,13,30.259,CLE,,HOU,W 13-10,1,3,3.00,0,0,0,,0,0,0,,0,0,0
135,1986,1986-12-07,14,30.266,CLE,@,BUF,W 21-17,4,48,12.00,0,0,0,,0,0,0,,0,0,0
136,1986,1986-12-14,15,30.273,CLE,@,CIN,W 34-3,2,32,16.00,0,0,0,,0,0,0,,0,0,0
137,1986,1986-12-21,16,30.280,CLE,,SDG,W 47-17,2,7,3.50,0,0,0,,0,0,0,,0,0,0
138,1987,1987-09-13,1,31.181,CLE,@,NOR,L 21-28,5,43,8.60,0,0,0,,0,0,0,,0,0,0
139,1987,1987-09-20,2,31.188,CLE,,PIT,W 34-10,1,6,6.00,0,0,0,,0,0,0,,0,0,0
140,1987,1987-10-18,5,31.216,CLE,@,CIN,W 34-0,4,29,7.25,0,0,0,,0,0,0,,0,0,0
141,1987,1987-10-26,6,31.224,CLE,,RAM,W 30-17,2,7,3.50,0,0,0,,0,0,0,,0,0,0
142,1987,1987-11-01,7,31.230,CLE,@,SDG,L 24-27,2,10,5.00,0,0,0,,0,0,0,,0,0,0
143,1987,1987-11-08,8,31.237,CLE,,ATL,W 38-3,3,33,11.00,0,0,0,,0,0,0,,0,0,0
144,1987,1987-11-15,9,31.244,CLE,,BUF,W 27-21,3,70,23.33,0,0,0,,0,0,0,,0,0,0
145,1987,1987-11-22,10,31.251,CLE,@,HOU,W 40-7,2,47,23.50,0,0,0,,0,0,0,,0,0,0
146,1987,1987-11-29,11,31.258,CLE,@,SFO,L 24-38,1,6,6.00,0,0,0,,0,0,0,,0,0,0
147,1987,1987-12-06,12,31.265,CLE,,IND,L 7-9,1,11,11.00,0,0,0,,0,0,0,,0,0,0
148,1987,1987-12-13,13,31.272,CLE,,CIN,W 38-24,3,18,6.00,0,0,0,,0,0,0,,0,0,0
149,1987,1987-12-20,14,31.279,CLE,@,RAI,W 24-17,1,1,1.00,0,0,0,,0,0,0,,0,0,0
150,1987,1987-12-26,15,31.285,CLE,@,PIT,W 19-13,6,94,15.67,0,0,0,,0,0,0,,0,0,0
151,1988,1988-09-04,1,32.172,CLE,@,KAN,W 6-3,3,31,10.33,0,0,0,,0,0,0,,0,0,0
152,1988,1988-09-11,2,32.179,CLE,,NYJ,L 3-23,2,26,13.00,0,0,0,,0,0,0,,0,0,0
153,1988,1988-09-19,3,32.187,CLE,,IND,W 23-17,3,20,6.67,1,0,0,,0,0,0,,0,1,6
154,1988,1988-09-25,4,32.193,CLE,@,CIN,L 17-24,5,72,14.40,0,0,0,,0,0,0,,0,0,0
155,1988,1988-10-02,5,32.200,CLE,@,PIT,W 23-9,2,11,5.50,0,0,0,,0,0,0,,0,0,0
156,1988,1988-10-09,6,32.207,CLE,,SEA,L 10-16,2,27,13.50,0,0,0,,0,0,0,,0,0,0
157,1988,1988-10-16,7,32.214,CLE,,PHI,W 19-3,1,6,6.00,0,0,0,,0,0,0,,0,0,0
158,1988,1988-10-23,8,32.221,CLE,@,PHO,W 29-21,1,5,5.00,0,0,0,,0,0,0,,0,0,0
159,1988,1988-10-30,9,32.228,CLE,,CIN,W 23-16,1,5,5.00,0,0,0,,0,0,0,,0,0,0
160,1988,1988-11-07,10,32.236,CLE,@,HOU,L 17-24,5,65,13.00,1,0,0,,0,0,0,,0,1,6
161,1988,1988-11-13,11,32.242,CLE,@,DEN,L 7-30,1,8,8.00,0,0,0,,0,0,0,,0,0,0
162,1988,1988-11-20,12,32.249,CLE,,PIT,W 27-7,1,8,8.00,0,0,0,,0,0,0,,0,0,0
163,1988,1988-11-27,13,32.256,CLE,@,WAS,W 17-13,1,5,5.00,0,0,0,,0,0,0,,0,0,0
164,1988,1988-12-04,14,32.263,CLE,,DAL,W 24-21,2,18,9.00,0,0,0,,0,0,0,,0,0,0
165,1988,1988-12-12,15,32.271,CLE,@,MIA,L 31-38,4,23,5.75,0,0,0,,0,0,0,,0,0,0
166,1988,1988-12-18,16,32.277,CLE,,HOU,W 28-23,1,13,13.00,0,0,0,,0,0,0,,0,0,0
167,1989,1989-09-10,1,33.178,CLE,@,PIT,W 51-0,1,8,8.00,0,0,0,,0,0,0,,0,0,0
168,1989,1989-09-17,2,33.185,CLE,,NYJ,W 38-24,4,31,7.75,1,0,0,,0,0,0,,0,1,6
169,1989,1989-09-25,3,33.193,CLE,@,CIN,L 14-21,2,32,16.00,0,0,0,,0,0,0,,0,0,0
170,1989,1989-10-01,4,33.199,CLE,,DEN,W 16-13,3,21,7.00,0,0,0,,0,0,0,,0,0,0
171,1989,1989-10-08,5,33.206,CLE,@,MIA,L 10-13,3,40,13.33,0,0,0,,0,0,0,,0,0,0
172,1989,1989-10-15,6,33.213,CLE,,PIT,L 7-17,2,28,14.00,0,0,0,,0,0,0,,0,0,0
173,1989,1989-10-23,7,33.221,CLE,,CHI,W 27-7,2,26,13.00,0,0,0,,0,0,0,,0,0,0
174,1989,1989-10-29,8,33.227,CLE,,HOU,W 28-17,0,0,,0,,,,,,,,,,
175,1989,1989-11-05,9,33.234,CLE,@,TAM,W 42-31,0,0,,0,,,,,,,,,,
176,1989,1989-11-12,10,33.241,CLE,@,SEA,W 17-7,1,7,7.00,0,0,0,,0,0,0,,0,0,0
177,1989,1989-11-19,11,33.248,CLE,,KAN,T 10-10,0,0,,0,,,,,,,,,,
178,1989,1989-11-23,12,33.252,CLE,@,DET,L 10-13,4,53,13.25,0,0,0,,0,0,0,,0,0,0
179,1989,1989-12-03,13,33.262,CLE,,CIN,L 0-21,2,16,8.00,0,0,0,,0,0,0,,0,0,0
180,1989,1989-12-10,14,33.269,CLE,@,IND,L 17-23,3,43,14.33,0,0,0,,0,0,0,,0,0,0
181,1989,1989-12-17,15,33.276,CLE,,MIN,W 23-17,1,18,18.00,0,0,0,,0,0,0,,0,0,0
182,1989,1989-12-23,16,33.282,CLE,@,HOU,W 24-20,1,1,1.00,0,0,0,,0,0,0,,0,0,0
183,1990,1990-09-09,1,34.177,CLE,,PIT,W 13-3,0,0,,0,,,,,,,,,,
184,1990,1990-09-16,2,34.184,CLE,@,NYJ,L 21-24,1,5,5.00,0,0,0,,0,0,0,,0,0,0
185,1990,1990-09-23,3,34.191,CLE,,SDG,L 14-24,3,47,15.67,0,0,0,,0,0,0,,0,0,0
186,1990,1990-09-30,4,34.198,CLE,@,KAN,L 0-34,2,13,6.50,0,0,0,,0,0,0,,0,0,0
187,1990,1990-10-08,5,34.206,CLE,@,DEN,W 30-29,1,6,6.00,0,0,0,,0,0,0,,0,0,0
188,1990,1990-10-14,6,34.212,CLE,@,NOR,L 20-25,0,0,,0,,,,,,,,,,
189,1990,1990-10-22,7,34.220,CLE,,CIN,L 13-34,0,0,,0,,,,,,,,,,
190,1990,1990-10-28,8,34.226,CLE,@,SFO,L 17-20,2,8,4.00,1,0,0,,0,0,0,,0,1,6
191,1990,1990-11-04,9,34.233,CLE,,BUF,L 0-42,3,40,13.33,0,0,0,,0,0,0,,0,0,0
192,1990,1990-11-18,10,34.247,CLE,,HOU,L 23-35,2,24,12.00,1,0,0,,0,0,0,,0,1,6
193,1990,1990-11-25,11,34.254,CLE,,MIA,L 13-30,2,26,13.00,0,0,0,,0,0,0,,0,0,0
194,1990,1990-12-02,12,34.261,CLE,,RAM,L 23-38,0,0,,0,,,,,,,,,,
195,1990,1990-12-09,13,34.268,CLE,@,HOU,L 14-58,1,13,13.00,0,0,0,,0,0,0,,0,0,0
196,1990,1990-12-16,14,34.275,CLE,,ATL,W 13-10,4,34,8.50,0,0,0,,0,0,0,,0,0,0
197,1990,1990-12-23,15,34.282,CLE,@,PIT,L 0-35,1,18,18.00,0,0,0,,0,0,0,,0,0,0
198,1990,1990-12-30,16,34.289,CLE,@,CIN,L 14-21,1,6,6.00,0,0,0,,0,0,0,,0,0,0
