ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
27,1967,1967-10-01,3,24.074,WAS,,NYG,W 38-34,4,73,18.25,1,0,0,,0,0,0,,0,1,6
28,1967,1967-10-08,4,24.081,WAS,,DAL,L 14-17,3,39,13.00,0,0,0,,0,0,0,,0,0,0
29,1967,1967-10-15,5,24.088,WAS,@,ATL,T 20-20,6,45,7.50,1,0,0,,0,0,0,,0,1,6
30,1967,1967-10-22,6,24.095,WAS,@,RAM,T 28-28,7,102,14.57,3,0,0,,0,0,0,,0,3,18
31,1967,1967-10-29,7,24.102,WAS,,BAL,L 13-17,1,16,16.00,0,0,0,,0,0,0,,0,0,0
32,1967,1967-11-12,9,24.116,WAS,,SFO,W 31-28,9,101,11.22,2,0,0,,0,0,0,,0,2,12
33,1967,1967-11-19,10,24.123,WAS,@,DAL,W 27-20,5,66,13.20,2,0,0,,0,0,0,,0,2,12
34,1967,1967-11-26,11,24.130,WAS,@,CLE,L 37-42,4,63,15.75,0,0,0,,0,0,0,,0,0,0
35,1967,1967-12-03,12,24.137,WAS,,PHI,T 35-35,9,145,16.11,2,0,0,,0,0,0,,0,2,12
36,1967,1967-12-10,13,24.144,WAS,@,PIT,W 15-10,4,44,11.00,0,0,0,,0,0,0,,0,0,0
37,1967,1967-12-17,14,24.151,WAS,,NOR,L 14-30,5,36,7.20,0,0,0,,0,0,0,,0,0,0
38,1968,1968-09-22,2,25.065,WAS,@,NOR,L 17-37,3,42,14.00,1,0,0,,0,0,0,,0,1,6
39,1968,1968-09-29,3,25.072,WAS,@,NYG,L 21-48,8,78,9.75,1,0,0,,0,0,0,,0,1,6
40,1968,1968-10-13,5,25.086,WAS,,PIT,W 16-13,5,86,17.20,2,0,0,,0,0,0,,0,2,12
41,1968,1968-10-20,6,25.093,WAS,@,STL,L 14-41,8,96,12.00,0,0,0,,0,0,0,,0,0,0
42,1968,1968-11-10,9,25.114,WAS,@,PHI,W 16-10,4,58,14.50,0,0,0,,0,0,0,,0,0,0
43,1968,1968-11-17,10,25.121,WAS,,DAL,L 24-44,1,2,2.00,0,0,0,,0,0,0,,0,0,0
44,1968,1968-11-24,11,25.128,WAS,,GNB,L 7-27,2,37,18.50,0,0,0,,0,0,0,,0,0,0
45,1968,1968-11-28,12,25.132,WAS,@,DAL,L 20-29,6,116,19.33,1,0,0,,0,0,0,,0,1,6
46,1968,1968-12-08,13,25.142,WAS,,CLE,L 21-24,7,103,14.71,1,0,0,,0,0,0,,0,1,6
47,1968,1968-12-15,14,25.149,WAS,,DET,W 14-3,1,8,8.00,0,0,0,,0,0,0,,0,0,0
48,1969,1969-09-21,1,26.064,WAS,@,NOR,W 26-20,3,54,18.00,1,1,4,4.00,0,0,0,,0,1,6
49,1969,1969-09-28,2,26.071,WAS,@,CLE,L 23-27,3,21,7.00,1,0,0,,0,0,0,,0,1,6
50,1969,1969-10-05,3,26.078,WAS,@,SFO,T 17-17,6,77,12.83,1,0,0,,0,0,0,,0,1,6
51,1969,1969-10-12,4,26.085,WAS,,STL,W 33-17,3,41,13.67,1,1,-2,-2.00,0,0,0,,0,1,6
52,1969,1969-10-19,5,26.092,WAS,,NYG,W 20-14,5,69,13.80,0,0,0,,0,0,0,,0,0,0
53,1969,1969-10-26,6,26.099,WAS,@,PIT,W 14-7,2,26,13.00,0,0,0,,0,0,0,,0,0,0
54,1969,1969-11-02,7,26.106,WAS,@,BAL,L 17-41,4,46,11.50,0,1,6,6.00,0,0,0,,0,0,0
55,1969,1969-11-09,8,26.113,WAS,,PHI,T 28-28,4,50,12.50,0,0,0,,0,0,0,,0,0,0
56,1969,1969-11-16,9,26.120,WAS,,DAL,L 28-41,7,98,14.00,3,0,0,,0,0,0,,0,3,18
57,1969,1969-11-23,10,26.127,WAS,,ATL,W 27-20,2,35,17.50,1,0,0,,0,0,0,,0,1,6
58,1969,1969-11-30,11,26.134,WAS,,RAM,L 13-24,4,45,11.25,0,0,0,,0,0,0,,0,0,0
59,1969,1969-12-07,12,26.141,WAS,@,PHI,W 34-29,6,82,13.67,1,0,0,,0,0,0,,0,1,6
60,1969,1969-12-14,13,26.148,WAS,,NOR,W 17-14,2,20,10.00,0,0,0,,0,0,0,,0,0,0
61,1969,1969-12-21,14,26.155,WAS,@,DAL,L 10-20,3,18,6.00,0,0,0,,0,0,0,,0,0,0
62,1970,1970-09-20,1,27.063,WAS,@,SFO,L 17-26,4,55,13.75,1,0,0,,0,0,0,,0,1,6
63,1970,1970-09-27,2,27.070,WAS,@,STL,L 17-27,2,25,12.50,0,0,0,,0,0,0,,0,0,0
64,1970,1970-10-04,3,27.077,WAS,@,PHI,W 33-21,8,104,13.00,1,0,0,,0,0,0,,0,1,6
65,1970,1970-10-11,4,27.084,WAS,,DET,W 31-10,4,65,16.25,1,1,9,9.00,0,0,0,,0,1,6
66,1970,1970-10-19,5,27.092,WAS,@,OAK,L 20-34,4,52,13.00,1,0,0,,0,0,0,,0,1,6
67,1970,1970-10-25,6,27.098,WAS,,CIN,W 20-0,3,14,4.67,0,0,0,,0,0,0,,0,0,0
68,1970,1970-11-01,7,27.105,WAS,@,DEN,W 19-3,3,39,13.00,2,0,0,,0,0,0,,0,2,12
69,1970,1970-11-08,8,27.112,WAS,,MIN,L 10-19,3,21,7.00,0,0,0,,0,0,0,,0,0,0
70,1970,1970-11-15,9,27.119,WAS,@,NYG,L 33-35,1,27,27.00,0,0,0,,0,0,0,,0,0,0
71,1970,1970-11-22,10,27.126,WAS,,DAL,L 21-45,4,65,16.25,1,0,0,,0,0,0,,0,1,6
72,1970,1970-11-29,11,27.133,WAS,,NYG,L 24-27,2,23,11.50,0,0,0,,0,0,0,,0,0,0
73,1970,1970-12-06,12,27.140,WAS,@,DAL,L 0-34,2,36,18.00,0,0,0,,0,0,0,,0,0,0
74,1970,1970-12-13,13,27.147,WAS,,PHI,W 24-6,,,,,,,,,,,,,,
75,1970,1970-12-20,14,27.154,WAS,,STL,W 28-27,3,49,16.33,2,1,20,20.00,0,0,0,,0,2,12
76,1971,1971-09-19,1,28.062,WAS,@,STL,W 24-17,2,35,17.50,1,1,5,5.00,0,0,0,,0,1,6
77,1971,1971-09-26,2,28.069,WAS,@,NYG,W 30-3,5,61,12.20,0,0,0,,0,0,0,,0,0,0
78,1971,1971-10-03,3,28.076,WAS,@,DAL,W 20-16,1,10,10.00,0,0,0,,0,0,0,,0,0,0
79,1971,1971-10-10,4,28.083,WAS,,HOU,W 22-13,1,18,18.00,0,0,0,,0,0,0,,0,0,0
80,1971,1971-10-24,6,28.097,WAS,@,KAN,L 20-27,1,12,12.00,0,0,0,,0,0,0,,0,0,0
81,1971,1971-12-05,12,28.139,WAS,,NYG,W 23-7,1,27,27.00,0,0,0,,0,0,0,,0,0,0
82,1971,1971-12-13,13,28.147,WAS,@,RAM,W 38-24,2,37,18.50,0,0,0,,0,0,0,,0,0,0
83,1971,1971-12-19,14,28.153,WAS,,CLE,L 13-20,3,27,9.00,0,0,0,,0,0,0,,0,0,0
84,1972,1972-09-18,1,29.061,WAS,@,MIN,W 24-21,,,,,,,,,,,,,,
85,1972,1972-09-24,2,29.067,WAS,,STL,W 24-10,2,11,5.50,2,0,0,,0,0,0,,0,2,12
86,1972,1972-10-01,3,29.074,WAS,@,NWE,L 23-24,1,9,9.00,1,0,0,,0,0,0,,0,1,6
87,1972,1972-10-08,4,29.081,WAS,,PHI,W 14-0,3,83,27.67,0,0,0,,0,0,0,,0,0,0
88,1972,1972-10-15,5,29.088,WAS,@,STL,W 33-3,1,24,24.00,0,0,0,,0,0,0,,0,0,0
89,1972,1972-10-22,6,29.095,WAS,,DAL,W 24-20,1,28,28.00,0,0,0,,0,0,0,,0,0,0
90,1972,1972-10-29,7,29.102,WAS,@,NYG,W 23-16,3,26,8.67,1,0,0,,0,0,0,,0,1,6
91,1972,1972-11-05,8,29.109,WAS,@,NYJ,W 35-17,,,,,,,,,,,,,,
92,1972,1972-11-12,9,29.116,WAS,,NYG,W 27-13,4,74,18.50,1,0,0,,0,0,0,,0,1,6
93,1972,1972-11-20,10,29.124,WAS,,ATL,W 24-13,1,12,12.00,1,0,0,,0,0,0,,0,1,6
94,1972,1972-11-26,11,29.130,WAS,,GNB,W 21-16,2,38,19.00,1,0,0,,0,0,0,,0,1,6
95,1972,1972-12-03,12,29.137,WAS,@,PHI,W 23-7,1,13,13.00,0,1,9,9.00,0,0,0,,0,0,0
96,1972,1972-12-09,13,29.143,WAS,@,DAL,L 24-34,2,35,17.50,0,0,0,,0,0,0,,0,0,0
97,1972,1972-12-17,14,29.151,WAS,,BUF,L 17-24,,,,,,,,,,,,,,
98,1973,1973-09-23,2,30.066,WAS,@,STL,L 27-34,,,,,,,,,,,,,,
99,1973,1973-09-30,3,30.073,WAS,@,PHI,W 28-7,,,,,,,,,,,,,,
100,1973,1973-10-08,4,30.081,WAS,,DAL,W 14-7,0,0,,0,0,0,,0,1,0,0.00,0,0,0
101,1973,1973-10-14,5,30.087,WAS,@,NYG,W 21-3,,,,,,,,,,,,,,
102,1973,1973-10-21,6,30.094,WAS,,STL,W 31-13,1,25,25.00,0,0,0,,0,0,0,,0,0,0
103,1973,1973-10-28,7,30.101,WAS,@,NOR,L 3-19,3,41,13.67,0,0,0,,0,0,0,,0,0,0
104,1973,1973-11-05,8,30.109,WAS,@,PIT,L 16-21,4,34,8.50,0,0,0,,0,0,0,,0,0,0
105,1973,1973-11-11,9,30.115,WAS,,SFO,W 33-9,1,11,11.00,0,0,0,,0,0,0,,0,0,0
106,1973,1973-11-18,10,30.122,WAS,,BAL,W 22-14,3,38,12.67,0,0,0,,0,0,0,,0,0,0
107,1973,1973-11-22,11,30.126,WAS,@,DET,W 20-0,1,9,9.00,0,0,0,,0,0,0,,0,0,0
108,1973,1973-12-02,12,30.136,WAS,,NYG,W 27-24,4,40,10.00,0,0,0,,0,0,0,,0,0,0
109,1973,1973-12-09,13,30.143,WAS,@,DAL,L 7-27,1,7,7.00,0,0,0,,0,0,0,,0,0,0
110,1973,1973-12-16,14,30.150,WAS,,PHI,W 38-20,1,10,10.00,0,0,0,,0,0,0,,0,0,0
111,1974,1974-09-15,1,31.058,WAS,@,NYG,W 13-10,2,41,20.50,0,0,0,,0,0,0,,0,0,0
112,1974,1974-09-22,2,31.065,WAS,,STL,L 10-17,4,54,13.50,0,1,5,5.00,0,0,0,,0,0,0
113,1974,1974-09-30,3,31.073,WAS,,DEN,W 30-3,1,24,24.00,0,0,0,,0,0,0,,0,0,0
114,1974,1974-10-06,4,31.079,WAS,@,CIN,L 17-28,6,90,15.00,1,0,0,,0,0,0,,0,1,6
115,1974,1974-10-13,5,31.086,WAS,,MIA,W 20-17,2,26,13.00,0,0,0,,0,0,0,,0,0,0
116,1974,1974-10-20,6,31.093,WAS,,NYG,W 24-3,2,33,16.50,0,0,0,,0,0,0,,0,0,0
117,1974,1974-10-27,7,31.100,WAS,@,STL,L 20-23,5,40,8.00,0,0,0,,0,0,0,,0,0,0
118,1974,1974-11-03,8,31.107,WAS,@,GNB,W 17-6,2,13,6.50,0,0,0,,0,0,0,,0,0,0
119,1974,1974-11-10,9,31.114,WAS,@,PHI,W 27-20,1,20,20.00,0,0,0,,0,0,0,,0,0,0
120,1974,1974-11-17,10,31.121,WAS,,DAL,W 28-21,2,26,13.00,0,0,0,,0,0,0,,0,0,0
121,1974,1974-11-24,11,31.128,WAS,,PHI,W 26-7,3,38,12.67,1,0,0,,0,0,0,,0,1,6
122,1974,1974-11-28,12,31.132,WAS,@,DAL,L 23-24,1,16,16.00,0,0,0,,0,0,0,,0,0,0
123,1974,1974-12-09,13,31.143,WAS,@,RAM,W 23-17,6,71,11.83,1,0,0,,0,0,0,,0,1,6
124,1974,1974-12-15,14,31.149,WAS,,CHI,W 42-0,7,62,8.86,0,0,0,,0,0,0,,0,0,0
125,1975,1975-09-21,1,32.064,WAS,,NOR,W 41-3,1,14,14.00,1,0,0,,0,0,0,,0,1,6
126,1975,1975-09-28,2,32.071,WAS,,NYG,W 49-13,1,12,12.00,0,0,0,,0,0,0,,0,0,0
127,1975,1975-10-05,3,32.078,WAS,@,PHI,L 10-26,2,11,5.50,0,0,0,,0,0,0,,0,0,0
128,1975,1975-10-13,4,32.086,WAS,,STL,W 27-17,5,49,9.80,0,0,0,,0,0,0,,0,0,0
129,1975,1975-10-19,5,32.092,WAS,@,HOU,L 10-13,,,,,,,,,,,,,,
130,1975,1975-10-26,6,32.099,WAS,@,CLE,W 23-7,2,23,11.50,0,0,0,,0,0,0,,0,0,0
131,1975,1975-11-02,7,32.106,WAS,,DAL,W 30-24,4,63,15.75,1,0,0,,0,0,0,,0,1,6
132,1975,1975-11-09,8,32.113,WAS,@,NYG,W 21-13,3,46,15.33,0,0,0,,0,0,0,,0,0,0
133,1975,1975-11-16,9,32.120,WAS,@,STL,L 17-20,2,41,20.50,0,0,0,,0,0,0,,0,0,0
134,1975,1975-11-23,10,32.127,WAS,,OAK,L 23-26,5,55,11.00,0,0,0,,0,0,0,,0,0,0
135,1975,1975-11-30,11,32.134,WAS,,MIN,W 31-30,,,,,,,,,,,,,,
136,1975,1975-12-07,12,32.141,WAS,@,ATL,W 30-27,2,29,14.50,1,0,0,,0,0,0,,0,1,6
137,1975,1975-12-13,13,32.147,WAS,@,DAL,L 10-31,3,36,12.00,0,0,0,,0,0,0,,0,0,0
138,1975,1975-12-21,14,32.155,WAS,,PHI,L 3-26,1,12,12.00,0,0,0,,0,0,0,,0,0,0
139,1976,1976-09-12,1,33.055,WAS,,NYG,W 19-17,,,,,,,,,,,,,,
140,1976,1976-09-19,2,33.062,WAS,,SEA,W 31-7,,,,,,,,,,,,,,
141,1976,1976-09-27,3,33.070,WAS,@,PHI,W 20-17,,,,,,,,,,,,,,
142,1976,1976-10-03,4,33.076,WAS,@,CHI,L 7-33,2,15,7.50,1,0,0,,0,0,0,,0,1,6
143,1976,1976-10-10,5,33.083,WAS,,KAN,L 30-33,3,34,11.33,1,0,0,,0,0,0,,0,1,6
144,1976,1976-10-17,6,33.090,WAS,,DET,W 20-7,1,15,15.00,0,0,0,,0,0,0,,0,0,0
145,1976,1976-10-25,7,33.098,WAS,,STL,W 20-10,,,,,,,,,,,,,,
146,1976,1976-10-31,8,33.104,WAS,,DAL,L 7-20,,,,,,,,,,,,,,
147,1976,1976-11-14,10,33.118,WAS,@,NYG,L 9-12,,,,,,,,,,,,,,
148,1976,1976-11-21,11,33.125,WAS,@,STL,W 16-10,,,,,,,,,,,,,,
149,1976,1976-11-28,12,33.132,WAS,,PHI,W 24-0,,,,,,,,,,,,,,
150,1976,1976-12-05,13,33.139,WAS,@,NYJ,W 37-16,1,11,11.00,0,0,0,,0,0,0,,0,0,0
151,1976,1976-12-12,14,33.146,WAS,@,DAL,W 27-14,,,,,,,,,,,,,,
152,1977,1977-09-25,2,34.068,WAS,,ATL,W 10-6,1,6,6.00,0,0,0,,0,0,0,,0,0,0
153,1977,1977-10-02,3,34.075,WAS,,STL,W 24-14,,,,,,,,,,,,,,
154,1977,1977-10-16,5,34.089,WAS,@,DAL,L 16-34,,,,,,,,,,,,,,
155,1977,1977-10-23,6,34.096,WAS,,NYG,L 6-17,,,,,,,,,,,,,,
156,1977,1977-10-30,7,34.103,WAS,,PHI,W 23-17,,,,,,,,,,,,,,
157,1977,1977-11-13,9,34.117,WAS,@,PHI,W 17-14,,,,,,,,,,,,,,
158,1977,1977-11-21,10,34.125,WAS,,GNB,W 10-9,,,,,,,,,,,,,,
159,1977,1977-11-27,11,34.131,WAS,,DAL,L 7-14,,,,,,,,,,,,,,
160,1977,1977-12-04,12,34.138,WAS,@,BUF,W 10-0,,,,,,,,,,,,,,
