ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
60,1988,1988-09-25,4,26.207,PHO,,WAS,W 30-21,,0,0,,0,4,4,100.0,,,,0,4,,,,
61,1988,1988-10-02,5,26.214,PHO,@,RAM,W 41-27,,0,0,,0,5,5,100.0,2,2,100.0,0,11,0,0,,0
62,1988,1988-10-09,6,26.221,PHO,,PIT,W 31-14,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
63,1988,1988-10-16,7,26.228,PHO,@,WAS,L 17-33,,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
64,1988,1988-10-23,8,26.235,PHO,,CLE,L 21-29,,0,0,,0,3,3,100.0,,,,0,3,,,,
65,1988,1988-10-30,9,26.242,PHO,@,DAL,W 16-10,,0,0,,0,1,2,50.0,1,1,100.0,0,4,0,0,,0
66,1988,1988-11-06,10,26.249,PHO,,SFO,W 24-23,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
67,1988,1988-11-13,11,26.256,PHO,,NYG,W 24-17,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
68,1988,1988-11-20,12,26.263,PHO,@,HOU,L 20-38,,0,0,,0,2,3,66.7,,,,0,2,,,,
69,1988,1988-11-27,13,26.270,PHO,@,PHI,L 21-31,,0,0,,0,3,3,100.0,,2,0.0,0,3,0,0,,0
70,1988,1988-12-04,14,26.277,PHO,@,NYG,L 7-44,,0,0,,0,1,1,100.0,,,,0,1,,,,
71,1988,1988-12-10,15,26.283,PHO,,PHI,L 17-23,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
72,1988,1988-12-18,16,26.291,PHO,,GNB,L 17-26,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
73,1989,1989-09-10,1,27.192,PHO,@,DET,W 16-13,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
74,1989,1989-09-17,2,27.199,PHO,@,SEA,W 34-24,,0,0,,0,4,5,80.0,,,,0,4,,,,
75,1989,1989-09-24,3,27.206,PHO,@,NYG,L 7-35,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
76,1989,1989-10-01,4,27.213,PHO,,SDG,L 13-24,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
77,1989,1989-10-08,5,27.220,PHO,@,WAS,L 28-30,,0,0,,0,4,4,100.0,,,,0,4,,,,
78,1989,1989-10-15,6,27.227,PHO,,PHI,L 5-17,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
79,1989,1989-10-22,7,27.234,PHO,,ATL,W 34-20,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
80,1989,1989-10-29,8,27.241,PHO,@,DAL,W 19-10,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
81,1989,1989-11-05,9,27.248,PHO,,NYG,L 13-20,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
82,1989,1989-11-12,10,27.255,PHO,,DAL,W 24-20,,0,0,,0,3,3,100.0,1,3,33.3,0,6,0,0,,0
83,1989,1989-11-19,11,27.262,PHO,@,RAM,L 14-37,,0,0,,0,2,2,100.0,,,,0,2,,,,
84,1989,1989-11-26,12,27.269,PHO,,TAM,L 13-14,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
85,1989,1989-12-03,13,27.276,PHO,,WAS,L 10-29,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
86,1989,1989-12-10,14,27.283,PHO,@,RAI,L 14-16,,0,0,,0,2,2,100.0,,,,0,2,,,,
87,1989,1989-12-16,15,27.289,PHO,,DEN,L 0-37,,,,,,,,,,,,,,,,,
88,1989,1989-12-24,16,27.297,PHO,@,PHI,L 14-31,,0,0,,0,2,2,100.0,,2,0.0,0,2,0,0,,0
89,1990,1990-09-09,1,28.191,PHO,@,WAS,L 0-31,,,,,,,,,,,,,,,,,
90,1990,1990-09-16,2,28.198,PHO,@,PHI,W 23-21,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
91,1990,1990-09-23,3,28.205,PHO,@,NOR,L 7-28,,0,0,,0,1,1,100.0,,2,0.0,0,1,0,0,,0
92,1990,1990-09-30,4,28.212,PHO,,WAS,L 10-38,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
93,1990,1990-10-14,5,28.226,PHO,,DAL,W 20-3,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
94,1990,1990-10-21,6,28.233,PHO,@,NYG,L 19-20,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
95,1990,1990-10-28,7,28.240,PHO,,CHI,L 21-31,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
96,1990,1990-11-04,8,28.247,PHO,@,MIA,L 3-23,,0,0,,0,,,,1,2,50.0,0,3,0,0,,0
97,1990,1990-11-11,9,28.254,PHO,@,BUF,L 14-45,,0,0,,0,2,2,100.0,,,,0,2,,,,
98,1990,1990-11-18,10,28.261,PHO,,GNB,L 21-24,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
99,1990,1990-11-25,11,28.268,PHO,,NWE,W 34-14,,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
100,1990,1990-12-02,12,28.275,PHO,,IND,W 20-17,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
101,1990,1990-12-09,13,28.282,PHO,@,ATL,W 24-13,,0,0,,0,3,3,100.0,1,3,33.3,0,6,0,0,,0
102,1990,1990-12-16,14,28.289,PHO,@,DAL,L 10-41,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
103,1990,1990-12-23,15,28.296,PHO,,NYG,L 21-24,,0,0,,0,3,3,100.0,,2,0.0,0,3,0,0,,0
104,1990,1990-12-29,16,28.302,PHO,,PHI,L 21-23,,0,0,,0,3,3,100.0,,,,0,3,,,,
105,1991,1991-11-10,10,29.253,HOU,,DAL,W 26-23,,0,0,,0,2,2,100.0,4,5,80.0,0,14,0,0,,0
106,1991,1991-11-17,11,29.260,HOU,,CLE,W 28-24,,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
107,1991,1991-11-24,12,29.267,HOU,@,PIT,L 14-26,,0,0,,0,2,2,100.0,,,,0,2,,,,
108,1991,1991-12-02,13,29.275,HOU,,PHI,L 6-13,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
109,1991,1991-12-08,14,29.281,HOU,,PIT,W 31-6,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
110,1991,1991-12-15,15,29.288,HOU,@,CLE,W 17-14,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
111,1991,1991-12-21,16,29.294,HOU,@,NYG,L 20-24,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
112,1992,1992-09-06,1,30.188,HOU,,PIT,L 24-29,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
113,1992,1992-09-13,2,30.195,HOU,@,IND,W 20-10,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
114,1992,1992-09-20,3,30.202,HOU,,KAN,W 23-20,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
115,1992,1992-09-27,4,30.209,HOU,,SDG,W 27-0,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
116,1992,1992-10-11,5,30.223,HOU,@,CIN,W 38-24,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
117,1992,1992-10-18,6,30.230,HOU,@,DEN,L 21-27,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
118,1992,1992-10-25,7,30.237,HOU,,CIN,W 26-10,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
119,1992,1992-11-01,8,30.244,HOU,@,PIT,L 20-21,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
120,1992,1992-11-08,9,30.251,HOU,,CLE,L 14-24,,0,0,,0,2,2,100.0,,,,0,2,,,,
121,1992,1992-11-15,10,30.258,HOU,@,MIN,W 17-13,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
122,1992,1992-11-22,11,30.265,HOU,@,MIA,L 16-19,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
123,1992,1992-11-26,12,30.269,HOU,@,DET,W 24-21,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
124,1992,1992-12-07,13,30.280,HOU,,CHI,W 24-7,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
125,1992,1992-12-13,14,30.286,HOU,,GNB,L 14-16,,0,0,,0,2,2,100.0,,,,0,2,,,,
126,1992,1992-12-20,15,30.293,HOU,@,CLE,W 17-14,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
127,1992,1992-12-27,16,30.300,HOU,,BUF,W 27-3,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
128,1993,1993-09-05,1,31.187,HOU,@,NOR,L 21-33,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
129,1993,1993-09-12,2,31.194,HOU,,KAN,W 30-0,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
130,1993,1993-09-19,3,31.201,HOU,@,SDG,L 17-18,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
131,1993,1993-09-26,4,31.208,HOU,,RAM,L 13-28,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
132,1993,1993-10-11,5,31.223,HOU,@,BUF,L 7-35,,0,0,,0,1,1,100.0,,,,0,1,,,,
133,1993,1993-10-17,6,31.229,HOU,@,NWE,W 28-14,,0,0,,0,4,4,100.0,,,,0,4,,,,
134,1993,1993-10-24,7,31.236,HOU,,CIN,W 28-12,,0,0,,0,4,4,100.0,,,,0,4,,,,
135,1993,1993-11-07,8,31.250,HOU,,SEA,W 24-14,,0,0,,0,1,2,50.0,3,3,100.0,0,10,0,0,,0
136,1993,1993-11-14,9,31.257,HOU,@,CIN,W 38-3,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
137,1993,1993-11-21,10,31.264,HOU,@,CLE,W 27-20,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
138,1993,1993-11-28,11,31.271,HOU,,PIT,W 23-3,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
139,1993,1993-12-05,12,31.278,HOU,,ATL,W 33-17,,0,0,,0,3,3,100.0,4,6,66.7,0,15,0,0,,0
140,1993,1993-12-12,13,31.285,HOU,,CLE,W 19-17,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
141,1993,1993-12-19,14,31.292,HOU,@,PIT,W 26-17,,0,0,,0,2,2,100.0,4,5,80.0,0,14,0,0,,0
142,1993,1993-12-25,15,31.298,HOU,@,SFO,W 10-7,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
143,1993,1994-01-02,16,31.306,HOU,,NYJ,W 24-0,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
144,1994,1994-09-04,1,32.186,HOU,@,IND,L 21-45,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
145,1994,1994-09-11,2,32.193,HOU,@,DAL,L 17-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
146,1994,1994-09-18,3,32.200,HOU,,BUF,L 7-15,,0,0,,0,1,1,100.0,,,,0,1,,,,
147,1994,1994-09-25,4,32.207,HOU,,CIN,W 20-13,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
148,1994,1994-10-03,5,32.215,HOU,@,PIT,L 14-30,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
149,1994,1994-10-13,6,32.225,HOU,,CLE,L 8-11,,0,0,,0,,,,,1,0.0,0,0,0,0,,0
150,1994,1994-10-24,7,32.236,HOU,@,PHI,L 6-21,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
151,1994,1994-10-30,8,32.242,HOU,@,RAI,L 14-17,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
152,1994,1994-11-06,9,32.249,HOU,,PIT,L 9-12,,0,0,,0,,,,3,3,100.0,0,9,0,0,,0
153,1994,1994-11-13,10,32.256,HOU,@,CIN,L 31-34,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
154,1994,1994-11-21,11,32.264,HOU,,NYG,L 10-13,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
155,1994,1994-11-27,12,32.270,HOU,@,CLE,L 10-34,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
156,1994,1994-12-04,13,32.277,HOU,,ARI,L 12-30,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
157,1994,1994-12-11,14,32.284,HOU,,SEA,L 14-16,,,,,,,,,,,,,,,,,
158,1994,1994-12-18,15,32.291,HOU,@,KAN,L 9-31,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
159,1994,1994-12-24,16,32.297,HOU,,NYJ,W 24-10,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
160,1995,1995-09-03,1,33.185,HOU,@,JAX,W 10-3,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
161,1995,1995-09-10,2,33.192,HOU,,PIT,L 17-34,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
162,1995,1995-09-17,3,33.199,HOU,,CLE,L 7-14,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
163,1995,1995-09-24,4,33.206,HOU,@,CIN,W 38-28,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
164,1995,1995-10-01,5,33.213,HOU,,JAX,L 16-17,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
165,1995,1995-10-08,6,33.220,HOU,@,MIN,L 17-23,,0,0,,0,,,,3,3,100.0,0,9,0,0,,0
166,1995,1995-10-22,7,33.234,HOU,@,CHI,L 32-35,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
167,1995,1995-10-29,8,33.241,HOU,,TAM,W 19-7,,0,0,,0,1,1,100.0,4,5,80.0,0,13,0,0,,0
168,1995,1995-11-05,9,33.248,HOU,@,CLE,W 37-10,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
169,1995,1995-11-12,10,33.255,HOU,,CIN,L 25-32,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
170,1995,1995-11-19,11,33.262,HOU,@,KAN,L 13-20,,0,0,,0,1,1,100.0,,,,0,1,,,,
171,1995,1995-11-26,12,33.269,HOU,,DEN,W 42-33,,0,0,,0,6,6,100.0,,,,0,6,,,,
172,1995,1995-12-03,13,33.276,HOU,@,PIT,L 7-21,,0,0,,0,1,1,100.0,,,,0,1,,,,
173,1995,1995-12-10,14,33.283,HOU,,DET,L 17-24,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
174,1995,1995-12-17,15,33.290,HOU,,NYJ,W 23-6,,0,0,,0,2,2,100.0,3,3,100.0,0,11,1,15,15.00,0
175,1995,1995-12-24,16,33.297,HOU,@,BUF,W 28-17,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
176,1996,1996-09-01,1,34.183,HOU,,KAN,L 19-20,,0,0,,0,1,1,100.0,4,5,80.0,0,13,0,0,,0
177,1996,1996-09-08,2,34.190,HOU,@,JAX,W 34-27,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
178,1996,1996-09-15,3,34.197,HOU,,BAL,W 29-13,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
179,1996,1996-09-29,4,34.211,HOU,@,PIT,L 16-30,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
180,1996,1996-10-06,5,34.218,HOU,@,CIN,W 30-27,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
181,1996,1996-10-13,6,34.225,HOU,@,ATL,W 23-13,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
182,1996,1996-10-20,7,34.232,HOU,,PIT,W 23-13,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
183,1996,1996-10-27,8,34.239,HOU,,SFO,L 9-10,,0,0,,0,,,,3,3,100.0,0,9,0,0,,0
184,1996,1996-11-03,9,34.246,HOU,@,SEA,L 16-23,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
185,1996,1996-11-10,10,34.253,HOU,@,NOR,W 31-14,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
186,1996,1996-11-17,11,34.260,HOU,,MIA,L 20-23,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
187,1996,1996-11-24,12,34.267,HOU,,CAR,L 6-31,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
188,1996,1996-12-01,13,34.274,HOU,@,NYJ,W 35-10,,0,0,,0,5,5,100.0,,,,0,5,,,,
189,1996,1996-12-08,14,34.281,HOU,,JAX,L 17-23,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
190,1996,1996-12-15,15,34.288,HOU,,CIN,L 13-21,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
191,1996,1996-12-22,16,34.295,HOU,@,BAL,W 24-21,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
192,1997,1997-08-31,1,35.182,TEN,,OAK,W 24-21,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
193,1997,1997-09-07,2,35.189,TEN,@,MIA,L 13-16,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
194,1997,1997-09-21,3,35.203,TEN,,BAL,L 10-36,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
195,1997,1997-09-28,4,35.210,TEN,@,PIT,L 24-37,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
196,1997,1997-10-05,5,35.217,TEN,@,SEA,L 13-16,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
197,1997,1997-10-12,6,35.224,TEN,,CIN,W 30-7,,0,0,,0,3,3,100.0,3,4,75.0,0,12,0,0,,0
198,1997,1997-10-19,7,35.231,TEN,,WAS,W 28-14,,0,0,,0,4,4,100.0,,,,0,4,,,,
199,1997,1997-10-26,8,35.238,TEN,@,ARI,W 41-14,,0,0,,0,5,5,100.0,2,2,100.0,0,11,1,32,32.00,0
200,1997,1997-11-02,9,35.245,TEN,,JAX,L 24-30,,0,0,,0,3,3,100.0,1,3,33.3,0,6,0,0,,0
201,1997,1997-11-09,10,35.252,TEN,,NYG,W 10-6,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
202,1997,1997-11-16,11,35.259,TEN,@,JAX,L 9-17,,0,0,,0,,,,1,2,50.0,0,3,0,0,,0
203,1997,1997-11-23,12,35.266,TEN,,BUF,W 31-14,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
204,1997,1997-11-27,13,35.270,TEN,@,DAL,W 27-14,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
205,1997,1997-12-04,14,35.277,TEN,@,CIN,L 14-41,,0,0,,0,2,2,100.0,,,,0,2,,,,
206,1997,1997-12-14,15,35.287,TEN,@,BAL,L 19-21,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
207,1997,1997-12-21,16,35.294,TEN,,PIT,W 16-6,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
208,1998,1998-09-06,1,36.188,TEN,@,CIN,W 23-14,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
