ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
47,1983,1983-10-02,5,26.262,NOR,,MIA,W 17-7,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,4,137,34.25,0
48,1983,1983-10-09,6,26.269,NOR,@,ATL,W 19-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,4,167,41.75,0
49,1983,1983-10-16,7,26.276,NOR,,SFO,L 13-32,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,3,120,40.00,0
50,1983,1983-10-23,8,26.283,NOR,@,TAM,W 24-21,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,5,208,41.60,0
51,1983,1983-10-30,9,26.290,NOR,@,BUF,L 21-27,,0,0,,0,0,0,,0,,,,1,1,1.00,0,,,,,,,0,0,4,172,43.00,0
52,1983,1983-11-06,10,26.297,NOR,,ATL,W 27-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,4,165,41.25,0
53,1983,1983-11-13,11,26.304,NOR,@,SFO,L 0-27,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,9,410,45.56,0
54,1983,1983-11-21,12,26.312,NOR,,NYJ,L 28-31,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,5,205,41.00,0
55,1983,1983-11-27,13,26.318,NOR,,MIN,W 17-16,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,4,162,40.50,0
56,1983,1983-12-04,14,26.325,NOR,@,NWE,L 0-7,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,5,172,34.40,0
57,1983,1983-12-11,15,26.332,NOR,@,PHI,W 20-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,4,120,30.00,0
58,1983,1983-12-18,16,26.339,NOR,,RAM,L 24-26,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,0,0,3,120,40.00,0
59,1987,1987-09-13,1,30.243,DET,@,MIN,L 19-34,,0,0,,0,0,0,,,,,,0,0,,0,,,,,,,0,0,1,52,52.00,0
