ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
149,1967,1967-10-15,6,37.161,BOS,,MIA,W 41-10,*,16,20,80.00,281,5,2,118.7,0,0,14.05,14.55,1,14,14.00,0,0,0,,0,0,0,0,0,,0
150,1967,1967-10-22,7,37.168,BOS,,OAK,L 14-48,*,10,33,30.30,118,1,0,52.3,0,0,3.58,4.18,1,-3,-3.00,0,0,0,,0,0,0,0,0,,0
151,1967,1967-10-29,8,37.175,BOS,@,NYJ,L 23-30,*,13,36,36.11,135,1,2,33.9,0,0,3.75,1.81,2,12,6.00,0,0,0,,0,0,0,0,0,,0
152,1967,1967-11-05,9,37.182,BOS,,HOU,W 18-7,*,12,23,52.17,149,0,0,72.6,0,0,6.48,6.48,2,20,10.00,0,0,0,,0,0,0,0,0,,0
153,1967,1967-11-12,10,37.189,BOS,,KAN,L 10-33,*,14,33,42.42,224,1,1,63.2,0,0,6.79,6.03,2,20,10.00,0,0,0,,0,0,0,0,0,,0
154,1967,1967-11-19,11,37.196,BOS,,NYJ,L 24-29,,1,3,33.33,6,0,0,42.4,0,0,2.00,2.00,1,4,4.00,0,0,0,,0,0,0,0,0,,0
155,1967,1967-11-26,12,37.203,BOS,@,HOU,L 6-27,,4,8,50.00,38,0,1,24.0,0,0,4.75,-0.88,1,1,1.00,0,0,0,,0,0,0,0,0,,0
156,1967,1967-12-09,13,37.216,BOS,,BUF,L 16-44,,2,9,22.22,67,1,3,55.6,0,0,7.44,-5.33,0,0,,0,0,0,,0,0,0,0,0,,0
157,1967,1967-12-17,14,37.224,BOS,@,MIA,L 32-41,*,11,26,42.31,266,1,3,53.2,0,0,10.23,5.81,0,0,,0,0,0,,0,0,0,0,0,,0
158,1968,1968-09-22,2,38.138,NYJ,@,BOS,W 47-31,,1,4,25.00,-7,0,1,0.0,0,0,-1.75,-13.00,2,-11,-5.50,0,0,0,,0,0,0,0,0,,0
159,1968,1968-10-27,7,38.173,NYJ,,BOS,W 48-14,,1,2,50.00,10,0,0,64.6,0,0,5.00,5.00,2,4,2.00,1,0,0,,0,1,6,0,0,,0
160,1968,1968-11-24,11,38.201,NYJ,@,SDG,W 37-15,,1,1,100.00,31,0,0,118.7,0,0,31.00,31.00,0,0,,0,0,0,,0,0,0,0,0,,0
161,1968,1968-12-01,12,38.208,NYJ,,MIA,W 35-17,,10,18,55.56,166,3,0,126.4,0,0,9.22,12.56,1,-4,-4.00,0,0,0,,0,0,0,0,0,,0
162,1968,1968-12-08,13,38.215,NYJ,,CIN,W 27-14,,7,15,46.67,80,1,0,85.4,0,0,5.33,6.67,1,-1,-1.00,0,0,0,,0,0,0,0,0,,0
163,1968,1968-12-15,14,38.222,NYJ,@,MIA,W 31-7,,9,15,60.00,121,1,1,80.1,0,0,8.07,6.40,1,10,10.00,0,0,0,,0,0,0,0,0,,0
164,1969,1969-11-23,11,39.200,NYJ,,CIN,W 40-7,,7,8,87.50,45,1,0,129.7,0,0,5.63,8.13,2,3,1.50,0,0,0,,0,0,0,0,0,,0
165,1969,1969-12-06,13,39.213,NYJ,@,HOU,W 34-26,,1,2,50.00,29,0,0,95.8,0,0,14.50,14.50,1,1,1.00,0,0,0,,0,0,0,0,0,,0
166,1969,1969-12-14,14,39.221,NYJ,@,MIA,W 27-9,,6,14,42.86,64,1,1,50.9,0,0,4.57,2.79,0,0,,0,0,0,,0,0,0,0,0,,0
