ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
50,2017,2017-09-24,3,26.061,DEN,@,BUF,L 16-26,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
51,2017,2017-10-01,4,26.068,DEN,,OAK,W 16-10,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
52,2017,2017-10-15,5,26.082,DEN,,NYG,L 10-23,,0,0,,0,1,1,100.0,1,3,33.3,0,4,0,0,,0
53,2017,2017-10-22,6,26.089,DEN,@,LAC,L 0-21,,0,0,,0,,,,,,,0,0,0,0,,0
54,2017,2017-10-30,7,26.097,DEN,@,KAN,L 19-29,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
55,2017,2017-11-05,8,26.103,DEN,@,PHI,L 23-51,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
56,2017,2017-11-12,9,26.110,DEN,,NWE,L 16-41,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
57,2017,2017-11-19,10,26.117,DEN,,CIN,L 17-20,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
58,2017,2017-11-26,11,26.124,DEN,@,OAK,L 14-21,,0,0,,0,2,2,100.0,,,,0,2,0,0,,0
59,2017,2017-12-03,12,26.131,DEN,@,MIA,L 9-35,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
60,2017,2017-12-10,13,26.138,DEN,,NYJ,W 23-0,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
61,2017,2017-12-14,14,26.142,DEN,@,IND,W 25-13,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
62,2017,2017-12-24,15,26.152,DEN,@,WAS,L 11-27,,0,0,,0,,,,1,1,100.0,0,3,1,26,26.00,0
63,2017,2017-12-31,16,26.159,DEN,,KAN,L 24-27,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
64,2018,2018-09-09,1,27.046,DEN,,SEA,W 27-24,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
65,2018,2018-09-16,2,27.053,DEN,,OAK,W 20-19,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
66,2018,2018-09-23,3,27.060,DEN,@,BAL,L 14-27,,0,0,,0,2,2,100.0,,,,0,2,0,0,,0
