ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
23,1979,1979-10-14,7,23.053,NOR,@,TAM,W 42-14,4,47,11.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
24,1979,1979-10-21,8,23.060,NOR,,DET,W 17-7,6,56,9.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
25,1979,1979-10-28,9,23.067,NOR,@,WAS,W 14-10,2,64,32.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
26,1979,1979-11-04,10,23.074,NOR,@,DEN,L 3-10,3,38,12.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
27,1979,1979-11-11,11,23.081,NOR,,SFO,W 31-20,2,13,6.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,0,0,,0,0,0,0,0,,0
28,1979,1979-11-18,12,23.088,NOR,@,SEA,L 24-38,7,99,14.14,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,47,23.50,0,0,0,,0,1,6,0,0,,0
29,1979,1979-11-25,13,23.095,NOR,@,ATL,W 37-6,6,103,17.17,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
30,1979,1979-12-03,14,23.103,NOR,,OAK,L 35-42,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,12,12.00,0,0,0,,0,0,0,0,0,,0
31,1979,1979-12-09,15,23.109,NOR,,SDG,L 0-35,4,51,12.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
32,1979,1979-12-16,16,23.116,NOR,@,RAM,W 29-14,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
33,1980,1980-09-07,1,24.016,NOR,,SFO,L 23-26,3,56,18.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
34,1980,1980-09-14,2,24.023,NOR,@,CHI,L 3-22,4,34,8.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
35,1980,1980-09-21,3,24.030,NOR,,BUF,L 26-35,4,41,10.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
36,1980,1980-09-28,4,24.037,NOR,@,MIA,L 16-21,4,26,6.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
37,1980,1980-10-05,5,24.044,NOR,,STL,L 7-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1980,1980-10-12,6,24.051,NOR,@,DET,L 13-24,6,106,17.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
39,1980,1980-10-19,7,24.058,NOR,,ATL,L 14-41,8,140,17.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,,0
40,1980,1980-10-26,8,24.065,NOR,@,WAS,L 14-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1980,1980-11-02,9,24.072,NOR,@,RAM,L 31-45,5,48,9.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
42,1980,1980-11-09,10,24.079,NOR,,PHI,L 21-34,9,139,15.44,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,1,6,0,0,,0
43,1980,1980-11-16,11,24.086,NOR,@,ATL,L 13-31,4,80,20.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,13,6.50,0,1,6,0,0,,0
44,1980,1980-11-24,12,24.094,NOR,,RAM,L 7-27,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,2,0.67,0,0,0,0,0,,0
45,1980,1980-11-30,13,24.100,NOR,,MIN,L 20-23,5,75,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
46,1980,1980-12-07,14,24.107,NOR,@,SFO,L 35-38,3,57,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,18,9.00,0,0,0,0,0,,0
47,1980,1980-12-14,15,24.114,NOR,@,NYJ,W 21-20,3,64,21.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,,0
48,1980,1980-12-21,16,24.121,NOR,,NWE,L 27-38,6,98,16.33,1,1,9,9.00,0,1,1,100.00,43,0,0,118.7,0,0,43.00,43.00,0,0,,0,0,0,,0,1,6,0,0,,0
49,1981,1981-09-06,1,25.015,NOR,@,ATL,L 0-27,8,117,14.63,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
50,1981,1981-09-13,2,25.022,NOR,,RAM,W 23-17,1,23,23.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
51,1981,1981-09-20,3,25.029,NOR,@,NYG,L 7-20,4,73,18.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
52,1981,1981-09-27,4,25.036,NOR,@,SFO,L 14-21,4,72,18.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
53,1981,1981-10-04,5,25.043,SDG,,SEA,W 24-10,5,37,7.40,0,1,5,5.00,0,0,0,,0,0,0,,0,,,,2,19,9.50,0,3,30,10.00,0,0,0,0,0,,0
54,1981,1981-10-11,6,25.050,SDG,,MIN,L 31-33,4,61,15.25,0,0,0,,0,0,0,,0,0,0,,0,,,,4,81,20.25,0,2,49,24.50,0,0,0,0,0,,0
55,1981,1981-10-18,7,25.057,SDG,@,BAL,W 43-14,2,38,19.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
56,1981,1981-10-25,8,25.064,SDG,@,CHI,L 17-20,2,69,34.50,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0,0,,0
57,1981,1981-11-01,9,25.071,SDG,,KAN,W 22-20,2,47,23.50,0,1,-11,-11.00,0,0,0,,0,0,0,,0,,,,1,14,14.00,0,0,0,,0,0,0,0,0,,0
58,1981,1981-11-08,10,25.078,SDG,,CIN,L 17-40,10,194,19.40,2,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,2,12,0,0,,0
59,1981,1981-11-16,11,25.086,SDG,@,SEA,L 23-44,2,48,24.00,1,0,0,,0,0,0,,0,0,0,,0,,,,1,11,11.00,0,0,0,,0,1,6,0,0,,0
60,1981,1981-11-22,12,25.092,SDG,@,OAK,W 55-21,4,32,8.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
61,1981,1981-11-29,13,25.099,SDG,,DEN,W 34-17,4,111,27.75,0,1,9,9.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
62,1981,1981-12-06,14,25.106,SDG,,BUF,L 27-28,7,60,8.57,1,1,4,4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0,0,,0
63,1981,1981-12-13,15,25.113,SDG,@,TAM,W 24-23,8,112,14.00,0,1,-8,-8.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,,0
64,1981,1981-12-21,16,25.121,SDG,,OAK,W 23-10,2,48,24.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
65,1982,1982-09-12,1,26.021,SDG,@,DEN,W 23-3,4,120,30.00,0,4,11,2.75,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
66,1982,1982-09-19,2,26.028,SDG,@,KAN,L 12-19,6,69,11.50,1,1,21,21.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
67,1982,1982-11-22,3,26.092,SDG,@,RAI,L 24-28,7,118,16.86,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
68,1982,1982-12-05,5,26.105,SDG,@,CLE,W 30-13,5,84,16.80,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
69,1982,1982-12-11,6,26.111,SDG,@,SFO,W 41-37,7,125,17.86,3,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,3,18,0,0,,0
70,1982,1982-12-20,7,26.120,SDG,,CIN,W 50-34,10,260,26.00,2,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0,0,,0
71,1982,1982-12-26,8,26.126,SDG,,BAL,W 44-26,4,118,29.50,2,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0,0,,0
72,1982,1983-01-02,9,26.133,SDG,,RAI,L 34-41,6,138,23.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
73,1983,1983-09-04,1,27.013,SDG,,NYJ,L 29-41,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
74,1983,1983-09-12,2,27.021,SDG,@,KAN,W 17-14,5,77,15.40,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0,0,,0
75,1983,1983-09-18,3,27.027,SDG,@,SEA,L 31-34,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
76,1983,1983-09-25,4,27.034,SDG,,CLE,L 24-30,6,134,22.33,2,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12,0,0,,0
77,1983,1983-10-02,5,27.041,SDG,@,NYG,W 41-34,4,41,10.25,0,1,23,23.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
78,1983,1983-10-09,6,27.048,SDG,,SEA,W 28-21,8,83,10.38,0,1,2,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
79,1983,1983-10-16,7,27.055,SDG,@,NWE,L 21-37,4,54,13.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,-1,-0.50,0,0,0,0,0,,0
80,1983,1983-10-23,8,27.062,SDG,@,DEN,L 6-14,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,26,8.67,0,0,0,0,0,,0
81,1983,1983-10-31,9,27.070,SDG,,WAS,L 24-27,4,103,25.75,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0,0,,0
82,1983,1983-11-06,10,27.076,SDG,@,PIT,L 3-26,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,0,0.00,0,0,0,0,0,,0
83,1983,1983-11-13,11,27.083,SDG,,DAL,W 24-23,5,47,9.40,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,1,1.00,0,0,0,0,0,,0
84,1983,1983-11-20,12,27.090,SDG,@,STL,L 14-44,7,98,14.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,0,0.00,0,0,0,0,0,,0
85,1983,1983-11-27,13,27.097,SDG,,DEN,W 31-7,5,30,6.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
86,1983,1983-12-01,14,27.101,SDG,,RAI,L 10-42,3,67,22.33,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
87,1983,1983-12-11,15,27.111,SDG,,KAN,W 41-38,3,64,21.33,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0,0,,0
88,1983,1983-12-18,16,27.118,SDG,@,RAI,L 14-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,,,0,0,,0,0,,,,,
89,1984,1984-09-02,1,28.011,SDG,@,MIN,W 42-13,5,89,17.80,2,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0,0,,0
90,1984,1984-09-09,2,28.018,SDG,@,SEA,L 17-31,7,55,7.86,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
91,1984,1984-09-16,3,28.025,SDG,,HOU,W 31-14,5,89,17.80,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
92,1984,1984-09-24,4,28.033,SDG,@,RAI,L 30-33,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
93,1984,1984-09-30,5,28.039,SDG,,DET,W 27-24,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
94,1984,1984-10-07,6,28.046,SDG,@,GNB,W 34-28,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,
95,1984,1984-10-14,7,28.053,SDG,@,KAN,L 13-31,8,93,11.63,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
96,1984,1984-10-21,8,28.060,SDG,,RAI,L 37-44,1,22,22.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
97,1984,1984-11-04,10,28.074,SDG,@,IND,W 38-10,4,42,10.50,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
98,1984,1984-11-11,11,28.081,SDG,,DEN,L 13-16,3,60,20.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
99,1984,1984-11-18,12,28.088,SDG,,MIA,W 34-28,5,55,11.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
100,1984,1984-11-25,13,28.095,SDG,@,PIT,L 24-52,4,105,26.25,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
101,1984,1984-12-03,14,28.103,SDG,,CHI,W 20-7,3,47,15.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
102,1984,1984-12-09,15,28.109,SDG,@,DEN,L 13-16,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
103,1984,1984-12-16,16,28.116,SDG,,KAN,L 21-42,3,32,10.67,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
104,1985,1985-09-08,1,29.017,SDG,@,BUF,W 14-9,2,41,20.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
105,1985,1985-09-15,2,29.024,SDG,,SEA,L 35-49,13,243,18.69,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
106,1985,1985-09-22,3,29.031,SDG,@,CIN,W 44-41,2,31,15.50,0,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
107,1985,1985-09-29,4,29.038,SDG,,CLE,L 7-21,1,23,23.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
108,1985,1985-10-06,5,29.045,SDG,@,SEA,L 21-26,9,150,16.67,2,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0,0,,0
109,1985,1985-10-20,7,29.059,SDG,@,MIN,L 17-21,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
110,1985,1985-10-28,8,29.067,SDG,@,RAI,L 21-34,5,65,13.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
111,1985,1985-11-03,9,29.073,SDG,,DEN,W 30-10,6,84,14.00,2,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0,0,,0
112,1985,1985-11-10,10,29.080,SDG,,RAI,W 40-34,4,74,18.50,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
113,1985,1985-11-17,11,29.087,SDG,@,DEN,L 24-30,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
114,1985,1985-11-24,12,29.094,SDG,@,HOU,L 35-37,4,45,11.25,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
115,1985,1985-12-01,13,29.101,SDG,,BUF,W 40-7,2,32,16.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
116,1985,1985-12-08,14,29.108,SDG,,PIT,W 54-44,5,154,30.80,2,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12,0,0,,0
117,1985,1985-12-15,15,29.115,SDG,,PHI,W 20-14,5,124,24.80,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
118,1985,1985-12-22,16,29.122,SDG,@,KAN,L 34-38,6,88,14.67,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
119,1986,1986-09-07,1,30.016,SDG,,MIA,W 50-28,6,78,13.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
120,1986,1986-09-14,2,30.023,SDG,@,NYG,L 7-20,4,58,14.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
121,1986,1986-09-21,3,30.030,SDG,,WAS,L 27-30,3,38,12.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
122,1986,1986-09-28,4,30.037,SDG,@,RAI,L 13-17,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
123,1986,1986-10-06,5,30.045,SDG,@,SEA,L 7-33,3,61,20.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
124,1986,1986-10-12,6,30.051,SDG,,DEN,L 14-31,3,58,19.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
125,1986,1986-10-19,7,30.058,SDG,@,KAN,L 41-42,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
126,1986,1986-10-26,8,30.065,SDG,@,PHI,L 7-23,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,,0,0,,
127,1986,1986-11-02,9,30.072,SDG,,KAN,L 23-24,3,40,13.33,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
128,1986,1986-11-09,10,30.079,SDG,@,DEN,W 9-3,2,30,15.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
129,1986,1986-11-16,11,30.086,SDG,,DAL,L 21-24,4,52,13.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,2,73,36.50,0
130,1986,1986-11-20,12,30.090,SDG,,RAI,L 31-37,5,66,13.20,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,3,94,31.33,0
131,1986,1986-11-30,13,30.100,SDG,@,IND,W 17-3,5,110,22.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
132,1986,1986-12-07,14,30.107,SDG,,HOU,W 27-0,5,75,15.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,1,1.00,0,0,0,0,0,,0
133,1986,1986-12-14,15,30.114,SDG,,SEA,L 24-34,5,72,14.40,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12,6.00,0,0,0,0,0,,0
134,1986,1986-12-21,16,30.121,SDG,@,CLE,L 17-47,6,113,18.83,1,0,0,,0,0,0,,0,0,0,,,,,,1,11,11.00,0,0,0,,0,1,6,0,0,,0
135,1987,1987-09-13,1,31.022,SDG,@,KAN,L 13-20,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1987,1987-09-20,2,31.029,SDG,,STL,W 28-24,5,77,15.40,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
137,1987,1987-10-25,6,31.064,SDG,,KAN,W 42-21,2,25,12.50,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0,0,,0
138,1987,1987-11-01,7,31.071,SDG,,CLE,W 27-24,3,49,16.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
139,1987,1987-11-08,8,31.078,SDG,@,IND,W 16-13,4,73,18.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
140,1987,1987-11-15,9,31.085,SDG,,RAI,W 16-14,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
141,1987,1987-11-22,10,31.092,SDG,@,SEA,L 3-34,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
142,1987,1987-11-29,11,31.099,SDG,,DEN,L 17-31,4,67,16.75,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
143,1987,1987-12-06,12,31.106,SDG,@,HOU,L 18-33,10,140,14.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
144,1987,1987-12-13,13,31.113,SDG,,PIT,L 16-20,7,116,16.57,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0,0,,0
