ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
26,1996,1996-11-17,11,24.288,NYG,@,ARI,L 23-31,,2,6,3.00,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0
27,1998,1998-09-13,2,26.222,IND,@,NWE,L 6-29,,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,,0
28,1998,1998-09-20,3,26.229,IND,@,NYJ,L 6-44,,3,3,1.00,0,1,1,11,11.00,0,100.0%,11.00,2,45,22.50,0
29,1998,1998-09-27,4,26.236,IND,,NOR,L 13-19,,1,6,6.00,0,0,0,0,,0,0.0%,,4,92,23.00,0
30,1998,1998-10-04,5,26.243,IND,,SDG,W 17-12,,0,0,,0,0,0,0,,0,0.0%,,3,71,23.67,0
31,1998,1998-10-11,6,26.250,IND,,BUF,L 24-31,,,,,,,,,,,0.0%,,,,,
32,1998,1998-10-18,7,26.257,IND,@,SFO,L 31-34,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0
33,1998,1998-11-01,8,26.271,IND,,NWE,L 16-21,,0,0,,0,0,0,0,,0,0.0%,,4,91,22.75,0
34,1998,1998-11-15,10,26.285,IND,,NYJ,W 24-23,,,,,,,,,,,0.0%,,,,,
35,1998,1998-11-22,11,26.292,IND,@,BUF,L 11-34,,,,,,,,,,,0.0%,,,,,
36,1998,1998-11-29,12,26.299,IND,@,BAL,L 31-38,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0
37,1998,1998-12-06,13,26.306,IND,@,ATL,L 21-28,,,,,,,,,,,0.0%,,,,,
38,1998,1998-12-13,14,26.313,IND,,CIN,W 39-26,,,,,,,,,,,0.0%,,,,,
39,1998,1998-12-27,16,26.327,IND,,CAR,L 19-27,,,,,,,,,,,0.0%,,,,,
40,1999,1999-09-12,1,27.221,IND,,BUF,W 31-14,,0,0,,0,0,0,0,,0,0.0%,,2,37,18.50,0
41,1999,1999-09-19,2,27.228,IND,@,NWE,L 28-31,,,,,,,,,,,0.0%,,,,,
42,1999,1999-09-26,3,27.235,IND,@,SDG,W 27-19,,,,,,,,,,,0.0%,,,,,
43,1999,1999-10-10,4,27.249,IND,,MIA,L 31-34,,0,0,,0,0,0,0,,0,0.0%,,2,30,15.00,0
44,1999,1999-10-17,5,27.256,IND,@,NYJ,W 16-13,,,,,,,,,,,0.0%,,,,,
45,1999,1999-11-07,8,27.277,IND,,KAN,W 25-17,,,,,,,,,,,0.0%,,,,,
46,1999,1999-11-14,9,27.284,IND,@,NYG,W 27-19,,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0
47,1999,1999-11-21,10,27.291,IND,@,PHI,W 44-17,,12,34,2.83,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0
48,1999,1999-11-28,11,27.298,IND,,NYJ,W 13-6,,,,,,,,,,,0.0%,,,,,
49,1999,1999-12-05,12,27.305,IND,@,MIA,W 37-34,,,,,,0,,,,,0.0%,,,,,
50,1999,1999-12-12,13,27.312,IND,,NWE,W 20-15,,,,,,,,,,,0.0%,,,,,
51,1999,1999-12-19,14,27.319,IND,,WAS,W 24-21,,,,,,0,,,,,0.0%,,,,,
52,1999,1999-12-26,15,27.326,IND,@,CLE,W 29-28,,,,,,,,,,,0.0%,,,,,
53,1999,2000-01-02,16,27.333,IND,@,BUF,L 6-31,,1,-6,-6.00,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0
