ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
24,1976,1976-11-14,10,23.221,SDG,,DEN,L 0-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1976,1976-11-21,11,23.228,SDG,@,BUF,W 34-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1976,1976-11-28,12,23.235,SDG,,KAN,L 20-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1976,1976-12-05,13,23.242,SDG,,SFO,W 13-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1976,1976-12-12,14,23.249,SDG,@,OAK,L 0-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1977,1977-09-18,1,24.164,SDG,@,OAK,L 0-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1977,1977-09-25,2,24.171,SDG,@,KAN,W 23-7,1,7,7.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,1,0,0
31,1977,1977-10-02,3,24.178,SDG,,CIN,W 24-3,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,2,0
32,1977,1977-10-09,4,24.185,SDG,@,NOR,W 14-0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,112,37.33,1,1,6,1,0,0
33,1977,1977-10-16,5,24.192,SDG,,NWE,L 20-24,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,23,7.67,0,0,0,1,22,0
34,1977,1977-10-23,6,24.199,SDG,,KAN,L 16-21,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,57,11.40,0,0,0,0,0,0
35,1977,1977-10-30,7,24.206,SDG,@,MIA,W 14-13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,20,10.00,0,0,0,0,0,0
36,1977,1977-11-06,8,24.213,SDG,@,DET,L 0-20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,5,2.50,0,0,0,0,0,0
37,1977,1977-11-13,9,24.220,SDG,,DEN,L 14-17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,34,11.33,0,0,0,1,37,0
38,1977,1977-11-20,10,24.227,SDG,,OAK,W 12-7,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,36,9.00,0,0,0,0,0,0
39,1977,1977-11-27,11,24.234,SDG,@,SEA,W 30-28,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,36,18.00,0,0,0,0,0,0
40,1977,1977-12-04,12,24.241,SDG,,CLE,W 37-14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,10,10.00,0,0,0,0,0,0
41,1977,1977-12-11,13,24.248,SDG,@,DEN,L 9-17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,27,9.00,0,0,0,0,0,0
42,1977,1977-12-18,14,24.255,SDG,,PIT,L 9-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1978,1978-09-03,1,25.149,SDG,@,SEA,W 24-20,0,0,,0,0,0,,0,0,0,,0,0,,,1,32,32.00,0,0,0,,0,0,0,0,0,0
44,1978,1978-09-10,2,25.156,SDG,,OAK,L 20-21,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,51,12.75,0,0,0,0,0,0
45,1978,1978-09-17,3,25.163,SDG,@,DEN,L 14-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1978,1978-09-24,4,25.170,SDG,,GNB,L 3-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1978,1978-10-01,5,25.177,SDG,@,NWE,L 23-28,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6.00,0,0,0,0,0,0
48,1978,1978-10-08,6,25.184,SDG,,DEN,W 23-0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,0,0,1,0,0
49,1978,1978-10-15,7,25.191,SDG,,MIA,L 21-28,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0,0,0,0
50,1978,1978-10-22,8,25.198,SDG,@,DET,L 14-31,0,0,,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,0,0,,0,0,0,0,0,0
51,1978,1978-10-29,9,25.205,SDG,@,OAK,W 27-23,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,52,13.00,0,0,0,0,0,0
52,1978,1978-11-05,10,25.212,SDG,,CIN,W 22-13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,50,12.50,0,1,6,2,21,1
53,1978,1978-11-12,11,25.219,SDG,,KAN,W 29-23,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,21,5.25,0,0,0,0,0,0
54,1978,1978-11-19,12,25.226,SDG,@,MIN,W 13-7,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,68,17.00,0,0,0,0,0,0
55,1978,1978-11-26,13,25.233,SDG,@,KAN,L 0-23,0,0,,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,3,29,9.67,0,0,0,0,0,0
56,1978,1978-12-04,14,25.241,SDG,,CHI,W 40-7,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,0,0,0,0,0
57,1978,1978-12-10,15,25.247,SDG,,SEA,W 37-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,51,12.75,0,0,0,1,23,0
58,1978,1978-12-17,16,25.254,SDG,@,HOU,W 45-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,49,24.50,0,7,92,13.14,0,0,0,0,0,0
59,1979,1979-09-02,1,26.148,SDG,@,SEA,W 33-16,0,0,,0,0,0,,0,0,0,,0,0,,,2,31,15.50,0,3,29,9.67,0,0,0,0,0,0
60,1979,1979-09-09,2,26.155,SDG,,OAK,W 30-10,0,0,,0,0,0,,0,0,0,,0,0,,,1,41,41.00,0,3,41,13.67,0,0,0,0,0,0
61,1979,1979-09-16,3,26.162,SDG,,BUF,W 27-19,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,73,14.60,0,0,0,0,0,0
62,1979,1979-09-23,4,26.169,SDG,@,NWE,L 21-27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,19,9.50,0,0,0,0,0,0
63,1979,1979-09-30,5,26.176,SDG,,SFO,W 31-9,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,34,8.50,0,0,0,0,0,0
64,1979,1979-10-07,6,26.183,SDG,@,DEN,L 0-7,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,17,5.67,0,0,0,0,0,0
65,1979,1979-10-14,7,26.190,SDG,,SEA,W 20-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,49,9.80,0,0,0,0,0,0
66,1979,1979-10-21,8,26.197,SDG,@,RAM,W 40-16,0,0,,0,0,0,,0,0,0,,0,0,,,1,13,13.00,0,4,35,8.75,0,0,0,2,23,0
67,1979,1979-10-25,9,26.201,SDG,@,OAK,L 22-45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,29,9.67,0,0,0,0,0,0
68,1979,1979-11-04,10,26.211,SDG,@,KAN,W 20-14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,0,0,0,0,0
69,1979,1979-11-11,11,26.218,SDG,@,CIN,W 26-24,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,40,13.33,0,0,0,0,0,0
70,1979,1979-11-18,12,26.225,SDG,,PIT,W 35-7,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,3,5,1.67,0,0,0,0,0,0
71,1979,1979-11-25,13,26.232,SDG,,KAN,W 28-7,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,22,7.33,0,0,0,0,0,0
72,1979,1979-12-02,14,26.239,SDG,,ATL,L 26-28,0,0,,0,0,0,,0,0,0,,0,0,,,2,30,15.00,0,1,5,5.00,0,0,0,0,0,0
73,1979,1979-12-09,15,26.246,SDG,@,NOR,W 35-0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
74,1979,1979-12-17,16,26.254,SDG,,DEN,W 17-7,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,34,17.00,0,0,0,1,16,0
75,1980,1980-09-07,1,27.153,SDG,@,SEA,W 34-13,2,0,0.00,0,0,0,,0,0,0,,0,0,,,3,61,20.33,0,4,67,16.75,0,0,0,0,0,0
76,1980,1980-09-14,2,27.160,SDG,,OAK,W 30-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1980,1980-09-21,3,27.167,SDG,@,DEN,W 30-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1980,1980-09-28,4,27.174,SDG,@,KAN,W 24-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1980,1980-10-05,5,27.181,SDG,,BUF,L 24-26,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,28,7.00,0,0,0,0,0,0
80,1980,1980-10-12,6,27.188,SDG,@,OAK,L 24-38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,27,9.00,0,0,0,0,0,0
81,1980,1980-10-19,7,27.195,SDG,,NYG,W 44-7,0,0,,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,4,41,10.25,0,0,0,0,0,0
82,1980,1980-10-26,8,27.202,SDG,@,DAL,L 31-42,0,0,,0,0,0,,0,0,0,,0,0,,,2,21,10.50,0,0,0,,0,0,0,0,0,0
83,1980,1980-11-02,9,27.209,SDG,@,CIN,W 31-14,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,3,35,11.67,0,0,0,0,0,0
84,1980,1980-11-09,10,27.216,SDG,,DEN,L 13-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,3,30,10.00,0,0,0,0,0,0
85,1980,1980-11-16,11,27.223,SDG,,KAN,W 20-7,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,19,9.50,0,0,0,0,0,0
86,1980,1980-11-20,12,27.227,SDG,@,MIA,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,4,88,22.00,0,0,0,,0,0,0,0,0,0
87,1980,1980-11-30,13,27.237,SDG,,PHI,W 22-21,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,19,9.50,0,0,0,0,0,0
88,1980,1980-12-07,14,27.244,SDG,@,WAS,L 17-40,0,0,,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,1,12,12.00,0,0,0,0,0,0
89,1980,1980-12-13,15,27.250,SDG,,SEA,W 21-14,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,3,14,4.67,0,0,0,0,0,0
90,1980,1980-12-22,16,27.259,SDG,,PIT,W 26-17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,0,0,0,0,0
91,1981,1981-09-06,1,28.152,CIN,,SEA,W 27-21,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,15,5.00,0,0,0,0,0,0
92,1981,1981-09-13,2,28.159,CIN,@,NYJ,W 31-30,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,9,9.00,0,0,0,0,0,0
93,1981,1981-09-20,3,28.166,CIN,,CLE,L 17-20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,41,20.50,0,0,0,0,0,0
94,1981,1981-09-27,4,28.173,CIN,,BUF,W 27-24,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,0,0,0,0,0
95,1981,1981-10-04,5,28.180,CIN,@,HOU,L 10-17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,10,2.50,0,0,0,0,0,0
96,1981,1981-10-11,6,28.187,CIN,@,BAL,W 41-19,0,0,,0,0,0,,0,0,0,,,,,,1,34,34.00,0,0,0,,0,0,0,1,31,0
97,1981,1981-10-18,7,28.194,CIN,,PIT,W 34-7,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,16,8.00,0,0,0,0,0,0
98,1981,1981-10-25,8,28.201,CIN,@,NOR,L 7-17,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,,,,
99,1981,1981-11-01,9,28.208,CIN,,HOU,W 34-21,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,,,,
100,1981,1981-11-15,11,28.222,CIN,,RAM,W 24-10,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,0,0,0,0,0
101,1981,1981-11-22,12,28.229,CIN,,DEN,W 38-21,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,16,8.00,0,0,0,0,0,0
102,1981,1981-11-29,13,28.236,CIN,@,CLE,W 41-21,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,15,7.50,0,0,0,0,0,0
103,1981,1981-12-06,14,28.243,CIN,,SFO,L 3-21,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12,6.00,0,0,0,0,0,0
104,1981,1981-12-13,15,28.250,CIN,@,PIT,W 17-10,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,19,19.00,0,0,0,0,0,0
105,1981,1981-12-20,16,28.257,CIN,@,ATL,W 30-28,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,17,8.50,0,0,0,0,0,0
106,1982,1982-09-12,1,29.158,CIN,,HOU,W 27-6,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,25,12.50,0,0,0,0,0,0
107,1982,1982-09-19,2,29.165,CIN,@,PIT,L 20-26,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,7,3.50,0,0,0,0,0,0
108,1982,1982-11-21,3,29.228,CIN,@,PHI,W 18-14,0,0,,0,0,0,,0,0,0,,,,,,1,9,9.00,0,2,13,6.50,0,0,0,0,0,0
109,1982,1982-11-28,4,29.235,CIN,,RAI,W 31-17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,-8,-8.00,0,0,0,0,0,0
110,1982,1982-12-05,5,29.242,CIN,@,BAL,W 20-17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,11,5.50,0,0,0,0,0,0
111,1982,1982-12-12,6,29.249,CIN,,CLE,W 23-10,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,23,7.67,0,0,0,0,0,0
112,1982,1982-12-20,7,29.257,CIN,@,SDG,L 34-50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6,6.00,0,0,0,0,0,0
113,1982,1982-12-26,8,29.263,CIN,,SEA,W 24-10,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,6,3.00,0,0,0,1,0,0
114,1982,1983-01-02,9,29.270,CIN,@,HOU,W 35-27,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12,6.00,0,0,0,0,0,0
